GEO_ID,B18101H_001E,B18101H_001M,B18101H_002E,B18101H_002M,B18101H_003E,B18101H_003M,B18101H_004E,B18101H_004M,B18101H_005E,B18101H_005M,B18101H_006E,B18101H_006M,B18101H_007E,B18101H_007M,B18101H_008E,B18101H_008M,B18101H_009E,B18101H_009M,B18101H_010E,B18101H_010M,NAME,B18101H_001EA,B18101H_001MA,B18101H_002MA,B18101H_002EA,B18101H_003MA,B18101H_003EA,B18101H_004EA,B18101H_004MA,B18101H_005EA,B18101H_005MA,B18101H_006EA,B18101H_006MA,B18101H_007MA,B18101H_007EA,B18101H_008MA,B18101H_008EA,B18101H_009EA,B18101H_009MA,B18101H_010MA,B18101H_010EA,state
0400000US45,3033200,3157,593485,1023,26146,2916,567339,3063,1865200,2673,231536,7623,1633664,7906,574515,755,204267,4415,370248,4533,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,697195,963,154220,284,4860,1134,149360,1203,426768,889,42683,3067,384085,3331,116207,360,39660,1837,76547,1861,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4818349,3138,987695,888,46670,3416,941025,3663,2998964,2826,430577,9481,2568387,9536,831690,1192,325174,6628,506516,6496,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11506785,8039,2311696,3326,99551,5950,2212145,7097,7233435,6297,763822,15009,6469613,14995,1961654,3473,717811,9217,1243843,8504,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2311147,2543,671084,952,21417,2427,649667,2581,1374282,2073,123329,5960,1250953,6370,265781,542,91243,3121,174538,3192,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,578655,1487,108864,462,6836,1317,102028,1392,370374,891,44223,3067,326151,3304,99417,638,33805,1929,65612,1961,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5118758,5689,1020524,2632,35363,2665,985161,3886,3231702,5284,317591,9478,2914111,10778,866532,1187,291548,6033,574984,6186,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4891191,4382,928050,1292,37223,2943,890827,3430,3122737,3745,370931,9762,2751806,9977,840404,1132,303528,5592,536876,5700,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1691120,1838,339350,781,18680,2388,320670,2692,1045225,1417,187931,6328,857294,6604,306545,503,135444,3656,171101,3793,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4682229,1897,933078,952,36971,2572,896107,2647,2955654,1657,278057,7100,2677597,7601,793497,935,246389,5062,547108,4961,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,483950,782,106790,120,3983,1197,102807,1200,304426,692,30763,2977,273663,3097,72734,296,25748,1638,46986,1601,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,23244,2702,3410,1079,59,100,3351,1085,14989,2292,2617,913,12372,2040,4845,1152,1464,510,3381,992,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
