GEO_ID,C01001A_001E,C01001A_001M,C01001A_002E,C01001A_002M,C01001A_003E,C01001A_003M,C01001A_004E,C01001A_004M,C01001A_005E,C01001A_005M,C01001A_006E,C01001A_006M,C01001A_007E,C01001A_007M,C01001A_008E,C01001A_008M,C01001A_009E,C01001A_009M,NAME,C01001A_001EA,C01001A_001MA,C01001A_002EA,C01001A_002MA,C01001A_003MA,C01001A_003EA,C01001A_004MA,C01001A_004EA,C01001A_005MA,C01001A_005EA,C01001A_006MA,C01001A_006EA,C01001A_007MA,C01001A_007EA,C01001A_008EA,C01001A_008MA,C01001A_009EA,C01001A_009MA,state
0400000US13,6043917,17213,2999157,9967,684825,5975,1901615,6125,412717,1334,3044760,9489,646992,5047,1881798,5839,515970,1491,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,360711,3547,200259,2168,28031,1297,141037,1515,31191,356,160452,2669,23808,1701,106469,1533,30175,449,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1498107,5221,748200,3555,195050,2529,446864,2100,106286,819,749907,3126,186200,2500,444345,1953,119362,814,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9290445,21829,4585387,10681,1011869,5148,2935648,8052,637870,1522,4705058,13205,961580,6824,2913710,8000,829768,2010,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5547390,10643,2733618,5930,639663,3525,1715299,4174,378656,734,2813772,6745,604338,3989,1722039,3767,487395,1051,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2837758,4198,1402384,3040,324220,2015,868749,1841,209415,483,1435374,2795,307409,1957,858966,1771,268999,745,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2466138,7001,1221394,4931,296032,3295,755590,2823,169772,678,1244744,3863,283734,2509,746061,2383,214949,774,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3858261,5024,1899678,3941,436388,2946,1194664,2538,268626,438,1958583,3488,405258,2762,1211207,2111,342118,803,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2919142,5872,1442994,3991,319250,2640,916423,3009,207321,729,1476148,4327,304454,2900,911779,2751,259915,691,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1260278,1558,615787,1503,120297,672,387628,1255,107862,349,644491,1281,113435,926,400475,788,130581,301,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3432582,12913,1684924,7142,350343,3785,1081189,5126,253392,925,1747658,7629,339048,4140,1086333,4463,322277,1425,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5347420,13679,2591223,7687,515144,4373,1683259,5221,392820,1093,2756197,8168,490246,3992,1743741,5226,522210,1480,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7816586,10212,3859600,5676,827490,3549,2439525,3214,592585,908,3956986,5708,789670,3112,2428374,3372,738942,1025,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4606959,7887,2284838,5092,500633,2730,1453265,3075,330940,674,2322121,4212,475387,2411,1436997,2519,409737,494,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1761195,4009,868554,3442,195035,2348,535137,2133,138382,385,892641,3125,183933,2674,533329,1751,175379,616,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4990271,5990,2454365,4345,548042,3125,1536038,2612,370285,741,2535906,4090,522813,2808,1544836,2479,468257,1013,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,914571,1553,459767,1367,96006,927,286012,895,77749,345,454804,1397,90992,900,278451,932,85361,290,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1660976,5151,826336,3435,199910,2041,511700,1817,114726,515,834640,3081,187269,1781,503164,1825,144207,673,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1931264,12232,983531,7339,207554,3781,617961,5290,158016,1009,947733,6781,198338,3528,581123,4480,168272,1170,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1239410,2714,610773,1904,122756,1041,395354,1384,92663,258,628637,1669,117189,974,398686,1124,112762,409,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6053656,22978,2965794,12666,642695,6104,1872462,8677,450637,1484,3087862,12420,608519,5666,1875506,8674,603837,2229,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1525459,15508,756506,8823,172972,4875,460633,5481,122901,1283,768953,8395,164073,4385,459429,5010,145451,1795,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12634312,30471,6180258,17750,1252383,8450,3978193,11559,949682,3045,6454054,15846,1199626,6981,4003305,11046,1251123,3947,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6869207,14005,3368957,9267,725779,6286,2122291,6372,520887,1289,3500250,7505,693530,5642,2146579,4247,660141,1350,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,654375,2212,334805,1633,70977,893,218268,1317,45560,221,319570,1355,66936,884,196818,844,55816,65,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9522264,7875,4674494,5373,1029999,2838,2943015,3492,701480,1093,4847770,4673,978913,2770,2962935,3383,905922,1137,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2827481,6268,1397854,4054,315816,2349,868031,2782,214007,599,1429627,3669,294278,2518,867883,2143,267466,719,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3358250,13638,1658624,7908,343986,4063,1045441,5191,269197,916,1699626,7209,323646,4025,1051339,4259,324641,1196,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10408847,14006,5095871,8362,1032773,4847,3228653,5861,834445,1292,5312976,7903,979833,4385,3240685,5014,1092458,1374,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,858236,5406,414450,3363,80161,1819,269045,2318,65244,540,443786,3000,75426,1760,280012,1966,88348,615,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3254145,8625,1599845,5333,333485,3044,996755,3919,269605,1066,1654300,4862,320671,3111,1008147,2879,325482,878,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,724768,2261,364236,1506,82760,1143,225605,853,55871,235,360532,1770,77114,1223,215968,1018,67450,456,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5084404,7598,2486831,5660,546247,3730,1557015,3571,383569,936,2597573,4442,521163,3138,1596864,2626,479546,1046,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20265860,39583,10085382,21345,2653968,12695,6272735,15490,1158679,3496,10180478,23588,2530548,12653,6214954,14344,1434976,3764,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2568018,10207,1287875,6381,393733,3357,764943,4067,129199,736,1280143,5407,370631,3195,758862,3301,150650,662,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,591853,1756,291459,1159,57264,676,186929,735,47266,352,300394,918,53821,476,190283,728,56290,373,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5739681,13500,2845803,8587,601913,4680,1838394,6077,405496,1198,2893878,8776,573081,5242,1816942,5113,503855,1371,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5484997,15746,2739950,9226,579374,4516,1758886,6418,401690,1017,2745047,8840,553691,4872,1713973,4895,477383,1422,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1731464,2718,851753,2339,177455,1774,532086,1676,142212,382,879711,2450,169405,1905,535613,1118,174693,534,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4966282,7475,2468687,4560,526630,3107,1568974,2425,373083,820,2497595,4512,496811,2597,1541152,3193,459632,872,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,531680,2736,270315,2074,62371,1339,171863,1349,36081,328,261365,2686,58754,1636,162168,1418,40443,436,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2520447,22007,1196644,11759,285671,5577,710986,8458,199987,3188,1323803,13881,263170,6383,796712,9060,263921,3788,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
