GEO_ID,B14007A_001E,B14007A_001M,B14007A_002E,B14007A_002M,B14007A_003E,B14007A_003M,B14007A_004E,B14007A_004M,B14007A_005E,B14007A_005M,B14007A_006E,B14007A_006M,B14007A_007E,B14007A_007M,B14007A_008E,B14007A_008M,B14007A_009E,B14007A_009M,B14007A_010E,B14007A_010M,B14007A_011E,B14007A_011M,B14007A_012E,B14007A_012M,B14007A_013E,B14007A_013M,B14007A_014E,B14007A_014M,B14007A_015E,B14007A_015M,B14007A_016E,B14007A_016M,B14007A_017E,B14007A_017M,B14007A_018E,B14007A_018M,B14007A_019E,B14007A_019M,NAME,B14007A_001EA,B14007A_001MA,B14007A_002EA,B14007A_002MA,B14007A_003EA,B14007A_003MA,B14007A_004EA,B14007A_004MA,B14007A_005MA,B14007A_005EA,B14007A_006EA,B14007A_006MA,B14007A_007EA,B14007A_007MA,B14007A_008EA,B14007A_008MA,B14007A_009EA,B14007A_009MA,B14007A_010EA,B14007A_010MA,B14007A_011MA,B14007A_011EA,B14007A_012MA,B14007A_012EA,B14007A_013MA,B14007A_013EA,B14007A_014EA,B14007A_014MA,B14007A_015EA,B14007A_015MA,B14007A_016MA,B14007A_016EA,B14007A_017MA,B14007A_017EA,B14007A_018MA,B14007A_018EA,B14007A_019EA,B14007A_019MA,state
0400000US13,5843689,16118,1474013,13868,91199,5502,78290,4521,69081,4449,81523,4945,75721,4286,75465,5245,77534,4485,75460,4126,76990,4522,79459,5022,79396,4134,77358,4597,75843,4512,79377,5211,315592,9768,65725,4561,4369676,15539,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,349407,3367,63697,3123,3552,926,3236,858,3571,995,2258,595,3729,931,2043,512,2901,807,2036,707,3001,844,1924,524,1883,441,1857,627,2815,728,3095,953,19555,2136,6241,1135,285710,3612,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1441991,5142,396809,6650,18652,2287,23363,2284,19408,2127,20339,2624,22593,2392,22307,2114,21986,2320,21242,2244,19612,2377,23318,2275,20960,2282,23869,2059,20209,1919,22566,1994,84440,5218,11945,1693,1045182,7961,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8987942,21706,2245983,14760,152324,5910,109442,4884,107220,4879,108091,4563,105405,4992,107201,4414,113888,4297,112701,4623,111359,3971,117418,4470,112214,4338,119496,4485,113582,3648,124630,5483,503657,10601,127355,5224,6741959,19118,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5355955,10731,1361041,10964,79049,4306,65384,4241,73893,3587,67093,3894,69975,3739,66638,3993,69418,4437,70849,3592,73641,3646,73575,4520,72517,3709,71378,2942,71608,3507,75040,3804,310146,7840,50837,3398,3994914,13744,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2738074,4857,700277,6484,48172,2757,38658,2420,33356,2253,35079,2332,36294,2501,32965,2604,38925,2812,33076,2297,35830,2579,36373,2395,35180,2115,34318,1877,35984,2203,34633,2639,159602,4939,31832,2662,2037797,6304,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2370905,7161,629780,6803,40863,2633,33652,2585,32413,2519,30399,2458,30483,2379,33502,2661,30557,2132,31026,2420,31521,2313,34930,2391,30687,2277,34101,2230,31133,2339,34662,2199,138155,5220,31696,2624,1741125,8484,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3727116,6013,900031,7786,48177,2953,47294,3066,49309,2889,51444,2976,47918,2902,48459,2865,44792,2778,47731,3340,49167,3543,46435,3210,46591,2725,49564,2645,44230,2922,47442,3333,191651,5842,39827,2778,2827085,8771,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2818101,6571,658963,7931,45430,3396,34693,3441,37222,3342,34511,2513,32744,3020,35305,2991,35043,3086,32907,2700,37177,3083,37034,3233,32082,3101,35205,2429,32460,2419,33084,2558,135760,6056,28306,3107,2159138,9974,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1226796,2298,268730,4087,13850,1714,12387,1736,12145,1584,13074,1310,14116,1635,12613,1455,14522,1889,14295,1804,12610,1380,13497,1372,15023,1446,15264,1577,15732,1496,12769,1694,64684,3468,12149,1793,958066,3989,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3328493,12005,814218,8817,51164,2751,37693,2897,38236,2974,36980,2710,37752,2468,39770,2555,35190,2613,36532,2412,40070,3121,40527,2954,37350,2556,44571,2848,36660,2269,44055,3432,193124,6084,64544,4206,2514275,11209,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5198019,12729,1271336,10113,81991,3637,54328,3424,52966,3378,52829,3392,54162,3463,52501,3423,59651,3497,59528,3541,58473,3060,59110,3710,64829,3368,63127,3633,63807,3417,65882,3342,324290,8743,103862,5333,3926683,12063,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7577267,10451,1880630,11171,101713,4279,88460,4046,87283,4024,89668,3950,91646,4025,85095,2981,92518,3978,91023,3608,96258,3710,95906,3760,96731,3680,102493,3438,95836,3527,103820,4130,470516,10192,91664,4113,5696637,11848,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4453687,8328,1080082,7495,68730,3080,54230,3224,51071,3095,52539,2734,52593,2413,54515,2724,57824,3344,54169,2804,55457,2734,54163,2812,55873,3107,52952,2421,57499,2762,59710,2584,242886,5296,55871,3171,3373605,8308,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1701173,4908,410523,6126,19516,2412,21999,2533,21354,2689,21790,2600,22055,1945,22370,2480,20895,2342,21931,2254,20060,2566,24234,2777,24240,2239,19765,1937,18302,1896,21968,2625,92490,4734,17554,2472,1290650,6821,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4824725,7672,1191097,10594,69146,3706,57252,2864,57745,3447,58897,3502,63736,3688,63384,3977,60334,3696,61022,3377,59275,3643,64819,4164,60041,3449,66471,2848,54600,2961,56628,2900,276414,6519,61333,4123,3633628,8841,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,885661,1933,200844,4198,11114,1461,10549,1427,11501,1232,10137,1260,10095,1223,9856,1300,11480,1355,10459,1381,9671,1126,10761,1255,9304,1374,11065,1423,10958,1325,10855,1476,44439,3268,8600,1371,684817,4163,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1597059,4694,420794,5521,25257,2026,21674,1963,20347,1952,20805,1758,20943,1732,23382,2014,21850,1710,24151,2033,19130,1653,20576,2055,22580,1885,20268,1431,20143,1545,22348,2112,93826,4150,23514,1819,1176265,5719,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1872634,11884,436541,7584,19035,1978,22459,2539,24585,2258,25197,2324,23334,2508,23488,2237,23438,2205,21477,2235,25970,2482,23055,2249,22001,1963,22964,2085,22489,1999,25960,2522,90761,4574,20328,2298,1436093,10002,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1208190,3023,282765,3691,15577,1627,12805,1504,11599,1701,13686,1729,13367,1628,15021,1841,12535,1626,14250,1757,15622,1888,13757,1658,15219,1617,15151,1714,14575,1641,17158,2109,68581,3304,13862,2086,925425,3914,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5871204,21316,1431041,10939,104963,5249,64342,3864,66339,4536,68749,3564,73588,4224,67786,3860,71272,4320,72933,4088,75335,4123,73557,3780,75552,4457,79021,3797,75954,3505,83859,4292,303842,7713,73949,4232,4440163,18367,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1471274,14875,383756,9086,17516,2217,21547,2311,16179,1852,21842,2404,19234,2144,18804,2326,17169,2175,19547,2270,19523,2379,20664,2367,21118,2765,16183,1842,17586,1971,20817,2349,94933,4926,21094,2949,1087518,11810,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12252287,30743,2844713,19383,174558,5781,137597,5430,133303,4528,130839,4775,132136,5743,134901,5377,141269,5546,133301,5118,137920,5029,136818,6007,146669,5162,152870,5429,134274,5152,154855,5675,674706,11746,188697,6560,9407574,23825,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6656288,12941,1602058,13095,95066,4480,80372,4444,78670,4166,78466,4321,79352,4426,79540,4371,77493,4676,82390,4980,85446,5462,84051,4164,82974,4247,81991,3664,77077,3534,79513,4652,382264,8847,77393,4571,5054230,12275,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,629530,2703,151467,3294,8072,1227,8527,1208,6931,946,8884,1186,6806,1012,8823,1272,8238,1052,5878,919,6023,943,6576,912,6453,993,7842,920,7176,905,7088,1328,42061,3251,6089,1074,478063,4113,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9223758,9308,2225492,13820,133774,5756,104856,4621,111055,4642,109259,5115,113308,5171,112075,4813,108359,5345,120388,5384,116698,4796,113225,4635,120634,4641,125092,3859,113492,4622,113523,4375,502625,9302,107129,5168,6998266,13769,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2729535,6542,650964,7880,42418,2878,38516,2570,36562,2326,34962,2152,34574,2114,34238,2358,34196,2290,31607,1873,30612,2147,35346,2105,33032,2024,32578,1885,34686,1905,33217,2446,138492,4948,25928,2682,2078571,6932,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3255273,12893,747294,10359,40501,2495,36692,2935,36340,2554,37915,2861,36934,3311,35288,2643,37822,3578,35875,2610,38423,2681,38565,2960,36366,2879,39510,2912,39336,2951,37112,2734,184380,6690,36235,2800,2507979,10639,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10106098,13015,2266797,14019,128070,5573,103982,4147,103705,4076,108730,3782,109331,4091,113212,4286,115727,4950,112383,4475,118802,4692,124303,4284,120631,4695,120743,3996,115158,3935,119980,4220,527149,9595,124891,5711,7839301,16316,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,837050,5186,199829,4108,11451,1604,7773,1239,9109,1232,8082,1192,8445,1506,6594,1175,7833,1388,9609,1382,9334,1512,9037,1435,9486,1378,9666,1161,9665,1244,11144,1586,61868,2959,10733,1973,637221,5302,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3155178,8640,744650,7776,40439,3410,43938,3260,38797,3745,35185,2994,36215,2892,33515,2555,40159,3541,36941,3138,37566,2635,36164,3246,36847,3108,38148,3008,34801,2669,41274,3006,175446,6569,39215,3360,2410528,8940,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,698464,2548,174184,3195,12331,1458,7838,1046,8988,1516,8781,1121,8655,1141,8042,1083,9750,1298,8792,1258,8590,1084,8712,1209,9212,1042,8887,1038,8413,1231,9285,1234,38970,2514,8938,1314,524280,3279,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4919618,8157,1140957,10034,61062,4158,55470,4168,63380,4431,55629,3461,59614,3620,61526,4280,60972,3989,58620,3503,61558,3673,63301,3467,59847,3471,60390,3140,65662,3446,58602,3788,243152,6307,52172,4270,3778661,9375,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19438553,37839,5351625,28784,322562,10161,303351,8820,297517,8800,295402,8517,296558,9591,294062,8896,283320,8868,286649,8586,301513,8178,297161,8585,295814,9875,276833,7530,268509,7717,282635,9579,1058348,18275,191391,8125,14086928,34194,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2444431,9658,815985,7882,52383,3446,44560,3020,44299,2543,40936,2358,43857,2807,43347,2585,44124,3059,41032,2718,40708,2928,40962,2715,42488,2867,40509,2283,38943,2314,42548,2719,187460,6424,27829,2464,1628446,9141,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,575630,2002,133757,2851,7636,1008,7299,1225,5797,783,5034,902,7098,964,6364,991,5677,877,6760,1098,6627,1018,5469,1013,6906,1170,7599,1040,6026,727,8305,999,34471,2287,6689,1034,441873,2937,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5553306,13211,1370561,11702,82584,4081,67403,3902,63431,3338,63908,2887,66683,3919,66324,3880,63156,3496,67153,3549,66623,3454,68863,4144,66469,3372,67833,3129,67362,3434,71092,4317,327484,7495,94193,5385,4182745,13190,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5306215,15607,1225517,12692,71723,3709,64384,3885,61053,3685,64676,3911,63282,3567,58898,3329,64748,3618,61911,3557,62871,3766,61651,3670,64572,4056,62549,3463,63215,3608,68274,3713,275555,7836,56155,4723,4080698,16010,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1678178,3440,368148,5546,20104,2162,19067,2149,21035,2371,19074,1819,18394,2036,17512,1935,16439,1653,20927,2151,20512,2051,23302,2329,20289,2257,19905,2044,17883,1875,21174,2061,77216,4204,15315,2317,1310030,5994,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4813030,7991,1159418,9215,63538,3022,60292,3559,55764,2962,58697,2816,56584,2971,57382,2995,58241,2884,56711,2930,60345,2671,58046,2802,60833,2782,60422,2136,59820,2346,60795,2920,281237,5976,50711,3602,3653612,8885,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,512419,2833,126667,3149,7642,1352,7120,1240,6446,1165,7038,1096,7972,1030,5800,1247,6530,1018,5396,992,7930,1603,6518,1305,6068,1123,5695,814,7166,1287,5149,1055,28783,2255,5414,1226,385752,4058,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2440946,22324,641256,13085,39890,3104,27669,2775,29136,2753,26799,2593,32873,3020,29605,3213,30395,3109,30400,2870,36822,3227,35987,3656,34036,2960,31422,2961,31244,2605,34659,2730,164093,6732,26226,2618,1799690,17391,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
