B08528_004M,B08528_005E,B08528_005M,B08528_006E,B08528_006M,B08528_007E,B08528_007M,B08528_008E,B08528_008M,B08528_009E,B08528_009M,B08528_010E,B08528_010M,B08528_011E,B08528_011M,B08528_012E,B08528_012M,B08528_013E,B08528_013M,B08528_014E,B08528_014M,B08528_015E,B08528_015M,B08528_016E,B08528_016M,B08528_017E,B08528_017M,B08528_018E,B08528_018M,B08528_019E,B08528_019M,B08528_020E,B08528_020M,B08528_021E,B08528_021M,B08528_022E,B08528_022M,B08528_023E,B08528_023M,B08528_024E,B08528_024M,B08528_025E,B08528_025M,B08528_026E,B08528_026M,B08528_027E,B08528_027M,B08528_028E,B08528_028M,B08528_029E,B08528_029M,B08528_030E,B08528_030M,B08528_031E,B08528_031M,B08528_032E,B08528_032M,B08528_033E,B08528_033M,B08528_034E,B08528_034M,B08528_035E,B08528_035M,B08528_036E,B08528_036M,B08528_037E,B08528_037M,B08528_038E,B08528_038M,B08528_039E,B08528_039M,B08528_040E,B08528_040M,B08528_041E,B08528_041M,B08528_042E,B08528_042M,B08528_043E,B08528_043M,B08528_044E,B08528_044M,B08528_045E,B08528_045M,B08528_046E,B08528_046M,B08528_047E,B08528_047M,B08528_048E,B08528_048M,B08528_049E,B08528_049M,B08528_050E,B08528_050M,B08528_051E,B08528_051M,B08528_052E,B08528_052M,B08528_053E,B08528_053M,B08528_054E,B08528_054M,B08528_055E,B08528_055M,B08528_056E,B08528_056M,B08528_057E,B08528_057M,B08528_058E,B08528_058M,B08528_059E,B08528_059M,B08528_060E,B08528_060M,B08528_061E,B08528_061M,B08528_062E,B08528_062M,B08528_063E,B08528_063M,B08528_064E,B08528_064M,B08528_065E,B08528_065M,B08528_066E,B08528_066M,B08528_067E,B08528_067M,B08528_068E,B08528_068M,B08528_069E,B08528_069M,B08528_070E,B08528_070M,GEO_ID,B08528_001E,B08528_001M,B08528_002E,B08528_002M,B08528_003E,B08528_003M,B08528_004E,B08528_004MA,B08528_005EA,B08528_005MA,B08528_006MA,B08528_006EA,B08528_007MA,B08528_007EA,B08528_008EA,B08528_008MA,B08528_009EA,B08528_009MA,B08528_010EA,B08528_010MA,B08528_011MA,B08528_011EA,B08528_012MA,B08528_012EA,B08528_013EA,B08528_013MA,B08528_014EA,B08528_014MA,B08528_015EA,B08528_015MA,B08528_016EA,B08528_016MA,B08528_017MA,B08528_017EA,B08528_018MA,B08528_018EA,B08528_019MA,B08528_019EA,B08528_020EA,B08528_020MA,B08528_021EA,B08528_021MA,B08528_022EA,B08528_022MA,B08528_023EA,B08528_023MA,B08528_024MA,B08528_024EA,B08528_025EA,B08528_025MA,B08528_026EA,B08528_026MA,B08528_027EA,B08528_027MA,B08528_028EA,B08528_028MA,B08528_029MA,B08528_029EA,B08528_030MA,B08528_030EA,B08528_031EA,B08528_031MA,B08528_032EA,B08528_032MA,B08528_033MA,B08528_033EA,B08528_034MA,B08528_034EA,B08528_035MA,B08528_035EA,B08528_036EA,B08528_036MA,B08528_037EA,B08528_037MA,B08528_038MA,B08528_038EA,B08528_039MA,B08528_039EA,B08528_040MA,B08528_040EA,B08528_041MA,B08528_041EA,B08528_042EA,B08528_042MA,B08528_043EA,B08528_043MA,B08528_044MA,B08528_044EA,B08528_045MA,B08528_045EA,B08528_046MA,B08528_046EA,B08528_047EA,B08528_047MA,B08528_048EA,B08528_048MA,B08528_049EA,B08528_049MA,B08528_050MA,B08528_050EA,B08528_051MA,B08528_051EA,B08528_052MA,B08528_052EA,B08528_053MA,B08528_053EA,B08528_054EA,B08528_054MA,B08528_055MA,B08528_055EA,B08528_056MA,B08528_056EA,B08528_057MA,B08528_057EA,B08528_058MA,B08528_058EA,B08528_059EA,B08528_059MA,B08528_060EA,B08528_060MA,B08528_061MA,B08528_061EA,B08528_062MA,B08528_062EA,B08528_063EA,B08528_063MA,B08528_064EA,B08528_064MA,B08528_065EA,B08528_065MA,B08528_066MA,B08528_066EA,B08528_067MA,B08528_067EA,B08528_068MA,B08528_068EA,B08528_069EA,B08528_069MA,B08528_070EA,B08528_070MA,NAME,B08528_001MA,B08528_001EA,B08528_002MA,B08528_002EA,B08528_003MA,B08528_003EA,B08528_004EA,state
2378,85714,3942,67300,3374,46125,2448,25318,2201,60844,3274,1521,473,806430,8753,581154,8955,554864,8701,26290,1974,71048,3608,58193,3072,35784,2391,22294,2042,37082,2425,875,345,92752,4158,68326,3678,64880,3616,3446,863,8394,1323,5621,904,4478,902,1866,695,3821,706,246,238,6181,1274,4363,1072,4274,1077,89,104,737,397,237,170,541,290,84,93,219,178,0,187,27964,2299,16946,1801,15456,1837,1490,548,2975,711,1786,477,2619,637,652,351,2878,587,108,92,12524,1792,8327,1437,7772,1402,555,300,965,437,991,526,1196,449,276,239,769,294,0,187,39106,2415,19019,1747,13880,1526,5139,877,1595,477,472,260,1507,608,146,129,16075,1708,292,146,0400000US31,984957,7271,698135,8686,661126,8130,37009,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,31
3169,48141,3385,80325,4362,39540,3090,36994,3329,62985,4434,1057,408,995555,12528,783711,13047,758960,12580,24751,2374,38707,3094,69461,4028,32484,2749,30328,3093,40354,3411,510,253,134943,6474,110071,6130,105405,5748,4666,1635,4967,1085,6608,1084,4066,1041,4193,868,4861,1140,177,223,54889,4812,47661,4390,47475,4390,186,141,1856,638,1623,648,326,311,724,393,2649,1126,50,82,25948,2626,20339,2349,19583,2288,756,388,1240,517,1342,538,1435,586,345,254,1247,578,0,187,31291,3113,26615,2915,26362,2898,253,191,363,287,1140,478,574,404,819,359,1714,616,66,76,41115,3659,26302,2962,19132,2412,7170,1716,1008,394,151,124,655,291,585,367,12160,2138,254,213,0400000US32,1283741,12038,1014699,13458,976917,12529,37782,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,32
2272,72240,3781,50649,3778,20787,2138,12378,1930,44904,3035,813,423,526101,9436,365562,9021,351421,8825,14141,1903,60323,3734,45956,3557,16740,1910,9958,1871,27173,2336,389,344,53507,4113,37644,3338,36358,3363,1286,457,5269,1091,3255,883,1648,723,991,496,4421,1516,279,238,3832,873,3221,767,3015,752,206,201,203,156,316,206,92,155,0,187,0,187,0,187,17672,1918,11032,1654,10324,1615,708,450,2493,764,612,329,1181,566,459,208,1863,699,32,53,8642,1859,6488,1625,6326,1619,162,111,724,325,76,115,274,247,220,230,860,496,0,187,41260,2617,25296,2498,20682,2256,4614,1215,3228,880,434,257,852,336,750,450,10587,1247,113,102,0400000US33,651014,9593,449243,9455,428126,9114,21117,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,33
6609,267124,7500,301022,9032,183100,7305,66716,4202,193499,6459,6017,1168,3024278,21941,2224837,21253,2119265,21439,105572,4951,208507,6626,265538,8489,155395,6665,55147,3789,111950,4606,2904,766,331329,10921,259956,9770,248594,9696,11362,1679,22820,2491,16410,1802,11120,1523,5092,1031,15380,2310,551,404,213920,7309,177315,6375,174754,6419,2561,707,11333,1582,6280,1273,9040,1462,2742,793,6528,1286,682,497,132821,6812,99889,5489,96498,5638,3391,905,10530,1791,7771,1405,3306,955,2129,837,8469,1341,727,544,86073,6150,72624,5772,70320,5575,2304,928,3870,1192,2439,754,1623,598,494,318,4812,1589,211,214,180018,7732,116340,5393,87816,4561,28524,3389,10064,1708,2584,676,2616,653,1112,612,46360,3863,942,375,0400000US34,3968439,20630,2950961,20076,2797247,21370,153714,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,34
3346,63403,3829,70755,4999,64907,4548,58326,3589,54706,3189,1393,583,693998,10646,452292,11624,433563,12209,18729,2575,48473,3628,59418,4492,51241,3869,48418,3494,33524,2433,632,372,82811,5064,52669,4220,49582,3951,3087,1155,6275,1394,6580,1370,6657,1352,5581,1205,4947,986,102,151,10814,2034,5823,1286,5823,1286,0,187,1479,817,1045,616,894,419,1234,498,291,415,48,80,18048,2026,9518,1692,9107,1591,411,288,1936,652,1248,552,2540,792,902,374,1862,698,42,65,17847,2323,10885,1863,10425,1847,460,242,1773,592,993,438,2195,1099,1280,512,721,354,0,187,41567,3446,20408,2687,13446,1910,6962,1823,3467,1019,1471,677,1380,538,911,434,13361,1754,569,376,0400000US35,865085,10535,551595,11861,521946,11983,29649,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,35
11565,946538,14607,851425,14883,403971,10104,178578,6946,536106,11819,13647,1905,4931316,27143,3262316,26379,3085690,26940,176626,6583,509700,10760,545205,13006,288283,7765,101653,5123,220003,6823,4156,740,606207,14155,416893,10927,391138,10867,25755,2480,60054,4716,56580,3437,29454,2783,11047,1540,30935,2848,1244,523,2869481,21998,2174719,21247,2121044,22111,53675,4361,260061,7490,203173,6804,59684,3486,45281,3902,123567,6008,2996,976,578307,14739,406593,13243,383412,12390,23181,2933,75818,4226,30703,2702,16102,1893,11959,2257,35345,3308,1787,754,174291,7884,125200,6543,115114,5930,10086,2144,17021,2082,8145,1166,4561,1080,2603,1002,16455,2236,306,180,361168,10446,204784,8000,149296,6742,55488,3934,23884,2449,7619,1396,5887,1109,6035,1493,109801,5080,3158,870,0400000US36,9520770,27988,6590505,32515,6245694,31509,344811,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,36
6590,305108,9170,236758,9101,293854,10643,174358,5709,245262,7445,7032,1388,3613316,23940,2593838,21302,2489065,21765,104773,5196,252142,8420,213878,8985,245945,9329,146665,5643,156797,6120,4051,1110,424680,10295,314469,8505,303270,8457,11199,1790,25154,2563,16791,2299,28550,2817,12264,1713,26242,3150,1210,532,50337,3499,38862,3259,37968,3172,894,472,4616,1123,1238,529,4435,950,510,263,540,280,136,166,78895,4875,46993,3898,44262,3746,2731,787,8572,1346,1300,478,6192,1519,9453,1402,6326,1191,59,75,55488,4107,42426,3525,40681,3391,1745,578,3169,784,1790,718,2908,752,1498,684,3649,915,48,82,209085,8535,132841,6198,105381,5194,27460,3027,11455,1589,1761,621,5824,1251,3968,1216,51708,4362,1528,512,0400000US37,4431801,22145,3169429,21821,3020627,21762,148802,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,37
1675,40262,2655,29071,2707,21005,1961,20490,2577,33814,2510,908,335,349986,5110,239391,5331,228856,5139,10535,1483,34716,2716,24943,2460,16037,1572,15945,2404,18465,1954,489,240,39496,2851,27362,2607,26426,2590,936,380,3166,826,2126,646,1853,518,2905,992,2071,499,13,21,2992,996,2034,824,1971,840,63,97,84,73,162,178,586,397,16,32,110,104,0,187,13767,1366,6560,1079,5901,1050,659,237,1095,342,1266,372,1103,379,787,456,2769,570,187,162,5829,957,4132,788,3997,801,135,103,507,278,214,140,215,191,378,365,383,256,0,187,20458,1557,7499,1174,5935,1071,1564,397,694,401,360,186,1211,363,459,445,10016,1176,219,140,0400000US38,432528,5156,286978,5716,273086,5331,13892,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,38
5711,499061,10663,364728,10861,181909,6825,95390,4199,258063,6863,9592,1787,4470112,23483,3324668,23647,3217954,22659,106714,4655,421615,10158,327013,9919,149616,6844,81556,4152,160341,4705,5303,1201,421891,11211,316211,10065,305313,9718,10898,1583,36200,3072,22387,1877,12833,1535,7795,1712,25277,2995,1188,690,90912,4489,68125,3846,67074,3984,1051,529,9355,1575,5539,1147,3700,1041,2110,577,1897,588,186,239,116290,4910,76990,4009,73269,3924,3721,957,15048,1852,4070,914,10168,1572,1148,449,7913,1100,953,573,58244,3923,44663,3656,43209,3672,1454,480,4983,850,2812,867,1478,576,708,415,3546,944,54,65,193922,5919,111971,4555,91093,4310,20878,2269,11860,1729,2907,751,4114,910,2073,616,59089,3632,1908,756,0400000US39,5351371,23418,3942628,21920,3797912,20882,144716,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,39
3965,114296,4451,96877,4182,120619,4177,82818,3950,99694,4403,3573,767,1415330,9802,1000920,10443,956338,10268,44582,3202,94212,4072,85373,4129,99133,3584,68904,3635,64781,3163,2007,601,181385,5956,126945,5187,120729,5361,6216,1345,12029,1547,8531,1139,14736,1546,7501,1372,10946,1534,697,442,7500,1160,5495,1054,5410,1068,85,92,868,443,206,192,361,187,162,131,408,227,0,187,30095,2630,18960,1945,18329,1919,631,331,2746,623,1321,455,2421,591,1299,1081,3218,697,130,138,25120,2254,18001,1874,17296,1868,705,322,1607,551,678,374,1582,526,751,373,2463,741,38,49,61927,4350,33159,2650,23979,2085,9180,1570,2834,880,768,329,2386,755,4201,2263,17878,2340,701,315,0400000US40,1721357,10123,1203480,11966,1142081,12259,61399,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,40
3809,168242,6267,122739,5576,90437,4601,36905,2825,136922,6737,2726,749,1295903,13298,919018,13850,871372,14023,47646,3502,121479,5161,95321,4929,60710,3800,26543,2412,71632,4178,1200,461,197675,8761,141997,7361,134454,7135,7543,1734,16041,2326,12559,2019,9009,1503,3872,1230,13550,2604,647,513,84680,4463,60148,4103,59641,4083,507,376,9723,1529,5797,1250,4586,1184,2693,845,1592,679,141,161,70267,4875,46266,4373,43782,4299,2484,879,7321,1392,2807,893,5678,1194,1112,472,6870,1435,213,245,66354,4645,45830,3694,44050,3726,1780,674,7537,1219,4192,1139,4392,1006,1129,475,3235,751,39,48,113068,5768,56717,3837,42183,3281,14534,2114,6141,984,2063,750,6062,1265,1556,597,40043,3921,486,319,0400000US41,1827947,14246,1269976,14872,1195482,14943,74494,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,41
6452,689008,8880,301939,7402,182485,5996,110305,4367,305953,7278,8095,1110,4486721,25369,3313132,21752,3195691,21712,117441,5697,507357,8019,249274,6523,144840,5712,83692,3704,185028,5483,3398,736,498848,13146,375970,10755,362542,10714,13428,2001,54396,3729,19087,1746,15905,1667,9146,1518,23274,1852,1070,399,346027,10440,240997,8811,238935,8724,2062,522,56862,3515,18904,2204,10219,1471,11663,1745,7111,1462,271,348,228328,9465,155443,6780,146997,6970,8446,1277,38867,4252,8477,1295,5795,978,2233,665,16514,2286,999,381,79835,5123,58915,4025,56860,3955,2055,680,9063,1415,2398,751,1842,485,703,454,6759,1297,155,139,243453,7418,140970,5151,116422,4151,24548,2482,22463,3562,3799,701,3884,817,2868,950,67267,3330,2202,652,0400000US42,5883212,21300,4285427,22353,4117447,23281,167980,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,42
1959,54501,3515,25807,2620,20049,2200,16865,1875,23300,2502,876,517,391442,8952,278342,7878,265165,7353,13177,1797,42809,3178,23357,2591,16821,1926,13731,1664,15897,2331,485,416,33075,3060,24011,2630,23210,2567,801,393,3190,823,1355,497,1685,696,1237,586,1597,678,0,187,11843,1889,9400,1795,9258,1776,142,172,1369,551,384,277,314,209,264,231,80,96,32,62,19857,1932,13057,1782,12656,1717,401,481,4182,938,366,233,592,264,672,303,804,347,184,217,7257,1325,5137,1167,5057,1148,80,133,983,463,181,167,231,248,311,285,414,271,0,187,19302,2118,11431,1604,9331,1521,2100,704,1968,725,164,155,406,470,650,356,4508,1017,175,195,0400000US44,482776,8201,341378,7891,324677,7801,16701,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,44
3757,123923,5715,119006,6109,142432,7335,83194,4990,104540,5070,3856,1143,1717761,16809,1251527,16471,1200624,16357,50903,3406,105901,5270,107285,5867,120971,6970,61728,4767,67811,4016,2538,830,197181,7242,148161,5963,141052,5814,7109,1449,10314,1601,8356,1246,12424,1782,6877,1652,10512,2003,537,331,15027,2542,10967,2023,10781,2008,186,275,1387,629,417,261,1283,715,688,443,285,290,0,187,46716,3426,26055,2866,24747,2740,1308,559,2786,875,866,380,3339,955,11107,1440,2506,586,57,104,33782,2987,25465,2948,24523,2953,942,386,1394,746,816,545,2098,706,1225,496,2784,887,0,187,72724,4496,44065,3665,34255,3295,9810,1636,2141,779,1266,499,2317,662,1569,659,20642,2643,724,514,0400000US45,2083191,16367,1506240,16530,1435982,17039,70258,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,45
2107,49227,3033,30935,2285,19413,1880,19081,1754,34366,2359,958,380,343831,5912,232427,5580,220426,5504,12001,1792,40070,2691,24424,2052,14921,1617,13829,1480,17881,1648,279,180,40252,3445,25844,2693,24382,2616,1462,606,4186,1182,3802,946,2384,842,1667,596,2314,565,55,69,2143,935,1276,674,1276,674,0,187,495,518,171,118,45,73,141,197,15,28,0,187,18524,2242,8772,1348,7744,1252,1028,396,2395,746,1409,373,1307,516,2894,949,1677,567,70,88,6714,1256,3979,1167,3781,1148,198,154,674,347,668,416,438,264,325,328,630,334,0,187,24119,2133,9305,1205,5853,863,3452,926,1407,554,461,246,318,261,225,123,11849,1573,554,273,0400000US46,435583,5207,281603,5753,263462,5626,18141,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,46
4936,216172,6864,202014,6959,113914,5796,72312,4401,196380,7456,5013,1038,2432006,20417,1775599,19226,1724532,18322,51067,3943,182496,6614,180559,6855,95604,5234,62310,3965,132521,6232,2917,788,266661,10224,196268,8743,189890,8883,6378,1589,20385,2405,15573,2029,10799,1614,5950,1434,17360,2267,326,213,24136,2757,17505,2703,17162,2644,343,392,1625,652,1786,617,1890,636,641,408,637,294,52,83,42220,3914,28198,3483,26881,3428,1317,533,3704,899,894,369,2791,877,1561,700,4734,1239,338,242,38077,3723,28363,3348,27034,3197,1329,877,2151,848,1672,708,1694,646,452,366,3513,812,232,202,105862,4500,57224,3847,48086,3520,9138,1726,5811,1162,1530,556,1136,525,1398,596,37615,3076,1148,511,0400000US47,2908962,18366,2103157,18595,2033585,18068,69572,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,47
11053,693241,17344,765214,17555,581114,12355,351288,11809,804474,15978,19029,2304,9890587,40708,7372406,42917,7134394,42686,238012,8408,563950,15478,655565,15493,483233,12458,280815,9773,523452,13074,11166,2116,1299502,24570,960359,22910,926788,22206,33571,3271,73918,4523,78331,4953,62589,4637,31675,3807,88979,6050,3651,961,196304,8786,150924,8256,149717,8311,1207,604,12970,2014,10330,1748,8899,1586,6300,1397,6697,1405,184,197,191263,6567,129674,6019,124143,5784,5531,1363,12797,1723,6336,1410,11087,1724,14867,1923,15891,2332,611,306,215915,8530,166225,6908,161738,6935,4487,1074,10617,2013,8256,1484,7204,1598,5739,1170,17682,2612,192,162,494337,12488,293960,9899,243443,7644,50517,4580,18989,2278,6396,1328,8102,1264,11892,1853,151773,7753,3225,918,0400000US48,12287908,36275,9073548,39800,8740223,40086,333325,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,48
