C19131_066M,C19131_067E,C19131_067M,C19131_068E,C19131_068M,C19131_069E,C19131_069M,C19131_070E,C19131_070M,C19131_071E,C19131_071M,GEO_ID,C19131_001E,C19131_001M,C19131_002E,C19131_002M,C19131_003E,C19131_003M,C19131_004E,C19131_004M,C19131_005E,C19131_005M,C19131_006E,C19131_006M,C19131_007E,C19131_007M,C19131_008E,C19131_008M,C19131_009E,C19131_009M,C19131_010E,C19131_010M,C19131_011E,C19131_011M,C19131_012E,C19131_012M,C19131_013E,C19131_013M,C19131_014E,C19131_014M,C19131_015E,C19131_015M,C19131_016E,C19131_016M,C19131_017E,C19131_017M,C19131_018E,C19131_018M,C19131_019E,C19131_019M,C19131_020E,C19131_020M,C19131_021E,C19131_021M,C19131_022E,C19131_022M,C19131_023E,C19131_023M,C19131_024E,C19131_024M,C19131_025E,C19131_025M,C19131_026E,C19131_026M,C19131_027E,C19131_027M,C19131_028E,C19131_028M,C19131_029E,C19131_029M,C19131_030E,C19131_030M,C19131_031E,C19131_031M,C19131_032E,C19131_032M,C19131_033E,C19131_033M,C19131_034E,C19131_034M,C19131_035E,C19131_035M,C19131_036E,C19131_036M,C19131_037E,C19131_037M,C19131_038E,C19131_038M,C19131_039E,C19131_039M,C19131_040E,C19131_040M,C19131_041E,C19131_041M,C19131_042E,C19131_042M,C19131_043E,C19131_043M,C19131_044E,C19131_044M,C19131_045E,C19131_045M,C19131_046E,C19131_046M,C19131_047E,C19131_047M,C19131_048E,C19131_048M,C19131_049E,C19131_049M,C19131_050E,C19131_050M,C19131_051E,C19131_051M,C19131_052E,C19131_052M,C19131_053E,C19131_053M,C19131_054E,C19131_054M,C19131_055E,C19131_055M,C19131_056E,C19131_056M,C19131_057E,C19131_057M,C19131_058E,C19131_058M,C19131_059E,C19131_059M,C19131_060E,C19131_060M,C19131_061E,C19131_061M,C19131_062E,C19131_062M,C19131_063E,C19131_063M,C19131_064E,C19131_064M,C19131_065E,C19131_065M,C19131_066E,C19131_066MA,C19131_067EA,C19131_067MA,C19131_068EA,C19131_068MA,C19131_069MA,C19131_069EA,C19131_070MA,C19131_070EA,C19131_071EA,C19131_071MA,NAME,C19131_001EA,C19131_001MA,C19131_002MA,C19131_002EA,C19131_003MA,C19131_003EA,C19131_004MA,C19131_004EA,C19131_005MA,C19131_005EA,C19131_006EA,C19131_006MA,C19131_007EA,C19131_007MA,C19131_008EA,C19131_008MA,C19131_009MA,C19131_009EA,C19131_010MA,C19131_010EA,C19131_011MA,C19131_011EA,C19131_012EA,C19131_012MA,C19131_013EA,C19131_013MA,C19131_014MA,C19131_014EA,C19131_015MA,C19131_015EA,C19131_016EA,C19131_016MA,C19131_017EA,C19131_017MA,C19131_018EA,C19131_018MA,C19131_019EA,C19131_019MA,C19131_020MA,C19131_020EA,C19131_021MA,C19131_021EA,C19131_022EA,C19131_022MA,C19131_023EA,C19131_023MA,C19131_024EA,C19131_024MA,C19131_025MA,C19131_025EA,C19131_026MA,C19131_026EA,C19131_027MA,C19131_027EA,C19131_028EA,C19131_028MA,C19131_029EA,C19131_029MA,C19131_030EA,C19131_030MA,C19131_031MA,C19131_031EA,C19131_032MA,C19131_032EA,C19131_033EA,C19131_033MA,C19131_034EA,C19131_034MA,C19131_035EA,C19131_035MA,C19131_036EA,C19131_036MA,C19131_037MA,C19131_037EA,C19131_038MA,C19131_038EA,C19131_039EA,C19131_039MA,C19131_040EA,C19131_040MA,C19131_041MA,C19131_041EA,C19131_042MA,C19131_042EA,C19131_043MA,C19131_043EA,C19131_044EA,C19131_044MA,C19131_045EA,C19131_045MA,C19131_046MA,C19131_046EA,C19131_047MA,C19131_047EA,C19131_048MA,C19131_048EA,C19131_049MA,C19131_049EA,C19131_050EA,C19131_050MA,C19131_051MA,C19131_051EA,C19131_052MA,C19131_052EA,C19131_053MA,C19131_053EA,C19131_054MA,C19131_054EA,C19131_055EA,C19131_055MA,C19131_056EA,C19131_056MA,C19131_057EA,C19131_057MA,C19131_058MA,C19131_058EA,C19131_059MA,C19131_059EA,C19131_060MA,C19131_060EA,C19131_061MA,C19131_061EA,C19131_062EA,C19131_062MA,C19131_063EA,C19131_063MA,C19131_064MA,C19131_064EA,C19131_065MA,C19131_065EA,C19131_066EA,state
3431,45396,3726,21722,2855,14653,1697,3452,985,3609,1134,0400000US13,2426392,15122,1692033,16406,703772,12274,11164,1999,11953,1943,43884,4173,46317,3559,84540,5261,132387,6225,115733,5312,137800,5841,58148,4217,61846,3645,988261,11904,19692,2232,16404,1866,60928,4178,86105,4319,133681,5842,205589,7349,161181,6330,166377,6465,69824,3964,68480,3057,734359,13500,172404,7216,86071,5601,10213,1990,5845,1374,15124,2579,11886,2234,16321,2522,12763,2004,6255,1783,5102,1427,1397,653,1165,495,86333,5272,6196,1316,3826,965,8785,1544,11550,1992,16360,1955,18237,2220,9934,2076,7034,1596,2469,839,1942,804,561955,11760,315114,9435,72483,5039,33245,3098,61706,4666,41649,4057,48268,4981,35097,3683,12970,2439,6889,1675,1156,626,1651,719,246841,7995,21444,2340,17704,2220,37720,3227,35798,2894,45343,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
955,7086,1034,5269,1136,5664,917,2230,623,1038,357,0400000US15,314151,5725,232049,4639,90296,3605,808,423,1446,578,2969,815,5783,1320,8547,1436,17633,1950,15758,1936,22467,1948,7829,1182,7056,1169,141753,4064,2890,825,1540,444,5659,1253,7083,1153,13618,1950,24704,2297,22904,2052,33762,2143,15968,1518,13625,1484,82102,3161,26199,2497,9561,1595,953,457,136,115,453,261,1106,515,1562,681,2908,951,1422,613,853,412,106,105,62,75,16638,1911,415,189,279,201,1096,524,1378,542,2332,611,4123,1210,2715,676,2778,778,1108,481,414,198,55903,2676,23305,2370,4098,1129,1690,670,3323,975,4210,1000,3405,947,3053,877,1722,512,1325,443,227,248,252,239,32598,2439,869,403,946,378,2353,875,2180,619,4963,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
1185,4775,1077,2245,1142,1577,884,620,442,0,190,0400000US16,407499,5941,324619,6464,131599,4565,1681,710,1551,472,8147,1422,10855,1454,18524,2164,32788,3155,23510,2217,20138,2026,6382,1140,8023,1972,193020,5850,4123,926,3386,804,13044,1726,18179,2481,31052,2409,45951,3418,31595,2965,29544,2857,8309,1342,7837,1263,82880,4627,27575,3301,15610,2440,1475,681,830,426,2615,1000,2738,938,2611,822,2923,1105,840,465,861,569,393,378,324,312,11965,2192,629,422,595,332,1885,979,1785,612,2411,1305,2584,880,685,349,1026,554,261,210,104,112,55305,3597,33015,2906,7102,1622,3291,980,8034,1444,5717,1246,5149,1221,2551,996,404,346,573,540,92,120,102,105,22290,2464,1082,437,865,436,2274,643,3963,942,4889,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
3510,58306,3215,33702,2391,25091,2710,7566,1535,3683,837,0400000US17,3099184,17994,2269298,16848,929517,11274,10796,1422,10926,1496,38737,3009,50479,3716,86336,4547,162925,6070,151523,5120,209293,6937,97831,4725,110671,4492,1339781,13256,18500,1775,17684,1955,58382,3372,85549,3706,154692,5753,255340,7449,223556,6222,280866,7126,123967,5114,121245,4610,829886,12599,227528,7528,99900,5047,8788,1481,4648,1233,14729,1862,14675,1977,18383,2165,19561,2281,8824,1558,6392,1277,2008,826,1892,520,127628,5751,6407,1443,4675,1126,11839,1517,13194,1506,18061,1735,28678,2835,20317,2271,15338,2374,5419,1402,3700,1254,602358,9799,323879,8155,73406,3672,31878,2886,58693,3218,42907,3325,42438,3313,40932,3250,17678,2367,11411,1726,2615,801,1921,710,278479,7113,22098,2061,14121,1728,32195,2299,33495,2804,48222,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
2086,27854,2354,13436,1737,6610,1396,1382,532,901,446,0400000US18,1657223,12597,1219395,13717,461105,9120,5839,1219,5305,1293,19545,2627,27145,2916,54513,3624,105833,5340,90931,4469,95180,4128,29087,2798,27727,2261,758290,9439,11433,1851,9746,1251,37520,2407,60168,3310,114425,4276,184017,6024,134361,5147,132657,5651,40852,2875,33111,2015,437828,9469,120564,5671,63648,4495,5791,1268,4616,1045,9428,1791,8843,1489,14739,2229,12421,1931,3137,898,3904,1099,480,299,289,213,56916,3640,2309,711,1984,727,6920,1564,6195,1345,10600,1359,14700,1712,7824,1470,5109,1222,644,398,631,346,317264,7669,184166,6169,40538,3065,22851,2108,35971,3584,30093,2945,25162,2344,19921,2294,5876,1300,1879,652,1228,629,647,339,133098,5549,8059,1374,7169,1099,18985,2142,23039,2547,25663,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
1360,9414,1254,4225,835,2105,684,512,309,254,154,0400000US19,801562,6871,636747,7680,245983,5450,2845,921,2477,666,6357,1083,10502,1440,23784,2567,55660,2763,52146,3102,57784,2809,18954,2100,15474,1709,390764,5536,4676,745,4489,739,18668,1503,30411,1968,52765,2532,90839,3464,70731,3527,72568,3181,24930,2064,20687,1640,164815,5776,54441,3441,33541,2913,2369,799,1778,659,3624,881,4794,1010,8014,1251,7312,1472,3201,781,1455,599,761,548,233,174,20900,2194,1101,469,595,364,2843,876,1519,450,3827,778,5272,867,3814,968,1614,549,173,98,142,142,110374,4814,69644,3950,13093,1889,7187,1398,15344,1691,12143,1837,11161,1569,7383,1307,2068,660,971,466,124,133,170,184,40730,2631,2509,738,1840,625,4765,1113,6071,944,9035,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
1258,8647,1270,4904,947,2605,617,730,369,491,265,0400000US20,728602,7887,564871,8163,227821,5669,3076,969,2771,854,7703,1324,13413,1830,23261,2373,49278,3062,44538,3163,50345,3102,15557,1606,17879,1754,337050,5868,5375,993,4200,875,14484,1560,25411,1764,44552,2681,76249,3304,57880,3093,64101,3134,23596,2239,21202,1945,163731,6154,51140,3103,29461,2612,1906,655,2023,742,4731,1258,5080,1105,6846,1600,5220,1057,1872,526,1312,486,294,255,177,156,21679,1763,573,303,1018,500,2165,656,3215,806,3398,803,5723,1215,2540,738,2211,671,674,325,162,141,112591,5597,69109,4548,12883,1837,7950,1539,15390,2082,10830,1755,10211,1582,7484,1416,2660,684,1111,450,307,244,283,272,43482,3134,2034,639,1865,538,7318,1198,7075,1168,7813,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
1821,17825,1808,6703,1163,4718,938,845,409,548,285,0400000US21,1124586,10250,828926,10947,307682,6821,8191,1397,5075,1043,17966,2071,21289,1901,38249,3229,66489,3871,56466,3564,60892,3238,17534,2091,15531,1602,521244,8327,12694,1634,13134,1590,37908,2711,49787,3137,83115,3139,118187,4730,80116,3795,79739,4330,25657,2103,20907,1914,295660,7352,79241,4457,39484,3084,5606,1295,2981,932,8107,1580,5844,1187,5579,1174,6024,1335,2267,616,2224,713,388,297,464,359,39757,3145,2980,1003,2363,657,5141,1063,5903,1168,7079,1224,7932,1283,4142,966,2490,686,1116,522,611,379,216419,6462,117650,5119,31697,2664,14823,1928,26982,3238,16865,2367,13626,2071,8932,1600,1981,706,2102,794,327,333,315,220,98769,4041,9482,1366,7641,1041,19734,2307,14071,1546,17202,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
2164,20283,2184,8869,1458,5708,1002,941,444,1825,811,0400000US22,1112659,9882,741899,10099,271044,6948,5691,1456,2977,850,12645,1865,14926,1866,28487,3159,50382,4212,46635,3375,67471,4698,23211,2017,18619,2345,470855,7944,10314,1621,10208,1715,34324,2972,42841,3034,62052,3102,95691,4511,69669,3797,83685,4333,31224,2441,30847,2893,370760,8047,92643,5021,41998,3738,4315,1183,2502,893,5849,1450,5965,1382,7104,1560,8166,1469,3289,1060,3392,991,677,415,739,310,50645,3184,2967,724,2323,762,7418,1385,5072,1274,8977,1258,9225,1629,7461,1627,4912,1379,1079,619,1211,556,278117,7394,155640,6140,37143,3044,20827,2706,31835,3186,22302,2984,21736,1977,13733,1880,4333,1220,2696,1115,477,434,558,405,122477,4942,11101,1626,11250,1494,22535,2193,19678,2270,20287,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
807,4932,850,3096,828,1108,507,70,83,138,115,0400000US23,344585,5357,263704,4972,82077,3536,911,494,1380,598,2978,860,5066,1057,7518,998,17037,1834,18573,1958,18363,1810,4747,1010,5504,1118,181627,4190,2367,604,2642,622,10299,1300,17474,1802,26501,2174,40778,2398,31391,2258,30766,2069,10478,1527,8931,1326,80881,4057,25981,2366,14873,2074,1908,772,1438,691,1642,637,3011,940,2381,780,2735,761,731,417,303,210,463,448,261,247,11108,1462,150,111,575,299,1645,565,1819,669,2005,632,2034,680,1316,419,1190,555,331,276,43,37,54900,3505,32174,2993,8317,1480,2976,998,6700,1253,5133,1161,3806,883,4120,1168,659,297,313,237,130,141,20,32,22726,2317,727,364,1726,745,2658,681,3748,1160,4523,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
2176,33040,3038,24422,2414,25548,2304,8326,1355,3290,697,0400000US24,1445972,11686,1022058,12423,417230,8569,3835,945,1989,660,9256,2093,14786,1811,27128,2814,53588,3689,58266,3725,108241,4465,65350,3595,74791,3652,604828,9070,7192,1111,6275,1042,15059,1785,28778,2093,49550,3316,93056,4296,87143,4391,143058,5586,84084,3681,90633,4074,423914,9260,106105,5982,49931,4179,3661,808,1504,683,5988,1346,5932,1580,8347,1776,10387,1968,5940,1539,4579,939,2471,798,1122,572,56174,3862,2558,770,1378,604,3044,787,4706,1153,7479,1434,12810,1633,9715,1193,8912,1555,3029,779,2543,688,317809,8369,159505,6163,21171,2495,11168,1901,21293,2441,22643,2631,23943,2536,27049,2851,15670,2355,12798,1556,2267,592,1503,560,158304,6012,6368,1184,5039,1052,13249,1897,14187,1873,24835,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
2542,29370,2217,20225,2170,19818,2028,5263,864,3743,904,0400000US25,1610581,11929,1183524,12258,479801,8221,3783,979,3500,831,11383,1562,16244,2077,26318,2248,56775,3709,65548,3824,125385,5400,72979,3794,97886,4449,703723,10130,10604,1351,8052,1203,24604,2371,39162,2613,60681,3237,109666,4440,104115,4204,161143,5481,87964,4667,97732,4500,427057,8833,107701,5356,42897,3317,3801,1183,2193,895,4217,1299,4766,1234,8973,1732,7842,1289,4812,1078,3907,1052,1423,535,963,463,64804,3637,2462,897,1294,548,4729,986,5741,1049,8390,1391,15874,2178,10541,1542,10902,1742,3386,833,1485,484,319356,7406,174799,6487,32482,3324,17661,2625,29639,2919,24043,2998,23636,2573,21813,2024,13121,1903,8668,1272,2043,764,1693,597,144557,5634,6301,1073,6935,1616,16382,2008,14935,2211,21585,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
2627,47641,2995,20917,1705,13701,1568,2568,709,1127,422,0400000US26,2485159,14714,1814961,13892,671693,10280,12118,1539,8716,1268,28872,2747,37907,2605,70431,3379,128725,5258,122641,5126,150037,5372,59163,3238,53083,3151,1143268,10813,18630,1898,18363,1691,56038,2972,92137,3531,166697,5793,265845,6722,188288,5114,202794,5555,70792,3425,63684,3245,670198,10097,182312,6155,92583,4454,12181,1763,5741,1205,10809,1570,15425,2313,15500,1745,17171,1990,7364,1353,5439,1108,1827,803,1126,427,89729,4276,5516,1112,2897,734,10910,1342,11246,1358,16613,1647,18874,1950,10188,1452,9553,1486,1861,599,2071,689,487886,8216,263186,7283,59544,3717,31343,2454,57886,4103,35891,3146,30953,2437,30576,2449,9550,1448,5917,1039,687,358,839,429,224700,5953,16110,1856,12088,1594,33190,2615,34251,2587,43107,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
1560,20595,1650,10799,1595,7122,1157,1905,498,1008,306,0400000US27,1369594,10930,1075956,10727,430525,7390,3401,845,3092,785,11295,1638,16464,1891,31037,2366,67980,2513,80756,3289,115870,4711,50559,2846,50071,2552,645431,7054,6711,961,6695,964,24402,1762,39899,2129,70957,2762,135976,4293,115514,3852,137276,4482,53052,2798,54949,3156,293638,8154,89801,4314,49681,3652,4158,1017,2020,577,5073,1071,7373,1251,9560,1400,11403,1423,5153,904,3453,907,540,383,948,488,40120,2292,1384,441,1276,675,3151,766,3781,799,6319,1139,10526,1347,5848,878,5596,1088,1169,399,1070,463,203837,5816,124781,5177,22034,2647,12088,1693,22706,1961,18885,1740,19020,1794,17057,1852,6872,1315,4605,1128,797,380,717,317,79056,4010,3511,779,2748,602,7590,1180,10275,1559,13503,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
2193,14506,1741,6459,1295,2999,915,864,464,304,245,0400000US28,738463,9100,482221,9251,174002,6579,3548,966,3321,1008,10163,1555,11872,1814,22018,2376,40468,3551,35881,3021,30449,3146,8896,1647,7386,1347,308219,6712,6149,1217,7955,1347,26329,2444,31166,2072,48164,3166,69422,4356,47793,3296,46340,3181,12973,1513,11928,1549,256242,6501,55629,4144,27126,3083,3778,988,1716,787,3413,901,5238,1396,6112,1622,3963,1066,1580,639,838,480,256,396,232,278,28503,2777,2278,719,1535,559,2910,804,3832,1107,5784,1515,5549,1209,3093,905,2844,1033,275,214,403,405,200613,5536,104561,4389,28031,2503,10882,1913,21819,2333,16661,2173,12080,1920,9619,1799,2945,1123,1621,747,472,539,431,464,96052,4674,12848,1778,8336,1203,17149,1754,16724,2032,15863,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
2422,27451,2207,11559,1708,7160,1264,1215,489,1134,441,0400000US29,1508816,13340,1124715,11111,419347,7521,6169,1310,6130,1285,15323,1885,27652,2509,42313,2837,95973,4400,78548,4029,87247,4755,31777,2173,28215,2390,705368,8679,10783,1284,12599,1725,41963,2977,59869,3818,104576,3929,161678,5744,117672,4789,119678,4547,42334,2911,34216,2422,384101,8789,103300,5474,57689,4175,6750,1575,3280,786,9167,1601,8629,1861,10910,2000,10011,1551,5364,1318,2607,739,231,184,740,432,45611,3485,1598,524,1969,746,6498,1205,6007,988,7577,1305,11072,1667,5011,1088,4582,1199,540,204,757,393,280801,7932,154250,5960,35743,3071,17205,2023,29927,2848,24228,2591,20373,2592,15851,2059,6855,1278,2249,817,901,439,918,564,126551,5081,8560,1285,6483,1456,18934,2134,18939,2159,25116,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
819,2590,560,719,285,613,268,56,64,24,30,0400000US30,251176,5144,199495,5288,69212,3440,990,356,727,338,2699,867,5572,1297,8789,1373,15733,1804,13381,1450,13520,1786,3623,821,4178,799,130283,4298,1729,619,2101,587,8466,1165,12963,1374,21161,1839,29253,2240,20801,1746,20328,1929,6908,1097,6573,930,51681,2829,17819,1932,11111,1728,1113,491,763,460,1144,618,1583,552,1982,645,2652,881,759,397,737,347,217,195,161,263,6708,1158,494,285,78,74,703,379,916,355,883,394,1745,652,577,257,768,409,232,263,312,320,33862,1994,19078,1803,5829,1163,1728,623,3235,706,3025,853,2170,659,2223,764,419,219,206,222,117,147,126,133,14784,1513,1353,506,749,381,2508,758,2614,751,3558,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
