GEO_ID,B20017I_001E,B20017I_001M,B20017I_002E,B20017I_002M,B20017I_003E,B20017I_003M,B20017I_004E,B20017I_004M,B20017I_005E,B20017I_005M,B20017I_006E,B20017I_006M,B20017I_007E,B20017I_007M,NAME,B20017I_001MA,B20017I_001EA,B20017I_002MA,B20017I_002EA,B20017I_003EA,B20017I_003MA,B20017I_004MA,B20017I_004EA,B20017I_005MA,B20017I_005EA,B20017I_006MA,B20017I_006EA,B20017I_007MA,B20017I_007EA,state
0400000US20,22975,1255,26722,1188,31919,662,9451,1821,18599,1527,27249,1091,8451,1081,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,21072,1201,22995,1783,27090,1600,10328,1556,16496,1757,29244,3397,6946,1169,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,24304,1992,27024,1070,31123,972,14867,5689,18047,1013,26290,1792,6540,1122,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,24201,3003,30888,10023,40593,2165,9112,4421,18914,4917,27424,7050,10845,3764,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,26987,707,30774,792,36375,817,11866,1010,21909,826,33389,1941,10203,874,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,24146,1138,27536,1561,36891,1155,11025,1095,20992,812,32152,836,10892,480,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,20717,483,23767,1479,32358,1564,10563,659,16221,941,30361,1411,8668,891,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,21272,598,24210,1319,31300,986,8932,1833,17418,1133,25815,1343,10218,851,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,22035,1212,24485,2680,31596,6035,11551,2136,16888,3806,22991,2231,8113,1260,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,21473,687,22014,1287,31564,2447,8053,1598,20685,1158,30618,1551,7873,1040,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16904,2922,23824,4194,37005,15257,7389,1955,14267,3598,23609,5234,7794,4938,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,22103,746,25880,722,30733,1297,9426,1592,17802,1491,25402,1210,7347,1156,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,24751,837,26703,538,31923,571,13149,1047,21433,808,29181,1382,10542,523,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,26292,1499,30979,3072,35973,2032,12394,3549,17504,2649,35089,19471,10301,4283,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,25002,566,28033,1585,36021,693,13024,1130,20646,450,30314,534,10639,375,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22188,524,26332,841,35485,1285,9691,867,18938,898,27204,917,8096,691,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,24656,552,26559,358,34989,1259,12028,319,21360,364,34135,1410,10658,241,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,19500,600,21559,493,26571,627,10821,593,15318,772,23354,1498,8329,859,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,30287,6956,41544,2292,49611,19763,11986,4402,16839,2275,26550,4624,11805,5554,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,21603,607,23852,1491,32023,1144,10189,913,18242,2094,31266,1313,7434,1039,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,21539,524,25778,657,31479,740,10719,741,15807,708,24207,1424,7581,918,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,19832,732,21741,706,28748,1714,11416,941,15932,750,26272,1739,9229,964,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,21986,586,25131,932,32560,1322,9869,955,18219,1458,30150,944,8254,841,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20328,1599,24182,2664,31452,929,10162,2160,15922,2222,26839,2268,8148,1402,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,20323,778,21787,724,26411,899,12673,1455,16261,844,25852,2557,7402,1548,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23882,2647,22472,7779,31543,7584,8967,3879,24127,2291,27111,6208,9071,7029,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,20487,701,22120,915,26238,1128,12213,1119,16183,1034,24242,1428,9427,1580,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,22450,198,26541,277,32460,397,10594,238,17797,375,26406,326,8409,217,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,22308,802,26259,804,32073,846,11503,826,16694,725,25638,1007,9432,837,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,20670,3892,29107,12387,41308,7897,4050,3024,12261,12577,32153,19715,4888,2292,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,26902,533,31577,915,39810,2225,12112,1097,20174,1153,31038,1285,10546,594,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,22824,600,26541,702,32959,1803,12951,1875,17899,837,29114,1896,10351,538,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,29199,5428,31643,2599,37054,14874,4750,4802,23337,13680,39279,13899,6579,3855,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,21959,547,25480,766,30253,909,10539,928,17710,1222,25535,1224,9047,1223,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,21744,2109,30237,7007,37865,6127,8701,3428,16726,2165,28640,3020,10992,3553,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,16656,186,16426,232,21840,476,7449,297,16997,275,22925,470,7780,304,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
