C02003_012E,C02003_012M,C02003_013E,C02003_013M,C02003_014E,C02003_014M,C02003_015E,C02003_015M,C02003_016E,C02003_016M,C02003_017E,C02003_017M,C02003_018E,C02003_018M,C02003_019E,C02003_019M,GEO_ID,C02003_001E,C02003_001M,C02003_002E,C02003_002M,C02003_003E,C02003_003M,C02003_004E,C02003_004M,C02003_005E,C02003_005M,C02003_006E,C02003_006M,C02003_007E,C02003_007M,C02003_008E,C02003_008M,C02003_009E,C02003_009M,C02003_010E,C02003_010M,C02003_011E,C02003_011M,C02003_012EA,C02003_012MA,C02003_013EA,C02003_013MA,C02003_014MA,C02003_014EA,C02003_015EA,C02003_015MA,C02003_016MA,C02003_016EA,C02003_017EA,C02003_017MA,C02003_018EA,C02003_018MA,C02003_019EA,C02003_019MA,NAME,C02003_001EA,C02003_001MA,C02003_002MA,C02003_002EA,C02003_003EA,C02003_003MA,C02003_004EA,C02003_004MA,C02003_005MA,C02003_005EA,C02003_006EA,C02003_006MA,C02003_007MA,C02003_007EA,C02003_008EA,C02003_008MA,C02003_009MA,C02003_009EA,C02003_010EA,C02003_010MA,C02003_011MA,C02003_011EA,state
190174,11062,73126,6624,29255,3240,35311,4790,7747,1939,44735,5397,12462,3141,667,452,0400000US13,10097343,-555555555,9894040,11149,6043917,17213,3163620,12109,25301,4140,371688,5501,6638,2517,282876,16095,203303,11149,29331,4282,173972,9806,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
217033,9252,5581,1731,10606,1201,75289,6082,1113,614,124444,8082,103741,7790,9525,2408,0400000US15,1419561,-555555555,1089262,10633,360711,3547,30729,2376,2191,783,534189,9753,147612,5023,13830,2449,330299,10633,10591,2189,319708,10619,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
38720,4278,6096,1529,15071,2560,10090,2634,338,240,7125,1809,2055,694,21,36,0400000US16,1634464,-555555555,1593668,4211,1498107,5221,11354,1682,21550,2490,24009,3453,1984,843,36664,4390,40796,4211,5718,1590,35078,3934,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
273872,11227,86801,7730,42778,3808,62141,5399,8764,2284,73388,6344,16736,2673,959,559,0400000US17,12880580,-555555555,12589013,11291,9290445,21829,1837715,10948,27995,3491,663454,5604,5825,1486,763579,22418,291567,11291,61846,5910,229721,10526,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
137321,6063,65530,5163,25182,2398,19953,3124,2985,1069,23671,3380,8545,2256,249,315,0400000US18,6596855,-555555555,6450740,6741,5547390,10643,612890,6872,13063,2182,130250,3827,3216,1261,143931,10528,146115,6741,18422,2575,127693,6610,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
56892,4241,26082,2631,9746,1134,11777,2611,1934,1156,7353,1664,2939,1020,554,574,0400000US19,3107126,-555555555,3046741,4438,2837758,4198,97874,3370,9617,1171,68419,3108,2576,1311,30497,3874,60385,4438,5516,1500,54869,4277,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
91716,5557,31861,3975,31799,2969,12262,1743,2096,831,13698,2317,7653,2213,193,274,0400000US20,2904021,-555555555,2804459,5710,2466138,7001,171976,4756,24500,2148,76245,2414,2471,1696,63129,5802,99562,5710,10347,2265,89215,5545,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
91096,5862,50298,5329,17656,2396,11476,1932,1413,748,10253,2602,2881,1296,266,218,0400000US21,4413457,-555555555,4319214,5982,3858261,5024,350141,6964,10526,2316,54542,2814,2650,1378,43094,4741,94243,5982,7039,1700,87204,5642,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
71323,5624,25760,3835,17219,2546,11972,2291,5277,2319,11095,2224,6183,2041,1106,728,0400000US22,4649676,-555555555,4571064,6002,2919142,5872,1502184,7081,26009,2449,78675,2378,2816,1582,42238,5421,78612,6002,8923,2096,69689,5516,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
25885,2077,4468,1207,14049,1479,5734,1273,391,428,1243,435,1352,471,265,361,0400000US23,1330089,-555555555,1302587,2120,1260278,1558,16557,1197,8322,1255,14447,1256,36,39,2947,1313,27502,2120,862,359,26640,2038,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
157249,8116,52182,4997,20450,2748,39510,4005,12889,2732,32218,4433,14307,2682,1451,654,0400000US24,5976407,-555555555,5803400,8314,3432582,12913,1774618,8851,14657,2039,369996,4570,2086,543,209461,13474,173007,8314,20650,3718,152357,7482,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
197782,10909,92577,8496,21264,2424,42098,4392,4726,1692,37117,4582,11182,2536,1562,1058,0400000US25,6745408,-555555555,6534882,11366,5347420,13679,477527,8002,15599,2686,413079,4865,1329,571,279928,13749,210526,11366,29925,4124,180601,10931,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
234675,9551,92058,6018,58989,2960,40117,3540,13793,3065,29718,3841,20692,3429,1478,714,0400000US26,9909877,-555555555,9653032,10687,7816586,10212,1375194,8062,55729,2799,281404,4069,2260,680,121859,9960,256845,10687,21450,3219,235395,9697,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
132022,6250,45742,4231,33197,2842,33787,3610,3734,1206,15562,3647,9965,1974,1048,697,0400000US27,5457173,-555555555,5314138,6682,4606959,7887,312432,5955,56934,2820,250352,3570,2392,968,85069,7176,143035,6682,10531,2102,132504,6804,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
36460,4444,15865,3600,7913,1919,5910,1344,1739,1012,5033,1568,1854,728,29,55,0400000US28,2994079,-555555555,2955736,4290,1761195,4009,1132556,5543,12252,1701,24009,2276,458,384,25266,3313,38343,4290,3119,1043,35224,4313,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
141882,7321,51318,5130,42913,3785,23057,3299,3438,1079,21156,3649,8286,2063,293,274,0400000US29,6063589,-555555555,5913128,7713,4990271,5990,711601,6936,26387,2475,107426,3866,3763,1221,73680,6990,150461,7713,12763,2896,137698,7277,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
20998,2269,2905,701,10975,1739,4802,1132,278,297,2038,787,843,418,12,23,0400000US30,1023579,-555555555,1001726,2394,914571,1553,5812,1118,70035,2384,8176,1500,276,194,2856,1056,21853,2394,1178,574,20675,2267,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
40914,4316,13040,2592,12092,1457,7341,1558,2205,1073,6236,1488,2749,995,242,200,0400000US31,1881503,-555555555,1837598,4253,1660976,5151,88620,3209,17959,2436,38892,1651,1056,647,30095,3853,43905,4253,4518,1374,39387,3708,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
114709,6510,24441,2808,14423,2094,33354,3354,3836,2693,38655,4849,9421,1879,1018,515,0400000US32,2839099,-555555555,2713951,7195,1931264,12232,242994,3963,30503,2361,221841,4609,18553,1480,268796,12699,125148,7195,19787,3227,105361,6498,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
25377,3029,7195,1511,7542,1164,5258,1285,105,135,5277,1679,2015,799,0,182,0400000US33,1326813,-555555555,1299421,3155,1239410,2714,17009,2081,2339,702,33974,2254,437,312,6252,1438,27392,3155,4359,1544,23033,2735,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
190554,9781,59159,6693,17497,2166,42783,3978,8642,2445,62473,5388,14702,2702,652,434,0400000US34,8938175,-555555555,8732267,10145,6053656,22978,1212054,10107,15270,2236,827493,4813,2595,1051,621199,22403,205908,10145,49332,5247,156576,9280,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
59975,5211,7115,1922,13341,1898,9036,1848,973,498,29510,4860,3174,1060,259,321,0400000US35,2085572,-555555555,2022164,5137,1525459,15508,41277,2170,198450,3810,31566,2145,592,407,224820,14008,63408,5137,28179,4972,35229,2811,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
518470,18709,156139,11126,62515,8754,104794,6635,28148,5222,166874,9623,50681,5909,3267,876,0400000US36,19746227,-555555555,19173809,19210,12634312,30471,3093476,17224,81512,6631,1613255,8423,4574,1304,1746680,33590,572418,19210,137065,8803,435353,17034,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
214907,10841,89984,7465,38752,3521,34446,3934,11896,2393,39829,4349,17632,3581,1815,1042,0400000US37,9943964,-555555555,9709610,11322,6869207,14005,2154387,10354,111276,4198,246721,4309,5768,1738,322251,15157,234354,11322,29383,3699,204971,10634,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
15821,2883,1576,618,10050,2632,2087,900,649,710,1459,666,865,618,90,138,0400000US38,739482,-555555555,722706,2951,654375,2212,14910,1262,39669,2089,8899,919,173,158,4680,1776,16776,2951,685,343,16091,2922,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
277513,9763,144160,8251,46826,3316,42016,4233,9460,1933,35051,4335,18332,3011,2030,882,0400000US39,11594163,-555555555,11296288,10298,9522264,7875,1419214,9642,22761,2657,225438,5022,3223,1275,103388,7629,297875,10298,28884,3978,268991,9912,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
284560,8846,32047,3522,198859,6320,14996,2158,18511,2946,20147,3455,12892,2201,496,392,0400000US40,3878051,-555555555,3580103,9105,2827481,6268,287254,4498,289732,5548,76654,2858,4995,1023,93987,5080,297948,9105,15694,2988,282254,8434,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
163248,6995,24628,3207,63232,5458,39953,3372,2549,1425,32886,4855,14336,2917,1096,516,0400000US41,3970239,-555555555,3791559,7082,3358250,13638,71042,3386,46761,3508,159891,4298,14113,1864,141502,12897,178680,7082,18524,3740,160156,6717,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
264665,12519,116262,8067,47833,5151,44290,4129,12064,2550,44216,5094,23187,3652,1305,876,0400000US42,12787209,-555555555,12498052,12804,10408847,14006,1416865,10987,27367,3198,399285,5091,4197,1545,241491,15279,289157,12804,33564,4059,255593,11177,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
25383,3733,7260,1942,2818,799,4716,1325,2197,902,8392,2429,1908,822,44,76,0400000US44,1055173,-555555555,1027838,3951,858236,5406,70600,3924,5579,1067,35676,2016,385,421,57362,5005,27335,3951,7516,2283,19819,3015,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
95391,7782,44729,5553,18568,2004,12856,2048,8093,2873,11145,2538,6168,1890,798,512,0400000US45,4832482,-555555555,4730125,8134,3254145,8625,1320373,6935,14155,1835,68976,2531,2959,1694,69517,8565,102357,8134,7004,2091,95353,7395,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
22643,2808,4277,1285,13372,2123,2468,826,685,481,1841,867,852,462,38,65,0400000US46,853175,-555555555,829642,2893,724768,2261,14830,2141,71811,2506,11017,1189,442,415,6774,1895,23533,2893,1082,538,22451,2803,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
128496,7550,48961,5499,36811,3159,19337,2946,3538,1294,19849,3555,8050,2952,919,656,0400000US47,6549352,-555555555,6411887,8211,5084404,7598,1105318,7359,17139,2466,102508,3823,3409,1289,99109,8028,137465,8211,12469,3039,124996,7830,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
618624,18974,167000,9530,138850,7302,122369,7979,23219,4234,167186,10198,40385,4525,4704,1879,0400000US48,26956958,-555555555,26293245,19229,20265860,39583,3234898,16292,121708,9067,1161951,9196,20055,2323,1488773,36237,663713,19229,135781,9222,527932,16825,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
73362,6235,11585,2077,14498,2154,20153,2736,1074,881,26052,3867,4465,1503,668,750,0400000US49,2942902,-555555555,2864407,6819,2568018,10207,33520,2373,32874,2782,66060,2726,25425,2252,138510,10255,78495,6819,13849,3252,64646,5208,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
12031,2091,2119,645,6160,1734,2239,728,88,103,1425,666,831,383,0,147,0400000US50,626562,-555555555,613700,2167,591853,1756,6164,1031,2513,840,9933,1118,365,370,2872,1041,12862,2167,263,172,12599,2171,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
253511,10908,87908,6770,30265,2829,74427,5768,12972,2758,47939,6395,18387,2609,1731,1004,0400000US51,8326289,-555555555,8052660,11226,5739681,13500,1601449,10701,21233,2448,510871,6813,4553,1661,174873,12257,273629,11226,28524,4982,245105,9936,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
342856,11826,79836,6847,80688,4378,106199,5841,7998,1975,68135,6660,37220,4932,2897,992,0400000US53,7061530,-555555555,6678557,11575,5484997,15746,251336,7633,95613,4947,554101,5778,45359,2260,247151,14847,382973,11575,36397,5447,346576,10660,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
29009,2934,15652,2414,5916,1099,3937,1497,254,204,3250,1119,1744,941,0,187,0400000US54,1850326,-555555555,1819573,3140,1731464,2718,68279,3377,3716,1127,11642,1694,300,231,4172,1300,30753,3140,2384,1098,28369,2986,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
111762,6395,39201,4048,31447,3024,19563,2606,3975,1962,17576,2954,7398,1627,214,195,0400000US55,5757564,-555555555,5638190,6609,4966282,7475,363916,4394,50703,2596,150258,3182,1384,651,105647,7331,119374,6609,13815,2623,105559,5863,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
11733,2149,1797,892,6284,1778,1099,502,0,190,2553,883,1056,797,105,228,0400000US56,584153,-555555555,571259,2284,531680,2736,6320,1114,15073,1750,5541,1066,837,674,11808,2532,12894,2284,1885,746,11009,2198,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
207431,10657,174895,9946,9718,2452,527,489,1493,993,20798,3306,19039,3908,343,528,0400000US72,3548397,-555555555,3321584,10337,2520447,22007,299398,13111,10710,2044,8810,2213,495,435,481724,17739,226813,10337,20438,3313,206375,10432,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
