GEO_ID,C15002D_001E,C15002D_001M,C15002D_002E,C15002D_002M,C15002D_003E,C15002D_003M,C15002D_004E,C15002D_004M,C15002D_005E,C15002D_005M,C15002D_006E,C15002D_006M,C15002D_007E,C15002D_007M,C15002D_008E,C15002D_008M,C15002D_009E,C15002D_009M,C15002D_010E,C15002D_010M,C15002D_011E,C15002D_011M,NAME,C15002D_001EA,C15002D_001MA,C15002D_002MA,C15002D_002EA,C15002D_003MA,C15002D_003EA,C15002D_004EA,C15002D_004MA,C15002D_005EA,C15002D_005MA,C15002D_006EA,C15002D_006MA,C15002D_007EA,C15002D_007MA,C15002D_008MA,C15002D_008EA,C15002D_009MA,C15002D_009EA,C15002D_010EA,C15002D_010MA,C15002D_011EA,C15002D_011MA,state
0400000US13,247910,3237,116270,2324,14903,1935,17188,2324,18670,2382,65509,3368,131640,2200,21008,1997,25839,2965,20990,2578,63803,3267,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,416864,5858,186577,3444,19631,1890,50879,3078,59718,3365,56349,2826,230287,3502,29056,2116,64311,3522,61912,3333,75008,3564,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,15420,1896,6626,962,694,671,1223,601,2189,775,2520,751,8794,1343,1303,866,2690,918,1586,638,3215,991,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,460863,3532,217146,2616,14307,1840,22117,2541,38018,2937,142704,4071,243717,2118,27471,2119,28521,2517,41798,3130,145927,3538,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,78559,2587,36860,1465,4238,956,3982,879,5498,1154,23142,1685,41699,2052,6049,1201,7211,1468,6704,1451,21735,2084,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,40517,1976,19680,1540,3022,912,2300,707,3618,1082,10740,1352,20837,1104,3855,674,2695,677,3994,945,10293,1259,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,47908,2055,22502,1411,3204,866,3192,775,4774,1086,11332,1511,25406,1302,3618,799,3933,971,5236,1099,12619,1093,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,34580,1965,15763,1455,1787,616,2230,752,2848,827,8898,1311,18817,1084,3373,908,3020,793,2920,720,9504,1230,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,53077,1810,25209,1564,5422,1329,4429,1256,3987,910,11371,1578,27868,1073,6827,1180,6687,1435,3444,990,10910,1317,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,9576,912,3726,551,1346,800,592,353,427,342,1361,439,5850,739,794,434,1067,512,1305,558,2684,701,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,258695,2569,119336,1727,9290,1605,12106,1563,18935,2241,79005,2850,139359,1811,12856,1842,21069,2370,20329,2081,85105,3185,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,274016,2887,128979,2026,18315,2359,17812,2342,15461,1851,77391,3605,145037,1834,26177,1957,22272,2341,16452,1875,80136,3395,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,179078,2635,84504,1645,7969,1315,8020,1337,10391,1451,58124,2349,94574,1760,12091,1404,12126,1666,14990,1479,55367,2094,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,148118,1981,69810,1637,12651,1459,10886,1532,14724,1511,31549,1905,78308,1434,18135,1676,11358,1700,16609,1791,32206,1706,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,17167,2061,7212,1202,908,382,1559,827,1541,793,3204,815,9955,1379,2115,800,3275,829,1619,544,2946,908,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,70420,2536,31481,1646,2644,991,3729,1043,3624,875,21484,1857,38939,2016,6188,1452,5541,1193,7377,1376,19833,1680,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,4446,913,1408,466,0,161,238,220,611,335,559,295,3038,756,323,253,1190,561,513,354,1012,419,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,23620,1159,10676,714,2751,1029,1112,458,1779,546,5034,916,12944,710,3134,764,2194,798,2817,713,4799,673,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,162227,3204,68456,1740,7291,1577,13353,1875,22389,1947,25423,2149,93771,2364,10929,1485,20417,2514,27113,2489,35312,2736,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21485,1456,9284,1104,990,548,940,496,1522,733,5832,1058,12201,960,2243,785,2070,799,1662,570,6226,1030,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,573504,3110,273890,2054,15280,2043,30694,2921,35311,2851,192605,3730,299614,1783,27005,2244,36004,2984,40380,3218,196225,4624,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22262,1552,8947,1063,931,505,1103,568,1641,661,5272,809,13315,1094,2062,641,1857,547,2008,681,7388,1069,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1136311,5430,532583,3047,107727,4984,97574,4769,84006,4468,243276,6088,603728,3653,141041,5303,113401,5255,89438,4807,259848,5327,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,159445,3187,75908,2029,9203,1744,12520,1887,10344,1511,43841,2740,83537,2240,14596,1942,13733,1421,14074,1846,41134,2711,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5865,766,2475,529,137,165,490,362,381,218,1467,431,3390,564,483,299,217,174,485,322,2205,584,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,151851,2836,70314,1766,7061,1364,7774,1459,6622,1308,48857,2414,81537,1913,10232,1667,11645,1429,12641,1556,47019,2332,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,49519,1778,22540,1194,3521,860,3722,1024,4644,995,10653,1188,26979,1085,5434,1175,4791,876,6597,1029,10157,1234,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,108047,2249,47032,1272,4633,812,6351,1186,11100,1659,24948,1678,61015,1844,8953,1524,9302,1336,15355,1781,27405,2123,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,263054,3407,124552,1970,20412,2144,18221,2085,16554,2142,69365,3080,138502,2281,29364,2405,18374,1972,20650,2580,70114,3611,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,21755,1141,10051,984,2655,1007,2067,815,1678,649,3651,917,11704,672,3236,728,2350,649,2399,702,3719,902,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,44264,2159,19957,1446,1665,688,2993,1033,5206,1240,10093,1401,24307,1562,3606,756,5224,1226,4149,958,11328,1504,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,6024,797,2925,909,728,305,548,339,206,182,1443,625,3099,644,900,449,614,311,479,358,1106,459,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,69706,2653,31564,1647,4070,994,4884,1236,5971,1413,16639,1768,38142,1741,6762,1211,8140,1361,4898,1088,18342,1947,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,791102,5972,376219,4149,43654,3586,44683,4371,56789,4185,231093,5415,414883,3457,60036,3974,59935,4267,67953,4402,226959,5071,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,43289,1699,19083,1125,2613,728,3292,954,4598,883,8580,1151,24206,960,3493,758,5401,1283,5488,1014,9824,1338,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5901,1049,2582,678,547,421,364,268,521,284,1150,491,3319,689,1119,410,647,318,530,325,1023,409,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,351312,4508,159851,2562,14989,1886,17064,2279,28071,2877,99727,3455,191461,2928,24491,2050,29077,2765,34098,2511,103795,2989,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,390076,4165,173135,2781,20116,2242,23176,2778,37666,3082,92177,3839,216941,2872,32753,2741,37906,2626,50591,3421,95691,3846,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,7889,1166,3025,743,224,185,474,346,312,199,2015,647,4864,780,315,287,682,310,1118,509,2749,848,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,84940,1851,40241,1186,5918,1069,7560,1214,7263,1279,19500,1570,44699,1648,8326,1266,8586,1580,9510,1438,18277,1558,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3805,904,1148,453,68,87,311,303,244,129,525,347,2657,884,304,179,232,217,1023,598,1098,786,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,5857,1583,2412,944,1075,721,625,456,329,326,383,295,3445,972,1192,682,1099,639,691,374,463,306,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
