GEO_ID,B19001I_001E,B19001I_001M,B19001I_002E,B19001I_002M,B19001I_003E,B19001I_003M,B19001I_004E,B19001I_004M,B19001I_005E,B19001I_005M,B19001I_006E,B19001I_006M,B19001I_007E,B19001I_007M,B19001I_008E,B19001I_008M,B19001I_009E,B19001I_009M,B19001I_010E,B19001I_010M,B19001I_011E,B19001I_011M,B19001I_012E,B19001I_012M,B19001I_013E,B19001I_013M,B19001I_014E,B19001I_014M,B19001I_015E,B19001I_015M,B19001I_016E,B19001I_016M,B19001I_017E,B19001I_017M,NAME,B19001I_001EA,B19001I_001MA,B19001I_002MA,B19001I_002EA,B19001I_003MA,B19001I_003EA,B19001I_004EA,B19001I_004MA,B19001I_005MA,B19001I_005EA,B19001I_006EA,B19001I_006MA,B19001I_007MA,B19001I_007EA,B19001I_008MA,B19001I_008EA,B19001I_009MA,B19001I_009EA,B19001I_010MA,B19001I_010EA,B19001I_011EA,B19001I_011MA,B19001I_012EA,B19001I_012MA,B19001I_013MA,B19001I_013EA,B19001I_014MA,B19001I_014EA,B19001I_015EA,B19001I_015MA,B19001I_016MA,B19001I_016EA,B19001I_017EA,B19001I_017MA,state
0400000US18,109443,3636,9685,1827,7688,1408,8431,1496,8392,1486,9064,1807,5639,1118,4408,1041,6887,1453,6987,1359,9401,1552,11395,1911,10157,1675,5431,1202,2316,716,1711,656,1851,813,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,44937,1942,3759,963,2054,697,2700,840,2336,654,2819,803,3652,940,2822,837,3084,760,2331,902,4202,908,4194,955,6167,1545,2202,759,1268,626,707,402,640,314,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,85122,2442,6508,1277,5666,1085,5161,1446,6743,1392,5985,1274,7899,1327,4707,959,5102,1072,4449,1001,7472,1429,8113,1380,8042,1524,4825,979,2440,701,1727,649,283,228,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,36372,2052,3708,853,2253,752,3294,919,3729,1153,2113,804,3392,1034,1861,788,2143,715,752,413,2711,842,3029,824,3583,878,2130,774,644,322,342,235,688,421,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,65814,3228,3976,1174,3323,1046,4270,1079,4717,1238,5275,1342,5044,1403,2315,768,4027,1145,4560,1290,5251,1374,6491,1301,7631,1669,3946,992,1397,549,2101,766,1490,611,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,6194,887,234,191,427,334,295,267,424,309,226,166,356,268,357,288,457,372,104,104,594,436,516,450,620,330,1168,545,0,159,367,357,49,60,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,133383,4172,4430,1249,4349,913,3780,1007,4678,1211,6251,1564,7753,1467,6816,1570,6466,1438,5554,1287,12419,1968,17456,2529,17655,2200,12453,2198,7519,1577,9242,1502,6562,1255,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,215050,4188,33654,2627,20029,2174,16084,2042,14689,2101,10683,1671,13208,2128,9323,1471,6944,1362,7847,1427,14662,2147,18345,2590,20243,2480,11566,1797,5674,1213,6656,1348,5443,877,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,123133,3220,11341,1903,6536,1291,7706,1383,9094,1442,7279,1321,10216,1809,5597,826,7762,1505,6436,1170,11420,1774,13164,1469,11558,1518,6846,1362,3290,675,2736,682,2152,564,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,63975,2778,4612,1204,3093,874,3517,1159,4320,1148,5040,1087,5107,1267,4004,1052,4057,1071,3243,786,5311,1064,6488,1192,6417,1279,3142,899,1805,616,1740,653,2079,815,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,19329,1679,1631,592,1177,597,1036,547,2097,850,1226,744,384,250,1340,736,1471,656,1987,955,2149,719,1609,573,1482,744,894,503,163,135,320,361,363,349,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,62190,3387,6907,1517,4190,1084,2757,852,4874,1212,5181,1137,4352,1112,2957,968,3994,1172,2615,881,4777,1127,5436,1224,6955,1474,2014,704,2512,935,1650,649,1019,476,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,9741,1185,1273,485,732,533,696,323,507,360,674,404,758,331,895,521,446,329,159,147,689,341,786,374,585,369,617,407,307,242,455,270,162,143,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,50060,1760,4444,1096,1749,591,2921,812,3671,936,4586,979,3593,890,4024,1049,3743,878,2652,805,6261,1177,4138,909,3861,803,2153,579,977,487,760,378,527,319,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,208929,4526,13472,1639,11875,1768,11442,1936,14147,1960,13712,1952,17553,1799,13619,1999,11120,1688,10941,1779,18363,2246,24678,2486,24593,2869,11561,1781,4783,1162,4141,1158,2929,889,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,12605,1053,1042,575,1090,549,848,387,455,303,996,495,842,555,400,363,688,406,361,270,1236,607,1414,760,851,469,1306,525,309,256,523,540,244,251,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,495390,6789,41043,3648,28111,2794,29572,2540,29391,2876,28760,2693,26084,2532,22325,2579,27874,2992,21262,2334,39078,3465,47535,3759,55659,3366,37611,3319,22537,2346,22154,2642,16394,1948,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,308172,4847,35615,3313,23790,2307,23212,2329,23400,2451,18035,2052,18555,2143,15757,1870,18464,2200,13164,1906,23605,2219,27160,2728,32868,2701,16292,2064,7560,1242,6768,1313,3927,994,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1096548,10591,147273,6446,80222,4664,77000,5064,67452,4076,60253,4676,52904,3378,54285,3961,51630,3403,43145,3569,77640,4648,96664,5268,109210,6044,65278,4056,40655,3584,42541,3508,30396,2827,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,228709,5358,20216,3024,15684,2183,21271,3043,21498,2579,24023,2947,17494,1933,15512,1978,14984,2182,13317,2122,16023,1944,15056,1848,17263,2309,6791,1474,3166,1138,3544,898,2867,965,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6660,1111,434,370,46,61,995,590,232,254,455,317,443,314,238,219,529,521,256,265,190,166,1194,554,589,332,413,402,280,275,108,121,258,212,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,111978,4202,12503,1621,8304,1267,7385,1274,8261,1414,6847,1114,7165,1397,6504,1374,5294,1141,4733,1150,9634,2070,9694,1525,11061,1805,5716,1197,2591,831,2811,770,3475,947,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,96142,2605,7284,1164,6265,1167,6679,1032,9401,1659,7659,1052,6443,1036,6559,1140,5838,1027,4666,995,7607,1222,9846,1313,9417,1336,3693,852,1636,549,1895,531,1254,509,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,123270,3393,8099,1517,6230,1574,10859,1879,8607,1855,10005,1995,10158,2112,7991,1539,7724,1642,8481,1595,10383,1823,10266,2091,12933,1830,5207,1191,2221,680,1944,610,2162,687,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,226047,5334,33376,2975,19975,2447,14728,1808,14397,1962,14494,2034,15433,2002,11370,1672,12000,1721,9885,1595,17266,1984,18659,2172,19112,2261,10603,1545,5159,1003,5167,875,4423,1024,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,45287,1662,8453,1426,4650,1098,3161,900,3053,880,2617,941,3270,1104,2712,953,1473,582,1200,471,3784,997,3884,959,3129,919,1761,637,863,449,419,254,858,694,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,65704,2836,5071,1244,5487,1360,6742,1611,5321,1379,5424,1174,4075,1352,4342,1382,3205,938,2693,747,5351,1234,5969,1379,5691,1218,3655,1333,1042,411,695,497,941,464,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,6849,1297,534,318,432,452,524,469,539,403,668,443,207,189,419,352,263,281,253,211,1103,773,669,314,329,227,630,382,133,135,33,50,113,168,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,82883,3512,8499,1511,5249,1133,8154,1625,8728,1636,4961,1218,4877,1316,5179,1250,5155,1319,3031,1181,7267,1298,6752,1497,6090,1323,4256,1097,1252,556,2161,742,1272,597,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2835543,15231,254663,8249,188525,7739,201096,8309,205326,7845,181364,7859,182466,6517,160212,7225,153596,6481,133057,6872,242178,9136,277598,9596,287582,9811,164791,6242,81885,5547,68632,5135,52572,4143,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,97205,2658,7295,1412,5149,1061,4902,1303,7779,1614,7009,1473,7011,1500,5877,1361,5753,1365,5255,1305,10178,1562,9210,1308,9453,1371,5404,1162,3529,1031,2554,927,847,476,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2978,544,149,147,121,139,243,199,146,156,119,187,65,88,167,149,229,180,230,214,214,198,324,215,286,256,211,124,127,133,226,282,121,143,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,187508,4274,7869,1606,5182,1544,6751,1414,9564,1814,8330,1656,8863,2013,11726,2266,8971,1712,8150,1734,17407,2455,21736,2377,24353,2830,17475,1939,9582,1858,10938,1769,10611,1559,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,217289,4530,13716,1792,10611,1754,11811,1987,13531,2003,14012,1874,16173,2032,12261,1897,11921,1965,11230,1765,19058,2202,27022,3127,23752,2377,12546,1851,7900,1494,6262,1199,5483,1080,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,6984,1242,760,440,444,340,514,449,516,383,564,480,707,415,192,275,200,218,113,89,535,442,715,542,546,425,464,390,301,276,413,305,0,187,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,94967,3029,7750,1353,6287,1414,6425,1151,8457,1575,7129,1466,7653,1429,6503,1222,4342,825,5726,1104,7701,1370,9051,1435,8062,1351,4628,1018,2790,717,1014,350,1449,547,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,18887,1273,1924,709,758,424,1446,631,1747,734,938,602,813,472,567,520,2163,807,720,405,1432,697,1669,607,2380,959,1087,448,623,489,262,224,358,375,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1222007,8975,364666,7710,149191,5803,122261,5170,98767,4184,80692,4215,69355,3628,53843,3711,45348,3475,33780,2883,56414,3934,60138,3751,37819,3079,22318,2303,9344,1493,8837,1166,9234,1239,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
