GEO_ID,B11001G_001E,B11001G_001M,B11001G_002E,B11001G_002M,B11001G_003E,B11001G_003M,B11001G_004E,B11001G_004M,B11001G_005E,B11001G_005M,B11001G_006E,B11001G_006M,B11001G_007E,B11001G_007M,B11001G_008E,B11001G_008M,B11001G_009E,B11001G_009M,NAME,B11001G_001MA,B11001G_001EA,B11001G_002EA,B11001G_002MA,B11001G_003EA,B11001G_003MA,B11001G_004EA,B11001G_004MA,B11001G_005MA,B11001G_005EA,B11001G_006MA,B11001G_006EA,B11001G_007MA,B11001G_007EA,B11001G_008EA,B11001G_008MA,B11001G_009EA,B11001G_009MA,state
0400000US47,34366,2894,19869,2069,11842,1556,8027,1468,2686,778,5341,1211,14497,2180,11565,1875,2932,907,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,163402,6065,106038,3929,70049,4094,35989,3350,10658,1617,25331,2865,57364,4143,42929,3530,14435,1841,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,11800,1653,8722,1423,6471,1345,2251,887,1071,622,1180,493,3078,938,2354,844,724,491,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4269,893,2867,693,2102,674,765,375,138,182,627,297,1402,559,1216,538,186,170,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,57688,3938,37639,2993,26517,2530,11122,1648,3234,1036,7888,1376,20049,2481,14583,2058,5466,1311,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,86702,4134,55213,3367,34373,2247,20840,2397,4734,1139,16106,2218,31489,2885,22446,2466,9043,1545,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,5930,1223,3079,910,2176,685,903,443,450,273,453,332,2851,1008,1882,854,969,495,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,24120,2406,14909,1767,8911,1297,5998,1246,1076,424,4922,1147,9211,1598,6605,1171,2606,815,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4067,1132,1663,621,1115,477,548,387,436,398,112,193,2404,1005,2293,976,111,110,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,76583,3907,54618,3410,27823,2556,26795,2579,5529,1054,21266,2407,21965,2115,18041,2148,3924,956,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
