GEO_ID,B15010_001E,B15010_001M,B15010_002E,B15010_002M,B15010_003E,B15010_003M,B15010_004E,B15010_004M,B15010_005E,B15010_005M,B15010_006E,B15010_006M,B15010_007E,B15010_007M,B15010_008E,B15010_008M,B15010_009E,B15010_009M,B15010_010E,B15010_010M,B15010_011E,B15010_011M,B15010_012E,B15010_012M,B15010_013E,B15010_013M,B15010_014E,B15010_014M,B15010_015E,B15010_015M,B15010_016E,B15010_016M,NAME,B15010_001EA,B15010_001MA,B15010_002MA,B15010_002EA,B15010_003MA,B15010_003EA,B15010_004EA,B15010_004MA,B15010_005EA,B15010_005MA,B15010_006EA,B15010_006MA,B15010_007MA,B15010_007EA,B15010_008MA,B15010_008EA,B15010_009MA,B15010_009EA,B15010_010EA,B15010_010MA,B15010_011EA,B15010_011MA,B15010_012MA,B15010_012EA,B15010_013MA,B15010_013EA,B15010_014MA,B15010_014EA,B15010_015EA,B15010_015MA,B15010_016EA,B15010_016MA,state
0400000US21,696174,11766,21994,1812,48434,3068,21782,2285,30233,2439,40747,3122,36513,2832,3986,909,78840,3807,137156,5620,119107,5369,27798,2715,36726,2986,18845,1882,29746,2545,44267,3378,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,718058,12282,19933,2264,46969,3189,24754,2495,29307,2333,33563,2924,42372,3403,3369,1090,88487,4992,144280,5480,121677,5702,21052,2198,50820,3782,24949,2459,22139,2367,44387,3645,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,289553,6473,10408,1736,22415,1918,8023,1383,17907,2155,26284,2232,15772,1584,1923,716,28277,2305,39879,3234,45189,2738,18193,1801,15910,1668,14041,1676,9231,1432,16101,1909,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1591614,16703,98994,5207,109707,4800,54781,3431,72681,3494,161010,6249,136776,6076,11714,1626,138044,5967,295580,9227,157419,5436,76303,3673,83357,3942,56579,3549,60388,4223,78281,3943,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1951689,18354,93417,4639,125856,5424,70768,3608,115907,5049,194343,7405,168797,6339,11748,1820,158139,5977,364241,9242,175035,6580,120817,5211,109870,4123,82991,4325,61419,3906,98341,5099,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1870473,17484,68321,4293,105943,5014,57228,3745,79033,3621,102195,4332,186973,5771,9868,1162,194451,5930,397446,8720,277764,7078,69954,3545,75268,3813,58180,3626,64144,3264,123705,3704,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1284007,14149,55538,3210,87901,4088,33407,2705,62059,3595,96271,4120,87103,3940,7529,1286,123550,4588,252884,7460,185440,5878,54186,2821,53293,3202,53360,3567,53425,3264,78061,3631,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,406599,10174,12918,1978,26466,2563,10858,1873,15682,1875,15588,2388,16923,1893,1872,703,55009,4073,84900,5345,87213,5067,10203,1735,19787,2589,10721,1851,10123,1758,28336,3001,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1140860,14799,49080,3547,79600,4211,30234,2851,50997,3049,59279,3638,66277,3204,6554,1187,113391,5183,246469,7526,184485,6686,37582,2917,53408,3611,41888,2677,50361,3233,71255,4088,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,216174,6467,6397,1081,22591,2496,6446,1365,8174,1482,14935,1664,11846,1444,1167,438,23757,2207,35787,2846,39252,2818,7198,1125,10886,1690,8468,1486,6353,1142,12917,1545,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,372288,7587,12676,1524,31285,2201,11168,1585,14153,1570,16565,1743,15412,1620,2377,572,40424,2126,84020,3759,71497,4035,10750,1426,13663,1436,9145,1212,13437,1418,25716,1873,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,463681,8424,17539,1713,25469,2083,17144,1959,19359,2156,32015,2577,33808,3168,2156,667,42672,3527,105846,4990,61003,3920,16505,1880,20369,2490,19090,2228,18501,2004,32205,2813,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,334313,7826,16257,1903,22303,2520,9493,1400,18385,2193,24542,2237,30384,2572,2584,759,31664,2612,63342,4156,42482,3410,17880,1929,16053,1769,13636,1686,8933,1460,16375,2020,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2318073,20712,141458,6448,121172,6343,83543,4367,116236,4285,184343,6478,197220,6241,10839,1471,195024,6970,527062,11610,259221,7681,96108,4940,105522,4280,90174,4396,89176,3884,100975,5064,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,364462,7922,11374,1717,28064,2877,17163,2041,16031,1746,27618,2368,25763,2351,1314,490,32978,2717,57214,3896,58421,4343,19006,1994,21968,2505,18093,2297,8052,1461,21403,2394,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4778463,27143,204955,7329,230858,6280,143737,6057,260874,7463,472828,10739,281238,7827,28939,2431,415315,9628,895311,14057,548835,9788,281220,8598,271299,10086,319391,10553,205457,6365,218206,7168,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1991057,18267,101876,5121,120297,5369,61119,3193,103674,5623,148941,5201,138267,5673,12900,1948,182823,7071,402340,8988,269287,8189,89911,4505,99902,4385,59378,3578,69920,3923,130422,6186,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,143403,5280,4146,963,14273,1756,3812,899,4216,790,6329,1587,6909,1096,1182,513,20868,2002,27786,2377,27259,2143,3157,710,4483,924,2679,978,2998,726,13306,1861,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2115116,20597,77923,3777,122471,4756,64144,3353,86410,4296,128834,6238,160663,4730,10182,1682,233599,9054,448383,10480,342930,8984,74813,3745,88717,4645,74933,4050,86797,4714,114317,5306,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,630004,9574,19841,1937,43887,3219,20511,2400,26512,2616,30421,2569,36669,2747,5075,1293,61146,3819,143828,5871,122057,3507,14823,1630,27868,2466,18082,1665,22444,1659,36840,2806,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,901667,13664,35428,3271,74775,3589,35441,2816,47825,3155,77676,3549,67936,4040,8727,1525,79655,3963,131021,5609,100430,5093,54871,3410,58838,3663,51324,4089,34193,3239,43527,3496,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2641023,21056,107542,5068,169950,6387,87778,3723,129119,5613,176846,6040,187430,5384,16021,1970,276665,6124,530252,10050,396210,9047,106586,4442,120257,4509,92951,4936,99426,3723,143990,5713,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,238818,7116,9992,1533,15473,1899,6939,1238,12369,1577,18862,2451,15409,2115,1552,508,22368,2610,45589,3555,29037,2551,11655,1578,13721,1834,11833,1765,8140,1378,15879,1919,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,890241,14519,30372,3102,51727,4190,30317,3970,40908,3574,56783,3938,66873,3607,6698,1282,85236,4965,197700,6814,131685,4954,35889,2544,44451,4039,30365,2773,27399,2633,53838,3409,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,154885,5664,5619,1177,14025,1643,3786,1022,6957,1201,9007,1414,7031,1304,759,390,15976,1681,29897,2102,33840,2710,4032,932,6076,1270,4314,1018,3395,1050,10171,1576,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1151080,15383,42837,3781,74227,3706,36315,3441,48295,3356,59161,3607,74974,4293,7033,1286,117853,5295,256625,7884,171712,6087,43241,3289,56416,3933,41425,3796,48141,3275,72825,4202,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4955374,31878,240081,9271,291814,10770,173376,7654,191071,7530,289507,9292,483662,10880,50271,3929,445895,10888,1164460,17176,632224,11281,168129,6651,205802,8039,153786,6368,180968,7569,284328,9268,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,554712,9610,25598,2397,36344,2732,14628,2124,24000,2117,38641,2714,36646,2338,5132,1127,55741,3634,104661,4910,77687,3398,28517,2507,17859,2082,20806,2114,25568,2249,42884,3142,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,162072,4879,5296,818,13713,1519,6087,1087,10440,1288,13828,1607,9323,1235,1445,476,12850,1504,18942,1883,22690,1787,13108,1331,11747,1474,9969,1132,5120,1111,7514,1295,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2102044,20628,130574,5354,127642,5422,66407,3462,112988,4899,229837,6198,177790,5843,18117,2251,159477,5677,397325,9279,201524,6501,104185,4867,123639,5098,69934,3638,67522,3791,115083,5276,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1670893,18010,91370,5955,126879,4936,55819,3221,81581,4274,156365,6595,157679,6568,15812,2045,146243,5719,274943,8027,166411,6041,85961,4676,95683,5634,73658,3731,66965,4302,75524,4348,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,254414,8130,7027,1334,17692,1948,6843,1335,13630,1777,12730,1580,15396,1933,1479,580,32048,2557,44434,3576,51203,3237,10064,1253,10430,1553,7092,1158,6760,1407,17586,2265,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1112458,12771,40122,2662,80552,3905,28718,2819,44423,2724,72270,3603,69167,3517,4767,1026,125112,5432,225032,6701,182504,5229,40191,2664,42915,2581,43970,2855,46020,3366,66695,3514,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,102034,5245,2104,682,12339,1816,3958,972,4510,1312,6313,1131,6102,1251,308,232,10228,1670,14729,1712,21140,2218,3023,933,3676,1002,2923,978,1688,680,8993,1691,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,590228,12371,15895,2269,30025,3245,23597,2369,19490,2629,29517,3110,26892,2980,1528,483,63591,4444,190620,6750,112350,5243,5312,1132,13338,2018,8916,1322,14018,1999,35139,3221,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
