GEO_ID,C14007G_001E,C14007G_001M,C14007G_002E,C14007G_002M,C14007G_003E,C14007G_003M,C14007G_004E,C14007G_004M,C14007G_005E,C14007G_005M,C14007G_006E,C14007G_006M,C14007G_007E,C14007G_007M,NAME,C14007G_001MA,C14007G_001EA,C14007G_002EA,C14007G_002MA,C14007G_003MA,C14007G_003EA,C14007G_004MA,C14007G_004EA,C14007G_005MA,C14007G_005EA,C14007G_006MA,C14007G_006EA,C14007G_007MA,C14007G_007EA,state
0400000US23,28570,2459,12156,2025,1982,755,4919,1136,2713,945,2542,781,16414,1717,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,168152,9005,84026,6312,14244,1746,37259,3640,15580,2367,16943,2038,84126,5202,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,183837,9805,88015,5581,12036,1794,40806,3632,14975,2241,20198,2317,95822,6690,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,249111,9864,124443,6729,18106,2276,58085,4455,26731,2483,21521,2166,124668,6425,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,139871,6557,70438,3976,9043,1575,33275,2929,15961,1960,12159,1732,69433,4678,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,30885,3882,16575,2835,2153,762,7901,2210,3221,1150,3300,967,14310,2506,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,133707,8036,64284,5712,7884,1665,32319,3441,13234,2060,10847,2041,69423,4649,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,24348,3003,10664,2001,2451,742,4821,1316,1921,715,1471,691,13684,1787,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,38903,3673,22012,2625,3128,794,11496,1876,4720,1039,2668,688,16891,2114,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,130502,7459,59874,4626,6818,1241,29116,2765,13481,1832,10459,1807,70628,4587,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20963,2286,10002,1805,1324,714,4098,1074,2105,697,2475,768,10961,1537,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,218559,10450,103676,6443,18467,2202,46374,3856,19166,2494,19669,2425,114883,7184,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,64541,5858,28648,3495,3541,1068,13449,2437,5776,1488,5882,1141,35893,3549,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,529658,22645,229168,11132,34943,3676,98947,6077,45344,4231,49934,3966,300490,14685,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,216329,9473,107005,6364,16508,2624,47683,4545,23435,2655,19379,1945,109324,5962,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,17124,2187,6542,1477,582,360,2768,864,1613,698,1579,604,10582,1558,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,280273,12935,146575,8794,24379,2485,65808,5199,32405,3660,23983,2771,133698,6750,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,286753,8015,125164,5294,17796,1845,61904,3599,25330,2028,20134,1976,161589,5283,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,169633,8735,71775,5372,9687,1625,31493,3639,13703,1950,16892,2290,97858,5549,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,278241,10993,138363,7391,22251,2654,64247,5206,27349,2652,24516,2567,139878,6969,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,33346,4339,16532,2350,2563,952,7734,1534,3480,900,2755,748,16814,2864,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,92529,5755,45828,4032,6297,1233,24006,3198,6763,1226,8762,1603,46701,3613,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23274,2612,11463,1967,1915,750,4477,1105,2532,1070,2539,1056,11811,1959,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,129009,8199,60672,6110,8864,1608,28193,4130,12713,2232,10902,2542,68337,4666,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,631145,18940,295389,12280,43629,3670,145248,7770,59365,4785,47147,4179,335756,12259,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,76030,6402,41259,4474,5314,1419,19132,3143,8696,1456,8117,1590,34771,3507,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,10293,1272,4193,1053,420,295,1702,555,1222,518,849,320,6100,835,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,267775,10769,133432,7735,18375,2118,60559,4200,24588,2876,29910,3630,134343,6963,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,368240,12277,172947,7875,24133,2790,79650,4883,38364,3399,30800,2662,195293,8399,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,27976,3239,16272,2554,2170,809,6212,1527,3455,1156,4435,1150,11704,1560,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,117263,7097,65346,5146,10827,1694,32505,3131,11859,1815,10155,1577,51917,3856,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,13981,1969,6840,1199,1457,560,3430,912,905,587,1048,415,7141,1528,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,163036,11694,51104,5431,4532,1101,21079,2763,11369,1918,14124,2480,111932,8193,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
