GEO_ID,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,NAME,B25070_001EA,B25070_001MA,B25070_002MA,B25070_002EA,B25070_003MA,B25070_003EA,B25070_004MA,B25070_004EA,B25070_005EA,B25070_005MA,B25070_006EA,B25070_006MA,B25070_007MA,B25070_007EA,B25070_008MA,B25070_008EA,B25070_009MA,B25070_009EA,B25070_010EA,B25070_010MA,B25070_011MA,B25070_011EA,state
0400000US15,193501,4944,5688,1032,13027,1632,19647,1768,19660,2139,19696,2234,16959,2272,11288,1812,18380,1991,54679,3025,14477,1853,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,185463,6126,7817,1639,16609,2092,24670,2742,23270,2441,16341,1892,14057,2245,10952,1629,15501,2328,38404,3869,17842,2029,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1664882,16458,65489,3461,142289,6075,202324,7071,199255,7475,173824,6510,132159,5778,97981,5284,138434,6175,390667,8625,122460,5901,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,800263,10613,29358,2678,76193,3829,95247,4618,94824,4393,87641,4730,65245,4249,47375,3319,64484,4382,174543,6365,65353,3449,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,365769,7852,20545,2136,43092,3199,44465,3572,41663,2588,38170,3340,28636,2928,18057,1980,24543,2310,75329,4115,31269,2497,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,373246,7105,16404,2000,36837,2541,53929,3415,45797,3279,43363,3210,28001,2590,23647,2840,24812,2388,68665,4156,31791,2835,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,577915,9596,23651,2540,56676,4303,73265,4371,67165,4275,56423,3839,46728,3566,31690,3216,41975,3128,114467,4820,65875,3998,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,615614,11160,22426,2682,45849,3527,64648,4030,58700,4269,48839,3691,47511,4374,35622,3148,51908,4216,148311,6656,91800,5018,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,158125,4266,4793,1008,11446,1486,17716,2290,17584,2088,21543,2059,14492,2309,8981,1454,13075,2124,34274,2727,14221,1495,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,741775,10581,21817,2237,54648,4223,83697,4037,101594,5275,84537,4798,64866,4317,52064,3824,65085,4908,171975,6472,41492,3887,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,979998,12799,35632,3162,76302,4352,113151,5696,117026,6579,106053,5115,97349,4780,60544,4076,79227,4708,234295,7791,60419,3755,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1141315,12832,44468,3401,96694,4153,131998,6052,129317,6234,122411,5472,91552,5080,67590,3674,90466,5092,276164,7522,90655,4589,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,623989,9511,26526,2210,55064,2773,78427,3988,82932,4623,72929,4318,52228,3871,36758,2595,50332,3621,134965,5204,33828,2611,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,360168,8053,10944,1985,28221,2716,37536,3539,35226,3678,29166,2472,29029,2835,20337,2647,27397,3139,80298,4260,62014,3746,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,804043,12651,32511,2690,73922,4326,104718,5308,98809,4803,88922,5242,62334,4073,45071,3501,62055,4077,167620,6135,68081,4066,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,138314,4472,7665,1350,11868,1427,16616,2079,17067,1926,14137,2005,10381,1638,8395,1486,10223,1418,27005,2571,14957,1714,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,253765,4887,14014,1671,26720,2317,35266,2655,31209,2490,26410,2315,20767,1976,12179,1828,20832,2206,47080,3253,19288,1613,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,479105,8502,12906,1889,38110,3113,62942,4353,61358,3923,53710,3455,40986,3462,33751,3111,42909,3161,106546,5359,25887,2327,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,150876,5392,4283,995,12090,1798,20617,2318,19815,2438,19752,2433,14495,1695,8887,1843,12658,1904,30282,2432,7997,1079,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1178929,11453,41540,3153,88537,5562,121692,5825,136325,5979,123174,5685,107516,6179,79343,4702,102030,5520,305895,8086,72877,4342,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,247954,6175,9396,1779,21385,2108,28128,3014,27941,2874,23570,2412,18802,2594,13678,2240,22173,2664,57768,3656,25113,2572,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3394792,20532,157852,6719,262927,7758,354388,9559,363470,10338,336117,11287,298082,8467,197277,6798,275493,8885,934525,15519,214661,6642,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1388604,15481,47029,3742,115735,5668,168014,7107,161387,6546,147608,6825,117778,6911,84562,5074,117293,6773,303621,8804,125577,5917,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,120133,4378,10869,1847,13213,1886,15417,2297,16947,2538,11016,1739,7675,1428,7042,1410,9055,1647,19680,1997,9219,1089,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1593562,15621,65961,4444,157631,6094,202824,6982,186509,6975,173702,6818,125694,5417,92403,5167,129825,5651,341488,9252,117525,5376,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,508093,7135,22218,1943,51819,3105,65102,3241,61229,3088,47412,2897,39273,2688,26437,2227,39824,2692,96382,4006,58397,2694,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,604314,9054,19817,2400,46615,3030,71488,4746,74130,4481,63697,3525,48445,4027,40291,3516,52242,3792,150262,6591,37327,2877,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1550281,14088,64908,4185,140504,5813,184272,6845,176073,6703,161854,5687,122962,4907,86857,4384,126399,5727,364672,8152,121780,5153,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,166866,5651,4745,1079,12678,2090,20025,2111,20096,2364,22466,2420,13632,1821,10052,1598,12744,1838,37975,3211,12453,1897,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,592141,11341,19591,2372,47448,4323,68907,4075,72302,4756,55019,4296,45972,3559,37192,3631,47997,3576,128071,6447,69642,4207,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,107985,3840,5196,796,10537,1396,16120,2010,15991,1872,10442,1661,8632,1428,6283,1270,6136,974,19152,1679,9496,1164,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,864762,12955,32999,2482,74618,4874,100671,5547,97132,5790,95409,4853,72942,3919,50042,4022,74113,4823,178912,6857,87924,4126,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3668586,28117,147300,6168,322309,11490,453918,12462,461044,11173,391938,12505,307233,10409,235142,7601,302264,8644,766597,15208,280841,9657,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,289765,7493,10454,1770,27065,2246,41687,3645,38284,3203,33080,2907,23897,2835,17628,2106,23795,2572,55015,4083,18860,2025,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,74653,3011,2400,739,5376,1204,7822,1181,10000,1600,8336,1425,7498,1015,3727,904,6227,1207,17104,1982,6163,1136,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1087026,12936,34948,2979,85284,4523,126252,6299,140161,5651,123105,5187,98674,5846,69400,4712,96695,5898,235345,8886,77162,4563,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1025304,13212,32981,2999,83927,5193,132912,6991,134018,6557,119253,5318,95955,5005,66754,4518,86277,5295,216150,7461,57077,3702,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,203385,5884,10087,1854,17408,2299,19041,1704,21800,2075,18614,2038,16566,2003,9738,1616,11971,1952,40454,3307,37706,3120,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,770395,9851,30821,2301,79333,4038,101381,4960,97168,5139,82271,4128,65821,4176,45712,3461,61268,3363,158587,6514,48033,3066,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,73362,3683,4777,1237,7669,1322,9689,1782,10017,1662,6309,1171,6492,1313,3569,1010,4599,1138,11661,1940,8580,1424,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,385031,8035,8494,1551,14561,1807,22589,2566,22782,2091,22562,2500,20909,2613,14232,2065,18350,2295,70975,4209,169577,5393,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
