B25087_020M,B25087_021E,B25087_021M,B25087_022E,B25087_022M,B25087_023E,B25087_023M,B25087_024E,B25087_024M,B25087_025E,B25087_025M,B25087_026E,B25087_026M,B25087_027E,B25087_027M,B25087_028E,B25087_028M,B25087_029E,B25087_029M,B25087_030E,B25087_030M,B25087_031E,B25087_031M,B25087_032E,B25087_032M,B25087_033E,B25087_033M,B25087_034E,B25087_034M,B25087_035E,B25087_035M,B25087_036E,B25087_036M,B25087_037E,B25087_037M,B25087_038E,B25087_038M,B25087_039E,B25087_039M,GEO_ID,B25087_001E,B25087_001M,B25087_002E,B25087_002M,B25087_003E,B25087_003M,B25087_004E,B25087_004M,B25087_005E,B25087_005M,B25087_006E,B25087_006M,B25087_007E,B25087_007M,B25087_008E,B25087_008M,B25087_009E,B25087_009M,B25087_010E,B25087_010M,B25087_011E,B25087_011M,B25087_012E,B25087_012M,B25087_013E,B25087_013M,B25087_014E,B25087_014M,B25087_015E,B25087_015M,B25087_016E,B25087_016M,B25087_017E,B25087_017M,B25087_018E,B25087_018M,B25087_019E,B25087_019M,B25087_020E,B25087_020MA,B25087_021EA,B25087_021MA,B25087_022MA,B25087_022EA,B25087_023MA,B25087_023EA,B25087_024MA,B25087_024EA,B25087_025MA,B25087_025EA,B25087_026MA,B25087_026EA,B25087_027MA,B25087_027EA,B25087_028MA,B25087_028EA,B25087_029MA,B25087_029EA,B25087_030MA,B25087_030EA,B25087_031MA,B25087_031EA,B25087_032MA,B25087_032EA,B25087_033MA,B25087_033EA,B25087_034MA,B25087_034EA,B25087_035MA,B25087_035EA,B25087_036MA,B25087_036EA,B25087_037MA,B25087_037EA,B25087_038MA,B25087_038EA,B25087_039MA,B25087_039EA,NAME,B25087_001MA,B25087_001EA,B25087_002EA,B25087_002MA,B25087_003EA,B25087_003MA,B25087_004EA,B25087_004MA,B25087_005MA,B25087_005EA,B25087_006MA,B25087_006EA,B25087_007EA,B25087_007MA,B25087_008MA,B25087_008EA,B25087_009MA,B25087_009EA,B25087_010MA,B25087_010EA,B25087_011EA,B25087_011MA,B25087_012MA,B25087_012EA,B25087_013MA,B25087_013EA,B25087_014MA,B25087_014EA,B25087_015MA,B25087_015EA,B25087_016EA,B25087_016MA,B25087_017MA,B25087_017EA,B25087_018MA,B25087_018EA,B25087_019MA,B25087_019EA,B25087_020EA,state
13927,8304,1298,17498,1912,36381,3078,60041,3960,80837,4402,91328,5487,89048,4211,138602,5260,93254,4543,53439,3305,32357,2785,21751,2558,12418,1734,9151,1707,4541,867,3707,889,3013,756,1001,399,8296,1508,0400000US13,2261166,19480,1496199,17033,438,285,2171,707,6850,1122,14919,2013,30890,2680,54012,3667,78386,4842,103828,4494,113517,5121,297024,9676,234276,7885,282820,8278,136582,5787,66512,4400,33098,2459,15397,2024,25479,2334,764967,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
4271,1589,552,2219,655,2900,776,5730,1124,5228,893,6151,1264,6326,1164,14548,1702,12303,1320,9929,1319,5946,980,3664,715,2517,597,1943,588,1279,442,871,432,766,368,531,308,1977,450,0400000US15,252435,5537,166018,5296,26,45,80,98,535,244,542,297,1187,452,1907,505,2554,764,3587,939,3105,755,10863,1486,12481,1662,29935,2759,32739,2403,23209,2178,17351,1902,10976,1367,14941,1788,86417,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
5681,3005,726,5264,1298,10304,1502,16072,1698,19111,2077,18634,2183,17114,2077,24878,1952,13244,1689,6514,1059,3122,658,2014,606,1095,582,847,321,280,257,267,178,64,92,8,14,929,396,0400000US16,411958,6794,269192,7259,312,303,684,474,1549,514,3595,1021,8030,1172,13343,1825,20457,2555,22890,2674,24089,2521,58445,3487,43436,3515,42452,3169,15320,2184,7474,1522,4058,1082,1650,654,1408,529,142766,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
11644,7662,1088,11840,1321,23029,2146,37999,2095,52718,2692,65371,3234,70632,2959,153465,5185,152771,4693,130990,4915,106508,4164,82529,3898,58351,3099,41132,2907,28037,2332,19713,2114,15365,1899,11607,1453,46904,2699,0400000US17,3129641,16316,2013018,15790,183,159,1436,448,5354,920,16068,1492,33025,2094,54839,3435,75003,2928,86415,4276,100136,4158,272056,7195,273733,7563,458585,10166,283077,7485,150153,4531,83882,4011,47667,3153,71406,3809,1116623,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
8764,3749,741,12760,1373,29388,1936,52382,3266,66505,3641,72758,3592,72239,4082,112928,5264,66711,3152,37166,2789,20207,1910,11610,1428,7174,1094,3381,902,3097,946,1399,590,1332,500,502,255,2625,694,0400000US18,1714880,13299,1136967,11511,419,244,3077,795,8535,1237,25238,2181,47293,3137,74487,4060,100283,4508,110405,4516,112889,5423,241072,7061,159658,6565,151458,6001,57525,3523,22179,1980,10981,1587,4051,1167,7417,1489,577913,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
5766,2716,621,4297,945,10800,1330,17928,1451,28207,1946,37819,2305,43397,2194,75369,3016,56219,2698,33187,2298,16713,1697,11499,1515,5916,1038,3132,806,2459,608,1470,416,759,334,720,338,1465,563,0400000US19,881480,8544,527408,7537,279,195,418,173,3043,674,7860,901,18031,1622,28849,2100,37106,2249,43003,2750,47206,2925,114270,3959,77879,3065,88820,2987,35061,2672,14223,1648,5338,1015,2871,727,3151,731,354072,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
6249,2318,610,4501,742,8703,1087,16430,1651,20342,1504,25448,2153,28829,1942,61086,3092,48288,2382,30369,2006,19922,1822,9850,1167,6256,1179,3556,730,2714,743,1770,514,748,319,734,328,2189,638,0400000US20,738336,7661,444283,6903,182,149,488,263,1698,500,5594,739,11537,1350,18189,1731,24949,2168,33780,2399,33843,2606,83300,3600,73704,3355,88739,4043,38852,2465,12581,1486,8319,1298,2939,605,5589,941,294053,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
7423,10075,1511,23336,1926,36580,2634,48521,2890,58769,3266,59781,3219,52016,3362,81907,4204,44355,2780,26489,1854,13727,1617,8738,1339,5658,971,2727,719,1358,460,1425,465,1043,430,484,291,1962,732,0400000US21,1138253,12189,659302,9489,439,306,1449,506,7944,1129,18926,2210,30182,2680,42999,2946,54125,3114,60448,3595,64353,4033,137280,5288,90126,4232,86697,4288,35611,2782,13385,1708,6273,1145,3134,818,5931,1002,478951,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
9029,14218,1784,31050,2990,55397,3235,68295,3656,69644,3217,61874,3464,49085,3261,75721,4404,44829,2972,23423,2281,14746,1787,8272,1114,4451,1011,2523,733,2166,618,1660,615,1140,383,1391,565,4480,864,0400000US22,1122294,10824,587929,10500,448,305,1655,733,6118,1241,9741,1484,19903,2133,31106,2902,40187,3137,43127,3239,47353,3392,107640,5169,89955,4805,109403,5453,41833,2981,18734,1910,9089,1269,4541,950,7096,1127,534365,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
4101,1161,356,1885,474,4565,783,7391,1080,9667,1233,12736,1604,14470,1521,27169,1865,23170,1881,16285,1565,8861,1181,6422,968,4845,885,1758,450,2183,636,834,281,1053,357,691,403,1254,402,0400000US23,387101,5032,240701,4924,88,84,461,351,1546,474,3311,595,5661,835,9118,1305,11238,1344,15615,1603,15733,1633,43417,3056,39445,2465,52748,2503,21992,1831,11113,1839,4541,1148,2345,550,2329,644,146400,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
7102,4684,989,2684,789,3769,876,7104,1191,10734,1192,19227,1909,23855,1912,61804,3236,60042,2889,51604,3128,37449,1922,28352,2130,19303,1963,12340,1303,9020,1359,4800,868,4298,834,3782,896,9932,1364,0400000US24,1436159,11090,1061376,10425,166,137,338,232,1554,498,3212,696,7350,1295,12494,1379,16537,1943,22385,2106,28731,2427,92457,4050,122815,4950,270220,7278,202180,6645,117248,4910,70751,3880,36538,2135,56400,2882,374783,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
8701,2549,670,1532,481,2615,696,2907,680,5815,980,8639,1270,12722,1791,40856,2829,56400,3278,66928,3419,61624,3919,50164,3014,39840,3170,29628,2593,22614,2291,15665,1601,11103,1309,8690,1163,34388,2244,0400000US25,1579953,12525,1105274,13289,223,177,407,251,905,335,2187,759,4337,1007,7548,1299,12966,1363,16841,1741,21451,2485,76934,3946,116979,5156,269688,7967,232625,7326,139422,5621,85050,4154,44934,2851,72777,3926,474679,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
11138,6408,915,12817,1358,27835,1774,50365,2746,81503,3680,102691,3925,112879,3909,218044,5737,170402,4400,106554,3943,65462,3463,40691,2272,24840,1756,15038,1635,10531,1325,5874,890,3897,899,2832,631,9936,1136,0400000US26,2717217,13903,1648618,12707,358,177,1671,547,7463,1053,23378,1761,47005,2978,76923,3771,109649,4270,131940,4592,137117,4120,328075,7100,258955,5940,294839,5852,125704,5179,51557,2436,24263,2249,13496,1611,16225,1456,1068599,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
6991,3476,582,5554,809,10435,955,18903,1437,29986,1747,44408,2119,48920,2260,106136,3900,87752,3310,56195,2520,34472,2209,21940,1740,13169,1083,9727,1276,4945,901,3858,754,2439,560,2422,588,7211,1023,0400000US27,1523273,9834,1011325,9223,282,185,935,355,3455,643,7688,1013,15428,1413,27791,2249,35934,2329,46698,2710,57875,3017,167742,4702,169884,4648,245777,5888,117398,4262,56332,2989,26316,1898,13640,1402,18150,1640,511948,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
7537,5349,1053,14014,1810,26475,2491,43693,3338,43595,3199,48977,3278,42231,3060,65274,3864,36331,3243,21554,2190,13138,1591,6604,1271,3213,693,1395,490,1147,492,827,392,455,326,397,212,910,431,0400000US28,744203,8716,368624,8106,0,207,688,399,3384,1009,8245,1386,15601,2373,29091,2790,33819,2857,34907,2735,34447,2962,73040,4579,48996,3329,54865,3790,17941,2242,6929,1544,2257,639,1943,655,2471,810,375579,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
8346,5388,958,12543,1437,27405,2310,40803,2544,54402,2966,63097,3148,70197,3644,121420,4409,83482,3660,46829,2409,26440,2153,13458,1727,8394,1411,4818,859,3539,828,1963,690,1997,535,888,385,4405,819,0400000US29,1570137,13846,978669,11910,292,227,1025,386,5615,902,16840,1771,29252,1889,53593,3486,65163,3324,75945,3961,81303,3767,200432,5358,152290,6029,169639,5323,67958,3592,29602,2480,12854,1413,5890,961,10976,1462,591468,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
3497,2899,745,3972,791,6543,955,8769,1172,10291,1228,14954,1429,15272,1651,24573,2077,13268,1583,7932,1128,4399,846,2620,793,877,329,943,383,277,143,707,376,234,169,321,231,776,274,0400000US30,276490,4576,156863,4097,0,165,244,189,455,341,2155,601,4576,1023,5987,854,7240,1003,9151,1447,11723,1222,28867,2197,30411,2606,33557,2627,12764,1330,4857,926,1111,383,1418,520,2347,721,119627,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
4474,1500,494,2171,513,5165,900,8912,1230,13048,1314,14653,1292,18667,1497,38920,2320,30458,1996,20521,1607,12194,1442,7695,969,4262,841,3470,706,1707,510,1608,427,749,241,460,221,1707,505,0400000US31,490394,5329,302527,5234,21,21,215,176,1075,377,2485,540,6017,944,10868,1264,19163,1417,19422,1593,25413,1875,62382,2413,54174,3061,57322,2682,25015,1787,8672,1122,4847,867,2792,564,2644,585,187867,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
4785,2041,477,4087,829,8554,1442,13974,1810,17795,1940,21253,2013,21896,1981,33778,2858,19963,2287,12238,1561,6942,1151,4665,728,3276,668,3051,959,929,346,688,277,1182,676,408,286,2527,728,0400000US32,562960,8151,383713,7578,123,116,1022,404,1757,625,2846,761,4611,1011,8058,1318,16577,2003,21373,2003,24951,2447,71326,3421,67080,3478,90840,4894,37689,2632,18040,1857,8620,1453,2871,815,5929,1067,179247,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
4085,525,366,286,186,375,255,977,415,1816,852,2954,853,2903,696,9834,1430,12668,1604,16803,1895,17078,1928,13522,1438,12780,1444,7750,1133,5250,918,5421,997,2942,625,1672,636,5354,888,0400000US33,366739,5787,245829,6391,0,184,0,184,170,194,360,242,1131,513,2126,723,2687,734,5168,1003,5940,1149,22427,1977,34971,2617,71420,3920,49030,2644,24834,2425,12717,1616,6235,1188,6613,1119,120910,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
