GEO_ID,B18101I_001E,B18101I_001M,B18101I_002E,B18101I_002M,B18101I_003E,B18101I_003M,B18101I_004E,B18101I_004M,B18101I_005E,B18101I_005M,B18101I_006E,B18101I_006M,B18101I_007E,B18101I_007M,B18101I_008E,B18101I_008M,B18101I_009E,B18101I_009M,B18101I_010E,B18101I_010M,NAME,B18101I_001MA,B18101I_001EA,B18101I_002EA,B18101I_002MA,B18101I_003EA,B18101I_003MA,B18101I_004EA,B18101I_004MA,B18101I_005MA,B18101I_005EA,B18101I_006MA,B18101I_006EA,B18101I_007MA,B18101I_007EA,B18101I_008EA,B18101I_008MA,B18101I_009EA,B18101I_009MA,B18101I_010MA,B18101I_010EA,state
0400000US13,931490,2660,349864,1863,13322,2358,336542,2766,550207,3079,32583,3768,517624,4506,31419,2112,9233,1945,22186,1780,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,139775,1233,54756,29,1483,849,53273,852,78211,1252,7987,1302,70224,1710,6808,330,2822,500,3986,527,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,195803,1657,77813,814,3807,1200,74006,1372,109807,1675,11244,2058,98563,2519,8183,1212,3411,768,4772,1023,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2154971,1747,723306,1424,16932,2077,706374,2625,1317119,2267,73389,4415,1243730,4855,114546,1374,34963,2413,79583,2339,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,434319,1945,166544,1314,8071,1740,158473,2081,249732,2339,16554,2154,233178,2652,18043,1542,6879,1066,11164,1535,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,173377,1000,69670,1321,2889,789,66781,1356,98698,1582,7613,1476,91085,2262,5009,995,1617,528,3392,777,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,329467,1438,130406,1082,4963,1063,125443,1639,186182,1546,14275,2390,171907,2545,12879,1118,5400,825,7479,902,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,142090,2929,57970,2252,2285,824,55685,2334,79030,1972,6146,1454,72884,2298,5090,916,1883,741,3207,796,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,223372,1790,68172,2154,3340,964,64832,2233,138439,2762,11548,2272,126891,3060,16761,1342,6675,1032,10086,1124,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19831,598,7331,741,44,55,7287,750,11429,706,974,428,10455,736,1071,471,480,252,591,328,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,565823,1015,187216,715,5719,1411,181497,1436,354687,1454,16931,2226,337756,2506,23920,1109,7605,1233,16315,1584,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,748242,1496,239468,497,14840,2164,224628,2250,468979,1423,54451,3462,414528,3660,39795,1035,16749,1732,23046,1954,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,480363,1190,179153,785,10139,1519,169014,1618,274373,1443,27528,2506,246845,2785,26837,1247,10736,1489,16101,1547,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,279006,1039,109394,1097,6583,1522,102811,1751,162089,1495,13746,1753,148343,2252,7523,905,3026,747,4497,864,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,78114,2580,28121,1797,837,472,27284,1816,46789,2303,5168,1418,41621,2529,3204,1021,1001,573,2203,839,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,235812,2234,88554,1645,3734,1216,84820,1960,136229,2639,13860,1919,122369,3165,11029,1119,3480,751,7549,1051,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,36085,804,13828,713,808,394,13020,768,19529,1158,2661,743,16868,1376,2728,833,1298,676,1430,644,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,193864,705,78416,676,3189,1040,75227,1282,108728,1163,7010,1129,101718,1551,6720,948,2078,646,4642,925,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,805779,982,271846,197,12228,2026,259618,2015,490050,1287,39862,4420,450188,4495,43883,875,18002,2088,25881,1834,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,43297,751,14919,407,963,460,13956,577,27101,802,2688,798,24413,1082,1277,458,250,205,1027,420,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1747594,1551,512640,501,21209,2631,491431,2720,1110517,1544,79750,4442,1030767,4576,124437,892,43803,3169,80634,3332,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,985868,1076,294663,154,10874,1942,283789,1950,585718,1360,72030,4541,513688,4550,105487,1045,48277,2481,57210,2390,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3685226,2693,1018376,1334,45937,3345,972439,3459,2359617,2067,223716,8007,2135901,8219,307233,1915,122499,4719,184734,4802,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,895731,2748,351279,1719,14228,2167,337051,2671,516692,3931,33019,3584,483673,4478,27760,2216,10727,1934,17033,1948,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,25540,1013,9429,865,411,358,9018,959,15109,1250,794,473,14315,1348,1002,510,579,351,423,363,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,405383,2309,150419,1793,10193,1642,140226,2297,234281,2005,24343,2110,209938,2842,20683,1252,8331,1210,12352,1477,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,389076,996,156782,614,5740,1016,151042,1260,218473,1600,16193,1803,202280,2329,13821,1130,6246,977,7575,886,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,506373,892,188295,750,8447,1752,179848,1977,298692,1510,28990,3381,269702,3924,19386,959,6529,1244,12857,1385,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,850100,1677,301497,984,24063,3228,277434,3502,505811,2038,75811,4975,430000,5199,42792,1549,19736,1768,23056,1761,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,150482,439,49501,262,3396,1055,46105,1043,92974,601,10575,1944,82399,1923,8007,492,3542,929,4465,810,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,253628,2623,91577,1318,4377,1390,87200,1790,152194,2513,8536,1510,143658,2981,9857,1582,3981,1126,5876,1325,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,29235,878,11163,675,440,304,10723,747,16925,998,1695,712,15230,1064,1147,546,278,212,869,458,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,329064,2108,131473,1891,5564,1414,125909,2282,187985,2182,13991,2221,173994,2731,9606,1432,3743,858,5863,1375,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10527313,5481,3542677,1801,140650,7900,3402027,7624,6281285,6286,542300,12430,5738985,14255,703351,2867,301832,7512,401519,7232,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,405458,969,156745,685,4671,1281,152074,1280,233000,1344,17421,2391,215579,2700,15713,1004,5698,962,10015,991,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,10222,640,2731,619,300,274,2431,592,6757,795,356,207,6401,863,734,358,209,185,525,337,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,732847,3717,242587,2595,10494,2116,232093,2909,459439,3537,25266,2916,434173,4343,30821,1629,9629,1454,21192,1772,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,873402,1489,336157,266,12136,1894,324021,1927,503067,2328,46432,3749,456635,4320,34178,1768,13403,1892,20775,1848,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,24543,1669,8697,1183,580,397,8117,1142,13945,1640,1158,461,12787,1680,1901,727,496,318,1405,629,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,377253,830,147418,710,8462,1506,138956,1620,216106,1469,21864,2294,194242,2292,13729,1028,4611,772,9118,1165,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,56983,1218,19106,1953,1017,555,18089,2014,34975,2588,3479,1421,31496,2525,2902,797,1348,633,1554,575,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3411820,3892,731178,1705,60207,4286,670971,4218,2067148,3100,367129,9805,1700019,10398,613494,1350,303917,5888,309577,5680,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
