GEO_ID,B28009I_001E,B28009I_001M,B28009I_002E,B28009I_002M,B28009I_003E,B28009I_003M,B28009I_004E,B28009I_004M,B28009I_005E,B28009I_005M,B28009I_006E,B28009I_006M,NAME,B28009I_001MA,B28009I_001EA,B28009I_002MA,B28009I_002EA,B28009I_003MA,B28009I_003EA,B28009I_004MA,B28009I_004EA,B28009I_005MA,B28009I_005EA,B28009I_006EA,B28009I_006MA,state
0400000US34,1738638,1693,1537818,13503,6094,2648,1358509,17343,173215,11392,200820,13150,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,981734,1340,832455,9605,7890,3482,658718,16777,165847,13169,149279,9667,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3635378,4632,3243493,18049,7901,2314,2807247,22207,428345,19516,391885,17530,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,896377,2497,788164,10877,3469,1617,638663,15362,146032,13837,108213,10591,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,25035,1017,22909,1721,62,127,19073,1957,3774,1372,2126,1278,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,400178,2566,362335,5105,1112,616,304796,6854,56427,6148,37843,4716,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,386984,1065,334987,6041,567,651,271636,8090,62784,6519,51997,5904,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,501979,1366,461424,7272,918,756,404395,10437,56111,8242,40555,7130,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,834492,2224,750460,7329,1282,783,636608,10809,112570,10078,84032,7176,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,148213,537,135690,2844,1544,1137,113521,5695,20625,5258,12523,2808,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,253282,2355,219414,5830,1209,1189,165811,7275,52394,6554,33868,5263,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,28857,885,26776,1261,1013,576,21712,2070,4051,1906,2081,787,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,328188,1946,278105,7880,685,605,226106,9623,51314,7118,50083,7534,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10500967,5514,8890656,39813,38407,7449,7040617,54546,1811632,50140,1610311,38963,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,403251,1055,379307,5118,2354,1413,316526,9793,60427,9093,23944,5211,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9266,697,8218,850,40,67,7918,887,260,191,1048,507,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,734898,3138,680912,9986,1760,1294,604339,12827,74813,7419,53986,8903,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,868396,1802,774070,10841,3055,1839,677566,15401,93449,11802,94326,10952,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,23663,1759,22390,1719,128,208,19255,1917,3007,1448,1273,712,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,373407,1169,329780,5039,984,541,276603,6726,52193,5064,43627,5017,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,56574,1250,51453,1893,946,819,44027,2892,6480,2227,5121,2340,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3398645,3837,2274447,22005,12113,3052,1859563,23501,402771,16179,1124198,21621,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
