GEO_ID,C27001A_001E,C27001A_001M,C27001A_002E,C27001A_002M,C27001A_003E,C27001A_003M,C27001A_004E,C27001A_004M,C27001A_005E,C27001A_005M,C27001A_006E,C27001A_006M,C27001A_007E,C27001A_007M,C27001A_008E,C27001A_008M,C27001A_009E,C27001A_009M,C27001A_010E,C27001A_010M,NAME,C27001A_001MA,C27001A_001EA,C27001A_002EA,C27001A_002MA,C27001A_003EA,C27001A_003MA,C27001A_004EA,C27001A_004MA,C27001A_005MA,C27001A_005EA,C27001A_006EA,C27001A_006MA,C27001A_007MA,C27001A_007EA,C27001A_008MA,C27001A_008EA,C27001A_009MA,C27001A_009EA,C27001A_010MA,C27001A_010EA,state
0400000US33,1231043,2291,237726,1058,231747,1784,5979,1497,788171,1881,719873,4690,68298,4420,205146,708,204765,781,381,365,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5997750,21366,1247064,9086,1205203,10437,41861,5356,3711160,14478,3347927,14777,363233,13778,1039526,3737,1032515,4163,7011,1638,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1506779,13697,338705,5836,326150,6444,12555,2714,896006,8728,772698,10013,123308,7483,272068,2614,270125,2603,1943,879,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12483149,29597,2425803,12866,2372233,12567,53570,4796,7888656,18931,7303574,19447,585082,15510,2168690,6360,2159922,6443,8768,1351,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6817890,14244,1421381,7833,1362278,9020,59103,5624,4210480,10046,3594046,18918,616434,16690,1186029,3002,1182400,3061,3629,1087,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,654234,2498,142652,1206,133729,2250,8923,2196,413788,2076,384146,3308,29642,2705,97794,479,97401,514,393,240,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9400896,9068,1997452,4577,1905032,9160,92420,7188,5821329,5823,5349443,13358,471886,12841,1582115,2689,1575982,2837,6133,1172,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2789689,6924,609401,4171,577576,5179,31825,3162,1703951,4860,1422096,7818,281855,8274,476337,1611,474857,1700,1480,597,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3405420,9402,688318,4926,665953,5288,22365,3221,2108147,6393,1909722,10468,198425,10876,608955,1459,607155,1642,1800,736,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10254565,12870,1998154,6610,1910226,9272,87928,5926,6367189,8506,5885614,14189,481575,12559,1889222,3301,1882055,3594,7167,1023,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,836961,6284,148436,2916,145247,2760,3189,1387,539333,4089,506581,5094,32752,4186,149192,1031,148823,1024,369,229,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3240661,8310,653538,3607,623877,5295,29661,4094,1981662,6172,1688554,10374,293108,10293,605461,1895,603080,1791,2381,834,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,713276,2729,159045,1629,152516,2085,6529,1492,433035,2000,391852,3667,41183,3347,121196,594,121020,600,176,161,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5058324,9453,1071260,5125,1028658,6618,42602,4899,3123899,5831,2697235,13302,426664,14296,863165,1822,859916,1962,3249,1159,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20271608,39369,5245490,19157,4732244,24936,513246,20355,12408329,25312,9527303,38443,2881026,35131,2617789,7012,2580518,7475,37271,4061,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2590611,11286,770328,6064,724487,7814,45841,4620,1532912,6557,1355050,9365,177862,7954,287371,1472,285042,1735,2329,720,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,587482,1388,109683,690,108634,781,1049,449,373578,1160,352199,2635,21379,2267,104221,406,104202,407,19,28,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5579033,14987,1160663,6389,1107119,8287,53544,6097,3501786,10979,3121179,17084,380607,11922,916584,2144,912625,2147,3959,1151,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5437678,12544,1119332,6248,1088709,7765,30623,4034,3423091,8188,3143486,10751,279605,9422,895255,2284,891868,2435,3387,961,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1701847,2629,345216,1444,335480,2500,9736,1990,1040603,1993,951025,6082,89578,5790,316028,872,315641,969,387,312,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4913362,9644,1013942,5152,978517,5536,35425,2885,3071772,4981,2868916,8081,202856,7447,827648,1520,825454,1545,2194,712,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,528275,3802,121234,2134,112250,2669,8984,2058,328958,2844,280426,4724,48532,4442,78083,706,78053,704,30,53,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2340806,19147,502200,8176,487319,8423,14881,2366,1387048,14088,1285184,14629,101864,5628,451558,5684,448497,5658,3061,815,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
