GEO_ID,B12002G_001E,B12002G_001M,B12002G_002E,B12002G_002M,B12002G_003E,B12002G_003M,B12002G_004E,B12002G_004M,B12002G_005E,B12002G_005M,B12002G_006E,B12002G_006M,B12002G_007E,B12002G_007M,B12002G_008E,B12002G_008M,B12002G_009E,B12002G_009M,B12002G_010E,B12002G_010M,B12002G_011E,B12002G_011M,B12002G_012E,B12002G_012M,B12002G_013E,B12002G_013M,NAME,B12002G_001EA,B12002G_001MA,B12002G_002EA,B12002G_002MA,B12002G_003MA,B12002G_003EA,B12002G_004MA,B12002G_004EA,B12002G_005EA,B12002G_005MA,B12002G_006EA,B12002G_006MA,B12002G_007EA,B12002G_007MA,B12002G_008MA,B12002G_008EA,B12002G_009MA,B12002G_009EA,B12002G_010EA,B12002G_010MA,B12002G_011EA,B12002G_011MA,B12002G_012EA,B12002G_012MA,B12002G_013MA,B12002G_013EA,state
0400000US15,234417,8893,116718,4993,57224,3837,46536,2625,1000,446,2202,731,9756,1511,117699,5584,51861,3375,44340,2870,1299,493,5934,853,14265,2023,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,26652,2946,13998,2042,6940,1567,4866,1231,185,227,156,193,1851,661,12654,2193,5549,1382,4724,1078,107,159,555,498,1719,800,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,165928,6996,80175,4587,45498,3757,27353,2267,936,466,1430,544,4958,1032,85753,4734,44045,3757,27401,2317,1378,516,3762,934,9167,1573,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,83261,5769,40293,3767,23327,2985,11201,1843,718,365,775,342,4272,856,42968,4019,24642,3239,9862,1581,958,515,2568,680,4938,1097,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,31623,3388,14841,2067,8702,1675,4690,1163,48,77,72,87,1329,582,16782,2161,10073,1707,4654,956,437,303,529,275,1089,457,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,51735,4017,26485,2694,15602,2025,7884,1302,310,224,340,278,2349,680,25250,2600,11021,1890,9229,1389,762,382,1534,567,2704,644,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,50180,3785,24646,2287,13229,2042,7372,1437,529,415,739,534,2777,791,25534,2760,14370,2174,6845,1299,406,188,1047,455,2866,764,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,53439,4745,25835,2831,14250,2157,8500,1732,499,399,291,251,2295,794,27604,3331,11051,2137,10407,1894,1506,728,1185,492,3455,916,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,20152,1920,10626,1483,4896,1081,3577,965,140,148,229,160,1784,520,9526,1551,4493,1211,2098,569,147,98,1095,491,1693,682,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,108424,6357,53176,4015,28707,3276,18573,2271,932,598,606,382,4358,815,55248,3703,27884,2684,16790,1964,2237,920,2284,918,6053,1167,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,123460,7550,62247,4756,37847,3913,17514,2495,497,306,1496,647,4893,1047,61213,4713,31932,3880,17724,2091,2350,990,2791,820,6416,1291,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,158984,6497,77647,3591,47005,3256,21929,2341,585,327,1211,485,6917,1068,81337,4345,43826,3376,23295,2221,1435,633,3833,711,8948,1307,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,89359,4868,43221,3009,26635,2330,11842,1358,895,514,354,259,3495,1037,46138,3096,25235,2225,14097,1748,932,510,1240,381,4634,1249,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,18673,3032,9789,2253,4493,1464,3563,1070,307,331,305,247,1121,618,8884,1743,2905,1002,3502,973,258,216,607,345,1612,725,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,86274,5638,45509,3733,22180,2529,15956,2186,980,499,701,390,5692,1229,40765,3602,17654,2555,14281,2030,702,383,2913,864,5215,1101,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16089,1978,7029,1291,3732,953,2125,626,453,335,46,58,673,360,9060,1302,3468,888,3446,716,82,105,497,255,1567,599,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,21986,2326,10565,1515,4433,1029,4300,842,342,353,98,107,1392,575,11421,1393,5782,981,3655,761,70,78,592,365,1322,541,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,85565,5166,41029,3106,23401,2512,12474,1801,618,335,681,395,3855,927,44536,3620,19272,2276,15205,1896,1218,626,1945,896,6896,1390,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,15133,1497,8180,1240,4970,972,1938,551,55,95,702,397,515,287,6953,995,2819,845,3091,844,217,192,210,148,616,252,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,144151,8000,68083,4643,36978,3903,24243,2344,1343,587,1638,654,3881,983,76068,5051,37171,3610,24095,2517,3265,1053,3283,841,8254,1625,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,44118,4320,23979,3002,14387,2416,6309,1190,173,269,521,324,2589,942,20139,2657,10135,1894,5696,1321,59,79,1332,696,2917,879,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,373813,17606,179184,9301,102801,7330,59974,4218,4527,1096,2369,862,9513,1468,194629,10300,103153,6798,55641,4281,7508,1428,7127,1267,21200,3012,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,138050,6906,68208,4429,37631,3699,23177,2671,1082,657,606,320,5712,1185,69842,4534,35594,3303,20480,2183,2508,873,3014,760,8246,1616,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,12852,1662,8393,1639,4226,1183,3287,1154,461,558,40,54,379,401,4459,892,1866,600,1729,587,351,436,226,171,287,230,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,172733,8092,85667,5584,53903,4360,21327,2051,1731,700,1145,504,7561,1403,87066,4639,47914,3628,24590,2516,2366,699,3626,848,8570,1329,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,193919,6154,95854,3940,45084,3093,35883,2105,2284,655,2242,591,10361,1113,98065,3437,36677,2564,38593,2062,1950,520,5968,755,14877,1482,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,119451,5974,58989,3775,29232,2732,20277,2369,1284,600,643,344,7553,1319,60462,3811,24400,2436,23892,2153,1539,774,2016,694,8615,1507,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,175213,8116,86272,4959,54418,3981,24185,2096,2049,802,671,374,4949,957,88941,5338,49809,3877,24490,2476,2589,817,3653,872,8400,1619,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,21970,3176,10371,1794,6759,1435,2726,939,159,194,47,77,680,430,11599,2052,6951,1684,2445,850,346,305,483,339,1374,808,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,56069,3966,26386,2499,13866,1676,6884,1324,535,405,792,423,4309,1172,29683,2863,14718,2377,8923,1469,1165,593,1669,507,3208,1143,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,14693,2001,8648,1520,5412,1339,2594,802,24,30,27,33,591,393,6045,1420,2149,827,2512,730,111,138,242,203,1031,637,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,81691,5364,41080,3244,19761,2550,14970,1647,1276,656,1051,582,4022,971,40611,3565,19631,2744,14108,1720,857,617,2471,743,3544,850,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,411398,14118,199068,7961,96939,5720,75257,4149,3781,1080,3816,1121,19275,2356,212330,8321,91277,6228,79827,4754,6668,1542,9442,1444,25116,2299,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,46758,4189,24837,2494,13038,1733,9111,1484,646,401,464,286,1578,672,21921,2485,11159,2030,8629,1386,170,180,427,354,1536,607,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7975,1000,3860,729,2129,554,648,270,29,55,446,389,608,379,4115,873,2041,707,1380,456,72,94,257,236,365,194,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,173919,8453,83789,5958,45045,4541,30830,2891,2122,747,796,421,4996,1129,90130,4844,44570,3326,29054,2704,2806,898,3563,963,10137,1871,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,241008,9091,117406,5307,64928,3989,38757,2844,1345,512,1273,508,11103,1814,123602,5935,58651,4150,42821,3067,2342,790,6067,1387,13721,2102,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,18520,2415,8975,1416,5517,1349,2118,622,132,150,249,202,959,508,9545,1841,4443,1452,3197,882,210,154,1044,449,651,375,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,66858,4715,33593,2666,20499,2170,10019,1446,318,188,359,206,2398,698,33265,3011,18040,2234,10067,1249,967,402,1031,444,3160,863,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8402,1766,3151,947,1989,785,892,456,114,193,87,138,69,128,5251,1409,2285,942,2049,695,131,178,368,300,418,291,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,134406,9478,64764,5345,31247,3639,20882,2417,2500,1003,1854,693,8281,1635,69642,5636,29177,3236,21393,2370,2213,740,6129,1297,10730,1599,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
