B21007_013E,B21007_013M,B21007_014E,B21007_014M,B21007_015E,B21007_015M,B21007_016E,B21007_016M,B21007_017E,B21007_017M,B21007_018E,B21007_018M,B21007_019E,B21007_019M,B21007_020E,B21007_020M,B21007_021E,B21007_021M,B21007_022E,B21007_022M,B21007_023E,B21007_023M,B21007_024E,B21007_024M,B21007_025E,B21007_025M,B21007_026E,B21007_026M,B21007_027E,B21007_027M,B21007_028E,B21007_028M,B21007_029E,B21007_029M,B21007_030E,B21007_030M,B21007_031E,B21007_031M,B21007_032E,B21007_032M,B21007_033E,B21007_033M,B21007_034E,B21007_034M,B21007_035E,B21007_035M,B21007_036E,B21007_036M,B21007_037E,B21007_037M,B21007_038E,B21007_038M,B21007_039E,B21007_039M,B21007_040E,B21007_040M,B21007_041E,B21007_041M,B21007_042E,B21007_042M,B21007_043E,B21007_043M,B21007_044E,B21007_044M,B21007_045E,B21007_045M,B21007_046E,B21007_046M,B21007_047E,B21007_047M,B21007_048E,B21007_048M,B21007_049E,B21007_049M,B21007_050E,B21007_050M,B21007_051E,B21007_051M,B21007_052E,B21007_052M,B21007_053E,B21007_053M,B21007_054E,B21007_054M,B21007_055E,B21007_055M,B21007_056E,B21007_056M,B21007_057E,B21007_057M,B21007_058E,B21007_058M,B21007_059E,B21007_059M,B21007_060E,B21007_060M,B21007_061E,B21007_061M,GEO_ID,B21007_001E,B21007_001M,B21007_002E,B21007_002M,B21007_003E,B21007_003M,B21007_004E,B21007_004M,B21007_005E,B21007_005M,B21007_006E,B21007_006M,B21007_007E,B21007_007M,B21007_008E,B21007_008M,B21007_009E,B21007_009M,B21007_010E,B21007_010M,B21007_011E,B21007_011M,B21007_012E,B21007_012M,B21007_013MA,B21007_013EA,B21007_014EA,B21007_014MA,B21007_015EA,B21007_015MA,B21007_016MA,B21007_016EA,B21007_017MA,B21007_017EA,B21007_018MA,B21007_018EA,B21007_019EA,B21007_019MA,B21007_020EA,B21007_020MA,B21007_021EA,B21007_021MA,B21007_022MA,B21007_022EA,B21007_023MA,B21007_023EA,B21007_024MA,B21007_024EA,B21007_025EA,B21007_025MA,B21007_026EA,B21007_026MA,B21007_027MA,B21007_027EA,B21007_028MA,B21007_028EA,B21007_029MA,B21007_029EA,B21007_030EA,B21007_030MA,B21007_031EA,B21007_031MA,B21007_032EA,B21007_032MA,B21007_033MA,B21007_033EA,B21007_034MA,B21007_034EA,B21007_035MA,B21007_035EA,B21007_036EA,B21007_036MA,B21007_037EA,B21007_037MA,B21007_038MA,B21007_038EA,B21007_039MA,B21007_039EA,B21007_040MA,B21007_040EA,B21007_041EA,B21007_041MA,B21007_042EA,B21007_042MA,B21007_043EA,B21007_043MA,B21007_044MA,B21007_044EA,B21007_045MA,B21007_045EA,B21007_046EA,B21007_046MA,B21007_047EA,B21007_047MA,B21007_048EA,B21007_048MA,B21007_049MA,B21007_049EA,B21007_050MA,B21007_050EA,B21007_051EA,B21007_051MA,B21007_052MA,B21007_052EA,B21007_053EA,B21007_053MA,B21007_054MA,B21007_054EA,B21007_055EA,B21007_055MA,B21007_056MA,B21007_056EA,B21007_057MA,B21007_057EA,B21007_058EA,B21007_058MA,B21007_059EA,B21007_059MA,B21007_060EA,B21007_060MA,B21007_061MA,B21007_061EA,NAME,B21007_001MA,B21007_001EA,B21007_002EA,B21007_002MA,B21007_003MA,B21007_003EA,B21007_004EA,B21007_004MA,B21007_005MA,B21007_005EA,B21007_006MA,B21007_006EA,B21007_007MA,B21007_007EA,B21007_008EA,B21007_008MA,B21007_009EA,B21007_009MA,B21007_010EA,B21007_010MA,B21007_011MA,B21007_011EA,B21007_012MA,B21007_012EA,state
25137,3719,220901,3989,13752,1948,207149,4084,359085,1595,21552,2248,659,521,414,457,245,246,20893,2218,2110,721,18783,2167,337533,2742,20926,2487,8933,1516,11993,1753,316607,3869,24617,2717,291990,4449,200776,1037,19872,2411,1524,584,789,489,735,294,18348,2204,3892,997,14456,1903,180904,2426,10994,1658,4554,1098,6440,1143,169910,3028,22907,2416,147003,3440,210350,969,52106,2120,1828,501,847,355,981,395,50278,2218,18841,1793,31437,2238,158244,2422,10922,1451,5049,870,5873,1182,147322,2500,43936,2848,103386,2860,0400000US33,1028345,1432,258134,1858,5938,1452,285,296,58,102,227,319,5653,1427,529,477,5124,1338,252196,2106,31295,3767,6158,1295,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
206791,10029,1615501,10380,69250,4898,1546251,10739,2468644,3343,60023,3751,3814,874,1099,522,2715,763,56209,3746,4978,1016,51231,3719,2408621,4784,217127,8061,41898,3488,175229,7314,2191494,9547,125967,5782,2065527,10845,1170049,1944,50590,2997,4117,983,1985,839,2132,640,46473,2898,8085,1406,38388,2560,1119459,3128,83298,5132,26451,2713,56847,4212,1036161,5792,127602,4900,908559,7437,1303519,2475,206432,5298,8996,1424,4072,844,4924,1097,197436,5184,70613,3442,126823,4373,1097087,6332,93347,4521,40644,2903,52703,3823,1003740,7911,309128,6980,694612,7813,0400000US34,6801072,1584,1858860,2976,18048,2095,1855,636,226,180,1629,632,16193,2126,1609,663,14584,2130,1840812,3744,225311,10132,18520,2458,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
101210,5372,332246,5880,19404,2882,312842,5420,492671,2829,32828,2414,3995,1201,1677,866,2318,838,28833,2201,4224,1084,24609,1979,459843,3512,84875,4952,25834,3307,59041,4130,374968,6468,36810,2951,338158,6193,270071,2034,28989,2441,3457,1283,1135,616,2322,1025,25532,2266,5752,1257,19780,1928,241082,3019,36295,3455,12879,2024,23416,2845,204787,4564,36309,2767,168478,4579,325515,2047,75546,3122,4378,981,2481,615,1897,794,71168,3372,31524,2460,39644,2678,249969,3135,31790,2862,16130,1904,15660,2145,218179,4166,82106,4045,136073,3899,0400000US35,1543555,2737,455298,3082,11863,2042,568,320,185,133,383,290,11295,2047,1131,527,10164,2062,443435,3771,111189,5666,9979,1740,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
710811,16924,3701876,17473,152830,6873,3549046,17844,5207583,4759,146843,5739,11862,1610,3747,870,8115,1309,134981,5711,15355,1782,119626,5073,5060740,6786,648811,13148,148621,6572,500190,11692,4411929,14411,285203,8839,4126726,17267,2522046,3186,121617,4935,14421,1996,7322,1379,7099,1302,107196,4690,20710,2277,86486,4113,2400429,5620,279858,8044,99542,5121,180316,6517,2120571,10248,280642,7755,1839929,11236,2870378,3440,415177,6708,21900,2112,8789,1448,13111,1415,393277,6457,140284,4780,252993,5255,2455201,7339,299056,9755,143149,5993,155907,6587,2156145,10056,667088,10408,1489057,12187,0400000US36,15131470,3494,4531463,4320,50728,3936,4872,1372,604,423,4268,1166,45856,3641,5617,1091,40239,3616,4480735,6203,778859,17516,68048,3878,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
402366,11047,1601715,13263,94122,6075,1507593,12915,2632519,7079,170973,6680,12607,1802,4425,1001,8182,1570,158366,6498,22423,2809,135943,5721,2461546,8800,325573,10653,91142,5108,234431,9202,2135973,11888,187789,6986,1948184,13650,1262944,4128,123165,4456,12471,1916,5861,1526,6610,1237,110694,4420,30455,2742,80239,4176,1139779,5750,136180,5498,58017,4012,78163,3813,1003599,7345,177835,5886,825764,9395,1473471,3957,292560,5223,14551,1570,7175,1187,7376,1217,278009,5233,109621,4359,168388,4771,1180911,5993,121229,5220,59823,3907,61406,3619,1059682,7150,361819,7370,697863,7663,0400000US37,7480242,5582,2111308,7306,61412,4960,6128,1388,1088,602,5040,1246,55284,4898,7464,1510,47820,4671,2049896,8426,448181,11792,45815,4240,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
27851,3128,152786,4034,6758,1513,146028,3907,172665,2273,11639,1915,598,332,146,134,452,298,11041,1813,1113,445,9928,1707,161026,2944,12622,1584,3281,791,9341,1378,148404,3187,8196,1131,140208,3401,94740,1242,7873,934,651,273,181,146,470,226,7222,896,1900,529,5322,714,86867,1428,5610,1247,2214,725,3396,912,81257,1696,10277,1385,70980,1811,101473,800,20302,1255,972,389,339,191,633,326,19330,1287,7340,1131,11990,1095,81171,1515,8094,942,3985,718,4109,612,73077,1669,24716,1578,48361,2027,0400000US38,558254,1630,189376,2547,5751,1275,269,296,168,279,101,114,5482,1252,504,403,4978,1176,183625,2515,30839,3278,2988,804,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
417381,13365,1888685,14290,104121,4847,1784564,15459,2935126,5111,184279,6493,15677,2035,5975,1302,9702,1547,168602,6197,19572,2104,149030,5670,2750847,8648,332549,10803,113628,5911,218921,8164,2418298,12291,224479,7093,2193819,13101,1579951,3082,135333,5249,16519,1908,8649,1419,7870,1439,118814,5160,26494,2049,92320,4948,1444618,5641,147269,4960,70277,3383,76992,3921,1297349,7240,206812,5850,1090537,7944,1770169,2765,371993,6044,18826,1945,9322,1212,9504,1567,353167,5845,131557,4313,221610,5773,1398176,6486,115554,4354,54728,3094,60826,3246,1282622,7126,416680,7496,865942,8430,0400000US39,8702804,2931,2417558,4964,55764,3624,4614,1077,923,454,3691,916,51150,3395,5163,1193,45987,3276,2361794,6082,473109,13473,55728,3470,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
149153,5548,668160,6744,41684,3245,626476,7469,939528,3441,64920,3317,6580,1198,3586,937,2994,617,58340,3081,9814,1226,48526,2879,874608,4709,117602,5267,37318,2282,80284,4788,757006,6718,83446,3298,673560,7150,478988,2290,52905,2750,6443,1296,3160,680,3283,1161,46462,2698,14170,1298,32292,2336,426083,3485,51766,2731,24824,1860,26942,1944,374317,4103,78710,3196,295607,4899,557971,2143,127751,2943,6680,954,3806,653,2874,653,121071,2976,56919,2232,64152,2398,430220,3767,40147,2155,20893,1530,19254,1458,390073,4156,148619,3814,241454,4833,0400000US40,2842161,2162,865674,3782,28964,2761,3737,1008,668,392,3069,908,25227,2734,2717,720,22510,2684,836710,4472,168550,5722,19397,2188,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
157102,7152,677773,7809,45022,3866,632751,7676,1034226,3583,60108,3830,6561,1579,2824,1212,3737,881,53547,3497,7926,1396,45621,3167,974118,5220,131466,6715,43805,3834,87661,5724,842652,8521,76692,5036,765960,9152,541789,2041,56701,3137,6162,1153,3040,934,3122,777,50539,3187,16084,1743,34455,2463,485088,3573,59285,3838,23379,2347,35906,3111,425803,4788,71368,3891,354435,6009,650591,1712,153915,3619,7535,1326,3555,969,3980,960,146380,3402,65223,3136,81157,3275,496676,3909,40176,3152,20205,2076,19971,2059,456500,5205,155610,4678,300890,5213,0400000US41,3107565,1610,880959,3534,20890,2446,2828,883,502,331,2326,808,18062,2218,3561,876,14501,2038,860069,4373,182296,7622,25194,3276,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
393681,10825,2134110,11386,121815,6070,2012295,11533,3226963,3676,168241,5410,12763,1752,5249,1056,7514,1297,155478,5224,17488,1686,137990,5190,3058722,6656,324956,9139,108111,5472,216845,7304,2733766,12194,244158,8045,2489608,12502,1774997,2677,128530,4202,12119,1518,5589,914,6530,1071,116411,4101,23854,2137,92557,4100,1646467,4640,148784,6614,66501,4248,82283,4513,1497683,8538,220963,6546,1276720,8918,2101626,2717,437890,6815,20957,2242,8758,1422,12199,1759,416933,6638,153502,4691,263431,6262,1663736,7949,142755,5967,69733,4354,73022,3729,1520981,9521,490688,8076,1030293,10230,0400000US42,9736904,2432,2633318,4165,48986,3752,4646,914,1169,529,3477,760,44340,3612,4619,1183,39721,3480,2584332,5628,450222,11612,56541,4072,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
35928,3764,184708,4772,11343,2089,173365,4800,269992,1515,10669,1600,435,312,99,113,336,321,10234,1540,1339,517,8895,1439,259323,2083,25975,2946,7922,1636,18053,2433,233348,3560,21071,2385,212277,4166,143122,848,10124,1691,1987,837,1190,777,797,471,8137,1350,1637,554,6500,1216,132998,1856,14238,2078,6331,1274,7907,1687,118760,2658,16508,2004,102252,3360,162821,1128,34356,2156,3477,1114,1549,598,1928,856,30879,2108,12127,1534,18752,1836,128465,2285,13307,2069,7068,1550,6239,1255,115158,2683,35237,2904,79921,2813,0400000US44,805665,827,229730,1636,4237,1176,265,330,0,206,265,330,3972,1156,220,238,3752,1121,225493,2012,40785,4049,4857,1367,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
186403,7928,791042,8821,48280,3625,742762,9379,1229276,5262,93327,5341,7795,1675,2482,1003,5313,1467,85532,5125,11634,1821,73898,5200,1135949,7191,159591,8757,46245,4970,113346,6700,976358,11130,95604,5417,880754,10771,637527,2306,68116,3651,6149,1327,2530,749,3619,1094,61967,3828,16297,2294,45670,3339,569411,4567,81224,4731,36034,3045,45190,3665,488187,5912,88017,4322,400170,6567,776587,2246,173054,3958,7419,1149,4103,798,3316,806,165635,3706,66991,3167,98644,3708,603533,4556,64595,4140,33141,2814,31454,2660,538938,6028,185890,6133,353048,6307,0400000US45,3668984,3026,1025594,5780,29805,3522,2814,927,549,368,2265,852,26991,3251,3240,1085,23751,2944,995789,5897,204747,8211,18344,2280,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
28337,2730,142191,3225,7053,1262,135138,3146,199816,2264,13615,1547,970,450,266,201,704,388,12645,1543,1288,463,11357,1457,186201,2777,20453,2331,4900,1156,15553,1855,165748,3527,12278,1709,153470,3679,113016,1138,10020,1345,526,263,281,195,245,169,9494,1337,2428,680,7066,1124,102996,1649,9548,1558,3708,990,5840,1150,93448,2212,11421,1431,82027,2267,128069,1515,27594,1533,1386,552,482,237,904,525,26208,1480,9436,1052,16772,1330,100475,1973,9248,1435,4966,955,4282,1022,91227,2281,26813,1897,64414,2319,0400000US46,622532,1420,181631,2237,5172,1194,425,281,203,184,222,214,4747,1084,869,647,3878,878,176459,2544,34268,3004,5931,1611,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
248983,9957,1089943,10606,66569,5444,1023374,11183,1706173,4620,110162,5212,10464,1877,4350,1357,6114,1231,99698,5099,14418,1776,85280,5141,1596011,6130,220190,7902,73844,5050,146346,5963,1375821,10252,143839,7013,1231982,11459,849271,3100,86475,3925,10762,1895,5462,1364,5300,1380,75713,4187,21719,2340,53994,3411,762796,4968,94597,4351,46773,3213,47824,3212,668199,6163,129745,4870,538454,6915,988284,3174,201681,4530,9836,1426,5049,1179,4787,868,191845,4527,80540,3070,111305,4215,786603,4939,87430,3942,47111,3057,40319,2656,699173,5761,259482,7488,439691,7801,0400000US47,4952862,3802,1409134,5573,33368,3482,3447,982,874,627,2573,801,29921,3281,4296,1256,25625,2840,1375766,5888,285823,11301,36840,3897,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
1032236,22331,5131660,23351,264543,10463,4867117,23315,7071418,9241,400265,9406,22773,3028,6434,1319,16339,2419,377492,9267,51328,3880,326164,9151,6671153,15074,809272,19967,160921,8006,648351,15595,5861881,24514,433393,12135,5428488,26894,3018228,5611,263824,7771,22039,2549,9378,1606,12661,2001,241785,7557,63798,4373,177987,5752,2754404,8751,304982,9434,117971,5273,187011,8048,2449422,12521,403006,9265,2046416,14167,3135425,5075,596217,8420,29295,2635,13359,1933,15936,2010,566922,8140,241010,6441,325912,6913,2539208,9481,293047,8204,150322,6953,142725,5088,2246161,10895,803333,12765,1442828,15018,0400000US48,19657280,6201,6432209,10704,180884,7163,15627,2473,2448,875,13179,2379,165257,6520,17955,2425,147302,6690,6251325,11627,1119665,22349,87429,5234,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
110434,6056,625193,7206,36856,3145,588337,7663,702314,2979,27010,2456,1289,507,530,344,759,391,25721,2456,3262,985,22459,2292,675304,3891,53128,4167,10929,1899,42199,3860,622176,5335,45500,3500,576676,5330,282217,1400,19679,1882,1034,496,404,245,630,410,18645,1817,4912,1177,13733,1430,262538,2439,18652,1865,6643,1181,12009,1599,243886,2703,35521,2919,208365,3547,304002,1669,60091,2594,2175,574,1079,401,1096,396,57916,2658,24238,1950,33678,2272,243911,2972,18611,1995,8355,1225,10256,1438,225300,3690,73762,3501,151538,3525,0400000US49,2044545,1386,756012,3293,11155,1903,1176,509,176,180,1000,469,9979,1772,910,464,9069,1660,744857,4011,119664,6380,9230,1591,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
15084,2048,100774,2242,8596,1327,92178,2373,159548,1057,8291,1245,603,288,327,212,276,180,7688,1218,1646,646,6042,955,151257,1542,12883,1927,4145,938,8738,1637,138374,2315,11822,1441,126552,2297,97414,936,8105,1182,248,139,141,104,107,78,7857,1182,1790,490,6067,1006,89309,1657,7467,1141,2766,757,4701,926,81842,1613,12687,1363,69155,1863,106423,653,20508,1451,504,240,268,148,236,163,20004,1482,8163,1043,11841,1298,85915,1508,6504,1064,3149,730,3355,730,79411,1623,24144,1865,55267,1972,0400000US50,483695,806,120310,1158,2083,633,183,207,0,149,183,207,1900,609,194,167,1706,603,118227,1221,17453,1985,2369,794,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
251126,11601,1443682,11681,75643,5346,1368039,11180,2201734,6640,215689,6853,10445,1634,2840,944,7605,1494,205244,6781,19783,2381,185461,6006,1986045,8348,173476,7441,47675,3966,125801,6356,1812569,10133,124805,5068,1687764,9679,1048481,3586,131972,4788,6824,1362,2271,828,4553,953,125148,4713,24375,2552,100773,4269,916509,6203,78591,4475,31154,2937,47437,3912,837918,7313,118044,5831,719874,9327,1162216,3478,253063,5547,10214,1471,4836,1031,5378,1066,242849,5577,82325,3708,160524,5349,909153,6394,74179,4172,32408,2742,41771,3242,834974,6877,261572,7171,573402,8992,0400000US51,6208348,5715,1795917,7307,76339,4675,4949,1306,491,331,4458,1265,71390,4373,4552,1115,66838,4336,1719578,8028,275896,12059,24770,2612,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
230176,9642,1313972,11242,74228,5499,1239744,11923,1850103,4235,134451,6042,10665,1809,3852,1122,6813,1479,123786,6013,14147,1648,109639,5468,1715652,6803,169001,7552,54626,4044,114375,6005,1546651,10195,118856,4933,1427795,10081,924380,2997,104948,4160,9018,1708,4794,1430,4224,948,95930,4315,25014,2375,70916,3700,819432,4858,78671,4498,30361,3030,48310,3096,740761,5562,117262,4961,623499,7103,1016089,2383,238152,5517,9982,1583,4527,958,5455,1223,228170,5812,94991,4117,133179,4793,777937,5917,65595,4129,33381,3007,32214,2847,712342,7010,230644,6708,481698,6759,0400000US53,5419749,3219,1629177,5228,52380,4056,5204,1247,762,532,4442,1017,47176,3727,4678,1220,42498,3446,1576797,5915,262825,9946,32649,3445,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
