B17022_073E,B17022_073M,B17022_074E,B17022_074M,B17022_075E,B17022_075M,B17022_076E,B17022_076M,B17022_077E,B17022_077M,B17022_078E,B17022_078M,B17022_079E,B17022_079M,B17022_080E,B17022_080M,B17022_081E,B17022_081M,GEO_ID,B17022_001E,B17022_001M,B17022_002E,B17022_002M,B17022_003E,B17022_003M,B17022_004E,B17022_004M,B17022_005E,B17022_005M,B17022_006E,B17022_006M,B17022_007E,B17022_007M,B17022_008E,B17022_008M,B17022_009E,B17022_009M,B17022_010E,B17022_010M,B17022_011E,B17022_011M,B17022_012E,B17022_012M,B17022_013E,B17022_013M,B17022_014E,B17022_014M,B17022_015E,B17022_015M,B17022_016E,B17022_016M,B17022_017E,B17022_017M,B17022_018E,B17022_018M,B17022_019E,B17022_019M,B17022_020E,B17022_020M,B17022_021E,B17022_021M,B17022_022E,B17022_022M,B17022_023E,B17022_023M,B17022_024E,B17022_024M,B17022_025E,B17022_025M,B17022_026E,B17022_026M,B17022_027E,B17022_027M,B17022_028E,B17022_028M,B17022_029E,B17022_029M,B17022_030E,B17022_030M,B17022_031E,B17022_031M,B17022_032E,B17022_032M,B17022_033E,B17022_033M,B17022_034E,B17022_034M,B17022_035E,B17022_035M,B17022_036E,B17022_036M,B17022_037E,B17022_037M,B17022_038E,B17022_038M,B17022_039E,B17022_039M,B17022_040E,B17022_040M,B17022_041E,B17022_041M,B17022_042E,B17022_042M,B17022_043E,B17022_043M,B17022_044E,B17022_044M,B17022_045E,B17022_045M,B17022_046E,B17022_046M,B17022_047E,B17022_047M,B17022_048E,B17022_048M,B17022_049E,B17022_049M,B17022_050E,B17022_050M,B17022_051E,B17022_051M,B17022_052E,B17022_052M,B17022_053E,B17022_053M,B17022_054E,B17022_054M,B17022_055E,B17022_055M,B17022_056E,B17022_056M,B17022_057E,B17022_057M,B17022_058E,B17022_058M,B17022_059E,B17022_059M,B17022_060E,B17022_060M,B17022_061E,B17022_061M,B17022_062E,B17022_062M,B17022_063E,B17022_063M,B17022_064E,B17022_064M,B17022_065E,B17022_065M,B17022_066E,B17022_066M,B17022_067E,B17022_067M,B17022_068E,B17022_068M,B17022_069E,B17022_069M,B17022_070E,B17022_070M,B17022_071E,B17022_071M,B17022_072E,B17022_072M,B17022_073EA,B17022_073MA,B17022_074EA,B17022_074MA,B17022_075MA,B17022_075EA,B17022_076MA,B17022_076EA,B17022_077EA,B17022_077MA,B17022_078EA,B17022_078MA,B17022_079EA,B17022_079MA,B17022_080MA,B17022_080EA,B17022_081MA,B17022_081EA,NAME,B17022_001EA,B17022_001MA,B17022_002EA,B17022_002MA,B17022_003EA,B17022_003MA,B17022_004MA,B17022_004EA,B17022_005EA,B17022_005MA,B17022_006EA,B17022_006MA,B17022_007EA,B17022_007MA,B17022_008EA,B17022_008MA,B17022_009EA,B17022_009MA,B17022_010MA,B17022_010EA,B17022_011EA,B17022_011MA,B17022_012EA,B17022_012MA,B17022_013EA,B17022_013MA,B17022_014EA,B17022_014MA,B17022_015MA,B17022_015EA,B17022_016EA,B17022_016MA,B17022_017EA,B17022_017MA,B17022_018EA,B17022_018MA,B17022_019EA,B17022_019MA,B17022_020MA,B17022_020EA,B17022_021MA,B17022_021EA,B17022_022EA,B17022_022MA,B17022_023EA,B17022_023MA,B17022_024EA,B17022_024MA,B17022_025MA,B17022_025EA,B17022_026MA,B17022_026EA,B17022_027EA,B17022_027MA,B17022_028EA,B17022_028MA,B17022_029EA,B17022_029MA,B17022_030MA,B17022_030EA,B17022_031MA,B17022_031EA,B17022_032MA,B17022_032EA,B17022_033MA,B17022_033EA,B17022_034MA,B17022_034EA,B17022_035EA,B17022_035MA,B17022_036EA,B17022_036MA,B17022_037MA,B17022_037EA,B17022_038MA,B17022_038EA,B17022_039MA,B17022_039EA,B17022_040EA,B17022_040MA,B17022_041EA,B17022_041MA,B17022_042EA,B17022_042MA,B17022_043MA,B17022_043EA,B17022_044MA,B17022_044EA,B17022_045EA,B17022_045MA,B17022_046EA,B17022_046MA,B17022_047EA,B17022_047MA,B17022_048MA,B17022_048EA,B17022_049MA,B17022_049EA,B17022_050EA,B17022_050MA,B17022_051EA,B17022_051MA,B17022_052EA,B17022_052MA,B17022_053EA,B17022_053MA,B17022_054MA,B17022_054EA,B17022_055EA,B17022_055MA,B17022_056EA,B17022_056MA,B17022_057EA,B17022_057MA,B17022_058EA,B17022_058MA,B17022_059MA,B17022_059EA,B17022_060EA,B17022_060MA,B17022_061EA,B17022_061MA,B17022_062EA,B17022_062MA,B17022_063EA,B17022_063MA,B17022_064EA,B17022_064MA,B17022_065MA,B17022_065EA,B17022_066EA,B17022_066MA,B17022_067EA,B17022_067MA,B17022_068EA,B17022_068MA,B17022_069EA,B17022_069MA,B17022_070MA,B17022_070EA,B17022_071EA,B17022_071MA,B17022_072EA,B17022_072MA,state
4159,1198,34000,3609,50711,3670,234850,8796,119780,7151,15799,2482,11822,2411,92159,6357,115070,5540,0400000US13,2466415,18717,453909,12041,173356,8435,108174,6828,16343,2830,35060,3242,56771,4496,65182,4428,280553,9353,45412,4098,32991,3526,8479,1633,6350,1481,18162,2582,12421,1856,235141,7881,191026,7096,29349,3177,46588,3637,115089,5093,44115,3397,82778,5116,46903,3600,28688,3228,5886,1552,8259,1868,14543,2278,18215,2257,35875,3668,7240,1589,4859,1477,1382,695,814,489,2663,1033,2381,907,28635,3480,21925,3233,3222,1054,3927,1370,14776,2410,6710,1305,162187,6717,94554,4499,55154,3738,9825,1810,16148,1869,29181,2899,39400,2823,67633,4702,17642,2532,12158,1989,3069,1333,2016,837,7073,1655,5484,1251,49991,4278,33437,3954,5694,1443,4552,1341,23191,3089,16554,2297,1767541,17365,1435596,16208,584791,10076,106310,5522,98108,5385,380373,8865,850805,13649,331945,10977,97095,5107,46384,4293,8225,1638,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
1406,520,4466,1100,10852,1364,36554,2681,15213,1787,2781,868,2130,592,10302,1674,21341,1974,0400000US15,309386,5548,29544,2392,13912,1735,7224,1342,1069,427,2496,749,3659,911,6688,1180,15632,1807,4376,950,3030,861,372,242,256,226,2402,805,1346,514,11256,1581,8827,1401,1258,546,3129,945,4440,936,2429,692,5076,954,3308,962,2350,734,770,584,935,516,645,320,958,469,1768,545,421,293,366,306,200,220,144,201,22,38,55,60,1347,472,879,367,109,160,44,72,726,336,468,289,13349,1358,9303,1155,5302,1045,920,421,1843,749,2539,713,4001,870,4046,889,1138,439,435,294,9,16,254,254,172,181,703,381,2908,775,2300,714,242,212,685,425,1373,628,608,294,261417,5371,205928,4864,84891,3627,17475,1695,13691,1282,53725,2939,121037,4510,55489,3047,18935,2110,8083,1425,2211,874,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
511,468,5211,1171,5362,979,23301,2760,12249,2015,2017,870,1136,532,9096,1762,11052,1800,0400000US16,400347,7093,63474,4000,33111,3261,18351,2230,4278,1088,6069,1087,8004,1596,14760,2215,30363,2901,5142,1108,4036,1035,1071,545,837,455,2128,776,1106,519,25221,2774,21885,2547,4031,1301,5920,1668,11934,1924,3336,1074,13539,2085,9441,1572,5665,1146,1022,482,2179,728,2464,809,3776,978,4098,979,1591,575,770,422,81,128,221,246,468,322,821,494,2507,805,2221,790,327,345,196,202,1698,641,286,206,28155,2794,19172,2069,11793,1771,1942,667,4046,1042,5805,1387,7379,1125,8983,1949,3845,1388,3285,1317,603,418,169,212,2513,1163,560,324,5138,1241,3788,1148,677,481,463,409,2648,889,1350,453,295179,6727,259129,6511,98512,4680,16151,1793,21750,2089,60611,3380,160617,4756,36050,3312,12749,1948,7387,1571,1665,695,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
9652,1958,44359,2975,76451,4618,298258,9385,141286,6476,18802,2355,13280,1912,109204,5386,156972,5682,0400000US17,3099463,16945,437119,10483,169494,6951,110827,5464,15328,1864,34994,3322,60505,4062,58667,3547,267625,7147,44159,3899,30654,3149,6530,1331,8106,1630,16018,2122,13505,1620,223466,6968,186832,6576,31991,2691,47882,3563,106959,4754,36634,3078,84595,3823,44753,2579,26185,2228,4219,1078,7513,1182,14453,1821,18568,1714,39842,2876,9465,1596,6928,1289,1622,658,1951,863,3355,851,2537,847,30377,2648,22723,2447,4033,1123,4064,1134,14626,2021,7654,1313,154841,5581,88200,4532,49218,3439,7649,1538,13755,1433,27814,2661,38982,2636,66641,3877,18781,2597,12191,1966,3490,974,2504,999,6197,1345,6590,1475,47860,3169,31353,2635,4627,1024,5503,1137,21223,2003,16507,2043,2422908,16372,1983093,15917,795367,11478,153289,5546,140049,5707,502029,9670,1187726,12834,439815,10873,141557,6515,65106,4232,11095,1846,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
3313,921,26696,2822,36312,2497,129776,5685,60596,4431,8646,1260,6107,1468,45843,3937,69180,3689,0400000US18,1633695,12071,236867,7738,87787,4480,55290,3499,8442,1364,19268,2107,27580,2491,32497,2405,149080,6568,24156,2759,18320,2453,4414,1110,4346,1238,9560,1805,5836,1177,124924,5722,107643,5582,21877,2581,28368,2864,57398,4265,17281,1928,49324,3442,26201,2427,15493,1914,2031,731,4511,1026,8951,1337,10708,1538,23123,2387,6505,1573,5186,1396,1202,759,597,461,3387,1210,1319,495,16618,1902,12452,1723,1562,664,1946,604,8944,1640,4166,830,99644,4453,56622,3224,30638,2604,5717,1332,8361,1666,16560,1793,25984,2268,43022,3243,12829,1664,10219,1568,3764,1125,1587,688,4868,1220,2610,840,30193,2854,21086,2655,3087,959,2587,893,15412,2200,9107,1310,1247860,11773,1042948,12641,395873,8304,69782,3871,66967,3866,259124,7010,647075,10015,204912,7680,75136,4165,38824,3349,8815,1537,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
1092,431,13885,1655,15348,1631,53013,3242,27208,2369,3128,874,2312,630,21768,2276,25805,2153,0400000US19,796799,8505,89817,4538,33152,2331,18635,1875,1788,545,7630,1161,9217,1383,14517,1320,56665,4071,11007,1966,8937,1839,1975,789,1692,646,5270,1472,2070,770,45658,3477,40168,3266,8742,1759,9728,1538,21698,2305,5490,1275,22616,2183,12842,1371,7399,1204,1254,524,2974,693,3171,839,5443,909,9774,1601,2134,694,1634,594,351,257,606,466,677,309,500,338,7640,1365,6338,1238,1493,575,877,499,3968,872,1302,555,41173,3099,26290,2259,13566,1793,3158,1003,3944,846,6464,1197,12724,1436,14883,1775,5984,1252,5116,1180,1988,910,638,356,2490,652,868,409,8899,1180,6740,1103,1294,521,1129,493,4317,877,2159,546,643193,7611,555720,7454,206202,4966,36233,2923,41619,2777,128350,4168,349518,5964,87473,4128,34460,2689,19112,2068,4135,978,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
2297,844,12350,1828,14256,1550,50253,3015,25873,2279,4025,926,2469,886,19379,1921,24380,2072,0400000US20,720780,8954,91480,4339,37456,2544,25472,2179,3774,1075,10836,1587,10862,1480,11984,1537,54024,3812,11817,1896,9621,1634,1988,722,2567,741,5066,1164,2196,760,42207,3384,37840,3354,8351,1298,10322,1820,19167,2445,4367,799,20111,2066,12155,1553,7368,1363,1086,464,2181,691,4101,1037,4787,845,7956,1304,2663,786,1751,617,472,292,365,343,914,415,912,475,5293,1202,4034,1044,974,558,546,318,2514,723,1259,468,39383,2958,23244,2498,13595,2010,2506,733,3379,791,7710,1456,9649,1398,16139,1766,4115,741,3445,676,844,358,402,235,2199,582,670,298,12024,1550,9270,1411,1621,661,1413,556,6236,1194,2754,675,569806,8358,487778,8156,192322,5392,39160,2919,34946,2677,118216,4023,295456,6323,82028,4515,31775,2797,17519,2288,2872,838,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
1683,799,16594,1846,26751,2711,88841,4062,40347,3015,4934,1070,3630,1077,31783,2625,48494,2875,0400000US21,1131839,10422,216163,6550,93134,4724,52466,4064,7483,1590,16089,2324,28894,2791,40668,2646,123029,5546,25895,2951,18404,2511,4166,1147,2795,962,11443,1774,7491,1451,97134,4616,78685,4165,15622,2156,18053,2355,45010,3375,18449,1801,39699,3036,23880,2385,12012,1787,2461,954,3075,784,6476,1254,11868,1624,15819,2147,4228,1002,2633,915,390,282,721,436,1522,664,1595,585,11591,1673,7091,1350,1595,771,832,496,4664,1113,4500,976,74158,3605,47796,3014,23763,2531,4210,1033,5153,1250,14400,2115,24033,2176,26362,2747,5964,1168,4010,1103,1054,525,522,463,2434,839,1954,659,20398,2330,13252,2025,3172,983,2356,972,7724,1452,7146,1266,801819,8868,663310,9125,240382,6344,43389,2917,42110,2948,154883,5654,422928,8150,138509,4847,49668,3350,22917,2318,4640,1074,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
3042,965,16223,2087,26987,2955,100308,4964,44024,3139,6527,1725,3845,878,33652,3129,56284,3626,0400000US22,1108586,12393,222759,7733,66864,4618,35703,3222,6515,1501,11669,2200,17519,2106,31161,2720,155895,6517,21373,2569,15231,2369,3198,834,3687,1141,8346,1791,6142,1217,134522,5964,113724,5477,21170,2772,31529,3100,61025,4450,20798,2085,38955,3175,18810,2181,9452,1610,1886,892,2748,905,4818,1106,9358,1329,20145,2516,4952,1382,3472,1106,963,760,223,238,2286,864,1480,766,15193,2226,11060,1864,1646,751,2620,980,6794,1255,4133,1010,72421,4531,39217,3054,18802,2606,3923,1201,5350,1404,9529,1716,20415,2156,33204,3025,7108,1459,4144,1217,1105,711,510,411,2529,930,2964,845,26096,2700,16286,2063,2354,896,1933,769,11999,1790,9810,1727,774451,11063,621613,11686,241127,7641,46519,3646,40952,3235,153656,6621,380486,7725,152838,6363,52530,4050,25543,2610,6278,1376,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
1086,573,7045,1124,6495,1083,25848,2330,13150,1668,1734,615,459,311,10957,1526,12698,1619,0400000US23,342926,5736,43966,3133,17597,1887,8293,1374,2312,765,2131,703,3850,848,9304,1249,26369,2677,6142,1164,4319,891,772,359,964,578,2583,818,1823,687,20227,2506,16714,2326,3127,1167,3159,958,10428,1533,3513,1071,11094,1400,6544,964,2790,615,332,206,525,260,1933,524,3754,870,4550,943,1229,615,1059,591,287,279,75,113,697,516,170,163,3321,664,2401,631,229,218,152,150,2020,586,920,415,18080,1895,12318,1510,4866,855,827,358,1133,441,2906,722,7452,1194,5762,1017,1549,468,1312,461,342,293,132,104,838,353,237,145,4213,976,3199,944,594,434,699,375,1906,687,1014,375,269786,4707,227983,4750,68961,3293,14222,1768,10020,1564,44719,2626,159022,3864,41803,2644,15955,1668,9460,1399,1329,531,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
4388,1096,25792,2324,43055,3300,193782,6867,99028,4986,13745,1732,12183,2316,73100,4898,94754,4411,0400000US24,1454839,12340,139665,5687,46740,3518,27075,2613,4386,1075,8331,1612,14358,1899,19665,1975,92925,4692,16101,2106,12062,1843,3391,1029,2481,976,6190,1197,4039,992,76824,4299,63619,4066,10588,1874,19382,2166,33649,3007,13205,1525,29118,2965,14349,1920,9084,1544,1656,748,2399,640,5029,1228,5265,1170,14769,2070,3191,1108,2715,1036,129,123,795,541,1791,806,476,364,11578,1668,8719,1651,740,327,1691,646,6288,1546,2859,785,58534,3762,30252,2675,19443,2564,2158,833,5370,1326,11915,1870,10809,1539,28282,2828,6356,1248,4492,1205,250,252,1328,622,2914,1006,1864,644,21926,2502,15416,2180,2728,856,3135,911,9553,1730,6510,1274,1227522,12578,951126,11147,407852,8001,82622,3433,69276,4557,255954,7156,543274,7845,276396,8147,82614,4397,39559,3036,9379,1742,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
2421,959,20381,2371,45583,3125,179347,6474,84016,4761,11074,1745,6748,1307,66194,4047,95331,4651,0400000US25,1613404,12989,179882,7034,60244,3997,29227,2555,5043,1203,8806,1395,15378,1807,31017,3023,119638,5858,17817,2212,12199,1978,2414,921,3153,1106,6632,1385,5618,1102,101821,5260,85754,5320,14052,2138,19498,2598,52204,3823,16067,2005,33836,2678,15166,1782,8635,1424,1362,576,1299,555,5974,1135,6531,1200,18670,1960,4342,1063,2845,826,498,370,308,193,2039,732,1497,718,14328,1775,10261,1676,1383,638,2143,868,6735,1693,4067,855,66565,4433,34635,3214,17531,2483,3283,1171,4229,1204,10019,1665,17104,1904,31930,3121,8030,1621,4664,1060,750,357,928,670,2986,826,3366,1086,23900,2459,16317,2288,1864,718,1421,649,13032,2135,7583,1124,1333121,13449,1078669,12361,440322,8769,92996,4598,65652,4331,281674,7162,638347,9898,254452,8552,75105,4231,29522,3014,6720,1326,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
4642,1042,38409,2945,61244,3997,210014,6667,91500,4624,13079,1853,6879,1185,71542,3783,118514,4233,0400000US26,2479724,12956,377628,8060,139144,5043,83566,4283,11321,1519,31113,2498,41132,2978,55578,3152,238484,6485,41241,3227,30112,2901,8395,1551,5059,1193,16658,2029,11129,1447,197243,5665,161968,5350,29449,2457,39396,3217,93123,4448,35275,2644,74179,3468,40004,2607,21933,2323,3576,823,6472,1208,11885,1764,18071,1576,34175,2663,8478,1457,5504,1139,1567,782,899,470,3038,832,2974,833,25697,2388,17637,1845,2277,602,2536,685,12824,1628,8060,1214,142524,5284,83853,3534,41661,3006,7023,978,12052,1565,22586,2202,42192,2457,58671,3958,15758,2037,9904,1685,1958,605,1212,639,6734,1363,5854,1043,42913,3141,29418,2772,6355,1311,2899,882,20164,2293,13495,1375,1885393,12077,1558802,11318,552523,8031,97394,4148,89636,4061,365493,7239,1006279,9283,326591,9305,116577,5620,55333,3843,12282,1891,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
3056,675,26373,2565,31149,2431,104647,4155,56066,3158,7503,1371,6332,1280,42231,2515,48581,2797,0400000US27,1383950,8949,134985,4457,53615,2976,31938,2698,4649,1119,12933,1655,14356,1519,21677,1344,81370,4068,15583,1890,12869,1669,3615,879,2409,667,6845,1245,2714,630,65787,3475,59417,3229,12725,1595,16748,2246,29944,2107,6370,1074,30397,2726,18022,1959,11129,1902,1685,619,4315,1147,5129,1158,6893,937,12375,1834,3423,930,2180,740,591,455,532,330,1057,461,1243,491,8952,1404,7300,1263,1610,669,1168,505,4522,937,1652,550,60646,3577,34096,2511,19398,2034,3374,807,6165,1161,9859,1302,14698,1401,26550,2274,8594,1754,7363,1570,2278,931,1288,576,3797,904,1231,513,17956,1717,14339,1598,2303,798,1817,579,10219,1367,3617,736,1157922,8832,985625,8609,387078,6522,83342,3258,70739,3466,232997,4922,598547,5900,172297,5326,67650,3443,36501,3059,7072,1319,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
