B17022_073E,B17022_073M,B17022_074E,B17022_074M,B17022_075E,B17022_075M,B17022_076E,B17022_076M,B17022_077E,B17022_077M,B17022_078E,B17022_078M,B17022_079E,B17022_079M,B17022_080E,B17022_080M,B17022_081E,B17022_081M,GEO_ID,B17022_001E,B17022_001M,B17022_002E,B17022_002M,B17022_003E,B17022_003M,B17022_004E,B17022_004M,B17022_005E,B17022_005M,B17022_006E,B17022_006M,B17022_007E,B17022_007M,B17022_008E,B17022_008M,B17022_009E,B17022_009M,B17022_010E,B17022_010M,B17022_011E,B17022_011M,B17022_012E,B17022_012M,B17022_013E,B17022_013M,B17022_014E,B17022_014M,B17022_015E,B17022_015M,B17022_016E,B17022_016M,B17022_017E,B17022_017M,B17022_018E,B17022_018M,B17022_019E,B17022_019M,B17022_020E,B17022_020M,B17022_021E,B17022_021M,B17022_022E,B17022_022M,B17022_023E,B17022_023M,B17022_024E,B17022_024M,B17022_025E,B17022_025M,B17022_026E,B17022_026M,B17022_027E,B17022_027M,B17022_028E,B17022_028M,B17022_029E,B17022_029M,B17022_030E,B17022_030M,B17022_031E,B17022_031M,B17022_032E,B17022_032M,B17022_033E,B17022_033M,B17022_034E,B17022_034M,B17022_035E,B17022_035M,B17022_036E,B17022_036M,B17022_037E,B17022_037M,B17022_038E,B17022_038M,B17022_039E,B17022_039M,B17022_040E,B17022_040M,B17022_041E,B17022_041M,B17022_042E,B17022_042M,B17022_043E,B17022_043M,B17022_044E,B17022_044M,B17022_045E,B17022_045M,B17022_046E,B17022_046M,B17022_047E,B17022_047M,B17022_048E,B17022_048M,B17022_049E,B17022_049M,B17022_050E,B17022_050M,B17022_051E,B17022_051M,B17022_052E,B17022_052M,B17022_053E,B17022_053M,B17022_054E,B17022_054M,B17022_055E,B17022_055M,B17022_056E,B17022_056M,B17022_057E,B17022_057M,B17022_058E,B17022_058M,B17022_059E,B17022_059M,B17022_060E,B17022_060M,B17022_061E,B17022_061M,B17022_062E,B17022_062M,B17022_063E,B17022_063M,B17022_064E,B17022_064M,B17022_065E,B17022_065M,B17022_066E,B17022_066M,B17022_067E,B17022_067M,B17022_068E,B17022_068M,B17022_069E,B17022_069M,B17022_070E,B17022_070M,B17022_071E,B17022_071M,B17022_072E,B17022_072M,B17022_073EA,B17022_073MA,B17022_074EA,B17022_074MA,B17022_075MA,B17022_075EA,B17022_076MA,B17022_076EA,B17022_077EA,B17022_077MA,B17022_078EA,B17022_078MA,B17022_079EA,B17022_079MA,B17022_080MA,B17022_080EA,B17022_081MA,B17022_081EA,NAME,B17022_001EA,B17022_001MA,B17022_002EA,B17022_002MA,B17022_003EA,B17022_003MA,B17022_004MA,B17022_004EA,B17022_005EA,B17022_005MA,B17022_006EA,B17022_006MA,B17022_007EA,B17022_007MA,B17022_008EA,B17022_008MA,B17022_009EA,B17022_009MA,B17022_010MA,B17022_010EA,B17022_011EA,B17022_011MA,B17022_012EA,B17022_012MA,B17022_013EA,B17022_013MA,B17022_014EA,B17022_014MA,B17022_015MA,B17022_015EA,B17022_016EA,B17022_016MA,B17022_017EA,B17022_017MA,B17022_018EA,B17022_018MA,B17022_019EA,B17022_019MA,B17022_020MA,B17022_020EA,B17022_021MA,B17022_021EA,B17022_022EA,B17022_022MA,B17022_023EA,B17022_023MA,B17022_024EA,B17022_024MA,B17022_025MA,B17022_025EA,B17022_026MA,B17022_026EA,B17022_027EA,B17022_027MA,B17022_028EA,B17022_028MA,B17022_029EA,B17022_029MA,B17022_030MA,B17022_030EA,B17022_031MA,B17022_031EA,B17022_032MA,B17022_032EA,B17022_033MA,B17022_033EA,B17022_034MA,B17022_034EA,B17022_035EA,B17022_035MA,B17022_036EA,B17022_036MA,B17022_037MA,B17022_037EA,B17022_038MA,B17022_038EA,B17022_039MA,B17022_039EA,B17022_040EA,B17022_040MA,B17022_041EA,B17022_041MA,B17022_042EA,B17022_042MA,B17022_043MA,B17022_043EA,B17022_044MA,B17022_044EA,B17022_045EA,B17022_045MA,B17022_046EA,B17022_046MA,B17022_047EA,B17022_047MA,B17022_048MA,B17022_048EA,B17022_049MA,B17022_049EA,B17022_050EA,B17022_050MA,B17022_051EA,B17022_051MA,B17022_052EA,B17022_052MA,B17022_053EA,B17022_053MA,B17022_054MA,B17022_054EA,B17022_055EA,B17022_055MA,B17022_056EA,B17022_056MA,B17022_057EA,B17022_057MA,B17022_058EA,B17022_058MA,B17022_059MA,B17022_059EA,B17022_060EA,B17022_060MA,B17022_061EA,B17022_061MA,B17022_062EA,B17022_062MA,B17022_063EA,B17022_063MA,B17022_064EA,B17022_064MA,B17022_065MA,B17022_065EA,B17022_066EA,B17022_066MA,B17022_067EA,B17022_067MA,B17022_068EA,B17022_068MA,B17022_069EA,B17022_069MA,B17022_070MA,B17022_070EA,B17022_071EA,B17022_071MA,B17022_072EA,B17022_072MA,state
9767,1615,45374,3304,85850,4435,306358,6890,131967,5104,20186,2489,13750,1685,98031,4614,174391,5170,0400000US42,3204295,17133,411019,9581,144602,5433,78277,4264,12081,1891,25217,2330,40979,3285,66325,3264,266417,7108,43966,3632,31437,3029,7107,1330,7397,1229,16933,2330,12529,1739,222451,6369,184036,5933,31614,2696,46965,3718,105457,4510,38415,2743,76728,3924,41824,2977,23035,2408,3336,825,7216,1456,12483,1732,18789,1754,34904,3028,7464,1342,4607,1062,1336,505,531,308,2740,799,2857,768,27440,2561,20016,2222,2818,729,4282,1230,12916,1766,7424,1173,165738,5578,93286,4299,41805,2598,8164,1420,11640,1350,22001,1880,51481,3102,72452,4547,19225,2474,12609,2112,3335,1020,1581,602,7693,1360,6616,1186,53227,3605,36102,3003,5527,1331,6307,1237,24268,2544,17125,1696,2550810,18146,2087043,17525,744917,9227,142819,4616,118195,4641,483903,8064,1342126,14493,463767,10053,157409,6175,71559,4453,16418,2327,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
773,542,4221,987,7041,1478,28399,2774,14129,2117,2147,809,1518,729,10464,1701,14270,1706,0400000US44,250262,5513,33839,2929,10424,1516,5464,1102,486,313,1675,714,3303,994,4960,1110,23415,2475,2869,800,2199,698,696,431,282,245,1221,534,670,361,20546,2402,17638,2141,3047,945,4654,1305,9937,1876,2908,817,6244,1129,3203,746,2330,684,229,192,509,368,1592,611,873,412,3041,821,594,375,441,328,280,253,0,206,161,188,153,189,2447,715,1731,580,226,212,258,250,1247,534,716,444,13587,2129,6503,1454,3990,1149,1125,632,586,350,2279,788,2513,729,7084,1442,1483,515,783,398,67,116,115,151,601,335,700,428,5601,1380,3305,1077,443,400,533,477,2329,876,2296,825,196592,5449,154837,5226,57641,2889,11772,1862,9000,1576,36869,2293,97196,3856,41755,3417,13356,1954,6315,1371,1321,777,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
2242,938,14393,2037,27673,2664,114700,5837,51046,4206,7473,1539,3852,1324,39721,3462,63654,3767,0400000US45,1220885,10113,206937,6854,76140,4517,42690,3392,7227,1819,12560,1761,22903,2489,33450,2563,130797,5538,19791,2553,13344,2179,2972,956,3192,1137,7180,1497,6447,1209,111006,5213,91611,4965,16538,2163,22896,2211,52177,3884,19395,2085,44205,3551,21602,2711,11539,2005,2587,835,3422,951,5530,1407,10063,1508,22603,2625,3996,1140,2275,807,611,484,421,277,1243,624,1721,722,18607,2381,12722,2078,2451,1077,2811,1145,7460,1436,5885,1297,79614,4857,43722,3017,20881,2472,3133,926,6556,1489,11192,1696,22841,2108,35892,3222,8563,1493,4499,1038,1158,577,1070,633,2271,807,4064,1091,27329,3062,17125,2416,2608,840,2629,964,11888,1761,10204,1623,890129,10486,725926,10589,252046,6071,50035,3414,40293,3101,161718,5285,473880,8857,164203,7253,49503,4177,21830,2891,5195,1707,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
334,219,3553,816,3693,866,12942,1449,7505,1151,682,275,866,376,5957,1038,5437,1003,0400000US46,217013,4084,26894,2207,10295,1613,5872,1311,713,430,2001,735,3158,780,4423,812,16599,1643,3056,796,2804,767,842,489,719,382,1243,416,252,156,13543,1428,11731,1336,3680,1133,3065,801,4986,1025,1812,668,6782,1099,3262,760,1411,424,476,272,247,129,688,292,1851,619,3520,895,765,377,536,318,237,209,75,103,224,212,229,159,2755,870,2373,846,237,239,581,372,1555,675,382,238,11101,1242,6545,880,3544,769,626,331,1238,514,1680,509,3001,618,4556,850,1476,462,1269,431,138,101,358,193,773,394,207,143,3080,610,2782,557,858,391,242,158,1682,472,298,168,172236,4332,150409,3942,56331,2739,10077,1329,11709,1423,34545,2140,94078,3270,21827,2010,8885,1311,5192,1007,1305,530,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
2708,963,22024,2318,37013,2834,149114,5777,66783,4162,8361,1575,4879,1254,53543,3833,82331,3971,0400000US47,1675678,13165,297331,8803,119085,5491,70157,4966,10064,1662,22462,2698,37631,3362,48928,3359,178246,7657,33434,3281,24881,2901,6648,1655,3727,1085,14506,2055,8553,1467,144812,6720,118371,6158,23375,3115,30271,3637,64725,4145,26441,2473,54751,2972,32213,2409,17820,2158,3409,994,5303,1362,9108,1558,14393,1697,22538,2460,5946,1255,3794,1078,140,182,1001,735,2653,819,2152,760,16592,2184,10937,1818,1741,679,2070,861,7126,1456,5655,992,109066,5712,64173,4124,34010,3189,6347,1502,6842,1324,20821,2355,30163,2329,44893,3645,12321,2151,7569,1557,1637,704,1232,508,4700,1215,4752,1356,32572,2856,21510,2577,3530,1216,2330,804,15650,1908,11062,1697,1214530,12947,997530,13309,359588,8599,69764,4381,56786,4453,233038,7162,637942,10441,217000,6685,67886,3866,30873,2794,6141,1265,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
17799,2536,100868,5289,165128,8146,597864,12845,305661,9538,42740,3425,31911,3150,231010,8001,292203,7694,0400000US48,6520909,27610,1164077,18498,523813,12434,351045,9841,45516,3677,127400,6745,178129,7057,172768,7745,640264,14201,107678,5453,78787,5185,17189,2683,19459,2590,42139,3840,28891,2866,532586,13627,461873,13613,70764,4386,128636,5918,262473,11051,70713,4464,228984,7883,134813,6971,88333,5851,13941,2077,25202,2948,49190,3794,46480,3076,94171,5276,22532,2897,17225,2435,3994,1419,4039,1463,9192,1758,5307,1236,71639,4389,51451,3651,6534,1569,11532,1788,33385,3471,20188,2588,419486,10579,250017,8173,151538,7067,23115,2614,43263,3366,85160,5191,98479,5771,169469,8253,49901,4961,34533,3939,11086,2303,5038,1339,18409,2140,15368,2384,119568,6895,85597,5663,12672,2438,13728,2301,59197,4688,33971,3821,4708362,27300,3800835,24527,1678223,21693,318224,10979,311037,9349,1048962,17675,2122612,19229,907527,16334,309663,11216,144535,6355,25868,3231,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
995,477,11075,1992,12878,1760,46936,3400,23646,2449,2881,857,2448,808,18317,2303,23290,2365,0400000US49,693181,7268,84829,4062,47286,3214,32790,2908,8270,1627,12441,1820,12079,1866,14496,1672,37543,3125,6582,1260,4752,1138,1293,565,508,372,2951,989,1830,620,30961,2763,26925,2647,4555,1156,6554,1438,15816,2202,4036,901,19437,2540,14727,2249,10958,1940,1639,605,3536,930,5783,1370,3769,899,4710,1083,1194,539,1019,539,363,369,180,219,476,364,175,118,3516,947,2767,880,249,208,962,556,1556,613,749,369,45448,3463,34932,2993,24604,2390,4853,1057,9603,1389,10148,1544,10328,1559,10516,1513,3329,956,2396,870,434,243,884,543,1078,640,933,376,7187,1195,5369,1126,794,382,1069,531,3506,946,1818,558,543467,8453,467858,7673,227410,6071,40985,2814,55960,3542,130465,4652,240448,6017,75609,4648,28673,3192,15795,2362,3725,1095,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
129,99,2511,741,2534,528,10221,1451,5659,1052,438,216,500,495,4721,848,4562,832,0400000US50,152379,3273,14714,1542,6350,1116,3548,1056,153,132,1181,468,2214,886,2802,502,8364,1469,1664,590,1246,495,14,24,251,192,981,488,418,381,6700,1270,5974,1183,925,478,972,496,4077,974,726,353,4408,727,2338,488,601,283,35,52,276,195,290,195,1737,425,2070,612,489,340,396,316,0,149,104,119,292,302,93,113,1581,641,781,341,221,192,54,71,506,272,800,538,7996,1000,5637,935,2903,658,861,469,715,371,1327,411,2734,666,2359,618,634,302,544,289,174,127,214,275,156,110,90,81,1725,582,1030,388,214,142,66,70,750,349,695,376,125261,2779,109184,2617,37025,2105,6893,914,5917,843,24215,1828,72159,2322,16077,1574,5856,908,3322,780,682,398,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
5397,1456,31390,3334,48497,3335,200825,6326,99687,4810,14398,1977,9027,1764,76262,3669,101138,4524,0400000US51,2054857,14080,227683,7131,84400,4745,49322,3413,8876,1891,16256,2154,24190,2354,35078,2937,143283,6476,25808,2946,17771,2334,3633,1005,4902,1199,9236,1882,8037,1554,117475,6086,98363,5294,13816,1843,27232,3539,57315,3892,19112,2102,50249,4060,27673,2960,16053,2221,2912,671,4498,1252,8643,1650,11620,1599,22576,2670,5106,1282,2992,1088,805,547,513,487,1674,735,2114,831,17470,2403,12932,1960,1624,784,2802,941,8506,1626,4538,1046,100070,4872,56253,3861,29635,2804,4427,1236,8276,1392,16932,2296,26618,2206,43817,3143,9890,1650,6835,1324,1870,732,819,446,4146,969,3055,943,33927,2798,25087,2885,4977,1385,4190,1136,15920,2177,8840,1370,1676855,14913,1381482,13839,568762,10562,113795,5288,95213,4480,359754,8332,812720,10456,295373,8052,94548,5249,46051,4040,9264,1759,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
4821,1245,32784,3043,39412,3122,144779,5909,75614,5100,10781,1589,5541,1479,59292,4523,69165,3784,0400000US53,1760593,11977,199227,6164,84580,3650,55355,3516,9412,1527,19903,2351,26040,2322,29225,2117,114647,5288,22540,2626,18065,2258,4230,1193,3989,1144,9846,1707,4475,1034,92107,4725,78149,4840,14106,2411,19167,2175,44876,3391,13958,1599,43469,3079,25338,2232,16226,1872,2500,667,6278,1462,7448,1239,9112,1369,18131,2355,4667,1111,3787,934,427,405,1220,644,2140,793,880,474,13464,2007,10002,1956,2083,832,1708,657,6211,1611,3462,1099,92115,4909,56818,3714,35870,3006,7672,1466,11416,1772,16782,1947,20948,2126,35297,3300,11524,1866,8056,1729,2068,822,1270,654,4718,1386,3468,910,23773,2480,15800,2120,2776,954,1824,737,11200,1892,7973,1532,1425782,10490,1197081,12161,461493,7710,98052,4665,83556,4053,279885,7553,735588,9045,228701,8134,83922,4516,44510,3434,6905,1367,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
1431,754,6895,1350,10216,1823,32759,2534,13461,1928,1942,680,1025,558,10494,1620,19298,1877,0400000US54,471947,7328,89170,4459,40180,2883,19117,2067,2668,828,4080,1039,12369,1846,21063,1862,48990,3692,10758,1860,7522,1528,2071,786,1100,622,4351,1144,3236,908,38232,3169,30965,3132,5984,1139,7072,1371,17909,2497,7267,1300,17882,2120,10360,1501,4591,1032,637,371,746,392,3208,919,5769,1309,7522,1461,2671,944,1359,666,157,143,145,144,1057,605,1312,664,4851,1113,3572,976,548,317,234,210,2790,879,1279,530,31593,2690,20324,2217,7503,1123,854,362,1411,539,5238,1043,12821,1953,11269,1378,2306,755,1511,628,300,230,239,263,972,493,795,382,8963,1266,5304,1084,605,492,722,536,3977,963,3659,786,333302,7530,280464,6975,93353,4362,15738,1991,13452,1747,64163,3398,187111,5319,52838,3474,20079,2556,9863,1872,1537,625,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
2458,583,28422,2389,30778,2320,110388,4447,53935,3297,6510,1112,4863,997,42562,2962,56453,3026,0400000US55,1469666,10643,166267,5270,63119,3031,37334,2724,5551,1061,13395,1450,18388,2019,25785,1741,103148,4370,21161,2233,16031,2072,4604,1110,2530,795,8897,1356,5130,966,81987,3500,73480,3549,14563,1877,18046,1942,40871,2502,8507,1244,34437,2232,18554,1735,9480,1257,808,301,3121,787,5551,983,9074,1081,15883,1856,4656,1204,3595,1056,871,465,531,393,2193,760,1061,520,11227,1471,8842,1225,1699,465,1447,578,5696,1086,2385,631,79999,3646,46161,2549,22807,1978,4166,946,6501,1038,12140,1713,23354,1941,33838,2845,9060,1321,6657,1200,1457,442,549,207,4651,1053,2403,686,24778,2555,18624,2145,3444,860,2692,870,12488,1783,6154,1190,1188963,9490,1009649,8988,371622,5946,68866,3123,61746,2950,241010,5382,638027,8038,179314,6549,68926,3858,38148,2813,7268,1217,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
702,673,3111,989,3308,809,7821,1407,4809,1118,791,481,442,334,3576,941,3012,850,0400000US56,145470,3828,15311,1934,7158,1079,4507,913,948,421,1735,709,1824,611,2651,717,8153,1563,1635,594,1418,518,160,168,681,444,577,359,217,178,6518,1433,5078,1184,1294,601,1654,809,2130,730,1440,655,2615,702,1709,527,957,414,129,126,411,268,417,302,752,298,906,475,537,413,537,413,129,192,253,236,155,217,0,192,369,304,285,273,0,192,50,91,235,250,84,145,7700,1554,4562,1171,2561,959,358,320,558,381,1645,790,2001,588,3138,982,1442,674,1280,694,129,165,129,149,1022,660,162,174,1696,714,1304,635,436,415,38,46,830,423,392,302,119844,3713,103816,2954,40481,2550,7669,1422,7606,1221,25206,1868,63335,2732,16028,2113,8207,1506,4899,1378,1086,495,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
1073,464,5491,1167,14900,2026,56474,3184,19121,2342,2270,688,1071,548,15780,2203,37353,2240,0400000US72,844538,9291,448240,8140,199203,6511,76022,4635,11863,1651,15627,2245,48532,3407,123181,4472,249037,7308,47521,3507,26406,2318,6929,1238,3434,931,16043,1983,21115,2325,201516,6298,130748,5065,21117,2496,24617,2459,85014,4144,70768,3553,46726,3043,29046,2664,9028,1511,1586,636,1258,602,6184,1245,20018,2043,17680,1886,3644,824,1599,689,424,396,149,182,1026,544,2045,623,14036,1777,7395,1329,1199,598,915,430,5281,1202,6641,1288,72431,3640,45422,3033,17744,2130,2472,787,2124,732,13148,1698,27678,2145,27009,2373,6626,1308,2835,867,1132,620,571,414,1132,486,3791,1011,20383,2169,9739,1615,1317,623,987,460,7435,1530,10644,1512,277141,5644,197501,5517,66023,3710,8978,1773,6477,1507,50568,3267,131478,4440,79640,4030,23166,2506,8266,1610,1702,804,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
