GEO_ID,C15010A_001E,C15010A_001M,C15010A_002E,C15010A_002M,C15010A_003E,C15010A_003M,C15010A_004E,C15010A_004M,C15010A_005E,C15010A_005M,C15010A_006E,C15010A_006M,NAME,C15010A_001EA,C15010A_001MA,C15010A_002EA,C15010A_002MA,C15010A_003MA,C15010A_003EA,C15010A_004MA,C15010A_004EA,C15010A_005EA,C15010A_005MA,C15010A_006EA,C15010A_006MA,state
0400000US16,261788,8102,86716,4355,28538,3005,47394,3855,43783,3220,55357,4650,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2236541,18415,689650,12050,198139,6246,486166,8525,333452,8970,529134,10191,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,955101,14043,253949,9044,117710,5374,200268,6843,173945,6159,209229,6577,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,523519,9178,152053,5828,51355,2880,110940,4650,101612,4304,107559,4495,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,540943,9092,153046,6082,58110,3082,117761,5213,100343,3965,111683,4418,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,628456,11111,179876,6218,70923,3226,123161,5457,112938,5160,141558,5163,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,545966,11428,154471,5594,67077,3960,110572,4812,91440,4761,122406,5302,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,278780,6548,97952,4964,27116,2198,38088,3021,44453,2734,71171,3839,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1039382,12640,418826,8480,81610,3836,178052,7385,110334,4237,250560,7476,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1660725,16794,633622,11983,133407,5362,311148,8942,161282,6128,421266,10147,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1567878,14956,487388,9757,161568,4875,339132,7298,250271,6192,329519,6578,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1156038,13356,369252,7832,110359,4209,232033,6804,177296,5553,267098,6610,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,296973,7801,70923,3533,41875,3697,60267,4049,63998,3888,59910,3476,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,997901,14108,289430,7148,99819,4871,214149,6914,170246,5925,224257,6663,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,204566,6197,67461,3706,22960,2215,33233,2675,38064,2836,42848,2996,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,343184,7562,91386,3648,37811,2056,77007,3517,69155,3884,67825,3241,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,346194,7840,111374,5047,28324,2476,73636,4152,49580,3489,83280,4036,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,313608,7388,112072,4524,29552,2539,60857,3991,41717,3419,69410,4066,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1659676,19453,557136,11038,125837,4859,387700,10384,218338,6534,370665,8196,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,310782,7511,109757,4887,28074,2553,46971,3309,50187,3890,75793,3940,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3509467,19866,1155928,14958,269089,8003,629401,10062,448205,9230,1006844,15266,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1571634,16191,524062,10307,148045,6433,314106,7943,220156,7059,365265,8289,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,132561,5075,36704,2392,19185,1851,26864,2402,25820,2110,23988,2295,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1842006,18457,541584,10008,203579,7906,393559,9100,316211,8624,387073,9237,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,514868,8310,147424,5109,48525,3207,117266,5479,102806,3096,98847,4218,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,795601,12540,298318,7941,68551,3448,115567,4861,93364,4809,219801,7131,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2293771,19285,729950,11844,238339,5992,461554,9366,365839,8392,498089,10195,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,210769,6552,68440,4203,19142,2296,39753,3209,27714,2437,55720,3324,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,726680,12359,230988,7632,69017,4055,160479,6123,109399,4335,156797,6469,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,145125,5094,43944,3089,14494,1376,27697,2086,33067,2662,25923,2583,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,962901,14512,278750,7191,100218,4868,214190,7466,144172,6154,225571,8089,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3820100,27640,1258695,19444,321046,7815,894288,15787,548512,10335,797559,14362,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,510374,9438,164864,6161,50911,3176,96291,4576,73771,3237,124537,5805,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,156049,4710,57161,2905,12229,1412,18104,1852,22214,1784,46341,2697,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1582785,16583,631422,11191,117486,4323,284359,7129,164671,5975,384847,8516,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1351153,15876,533659,9736,111883,4174,218180,6491,147101,5576,340330,8549,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,237137,7827,67031,4385,30198,2520,41981,3373,49640,3151,48287,3037,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1022969,12374,305706,7197,116536,4877,206001,6247,174524,4960,220202,7028,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,97937,4650,33768,2496,9911,1638,14152,1653,20576,2189,19530,2085,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,433324,10642,108668,5730,45847,3967,142939,6569,79504,4814,56366,3755,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
