GEO_ID,B16006_001E,B16006_001M,B16006_002E,B16006_002M,B16006_003E,B16006_003M,B16006_004E,B16006_004M,B16006_005E,B16006_005M,B16006_006E,B16006_006M,B16006_007E,B16006_007M,B16006_008E,B16006_008M,NAME,B16006_001EA,B16006_001MA,B16006_002EA,B16006_002MA,B16006_003EA,B16006_003MA,B16006_004EA,B16006_004MA,B16006_005MA,B16006_005EA,B16006_006EA,B16006_006MA,B16006_007EA,B16006_007MA,B16006_008EA,B16006_008MA,state
0400000US13,853206,3613,187551,10394,662222,9948,347085,9657,135386,7025,129228,7296,50523,5031,3433,1762,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,127787,-555555555,90962,4146,27328,3478,18699,2975,6321,2015,1816,704,492,405,9497,2788,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,178950,1317,74924,5889,103342,5972,61746,4329,16303,2224,17163,2453,8130,2106,684,479,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1981739,2036,432367,14728,1543184,14621,905722,13753,276253,9321,259823,8838,101386,6336,6188,1559,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,394466,2321,147666,6928,245462,7052,136291,6928,47140,3855,47168,3740,14863,2869,1338,521,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,156157,1686,54810,4018,99778,4010,53595,3397,17752,1860,17915,2158,10516,1811,1569,1349,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,299764,2000,111140,5984,187491,6279,107279,5553,39816,3527,29238,2403,11158,2221,1133,553,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,131529,2924,46058,4402,85017,4638,44184,4042,18347,2224,17561,2673,4925,1274,454,336,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,208297,2614,80059,6561,126383,6741,66934,4547,26983,3611,23465,3149,9001,2058,1855,796,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18719,715,12860,1255,5516,1206,4243,965,981,545,218,185,74,125,343,352,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,511113,721,102978,6946,404215,6810,205508,7427,75843,5045,90023,5036,32841,3291,3920,1237,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,685960,849,168780,6843,510000,6745,294963,9324,85917,5880,82917,5479,46203,4862,7180,1715,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,438682,1419,215013,8691,221344,8750,136398,6444,42043,3758,29126,3360,13777,2647,2325,753,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,250666,1547,85091,5735,163333,5507,83250,4956,36997,3850,29872,3601,13214,2354,2242,1065,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,77864,2846,26589,3370,50662,3949,25211,2401,8774,1689,12689,1925,3988,1311,613,435,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,214520,2436,95163,5728,118009,5294,67679,4441,21683,2194,16825,2394,11822,2701,1348,617,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,34540,766,25071,1856,9348,1783,6368,1605,1690,635,1000,519,290,277,121,141,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,173145,1245,54413,3682,118361,3586,61972,3731,23684,2564,24353,2546,8352,1515,371,235,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,740487,690,187018,11295,550671,11387,318900,8980,87517,5609,90867,5329,53387,4878,2798,776,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,40423,739,18730,2360,21424,2438,13414,2152,3840,1224,3115,1244,1055,535,269,235,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1605484,280,329215,13211,1265759,12940,696692,14146,221412,8149,232588,9858,115067,6972,10510,2140,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,922436,1378,413999,10645,505818,10793,366546,10125,62166,5228,49958,5086,27148,3110,2619,846,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3411415,1510,721569,19826,2668910,20391,1458389,20328,500005,13677,490432,13307,220084,10569,20936,2798,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,809086,2541,170971,10386,635025,10091,329547,9282,120144,6427,125900,6192,59434,5467,3090,1174,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,22725,1242,15123,1638,7501,1668,5915,1428,961,449,398,407,227,263,101,112,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,369573,2370,180629,7550,186239,7079,112086,6242,33362,3365,29193,2920,11598,1804,2705,852,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,351559,1278,115156,5134,235472,5419,126357,4761,47375,3442,41569,2642,20171,2466,931,390,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,460232,1026,149128,9926,308987,9991,173569,7198,60620,5516,50670,5512,24128,3927,2117,848,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,779450,1217,282291,8605,490182,9100,292143,8420,89808,5757,74471,5459,33760,3819,6977,1746,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,137544,386,24566,3072,111780,3165,64818,3807,17433,2323,17867,2256,11662,2125,1198,710,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,235324,2690,65635,6362,168986,6945,88327,6217,35652,3743,35326,3634,9681,1907,703,425,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,26682,1236,14095,1754,12272,1866,6919,1643,1737,603,3161,1494,455,238,315,251,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,291476,2661,80573,6183,209234,5980,105244,6257,42122,4129,44744,3982,17124,2696,1669,1078,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9680232,2212,2435483,37089,7225988,37014,4189559,40734,1249478,24472,1067373,21602,719578,19023,18761,3221,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,364258,856,125470,8065,237741,8133,146228,5869,41780,4017,36145,3556,13588,2446,1047,478,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9801,758,5910,907,3689,845,2929,695,395,317,365,263,0,149,202,187,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,679542,3205,184041,9310,490176,9070,269400,9616,105979,5912,87034,6733,27763,3603,5325,1426,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,790006,1392,245264,9428,537658,9591,310481,10714,94960,5942,91901,5357,40316,3931,7084,2157,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,23495,1593,13898,1836,9414,1728,6132,1329,1766,744,1273,696,243,200,183,242,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,342445,1079,132169,5725,208786,5682,121542,5198,43190,3427,33518,2920,10536,1677,1490,648,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,53017,1690,28591,4278,24317,3546,13878,2385,5490,1711,3809,1065,1140,603,109,165,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3266116,4057,169756,10205,3094026,11650,541567,15692,476651,12842,682575,13817,1393233,20990,2334,814,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
