GEO_ID,B20017D_001E,B20017D_001M,B20017D_002E,B20017D_002M,B20017D_003E,B20017D_003M,B20017D_004E,B20017D_004M,B20017D_005E,B20017D_005M,B20017D_006E,B20017D_006M,B20017D_007E,B20017D_007M,NAME,B20017D_001EA,B20017D_001MA,B20017D_002MA,B20017D_002EA,B20017D_003MA,B20017D_003EA,B20017D_004EA,B20017D_004MA,B20017D_005MA,B20017D_005EA,B20017D_006EA,B20017D_006MA,B20017D_007MA,B20017D_007EA,state
0400000US16,24120,7395,55324,19524,60741,21366,21743,40407,12024,5020,28681,6719,6447,2896,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,40834,702,50070,2181,66207,1518,12264,1182,33468,2839,55133,2678,11698,712,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,33434,3565,47813,9255,65630,9320,11293,2781,25524,3216,44811,10032,7648,1949,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,26510,3116,31469,4301,47086,8760,10395,6039,23627,2729,32367,4217,11913,2265,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,30524,2058,41290,4343,51096,1282,12023,1363,22173,3441,31934,1974,10204,2036,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,27474,3678,36156,6732,51191,11065,12357,7259,23443,4836,42560,7253,11874,2186,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,27413,4139,32448,6754,52181,6491,17200,2559,22618,2528,30933,3720,10646,1285,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,22850,4830,23995,10580,41597,17331,6977,6461,22345,4388,29053,8723,11133,4938,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,45098,2726,53239,5660,71952,3814,15062,1923,37438,3031,52424,5074,14162,1899,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,40453,1713,50158,4594,71135,3134,12303,1479,31718,1269,56014,4030,10026,997,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,39096,2639,51141,2681,70764,3439,15326,2637,26221,2118,46118,4894,11053,791,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,32077,1183,37694,3259,50789,2990,10940,1145,28003,2405,39576,3517,12491,2005,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,28083,5616,30969,5984,40580,6961,15510,6040,25703,6691,31053,1535,9622,2609,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,34684,3494,39743,4298,51440,6008,10788,1609,28678,5329,46359,4092,9984,2125,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,32698,11961,21308,51243,51024,49692,19071,16737,33263,7959,41620,13814,7137,4322,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25256,2999,30283,6388,51992,15138,10206,5457,19912,2823,40150,8817,8934,2794,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,31695,1076,35181,2246,41706,1473,15789,1545,30190,2240,37994,2847,12258,888,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,42440,9112,60792,12065,82083,5184,11441,5047,32422,4830,55467,10566,10251,3382,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,53519,3007,65541,3646,82198,3258,17361,2126,45348,3540,63272,4268,13342,835,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22410,5746,29598,6664,40529,15169,10870,7467,19837,3575,31420,14309,12312,2513,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,35484,624,36989,804,51257,760,13439,1215,32151,1182,52478,2610,10980,337,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,35515,2145,41073,2063,53531,8734,10717,1950,26951,2139,41249,2527,11231,1026,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,22157,5157,24507,15754,35344,11833,17313,10976,17533,8510,36344,15541,10195,3372,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,33650,3411,50245,5170,66446,4670,11360,1143,24776,2641,44507,6842,8611,1036,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,28465,2849,36125,4287,46420,6872,11601,810,22385,1271,30325,2006,10281,1752,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,35533,2686,42211,5053,57009,8430,13184,4125,30386,2655,47014,3430,10535,1200,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,31657,874,38878,3628,53812,4266,12251,1668,24201,2252,41919,1422,8818,902,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,35809,7525,47190,13166,60801,9436,22695,11349,26670,4613,36160,14996,6730,6389,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,23704,3497,30166,5459,46549,7646,7943,2133,20453,2268,33328,5291,9468,2121,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,18403,3430,25047,6754,37467,8352,8042,5144,14663,4998,22576,11676,9400,5896,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,31639,3292,40155,5961,50349,8880,7379,2313,25148,4996,37775,7218,9440,2297,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,40679,796,50580,968,61969,1380,15356,1516,31012,1011,49879,1905,11801,504,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,30990,2522,36112,5361,48482,5770,9801,2536,27330,3820,39111,3066,11811,2498,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,16972,3661,22516,14194,64320,33220,9105,2911,16035,1689,27393,11110,8135,3998,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,41925,1170,53408,3273,71078,1782,14021,2576,32367,2931,52461,4529,11768,835,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,41199,1172,51272,1304,67010,3940,17005,1788,32343,2378,50977,1373,13494,1317,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,43967,13842,54941,14971,60551,7667,21407,9802,36074,14886,46619,15515,20090,12328,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,29968,1661,35112,4102,46043,3473,9072,1191,24728,2074,34727,4144,11068,936,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,16203,12363,52088,27603,70397,31704,20395,46425,12991,2466,31581,14914,11145,2674,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,17033,1657,15618,3055,17014,8998,11153,2869,18481,3338,19680,7022,2499,-333333333,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,***,"2,500-",72
