GEO_ID,C15002D_001E,C15002D_001M,C15002D_002E,C15002D_002M,C15002D_003E,C15002D_003M,C15002D_004E,C15002D_004M,C15002D_005E,C15002D_005M,C15002D_006E,C15002D_006M,C15002D_007E,C15002D_007M,C15002D_008E,C15002D_008M,C15002D_009E,C15002D_009M,C15002D_010E,C15002D_010M,C15002D_011E,C15002D_011M,NAME,C15002D_001MA,C15002D_001EA,C15002D_002MA,C15002D_002EA,C15002D_003EA,C15002D_003MA,C15002D_004MA,C15002D_004EA,C15002D_005MA,C15002D_005EA,C15002D_006MA,C15002D_006EA,C15002D_007MA,C15002D_007EA,C15002D_008MA,C15002D_008EA,C15002D_009MA,C15002D_009EA,C15002D_010MA,C15002D_010EA,C15002D_011MA,C15002D_011EA,state
0400000US15,416451,6244,188203,3963,23914,2447,51087,3143,55134,2689,58068,3447,228248,3747,31321,2831,58410,3501,66096,3945,72421,3842,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,15108,1315,5527,844,125,146,1179,618,1449,670,2774,745,9581,1134,1430,749,1268,494,2811,754,4072,1063,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,470317,3800,220665,2910,15445,2311,24562,2471,36748,3065,143910,4201,249652,2449,27824,2698,30104,3287,40473,3169,151251,4901,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,80312,2497,36934,1695,4051,979,4440,1036,3558,980,24885,2170,43378,1693,6989,1341,6913,1405,6123,1336,23353,1809,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,40587,2336,18725,1576,2654,798,3957,950,2305,651,9809,1494,21862,1270,3931,1061,5215,990,4287,999,8429,1343,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,50816,1558,23931,1028,3388,788,4293,958,4557,1014,11693,1122,26885,1030,4564,878,6424,1547,4277,888,11620,1247,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,37990,2013,16356,1300,2036,590,1964,609,3022,824,9334,1394,21634,1577,4478,1133,2970,835,3699,945,10487,1538,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,52945,1994,24833,1526,5205,1105,5535,1084,3329,1028,10764,1783,28112,1356,8568,1460,4875,919,6434,1335,8235,1388,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,9909,829,3411,630,696,378,198,205,963,464,1554,584,6498,801,1004,432,1406,656,1467,620,2621,769,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,269671,3066,124177,1936,8635,1524,13782,1793,18656,2087,83104,2895,145494,1749,16061,2109,18738,2417,21974,2429,88721,3807,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,289797,2764,135503,1621,16780,1742,19496,2398,16453,2668,82774,3348,154294,1843,26943,2037,23051,2231,19194,2058,85106,3149,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,187833,2563,89365,1678,7177,1476,6231,1237,13211,1717,62746,2367,98468,1755,11647,1473,13551,1542,17370,1973,55900,2313,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,153777,2963,72871,1862,13534,1915,10579,1390,15104,1833,33654,2240,80906,1823,17869,1719,13069,1597,16735,1918,33233,2528,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,20830,1939,10074,1409,1967,762,1785,973,1938,710,4384,1020,10756,1301,2106,807,2017,726,2703,801,3930,994,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,71625,2302,31449,1624,3551,1023,3522,780,4231,1217,20145,1646,40176,1707,6648,1107,5764,1437,5285,966,22479,2084,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,5618,980,1990,783,121,138,444,391,441,386,984,613,3628,828,296,204,499,425,731,541,2102,807,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25008,1132,11836,756,2065,629,1457,538,1038,409,7276,849,13172,913,3180,921,2236,744,2358,671,5398,754,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,176194,3003,75676,1628,5338,1060,15875,1850,26688,2226,27775,2421,100518,2102,11544,1648,21926,2399,30576,2672,36472,2645,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21763,1291,9942,792,789,398,1047,411,1099,576,7007,789,11821,995,1556,654,1444,612,1115,508,7706,1048,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,592375,3691,282694,2293,16650,1993,33881,3902,33668,3195,198495,4497,309681,2166,29766,2215,37802,3275,40298,3169,201815,3934,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,20673,1827,8300,1083,1039,699,1781,769,1872,868,3608,880,12373,1333,2128,651,2818,863,1875,724,5552,1173,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1181113,6142,550533,3771,114445,5135,93177,4260,83637,4953,259274,6170,630580,3754,143484,4963,107661,5320,87333,4635,292102,6298,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,177423,2989,84228,2138,10809,1479,12407,2065,11902,1655,49110,2710,93195,1917,15031,1707,15886,2208,13792,1775,48486,2397,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7246,801,3092,630,652,420,111,104,1000,396,1329,607,4154,562,726,393,1095,506,1053,462,1280,395,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,154759,3021,71617,1919,8349,1544,8804,1490,7774,1317,46690,2124,83142,1962,12845,1643,13241,1802,10618,1509,46438,2244,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,51378,1974,23104,1377,3253,596,5312,1273,4877,1114,9662,1238,28274,951,5338,822,6381,1018,5258,908,11297,1322,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,113966,2789,49665,1890,5395,959,7230,1369,11055,1663,25985,1908,64301,1813,10260,1556,10865,1782,13237,1566,29939,1818,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,275539,2892,128483,1974,18733,1876,19339,2486,16725,1831,73686,2986,147056,1930,27521,2383,24049,2632,21424,2000,74062,2555,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,22643,1391,10444,1026,1365,624,1863,694,1379,530,5837,847,12199,915,1510,645,2309,762,1745,821,6635,1160,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,46103,1817,21028,1498,2984,1113,3504,1019,2583,688,11957,1760,25075,1520,4961,1032,5200,1081,4632,956,10282,1563,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,6479,1055,2326,556,1132,372,151,156,472,357,571,377,4153,1034,1150,539,576,338,785,489,1642,778,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,71185,2735,30489,1495,4344,910,5651,1154,4423,1150,16071,1788,40696,2233,5616,1108,8622,1655,7475,1457,18983,1901,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,845450,5781,402154,3567,39905,3382,47993,4566,63748,4121,250508,5920,443296,3887,63176,4151,72020,5229,70623,4265,237477,5416,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,45900,1596,20066,1111,2494,818,2890,728,4186,1057,10496,1091,25834,1095,3558,987,5778,1025,4916,865,11582,1414,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5144,636,2280,532,694,305,233,146,578,382,775,360,2864,487,679,331,423,259,425,258,1337,498,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,361659,4445,163450,2987,12069,1997,22154,2300,25854,2543,103373,3724,198209,2971,24692,2359,32578,3044,32013,2430,108926,3512,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,410667,4343,183781,2833,15900,1832,28416,2928,39284,3090,100181,3944,226886,3051,32382,2654,36782,2735,46923,3366,110799,4477,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,10281,1382,4434,763,229,210,465,240,428,282,3312,772,5847,943,843,347,860,420,443,275,3701,818,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,89609,2207,41949,1431,5268,903,7789,1192,10007,1329,18885,1570,47660,1630,8940,1234,9305,1477,8750,1390,20665,1443,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3127,948,1267,671,70,133,390,524,308,269,499,303,1860,612,279,399,362,223,649,362,570,286,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,5361,1720,1355,680,167,170,418,362,280,238,490,283,4006,1231,912,530,1551,782,655,387,888,452,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
