GEO_ID,C01001I_001E,C01001I_001M,C01001I_002E,C01001I_002M,C01001I_003E,C01001I_003M,C01001I_004E,C01001I_004M,C01001I_005E,C01001I_005M,C01001I_006E,C01001I_006M,C01001I_007E,C01001I_007M,C01001I_008E,C01001I_008M,C01001I_009E,C01001I_009M,NAME,C01001I_001MA,C01001I_001EA,C01001I_002EA,C01001I_002MA,C01001I_003EA,C01001I_003MA,C01001I_004EA,C01001I_004MA,C01001I_005MA,C01001I_005EA,C01001I_006MA,C01001I_006EA,C01001I_007MA,C01001I_007EA,C01001I_008EA,C01001I_008MA,C01001I_009EA,C01001I_009MA,state
0400000US13,950093,1771,497576,4204,180499,3327,304043,2276,13034,1312,452517,4210,169581,3246,264063,2398,18873,1595,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,148705,-555555555,78731,730,29213,730,46258,159,3260,159,69974,730,25595,729,40757,244,3622,245,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,199840,1220,101541,1887,39598,1585,58466,1105,3477,850,98299,1768,38247,1583,55330,1143,4722,824,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2171988,1131,1112638,2670,368562,2319,690036,1695,54040,1070,1059350,2596,355320,2260,641660,1617,62370,856,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,439094,1784,225892,2568,84210,1764,133061,2319,8621,961,213202,2390,82633,1715,120340,2281,10229,1231,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,174318,952,90056,2245,35069,1482,52297,1700,2690,682,84262,2287,34683,1585,47260,1514,2319,617,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,336321,1186,173828,1987,67605,1855,100290,1402,5933,769,162493,1953,63102,1610,91610,1315,7781,807,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,146127,2782,75846,2214,29062,1884,44707,1947,2077,428,70281,2868,29014,1897,38248,1925,3019,755,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,228578,1686,122994,3168,36692,2786,78763,2148,7539,987,105584,3386,31544,2665,64627,2439,9413,954,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,20152,592,9509,932,3911,777,5203,705,395,268,10643,829,3431,606,6536,685,676,324,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,572263,165,296945,1874,95315,1380,191365,1276,10265,670,275318,1866,92253,1642,168993,1395,14072,760,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,757948,675,376244,1373,122428,1158,236816,788,17000,522,381704,1152,117693,1120,240064,663,23947,561,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,485972,777,245109,1676,90104,1586,142875,1299,12130,843,240863,1766,89465,1606,136201,1237,15197,945,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,282040,950,146506,2199,56144,1655,86936,1494,3426,750,135534,2221,53466,1475,77529,1437,4539,602,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,85758,2774,48447,2877,14339,1907,32551,2390,1557,647,37311,2318,13907,1492,21523,1530,1881,760,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,240413,2092,122973,2880,44906,2179,73854,1972,4213,784,117440,2407,43768,2197,66786,1726,6886,937,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,37302,630,19071,1299,6995,896,11031,1035,1045,425,18231,1280,6857,941,9621,869,1753,600,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,196968,458,100936,1771,39741,1435,58245,1163,2950,585,96032,1781,39094,1360,53045,1009,3893,553,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,813394,-555555555,410969,954,137440,964,253982,527,19547,499,402425,952,134919,964,242519,566,24987,639,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,44355,724,22271,854,8106,668,13211,616,954,379,22084,1111,6824,676,14636,851,624,277,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1762179,-555555555,886900,1326,263281,1311,570089,507,53530,406,875279,1327,250744,1313,551182,517,73353,505,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1001264,-555555555,498245,1503,150927,1504,299705,712,47613,711,503019,1501,144461,1501,299354,470,59204,471,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3725193,1157,1843693,2401,523601,1905,1193615,1418,126477,843,1881500,2382,496707,1879,1195005,1621,189788,796,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,911674,1723,473806,4499,178796,3352,284389,2842,10621,1285,437868,4580,172855,3553,247833,2898,17180,1744,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,26059,927,12428,1432,3862,986,8400,1178,166,164,13631,1519,5577,904,7214,1251,840,432,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,411202,1884,212972,2770,79309,2255,124576,1905,9087,909,198230,2665,71518,1790,114883,1763,11829,1026,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,396464,-555555555,207505,1453,81045,1318,120190,1157,6270,661,188959,1451,76021,1351,105119,1105,7819,870,Oklahoma,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,511898,-555555555,264454,2187,95646,1766,159794,1026,9014,829,247444,2187,93121,1762,143863,912,10460,817,Oregon,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,870209,988,442046,2276,155188,2023,267719,1978,19139,948,428163,2206,147797,1967,255346,1397,25020,1039,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,152085,-555555555,76521,500,26031,392,47171,377,3319,259,75564,500,23717,367,47044,680,4803,521,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,262555,2215,142666,2713,47694,2094,89422,2239,5550,1109,119889,2438,44018,2039,71339,1375,4532,940,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,30079,845,16866,1006,6433,897,9864,757,569,382,13213,1133,4812,772,7823,904,578,343,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,333460,2079,177135,3256,68016,2567,104163,2234,4956,1036,156325,3029,63457,2368,88056,1767,4812,931,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10672216,417,5362331,5091,1802846,4200,3247133,3149,312352,1489,5309885,5059,1743417,3937,3159737,3131,406731,1921,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,409310,415,209232,1471,79898,1166,121912,1039,7422,728,200078,1468,76893,1150,114328,930,8857,631,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,10422,634,5206,691,1374,426,3728,705,104,123,5216,649,1410,498,3176,531,630,323,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,753353,2570,390436,3586,124219,2851,253622,2621,12595,1022,362917,3376,118460,2858,225952,2160,18505,1187,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,886419,-555555555,460513,2481,171851,2001,271269,1236,17393,1087,425906,2483,164532,2012,244351,1442,17023,1226,Washington,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,26663,1708,15154,1561,4489,852,9890,1477,775,314,11509,1589,4274,987,6109,1126,1126,606,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,381149,497,199007,2022,76493,1896,116186,1165,6328,663,182142,2158,71110,1906,103472,1336,7560,808,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,57845,1129,28361,1696,9115,1453,17901,1195,1345,515,29484,1496,10195,2139,17618,2032,1671,561,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3437388,3897,1640693,4727,377475,3656,994518,1900,268700,847,1796695,4186,353898,3704,1090594,2034,352203,1076,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
