GEO_ID,B10053_001E,B10053_001M,B10053_002E,B10053_002M,B10053_003E,B10053_003M,B10053_004E,B10053_004M,B10053_005E,B10053_005M,B10053_006E,B10053_006M,B10053_007E,B10053_007M,B10053_008E,B10053_008M,B10053_009E,B10053_009M,B10053_010E,B10053_010M,B10053_011E,B10053_011M,NAME,B10053_001MA,B10053_001EA,B10053_002EA,B10053_002MA,B10053_003EA,B10053_003MA,B10053_004MA,B10053_004EA,B10053_005MA,B10053_005EA,B10053_006MA,B10053_006EA,B10053_007EA,B10053_007MA,B10053_008EA,B10053_008MA,B10053_009MA,B10053_009EA,B10053_010MA,B10053_010EA,B10053_011MA,B10053_011EA,state
0400000US20,46864,3841,38082,3369,18600,2700,11254,2167,7346,1400,19482,2212,8782,1863,1682,700,1027,462,655,523,7100,1728,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,100681,6373,96046,6150,53688,4940,34253,3898,19435,2015,42358,3420,4635,1168,1385,833,1075,831,310,190,3250,943,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,111707,6808,105169,6707,53841,4836,32730,3687,21111,2839,51328,4548,6538,1325,1205,629,823,557,382,230,5333,1335,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,20432,2463,19871,2427,8012,1474,5360,1230,2652,825,11859,1953,561,237,41,47,10,17,31,38,520,233,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,153635,7483,107986,6284,35903,3366,23242,2989,12661,1651,72083,5075,45649,3571,9145,1993,5249,1541,3896,1077,36504,3401,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,124288,6933,82054,5961,26994,3061,15494,2421,11500,1802,55060,4641,42234,3967,6831,1607,3980,1168,2851,1037,35403,3525,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,173219,6803,150821,6653,60512,4404,37635,3623,22877,2519,90309,4800,22398,2750,3307,848,1695,625,1612,649,19091,2585,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,68916,3765,52190,2941,19270,2212,11834,2110,7436,997,32920,2687,16726,2658,2068,779,1338,719,730,351,14658,2386,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,93327,6280,91192,6192,48754,4589,32282,3569,16472,2356,42438,4210,2135,781,461,319,244,203,217,233,1674,664,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,111404,6811,105529,6497,48101,3903,28303,3377,19798,2630,57428,4436,5875,1266,989,417,723,408,266,223,4886,1194,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,15051,1677,14759,1655,6558,1111,3791,890,2767,764,8201,1322,292,195,105,124,80,122,25,28,187,159,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25578,2224,20700,2181,7527,1053,4730,883,2797,690,13173,1901,4878,1036,1065,461,670,396,395,290,3813,922,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,71968,5788,40188,4313,17327,2599,10587,2320,6740,1163,22861,3009,31780,3552,7222,1558,5159,1122,2063,906,24558,3070,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21852,2989,19712,2872,6796,1671,4125,1105,2671,1110,12916,2009,2140,915,130,110,74,96,56,58,2010,898,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,197449,8344,102893,4742,33502,3430,18141,2486,15361,1977,69391,4058,94556,6452,13616,2472,6108,1769,7508,1734,80940,5661,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,50864,3597,40399,3056,20420,2459,11461,1719,8959,1747,19979,2658,10465,1753,3303,1214,1833,839,1470,682,7162,1579,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,438160,12626,207557,6782,67598,4324,39605,3215,27993,2714,139959,5991,230603,9939,49048,4170,26174,2969,22874,2633,181555,7981,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,208835,9617,178019,8676,84869,5615,48772,4260,36097,3699,93150,5801,30816,3537,5714,1642,3642,1141,2072,1084,25102,3258,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7227,1532,6181,1231,2928,733,1909,601,1019,408,3253,947,1046,763,150,177,0,151,150,177,896,739,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,221796,9180,205409,8605,91269,5685,57786,4826,33483,3057,114140,5487,16387,2264,2125,788,1072,645,1053,536,14262,2061,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,89155,4619,79231,3964,44762,2743,27068,2131,17694,1889,34469,2675,9924,1741,3333,981,1940,728,1393,625,6591,1357,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,68376,4898,51640,3880,20006,2603,10617,1904,9389,1517,31634,2987,16736,2722,3365,1202,2310,882,1055,667,13371,2264,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,245344,9034,209737,8321,82222,4953,51954,4218,30268,2497,127515,6609,35607,3702,6273,1452,3190,1170,3083,983,29334,3534,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20320,2599,15376,2251,5272,1254,2715,864,2557,895,10104,1857,4944,1442,947,531,563,370,384,401,3997,1273,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,119079,7137,111586,7068,52753,4502,32812,3694,19941,2327,58833,5195,7493,1919,2165,990,1824,894,341,338,5328,1403,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11593,1736,10929,1724,6007,1193,3604,812,2403,782,4922,1042,664,499,82,121,8,14,74,121,582,426,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,160160,8333,149507,7980,76096,5128,44139,3634,31957,3445,73411,5336,10653,2168,3422,1131,2190,934,1232,582,7231,1728,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,792515,19144,481785,14564,218151,10690,136315,8006,81836,5667,263634,9530,310730,11762,93669,5879,67524,5316,26145,2888,217061,10162,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,69354,5093,53103,4001,15274,1984,7504,1353,7770,1445,37829,3374,16251,2608,3464,1332,1920,932,1544,832,12787,2228,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8558,1322,7229,1214,2724,746,1651,628,1073,450,4505,914,1329,550,323,446,169,238,154,214,1006,465,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,186819,9751,139461,7486,57606,4020,36167,3288,21439,2395,81855,5919,47358,4773,9116,1961,5340,1478,3776,1188,38242,3884,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,132915,7248,90784,5952,36109,3788,19408,2595,16701,2410,54675,4639,42131,4327,6866,1910,4314,1537,2552,939,35265,3690,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,44097,3633,43694,3608,23942,2799,16392,2323,7550,1660,19752,2305,403,252,62,108,62,108,0,189,341,199,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,73201,4900,62277,4257,24165,2526,16147,2138,8018,1284,38112,3162,10924,2022,1918,709,1685,659,233,202,9006,1940,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8984,1843,8628,1785,5031,1532,3001,1226,2030,955,3597,1101,356,213,163,140,163,140,0,192,193,167,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,97287,5846,94360,5715,43158,4318,25025,3165,18133,2489,51202,3839,2927,750,1146,519,481,336,665,409,1781,613,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
