C08526_022E,C08526_022M,C08526_023E,C08526_023M,C08526_024E,C08526_024M,C08526_025E,C08526_025M,C08526_026E,C08526_026M,C08526_027E,C08526_027M,C08526_028E,C08526_028M,C08526_029E,C08526_029M,C08526_030E,C08526_030M,C08526_031E,C08526_031M,C08526_032E,C08526_032M,C08526_033E,C08526_033M,C08526_034E,C08526_034M,C08526_035E,C08526_035M,C08526_036E,C08526_036M,C08526_037E,C08526_037M,C08526_038E,C08526_038M,C08526_039E,C08526_039M,C08526_040E,C08526_040M,C08526_041E,C08526_041M,C08526_042E,C08526_042M,C08526_043E,C08526_043M,C08526_044E,C08526_044M,C08526_045E,C08526_045M,C08526_046E,C08526_046M,C08526_047E,C08526_047M,C08526_048E,C08526_048M,C08526_049E,C08526_049M,C08526_050E,C08526_050M,C08526_051E,C08526_051M,C08526_052E,C08526_052M,C08526_053E,C08526_053M,C08526_054E,C08526_054M,C08526_055E,C08526_055M,C08526_056E,C08526_056M,C08526_057E,C08526_057M,C08526_058E,C08526_058M,C08526_059E,C08526_059M,C08526_060E,C08526_060M,C08526_061E,C08526_061M,C08526_062E,C08526_062M,C08526_063E,C08526_063M,C08526_064E,C08526_064M,C08526_065E,C08526_065M,C08526_066E,C08526_066M,C08526_067E,C08526_067M,C08526_068E,C08526_068M,C08526_069E,C08526_069M,C08526_070E,C08526_070M,C08526_071E,C08526_071M,C08526_072E,C08526_072M,C08526_073E,C08526_073M,C08526_074E,C08526_074M,C08526_075E,C08526_075M,C08526_076E,C08526_076M,C08526_077E,C08526_077M,C08526_078E,C08526_078M,C08526_079E,C08526_079M,C08526_080E,C08526_080M,C08526_081E,C08526_081M,C08526_082E,C08526_082M,C08526_083E,C08526_083M,C08526_084E,C08526_084M,GEO_ID,C08526_001E,C08526_001M,C08526_002E,C08526_002M,C08526_003E,C08526_003M,C08526_004E,C08526_004M,C08526_005E,C08526_005M,C08526_006E,C08526_006M,C08526_007E,C08526_007M,C08526_008E,C08526_008M,C08526_009E,C08526_009M,C08526_010E,C08526_010M,C08526_011E,C08526_011M,C08526_012E,C08526_012M,C08526_013E,C08526_013M,C08526_014E,C08526_014M,C08526_015E,C08526_015M,C08526_016E,C08526_016M,C08526_017E,C08526_017M,C08526_018E,C08526_018M,C08526_019E,C08526_019M,C08526_020E,C08526_020M,C08526_021E,C08526_021M,C08526_022MA,C08526_022EA,C08526_023MA,C08526_023EA,C08526_024MA,C08526_024EA,C08526_025MA,C08526_025EA,C08526_026MA,C08526_026EA,C08526_027MA,C08526_027EA,C08526_028MA,C08526_028EA,C08526_029EA,C08526_029MA,C08526_030MA,C08526_030EA,C08526_031MA,C08526_031EA,C08526_032MA,C08526_032EA,C08526_033MA,C08526_033EA,C08526_034EA,C08526_034MA,C08526_035MA,C08526_035EA,C08526_036MA,C08526_036EA,C08526_037MA,C08526_037EA,C08526_038MA,C08526_038EA,C08526_039EA,C08526_039MA,C08526_040EA,C08526_040MA,C08526_041MA,C08526_041EA,C08526_042MA,C08526_042EA,C08526_043MA,C08526_043EA,C08526_044EA,C08526_044MA,C08526_045EA,C08526_045MA,C08526_046MA,C08526_046EA,C08526_047MA,C08526_047EA,C08526_048EA,C08526_048MA,C08526_049MA,C08526_049EA,C08526_050MA,C08526_050EA,C08526_051EA,C08526_051MA,C08526_052EA,C08526_052MA,C08526_053EA,C08526_053MA,C08526_054MA,C08526_054EA,C08526_055MA,C08526_055EA,C08526_056MA,C08526_056EA,C08526_057EA,C08526_057MA,C08526_058EA,C08526_058MA,C08526_059MA,C08526_059EA,C08526_060MA,C08526_060EA,C08526_061MA,C08526_061EA,C08526_062EA,C08526_062MA,C08526_063EA,C08526_063MA,C08526_064MA,C08526_064EA,C08526_065MA,C08526_065EA,C08526_066MA,C08526_066EA,C08526_067MA,C08526_067EA,C08526_068EA,C08526_068MA,C08526_069MA,C08526_069EA,C08526_070MA,C08526_070EA,C08526_071MA,C08526_071EA,C08526_072MA,C08526_072EA,C08526_073EA,C08526_073MA,C08526_074MA,C08526_074EA,C08526_075MA,C08526_075EA,C08526_076MA,C08526_076EA,C08526_077MA,C08526_077EA,C08526_078MA,C08526_078EA,C08526_079MA,C08526_079EA,C08526_080MA,C08526_080EA,C08526_081MA,C08526_081EA,C08526_082MA,C08526_082EA,C08526_083MA,C08526_083EA,C08526_084EA,C08526_084MA,NAME,C08526_001MA,C08526_001EA,C08526_002EA,C08526_002MA,C08526_003EA,C08526_003MA,C08526_004MA,C08526_004EA,C08526_005MA,C08526_005EA,C08526_006MA,C08526_006EA,C08526_007EA,C08526_007MA,C08526_008EA,C08526_008MA,C08526_009MA,C08526_009EA,C08526_010MA,C08526_010EA,C08526_011MA,C08526_011EA,C08526_012MA,C08526_012EA,C08526_013EA,C08526_013MA,C08526_014MA,C08526_014EA,C08526_015MA,C08526_015EA,C08526_016MA,C08526_016EA,C08526_017MA,C08526_017EA,C08526_018EA,C08526_018MA,C08526_019MA,C08526_019EA,C08526_020MA,C08526_020EA,C08526_021MA,C08526_021EA,state
312449,9928,380863,10774,796941,16022,302711,11668,176426,7043,200116,8747,34533,3062,451376,13332,9657,2298,64903,4804,50690,4599,10268,1898,46271,4039,21510,3222,21554,2830,49335,4351,79517,6324,50874,4726,28157,3798,15656,2623,2984,1001,104211,6743,1199,588,3917,1185,4562,1161,2036,956,13015,2048,8324,1994,6513,1513,13321,2154,17311,2297,21390,3329,4584,1161,5825,1303,2214,871,137901,8347,2496,1030,9741,2739,11403,2135,3103,1011,14145,1932,10059,1920,7760,1813,15577,2354,21533,2742,26316,3164,8143,1773,3184,901,4441,1093,231968,9335,3034,968,13202,2168,14458,2356,7803,1596,17776,2554,7987,1706,39959,3557,69312,4816,26459,2657,9384,1733,12629,2095,4366,1085,5599,1134,0400000US13,4555994,22343,50567,4118,288667,9564,494319,12033,131763,6616,541754,13724,270988,10259,388235,10788,528408,12771,941761,16788,410675,13772,229939,8664,229147,9350,49771,3588,3630538,19399,34181,2937,196904,8682,413206,11522,108553,5583,450547,12647,223108,8819,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
37649,2775,39128,3098,87525,4012,63139,3314,19549,2275,46224,3709,30277,2942,95159,5233,1868,840,6373,1766,2666,747,2304,689,9382,1779,4867,1032,7681,1346,10037,1574,20757,2253,13442,1995,4324,865,7780,1338,3678,932,48801,3825,216,193,1146,481,1524,558,588,263,7083,1349,989,383,4153,840,5554,1093,8357,1353,14862,2409,1755,596,2574,726,0,189,53609,3681,785,386,1915,694,1670,651,957,487,5467,1098,1612,492,2717,813,4442,1037,8669,1314,11613,1789,3429,849,2185,811,8148,1198,32616,3184,1270,759,2192,672,1196,568,953,463,1778,495,471,274,4878,1098,6723,1256,3974,907,2435,748,3110,1182,669,333,2967,1076,0400000US15,705741,7272,8935,1487,51851,4254,19868,2308,17309,2115,75839,4592,37535,3294,57078,3377,65884,3963,129282,5041,105491,5211,32167,3040,59432,4409,45070,2898,475556,7472,4796,1061,40225,3775,12812,1741,12507,1865,52129,4026,29596,2860,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
37278,3526,49656,3285,129433,6046,51181,4249,26305,3193,28478,3477,4371,1607,75156,4822,6515,1967,6290,1359,8117,1521,1265,575,6797,1544,3065,962,4446,1078,7342,1599,17441,2449,7179,2237,3402,903,2939,916,358,338,5530,1211,0,189,247,404,169,210,0,189,514,429,244,249,0,189,1407,688,833,533,1242,484,98,118,776,516,0,189,36395,3435,3256,1146,2212,852,3057,1099,734,524,3419,959,1565,660,1903,577,2172,659,8925,1862,6657,1290,1516,609,881,371,98,158,45237,4045,2805,756,2761,1200,2790,922,1196,535,4177,1345,2532,1084,5159,1556,8589,1792,8982,1549,2024,939,2775,1055,977,558,470,189,0400000US16,714037,9303,36118,3167,44890,3567,68954,4769,19319,2713,86223,5289,33240,3701,48786,3941,69166,4053,165614,7070,68283,5276,34096,3548,34051,3559,5297,1674,551719,9533,23542,2449,33380,3714,54821,4228,16124,2572,71316,5042,25834,3045,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
365215,9245,418987,8760,1043387,16783,379004,9908,205901,7207,176519,6139,8274,1425,480876,13330,4525,1095,41810,3551,76617,4163,13456,1886,51051,4392,23063,2356,30125,2754,54621,4663,99708,5184,49329,4017,22846,2831,13288,1979,437,289,571474,12672,802,399,12356,1855,31053,2747,10133,1914,53010,4460,24717,2237,96794,5490,131811,6206,97988,4607,69120,4392,22751,2230,20486,2242,453,367,293728,9728,3652,818,7163,1311,19591,2197,5144,1209,31243,2933,16696,2453,28437,3163,37695,3892,71341,4333,41368,3773,15931,1958,6730,1132,8737,1259,268434,8524,9791,1555,12883,2006,18107,1779,10067,1408,17465,2231,10106,1555,40671,3555,73258,4204,45215,3526,11622,1734,13850,1883,4913,1101,486,448,0400000US17,6082035,23448,67925,3291,322841,8269,752907,14247,190786,7775,665446,13400,374832,8169,561242,12003,716372,13218,1357639,16599,550443,12942,281279,8656,221936,7778,18387,1870,4467523,26770,49155,3138,248629,8168,607539,11562,151986,6381,512677,10668,300250,7685,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
174951,6849,194893,7250,574123,11465,210962,7637,108503,6233,89475,4232,1916,702,261618,10096,3540,931,22002,2981,61348,4638,5492,1105,29017,3076,10975,2485,10480,1683,19855,2661,48839,3408,30717,3078,11751,1587,7209,1755,393,430,26167,2789,67,87,1214,634,2867,821,10,17,3416,859,1021,518,1004,450,1837,1134,7341,1593,5437,1420,1604,697,349,241,0,189,112832,5484,4038,1110,2998,923,14994,1883,2022,781,14861,2171,4268,1043,7362,1282,5477,916,25713,2606,22709,3087,7022,1029,1141,401,227,189,109168,4985,7560,1575,6885,1531,9249,1324,4179,981,8260,1254,3024,976,14048,2035,23513,2600,16359,2086,5027,1159,9120,1622,1944,783,0,189,0400000US18,3012416,18350,45885,3473,173296,6231,573593,11057,80276,4036,349453,11001,148612,6517,207845,7323,245575,8027,672375,11027,274852,9247,138000,6727,100118,4909,2536,803,2502631,18160,30680,2579,140197,6215,485135,10248,68573,3780,293899,10313,129324,6088,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
115553,5257,87231,3584,300987,8114,94753,5062,51671,3153,40829,2693,1072,438,136578,5968,3958,1123,13793,1991,29753,2635,3968,971,14015,1662,5069,1016,11428,1737,8886,1985,29577,2674,10139,1657,3404,762,2516,799,72,110,21468,2640,155,206,648,430,1178,495,206,179,1936,669,243,175,1618,755,2305,1076,8785,1507,3620,1158,637,427,137,114,0,189,79141,3928,4135,677,3177,728,6182,1058,1591,533,8910,1380,3398,702,4590,1069,4349,905,24541,2229,12601,2157,3862,838,1804,633,1,1,64248,3432,13379,1499,3655,942,5044,994,1370,495,3581,1091,1602,521,6353,1119,8328,1539,14226,1618,2023,571,4036,781,650,329,1,3,0400000US19,1574850,10000,59781,3147,101139,4498,250610,5962,42784,2630,184862,6315,73089,3699,139542,5428,111099,4567,378116,9066,123136,6414,63610,3645,45936,2966,1146,460,1273415,10699,38154,2722,79866,3747,208453,5765,35649,2356,156420,5425,62777,3550,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
100528,4717,99618,4925,283258,6723,86825,4757,52125,3435,50419,3486,15341,1973,128041,5224,4075,960,12306,2008,18401,2145,2394,794,13534,1989,5763,1331,6838,1254,11010,1867,28672,2182,14452,2117,5447,1048,4398,902,751,495,9228,1856,40,51,196,192,822,474,0,189,803,464,367,319,282,202,1246,679,2867,987,1414,571,545,397,280,185,366,471,51002,3378,3783,939,2593,748,3336,827,730,434,5988,1344,2071,615,2933,1058,3675,1034,12522,1580,7511,1464,3125,718,1133,445,1602,589,59428,3100,6892,1098,2876,965,3969,904,1133,389,3929,948,1496,568,6819,1136,13478,1644,11183,1561,1916,620,2894,729,1258,479,1585,682,0400000US20,1426252,11998,48938,2953,92063,5007,175463,6136,41852,2937,161230,5631,68390,3963,117400,5243,129027,5436,338502,7332,112118,5426,64136,3681,57488,3351,19645,2190,1178553,13916,34148,2649,74092,4600,148935,5953,37595,2861,136976,4912,58693,3736,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
110190,5423,113519,4312,373489,9179,132541,7339,70977,3982,77030,5004,18592,2179,185427,6786,6070,1588,18456,2688,27024,2891,2818,939,22884,2536,9531,1749,8688,1283,15196,2228,38491,3118,20157,2404,8304,1504,6633,1215,1175,517,21637,2450,214,242,713,504,3136,947,191,186,2066,869,1057,481,1364,518,1996,768,4419,986,4894,1288,1027,621,507,378,53,90,74389,4121,3621,1306,2475,756,5773,1231,1142,631,9727,1637,3995,1011,3044,974,5938,1227,15737,1635,12351,1799,4992,1051,2124,811,3470,746,59739,4095,4689,1130,2815,882,4157,866,1718,597,4598,1070,1680,678,8204,1302,11162,1396,11055,1714,2543,865,5605,1576,1449,515,64,106,0400000US21,1929752,14847,47258,3328,110141,5991,277081,8320,45514,3267,233325,7806,119453,5062,131490,5668,147811,5125,443191,9954,172486,7858,90905,4898,87743,5347,23354,2346,1588560,15853,32664,3064,85682,4796,236991,8299,39645,2840,194050,7484,103190,4980,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
118121,6248,144325,6722,406150,10073,161011,7798,84787,5455,98574,4595,13364,1912,183285,9681,7128,1462,27138,3532,11927,1925,3243,943,20431,3277,6616,1349,7882,1493,15438,2503,37908,3713,26855,3966,10412,1594,7486,1578,821,471,29863,3209,294,192,1434,678,1136,593,158,157,3346,1063,899,489,1062,589,2584,996,5710,1442,10509,1642,1459,614,1272,637,0,189,79980,4857,4447,1170,3939,1134,3765,1127,1548,620,9874,1823,5477,1400,4684,1124,6430,1410,14639,1974,16843,2822,5116,1263,2430,942,788,384,56858,4390,2934,917,5018,1577,3655,958,1907,593,4392,1304,2353,1079,6820,1167,14452,2248,6637,1240,2583,864,5143,1036,916,503,48,78,0400000US22,2033248,16656,82359,5049,164049,7822,156471,7231,51743,4047,230741,8716,104626,5844,138569,7294,183229,7501,471044,11278,217801,9376,106917,5787,110678,4882,15021,1960,1683262,16593,67556,4204,126520,6649,135988,6906,44887,3909,192698,8044,89281,5760,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
39916,3332,36931,2843,140827,5340,39522,2932,21027,1838,22641,2567,1386,582,53630,3735,2158,608,5670,1005,5873,1107,1556,989,6359,1201,1010,467,2402,519,3977,1022,14223,1906,7333,1546,1403,510,1616,591,50,83,3709,1059,77,133,63,78,43,70,0,189,227,290,153,176,176,180,604,327,877,376,1355,808,53,71,81,137,0,189,32730,2994,1718,620,1233,743,2516,772,433,347,3904,882,633,309,2071,718,3008,627,8767,1368,5399,1467,2225,801,583,290,240,191,36488,3120,2243,868,3057,796,2042,804,561,302,2413,641,701,349,5531,1294,7617,1505,6793,1193,2253,682,2948,767,293,157,36,108,0400000US23,621181,8105,16316,1754,44990,3706,59552,3534,13217,2007,80695,4017,22247,2313,50096,3986,52137,3289,171487,5238,55862,3859,27656,2429,25214,2689,1712,592,494624,8149,10120,1358,34967,3298,49078,3135,10667,1736,67792,3853,19750,2082,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
171677,6691,289909,8806,511748,11680,163488,6873,103916,5005,209238,6307,21537,2370,243741,9528,1177,560,29055,3051,11083,1899,5388,1311,25228,3036,9136,2236,11906,1637,35519,3989,51267,3155,30545,3134,13668,2132,18394,2680,1375,776,149792,8308,20,33,7607,1902,4227,886,1913,937,23822,3234,4379,1263,7809,1654,22054,3169,33066,2982,23943,3315,6959,1639,13685,1706,308,193,119577,5581,1205,434,3981,1116,4067,969,1076,490,17165,3127,4849,1253,6964,1289,14703,2050,25776,2599,20947,3191,7814,1628,5236,1093,5794,571,131975,6166,2234,934,6796,1691,5389,997,5251,1184,7505,1498,4460,1327,20119,2815,36912,2755,20202,2071,7266,1384,9276,1601,4940,869,1625,642,0400000US24,2743587,19263,13215,2159,187873,7052,139780,5994,60136,3678,293418,9162,119580,5674,218475,7378,399097,10314,642059,12744,246189,8307,141633,6368,251493,7283,30639,2418,2098502,20541,8579,1580,140434,6672,115014,5520,46508,3577,219698,8230,96756,4752,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
223641,7535,293312,8257,701342,15408,195873,7672,111918,6126,101143,5228,3427,831,264720,10768,2252,1272,25647,3677,26866,3017,4928,1321,31931,3344,8382,1818,14858,2120,30941,2789,69192,4510,30147,3018,12236,2083,6859,1355,481,415,368620,8658,217,173,8441,1684,14462,1732,4834,1133,30537,3447,8279,1688,58222,4052,73188,3889,98854,5213,42654,4201,12841,1665,15660,1828,431,255,242824,8506,1747,673,5175,1218,12678,1890,3213,931,29367,2868,7027,1254,19795,2261,32393,3102,81909,4950,35497,3427,9847,1495,3668,931,508,304,164032,6622,807,395,8272,1521,10617,1428,3264,993,8772,1259,3098,950,24480,2318,51645,3447,33079,2730,9406,1362,9109,1534,1265,499,218,211,0400000US25,3532276,17588,13504,2130,194763,7903,328154,10565,84500,4753,369664,9748,131652,6851,340996,9856,481479,11144,984376,18073,313577,9111,155951,6546,128595,5830,5065,1008,2492080,20613,8481,1392,147228,7472,263531,9369,68261,4344,269057,9138,104866,6106,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
255474,7048,322452,6882,853698,12804,330072,8351,162264,6373,131136,4553,3459,972,378855,10208,6250,1207,28942,2508,74238,4385,7895,1354,42709,3465,12121,1617,17180,1658,34371,2953,80070,3799,48148,4011,15159,1898,11654,1643,118,121,58268,4742,775,551,1661,787,5389,1252,441,243,6631,1193,1404,574,1946,822,5841,1289,18453,2227,12126,2080,2343,683,1258,659,0,189,157624,6088,3925,1032,4827,1066,13521,1535,2270,719,20082,1939,6233,1129,9366,1624,12022,1615,41711,3019,31422,2907,9303,1289,2557,602,385,231,158838,6080,5862,879,7557,1446,12321,1155,6317,1186,10916,1465,4288,982,19658,2298,37795,2579,31194,2773,7798,1340,9994,1527,5022,1425,116,135,0400000US26,4383993,17263,50761,3002,219465,6732,791011,11484,110172,4426,502239,9631,184780,6857,303624,7749,412481,8614,1025126,12918,429566,10047,199063,6168,151627,5332,4078,1025,3630408,21630,33949,2511,176478,6130,685542,10781,93249,4004,421901,8682,160734,6937,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
