C08526_022E,C08526_022M,C08526_023E,C08526_023M,C08526_024E,C08526_024M,C08526_025E,C08526_025M,C08526_026E,C08526_026M,C08526_027E,C08526_027M,C08526_028E,C08526_028M,C08526_029E,C08526_029M,C08526_030E,C08526_030M,C08526_031E,C08526_031M,C08526_032E,C08526_032M,C08526_033E,C08526_033M,C08526_034E,C08526_034M,C08526_035E,C08526_035M,C08526_036E,C08526_036M,C08526_037E,C08526_037M,C08526_038E,C08526_038M,C08526_039E,C08526_039M,C08526_040E,C08526_040M,C08526_041E,C08526_041M,C08526_042E,C08526_042M,C08526_043E,C08526_043M,C08526_044E,C08526_044M,C08526_045E,C08526_045M,C08526_046E,C08526_046M,C08526_047E,C08526_047M,C08526_048E,C08526_048M,C08526_049E,C08526_049M,C08526_050E,C08526_050M,C08526_051E,C08526_051M,C08526_052E,C08526_052M,C08526_053E,C08526_053M,C08526_054E,C08526_054M,C08526_055E,C08526_055M,C08526_056E,C08526_056M,C08526_057E,C08526_057M,C08526_058E,C08526_058M,C08526_059E,C08526_059M,C08526_060E,C08526_060M,C08526_061E,C08526_061M,C08526_062E,C08526_062M,C08526_063E,C08526_063M,C08526_064E,C08526_064M,C08526_065E,C08526_065M,C08526_066E,C08526_066M,C08526_067E,C08526_067M,C08526_068E,C08526_068M,C08526_069E,C08526_069M,C08526_070E,C08526_070M,C08526_071E,C08526_071M,C08526_072E,C08526_072M,C08526_073E,C08526_073M,C08526_074E,C08526_074M,C08526_075E,C08526_075M,C08526_076E,C08526_076M,C08526_077E,C08526_077M,C08526_078E,C08526_078M,C08526_079E,C08526_079M,C08526_080E,C08526_080M,C08526_081E,C08526_081M,C08526_082E,C08526_082M,C08526_083E,C08526_083M,C08526_084E,C08526_084M,GEO_ID,C08526_001E,C08526_001M,C08526_002E,C08526_002M,C08526_003E,C08526_003M,C08526_004E,C08526_004M,C08526_005E,C08526_005M,C08526_006E,C08526_006M,C08526_007E,C08526_007M,C08526_008E,C08526_008M,C08526_009E,C08526_009M,C08526_010E,C08526_010M,C08526_011E,C08526_011M,C08526_012E,C08526_012M,C08526_013E,C08526_013M,C08526_014E,C08526_014M,C08526_015E,C08526_015M,C08526_016E,C08526_016M,C08526_017E,C08526_017M,C08526_018E,C08526_018M,C08526_019E,C08526_019M,C08526_020E,C08526_020M,C08526_021E,C08526_021M,C08526_022MA,C08526_022EA,C08526_023MA,C08526_023EA,C08526_024MA,C08526_024EA,C08526_025MA,C08526_025EA,C08526_026MA,C08526_026EA,C08526_027MA,C08526_027EA,C08526_028MA,C08526_028EA,C08526_029EA,C08526_029MA,C08526_030MA,C08526_030EA,C08526_031MA,C08526_031EA,C08526_032MA,C08526_032EA,C08526_033MA,C08526_033EA,C08526_034EA,C08526_034MA,C08526_035MA,C08526_035EA,C08526_036MA,C08526_036EA,C08526_037MA,C08526_037EA,C08526_038MA,C08526_038EA,C08526_039EA,C08526_039MA,C08526_040EA,C08526_040MA,C08526_041MA,C08526_041EA,C08526_042MA,C08526_042EA,C08526_043MA,C08526_043EA,C08526_044EA,C08526_044MA,C08526_045EA,C08526_045MA,C08526_046MA,C08526_046EA,C08526_047MA,C08526_047EA,C08526_048EA,C08526_048MA,C08526_049MA,C08526_049EA,C08526_050MA,C08526_050EA,C08526_051EA,C08526_051MA,C08526_052EA,C08526_052MA,C08526_053EA,C08526_053MA,C08526_054MA,C08526_054EA,C08526_055MA,C08526_055EA,C08526_056MA,C08526_056EA,C08526_057EA,C08526_057MA,C08526_058EA,C08526_058MA,C08526_059MA,C08526_059EA,C08526_060MA,C08526_060EA,C08526_061MA,C08526_061EA,C08526_062EA,C08526_062MA,C08526_063EA,C08526_063MA,C08526_064MA,C08526_064EA,C08526_065MA,C08526_065EA,C08526_066MA,C08526_066EA,C08526_067MA,C08526_067EA,C08526_068EA,C08526_068MA,C08526_069MA,C08526_069EA,C08526_070MA,C08526_070EA,C08526_071MA,C08526_071EA,C08526_072MA,C08526_072EA,C08526_073EA,C08526_073MA,C08526_074MA,C08526_074EA,C08526_075MA,C08526_075EA,C08526_076MA,C08526_076EA,C08526_077MA,C08526_077EA,C08526_078MA,C08526_078EA,C08526_079MA,C08526_079EA,C08526_080MA,C08526_080EA,C08526_081MA,C08526_081EA,C08526_082MA,C08526_082EA,C08526_083MA,C08526_083EA,C08526_084EA,C08526_084MA,NAME,C08526_001MA,C08526_001EA,C08526_002EA,C08526_002MA,C08526_003EA,C08526_003MA,C08526_004MA,C08526_004EA,C08526_005MA,C08526_005EA,C08526_006MA,C08526_006EA,C08526_007EA,C08526_007MA,C08526_008EA,C08526_008MA,C08526_009MA,C08526_009EA,C08526_010MA,C08526_010EA,C08526_011MA,C08526_011EA,C08526_012MA,C08526_012EA,C08526_013EA,C08526_013MA,C08526_014MA,C08526_014EA,C08526_015MA,C08526_015EA,C08526_016MA,C08526_016EA,C08526_017MA,C08526_017EA,C08526_018EA,C08526_018MA,C08526_019MA,C08526_019EA,C08526_020MA,C08526_020EA,C08526_021MA,C08526_021EA,state
94930,5011,128891,5763,314008,9141,116275,6563,63553,3375,63785,3709,1878,753,193875,8914,12174,2758,16288,2393,26132,3048,5391,1415,22543,2915,6908,1571,10453,1623,21783,2608,36600,3112,20106,2763,7428,1468,8069,1636,0,189,91974,5334,914,460,1572,587,3939,1037,978,498,11295,1885,3289,1135,9025,1801,13105,2081,22031,2659,17928,2539,3982,993,3916,901,0,189,134846,5199,4230,1046,3992,1019,9753,1684,1748,611,19032,2731,5231,1159,8449,1602,16658,2060,33331,2589,22777,3312,4910,1191,4706,888,29,76,116484,6214,7010,2107,5644,1536,7982,1406,3303,957,7117,1377,1591,711,15442,2191,32206,3375,18268,1822,7179,1373,7897,1736,2732,735,113,101,0400000US41,1888562,14550,62601,4715,109328,5761,216734,7334,54606,3765,229578,7587,83272,5274,138299,6814,212643,8010,424238,9082,184265,7535,87770,4344,83208,4193,2020,760,1351383,16272,38273,3335,81832,4668,168928,6541,43186,3199,169591,6306,66253,4125,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
348202,9014,416475,9444,1178535,13834,346034,9072,200271,6288,180566,6558,2801,798,502487,10665,10862,1748,44136,3079,66853,4540,12606,1880,58760,4422,24400,2635,28129,2915,51749,3702,108909,4444,53644,3952,22720,2099,19245,1995,474,320,345301,9979,923,393,7758,1512,17350,2193,4648,1263,38241,3872,14781,1983,37663,2810,49307,3202,98457,5551,44263,4024,11796,1811,20028,2533,86,128,311256,8601,7035,1298,8197,1431,24361,2369,3637,929,40307,3149,13198,1833,17001,2114,30252,2861,86154,4371,54182,4096,19552,1931,7227,1116,153,162,252050,7598,12247,1855,10417,1706,22001,2363,8643,1291,17615,1832,5347,1047,33264,2310,64907,3965,41841,2961,13026,2061,17534,1959,5208,1128,0,189,0400000US42,5911288,22804,89058,4500,328385,10059,717239,12580,166637,6497,679256,12136,321058,9466,464259,10999,612690,12534,1513896,17274,511149,12441,271873,6825,232274,7895,3514,871,4500194,22600,57991,3225,257877,8091,586674,11147,137103,5910,524333,9957,263332,8171,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
36913,3387,35580,3319,106769,4563,35950,3595,16937,2206,19664,2564,1164,437,45177,4496,195,222,3809,1029,5700,1164,1371,621,5781,1716,1533,774,2220,761,3447,1052,12944,2638,4204,1241,2509,822,1300,545,164,189,11419,2154,0,189,192,189,875,572,0,189,2223,1030,144,146,620,361,696,350,2491,968,3554,1687,288,274,336,342,0,189,25205,2773,538,708,432,246,1151,619,471,368,2865,712,965,462,880,457,1457,590,8426,1681,5638,1288,1607,962,443,244,332,273,16928,2204,105,180,630,395,1517,761,484,319,1157,464,297,233,2187,748,4375,978,3982,1214,1036,437,432,286,185,207,541,310,0400000US44,484342,7695,1760,950,24576,2308,52176,3668,12686,2161,56974,4265,16899,1668,42820,3692,45555,3647,134612,5347,50382,4140,21773,2762,21928,2651,2201,582,385613,6982,922,563,19513,1900,42933,3138,10360,1858,44948,3903,13960,1610,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
133211,6506,164039,6929,388522,10430,162434,8794,87248,4729,83384,4338,13582,2175,198772,8218,2976,879,23271,2781,29355,3504,3869,983,20682,2498,7963,1617,8700,1688,16627,2652,35645,3101,31055,3861,10366,1974,6645,1412,1618,774,10654,1718,418,460,434,373,1035,481,288,290,1972,842,260,206,459,321,886,486,2514,800,1808,674,306,218,274,285,0,189,73303,4894,960,539,2987,1076,7041,1486,580,419,9501,1838,2281,741,3118,999,5512,1165,12209,1934,13648,2063,3945,1113,888,386,10633,1272,80706,4303,989,504,4759,1126,4919,1060,3341,988,5693,1220,2207,779,13014,2059,22768,2480,12287,1791,4230,1058,4457,942,885,322,1157,566,0400000US45,2112333,18257,21625,2748,135915,5891,296199,10564,53058,4116,253408,9088,94054,5681,158502,7106,209832,8097,451177,11063,213175,9618,106322,4850,92076,4343,26990,2563,1748898,20301,16282,2187,104464,5762,253849,9997,44980,3943,215560,7905,81343,5205,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
32671,2567,22081,2351,84177,4124,31781,2329,15837,1617,16075,1867,2167,611,35965,2702,1513,530,4141,844,4787,1146,811,375,2794,714,573,312,2948,856,2698,688,9487,1449,3710,976,1014,393,1321,480,168,139,3355,1141,0,189,45,55,227,218,0,189,417,298,0,189,149,242,182,282,1778,879,475,377,72,110,10,18,0,189,19450,2195,1754,444,463,236,1496,577,500,266,1455,493,1000,412,801,802,588,323,6012,1210,3936,1009,655,283,698,358,92,116,24970,2293,9073,1166,1160,497,1328,477,445,305,1000,395,825,369,1523,425,3064,774,3459,771,1001,657,1359,483,733,431,0,189,0400000US46,435764,6340,27497,1883,32071,2580,46134,3072,13090,1314,45302,2947,18948,1599,38092,2662,28613,2787,104913,4216,40903,2585,18937,1692,18837,1827,2427,623,352024,6258,15157,1511,26262,2335,38296,2574,11334,1375,39636,2938,16550,1560,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
191244,7156,233954,8172,580563,10443,221216,8323,125736,6884,104248,5753,6945,1393,268957,11226,2617,1071,27182,3229,32103,3267,6441,1565,31520,3868,18266,1731,14368,2301,26439,3219,53729,3548,33644,3879,14137,2093,7745,1375,766,488,23973,2829,34,60,1373,750,920,467,360,330,3987,1091,980,384,639,476,2555,802,4302,1344,6798,1683,1662,929,363,234,0,189,72010,5311,1261,534,5364,1390,4995,1188,1474,745,8498,1596,5649,1261,4083,1135,8771,1681,12562,1769,13330,2330,3963,994,2009,834,51,86,111397,5794,3988,1014,5340,1436,8746,1587,3760,991,8804,1606,4794,1357,17631,2220,25588,2260,15268,1615,7248,1535,7654,1299,2492,1145,84,157,0400000US47,3002764,19872,27309,2602,177379,7717,393384,10187,83082,5097,367183,11270,202640,7934,227965,7962,297307,8729,666424,10458,282236,8775,153152,7560,116857,5901,7846,1551,2526427,23212,19409,1913,138120,6237,346620,9319,71047,4352,314374,10387,172951,7666,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
858209,16174,1082373,20012,2190896,23550,861245,18078,511607,13035,445633,11441,67515,4194,1278449,25294,46066,4067,184382,11141,107329,6963,30510,3776,149630,7640,51327,4597,67738,5044,127573,7162,250228,9178,150593,8452,67908,4764,38464,4111,6701,1669,187955,7360,4529,1294,9677,1828,10147,2097,4502,1217,23236,3268,11032,2021,12799,2006,27146,2673,36618,3116,33395,3289,7567,1682,6974,1494,333,242,390572,11608,12437,2172,29752,3673,21653,2545,7800,1889,44928,3809,24327,2702,27039,3093,44638,3908,71464,4181,63560,5030,20312,2447,9385,1795,13277,2078,548949,12907,18036,2170,35801,4262,33631,2810,21582,2580,40264,4319,25633,3631,81090,4237,140201,6757,75995,5217,25237,2741,35184,3937,9750,1749,6545,1395,0400000US48,12559656,35659,426443,10138,1012722,22109,1082985,18134,383339,12964,1462586,19993,716389,14876,1046875,17190,1421931,23805,2625201,25629,1134030,20610,642578,13854,510206,12511,94371,4366,10153731,41239,345375,8688,753110,19500,910225,16576,318945,11042,1204528,18198,604070,13627,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
94154,5230,114798,5669,220541,6350,86089,5518,48331,3880,58310,3925,2214,625,156168,7326,4962,1605,16289,2876,20239,2872,5078,1261,16881,2130,4840,1004,10129,1753,18065,2612,27829,2845,19300,2548,5486,1364,6844,1547,226,202,36550,3716,304,266,787,445,1994,710,331,274,2735,832,1170,686,4353,1379,5654,1481,10239,1804,6198,1637,1461,517,1289,433,35,59,64710,4599,811,401,2341,705,4597,1645,747,477,8671,1543,2030,576,4291,988,6915,1247,15956,1796,12378,2120,3284,984,2508,684,181,167,77377,4490,2052,610,3199,953,6497,1262,2274,805,7319,1557,2745,733,11181,1633,19571,2500,12967,1837,3093,844,3862,865,2400,857,217,156,0400000US49,1393568,12637,26893,2756,92813,5718,159341,5357,40187,3569,172908,6357,61077,4007,124108,6076,165003,6644,287532,7485,127058,6692,62424,4480,71351,4429,2873,713,1058763,12415,18764,2415,70197,4444,126014,4931,31757,3183,137302,5969,50292,3804,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
17486,1574,18363,1635,70970,3091,21853,2212,9356,1281,13759,1401,80,76,27115,2412,674,363,2223,631,4612,1109,518,346,3231,857,558,275,1609,536,2602,699,6126,1096,2665,730,1249,378,900,319,148,155,3788,775,0,189,0,189,508,299,0,189,546,304,62,63,181,183,413,268,783,344,744,365,61,88,467,276,23,39,24200,2225,1473,658,763,368,1927,701,163,138,3193,964,292,191,1104,402,2010,593,6825,1069,4458,949,1544,558,446,233,2,189,19568,1772,1209,397,1074,404,1379,446,691,320,1036,383,228,182,2413,680,4024,717,4520,808,1266,473,1202,481,523,253,3,189,0400000US50,319961,4755,7775,1139,21990,1878,35101,2454,7250,1057,36833,2986,10834,1491,22793,1858,27412,2174,89224,3644,30986,2460,13412,1465,16095,1517,256,172,245290,4807,4419,766,17930,1745,26675,1986,5878,1019,28827,2432,9694,1411,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
271835,8570,426153,10513,707438,11558,256226,9941,157004,5713,244074,7957,85091,5535,353555,12529,2864,744,45043,4148,25329,3350,7502,1886,40110,3536,12816,2198,18240,2287,50432,4375,68377,4756,37910,4151,19243,2347,19115,1937,6574,1542,129257,6426,245,209,4795,1433,3333,1076,842,492,14652,2303,3568,1108,8631,1382,26120,2465,21312,2613,18771,2815,7375,1632,14118,1913,5495,1133,163978,7853,4062,1592,9750,2172,7695,1554,1998,896,15596,2097,4540,1172,9126,1522,19724,2143,31637,2692,29257,3353,9692,1564,7243,1506,13658,2239,190819,7001,3137,803,11035,1604,9999,1545,4396,1036,11814,1837,3462,997,27314,2688,57101,3668,30314,2586,8751,1664,14127,2705,7732,1346,1637,791,0400000US51,4005675,20484,41269,3633,259669,8922,289815,8975,79468,5161,432344,10549,166263,7224,335146,8936,579530,12317,859078,12328,350915,11817,207441,7309,292282,8851,112455,4972,3168066,21316,30961,2894,189046,7232,243459,8966,64730,4227,350172,9247,141877,5868,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
175982,6867,251897,7984,525786,10453,211605,7012,112060,5744,126668,5819,32440,2189,326122,11198,18039,3571,31485,3399,36726,3147,7392,1661,31428,3320,14343,2367,18163,2097,40801,3938,62280,4659,33128,3739,13864,1927,15823,2392,2650,899,206777,7288,1062,679,4247,1108,12342,1789,3005,1000,25239,2759,7578,1471,20068,2717,45421,3707,43126,3126,25343,2999,5426,1035,13081,1848,839,424,193505,7563,6016,1663,5779,1280,12800,1750,3428,969,27418,3392,8178,1536,13485,1950,26707,2778,39901,3015,26309,3058,10577,2168,5831,933,7076,1146,190433,8659,5899,1579,8353,1461,11334,1395,7783,1574,14451,2191,5329,1362,25255,2626,49656,3805,30756,2844,8501,1624,12983,1820,8177,1547,1956,774,0400000US53,3322759,19821,85778,6130,209097,6412,335383,9672,94391,5011,386161,10624,168328,7021,252953,8004,414482,10452,701849,10815,304886,9456,154910,7079,169580,6834,44961,2650,2405922,19059,54762,4090,159233,5793,262181,8708,72783,5009,287625,9525,132900,6000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
32459,2908,42739,3012,179322,5687,50452,3777,24360,2302,40406,3211,748,383,60295,3777,3115,770,5995,1223,4942,1174,975,531,6907,1683,1855,836,3150,811,4781,1118,15108,1789,8023,1583,1840,719,3570,809,34,58,6419,1393,0,189,76,140,119,103,0,189,1030,499,63,78,105,95,525,294,2535,984,1153,505,456,280,357,265,0,189,30870,2994,1118,545,1033,515,1306,705,531,368,3533,997,1557,531,1120,512,1852,846,9107,1514,7353,1491,997,402,1333,610,30,42,23448,2299,731,387,1534,681,1690,592,218,207,1786,678,569,365,2588,852,5504,1359,5180,995,932,497,1530,535,1151,494,35,59,0400000US54,705487,9511,30129,2617,40495,3569,52893,3144,14541,2186,84642,5130,31952,3013,39422,2998,55401,3600,211252,5944,67913,4452,29183,2363,46817,3400,847,391,584455,8762,25165,2123,31857,3134,44836,2762,12817,1985,71386,4754,27908,2716,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
179818,5750,177649,5400,531221,9905,188055,5729,92601,3546,82787,3889,1677,546,227738,6717,5490,948,19657,2041,47334,3438,4495,894,22510,3109,7415,1473,11830,1383,19649,2131,50251,3095,25207,2870,7832,1180,6016,911,52,63,54669,3303,472,272,861,513,4416,878,179,172,6530,1498,1174,401,3205,796,6128,1239,18181,2047,9810,1591,1905,723,1808,580,0,189,142458,5409,7281,942,3902,787,15202,1977,1764,691,15056,1968,6917,1226,7025,1314,9994,1271,37858,2599,26656,2227,6905,1242,3812,828,86,22,119009,4725,14880,1287,5106,1141,10625,1269,3860,777,8091,1200,2714,719,14889,1631,22700,2269,21584,2004,6070,1177,6874,1087,1611,497,5,10,0400000US55,2867776,12108,68659,2714,160677,4992,526946,10190,75920,3792,327577,7577,126246,5155,216767,6214,236120,6459,659095,9979,255798,6214,116117,4426,96034,4216,1820,552,2323902,13884,40536,1947,131151,4464,449369,8651,65622,3525,275390,6838,108026,4618,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
12499,1992,14388,1983,49394,3579,24374,2909,10251,1820,16030,1935,1946,696,31149,2509,4721,1004,4778,1114,1228,507,189,159,2283,734,1092,451,1754,860,1267,523,6480,1425,3942,1171,1333,667,1633,689,449,400,5945,1470,2423,809,53,89,536,363,86,157,351,322,0,189,151,183,0,189,1165,673,959,721,72,119,149,161,0,189,19273,2745,3300,1211,1103,576,367,243,304,405,1467,573,1270,830,373,239,1165,684,4282,1206,3480,1132,984,540,1156,795,22,35,12136,2070,2535,883,1100,773,279,196,263,244,405,372,324,295,496,338,2209,767,2635,792,808,500,886,472,196,164,0,189,0400000US56,297812,5401,37262,3456,24362,2419,11965,1823,5619,1161,34741,3532,16935,2298,15273,2367,19029,2373,63956,3989,33563,3458,13526,2173,19164,2428,2417,835,229309,5476,24283,2715,17328,2031,9555,1782,4777,1020,30235,3446,14249,1939,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
