GEO_ID,B17020G_001E,B17020G_001M,B17020G_002E,B17020G_002M,B17020G_003E,B17020G_003M,B17020G_004E,B17020G_004M,B17020G_005E,B17020G_005M,B17020G_006E,B17020G_006M,B17020G_007E,B17020G_007M,B17020G_008E,B17020G_008M,B17020G_009E,B17020G_009M,B17020G_010E,B17020G_010M,B17020G_011E,B17020G_011M,B17020G_012E,B17020G_012M,B17020G_013E,B17020G_013M,B17020G_014E,B17020G_014M,B17020G_015E,B17020G_015M,B17020G_016E,B17020G_016M,B17020G_017E,B17020G_017M,NAME,B17020G_001EA,B17020G_001MA,B17020G_002EA,B17020G_002MA,B17020G_003MA,B17020G_003EA,B17020G_004EA,B17020G_004MA,B17020G_005EA,B17020G_005MA,B17020G_006EA,B17020G_006MA,B17020G_007EA,B17020G_007MA,B17020G_008MA,B17020G_008EA,B17020G_009EA,B17020G_009MA,B17020G_010EA,B17020G_010MA,B17020G_011EA,B17020G_011MA,B17020G_012EA,B17020G_012MA,B17020G_013MA,B17020G_013EA,B17020G_014MA,B17020G_014EA,B17020G_015EA,B17020G_015MA,B17020G_016EA,B17020G_016MA,B17020G_017EA,B17020G_017MA,state
0400000US13,227517,14462,48380,7593,9345,2369,11334,2902,8003,2583,18075,3265,1381,539,154,154,88,96,179137,11194,32423,4264,31071,3824,19954,3012,83282,7385,9727,1703,1991,743,689,395,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,343367,11523,41686,6541,8764,2576,6811,2243,3946,1346,18875,2769,2358,721,570,368,362,534,301681,10656,38964,2802,38699,2876,35478,2967,155251,7158,25223,2217,5811,1046,2255,658,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,46789,3937,9694,2156,2884,1381,1112,555,826,470,4176,1362,646,354,14,25,36,65,37095,3512,6584,1475,6623,1310,5445,1241,15133,2047,2625,1043,685,473,0,193,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,286452,10834,52160,5746,10747,2256,10741,2021,7645,1628,21091,2742,1536,546,360,354,40,68,234292,9596,40681,3608,40983,3152,34765,2983,102558,5883,11067,1449,3290,895,948,442,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,148891,9015,38902,4837,10881,2127,9966,1933,6302,1680,10176,1471,1250,514,285,226,42,80,109989,7503,20327,2594,17640,2613,16060,2187,46613,5187,6970,1382,1938,566,441,296,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,56341,4466,9829,2212,2789,924,1432,679,982,495,4365,1249,241,170,0,155,20,45,46512,4463,8928,1628,9401,1760,7701,1528,17909,2660,1834,657,626,296,113,125,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,88933,6002,23179,3772,6478,1728,4351,1312,3591,968,8192,1737,293,186,274,239,0,168,65754,4872,12607,2176,11479,1491,9174,1845,27003,2784,4148,928,953,403,390,214,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,89858,5819,27676,4136,7384,1970,6819,1624,3955,1075,8529,1883,794,460,195,184,0,187,62182,4828,12279,2341,9713,1936,8808,1790,26960,2782,3265,901,906,408,251,220,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,94547,7277,22220,4343,6171,1930,6314,1931,2606,1197,5688,1404,924,582,415,332,102,150,72327,7008,11893,2433,12540,2070,9459,1798,33342,4315,3574,951,1138,429,381,243,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,28734,2494,6328,1457,1295,633,1390,674,401,252,2834,714,397,287,11,16,0,163,22406,2485,3043,732,2688,835,3178,1117,10016,1653,2679,732,735,445,67,75,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,182247,9984,19486,3456,4084,1328,3222,1071,2125,813,8311,1800,1016,623,524,365,204,200,162761,9699,32534,3502,25521,3132,23056,3285,71441,4867,8025,1302,1424,500,760,508,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,188745,9999,35150,5815,6849,1667,6636,1665,4260,1439,15367,2949,1526,738,456,419,56,97,153595,9525,23017,2459,24347,2805,20028,2852,74647,6309,8709,1423,2225,750,622,359,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,262973,10611,69329,6232,15644,2033,12381,2193,11141,2012,27162,3178,2628,877,326,260,47,63,193644,9317,30051,3055,29747,2782,30302,2978,85585,5185,13589,1721,3061,758,1309,418,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,149632,6607,22878,2937,4965,1059,3585,847,3251,805,10516,1771,424,285,113,155,24,34,126754,6478,23372,2709,21569,2198,18687,2132,56740,4126,4202,1024,1688,576,496,284,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,35239,4155,10886,2234,3100,1275,1760,813,1777,974,3491,1017,743,435,0,207,15,29,24353,3562,4717,1347,4483,1488,3133,1011,9541,2001,1755,637,679,373,45,51,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,143301,8500,31922,4460,6467,1508,6588,1667,4689,1510,12328,2009,1680,741,107,96,63,52,111379,7451,19885,2603,17373,2482,17301,2546,46471,4585,8141,1147,2036,697,172,133,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,25873,3017,6689,1851,1848,893,1307,692,307,184,2720,797,409,296,98,156,0,165,19184,2695,3362,949,2751,832,1956,685,8465,1298,1870,505,756,381,24,41,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,42034,3762,10179,2042,2221,848,1997,843,1677,855,3697,865,587,419,0,155,0,155,31855,3177,6412,1126,7133,1390,5266,1085,11197,1754,1442,626,369,295,36,61,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,140771,8233,25242,3649,5490,1572,3731,1191,3723,1070,10313,1663,1749,734,169,128,67,102,115529,7351,18958,2424,17604,2269,16330,2074,54055,3991,7148,1340,1211,437,223,223,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20098,2316,2648,1001,548,330,403,277,528,504,925,574,191,240,53,112,0,184,17450,2247,2514,1010,2678,741,2258,783,8785,1416,861,307,254,227,100,97,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,239219,11211,42451,6544,10233,2334,6992,1976,5551,1540,16607,2965,1877,643,977,475,214,182,196768,9609,37984,3672,29669,3408,23116,2909,90195,5772,12411,1804,2526,645,867,428,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,69351,6123,14104,2388,2876,1134,1219,439,1833,938,6834,1345,1039,567,26,46,277,427,55247,5996,8442,2253,8357,1823,7735,1852,25094,3457,3939,825,1180,557,500,333,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,562862,23107,118451,11646,21819,2990,20220,3414,16702,2859,51518,5305,6160,1295,1455,460,577,291,444411,20145,72356,5064,55587,4274,49386,5212,232477,12287,25986,2938,6899,1356,1720,545,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,231745,10837,52048,5314,14154,2393,10157,2174,6991,1726,19290,2608,1146,549,278,240,32,59,179697,9964,34250,4020,27515,3077,26164,3082,79971,5464,9263,1513,1671,606,863,395,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,18512,2521,3445,1254,1181,647,767,456,113,160,1354,556,30,45,0,151,0,151,15067,2124,1815,677,1705,647,1783,684,9107,1466,569,291,88,98,0,151,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,295396,12968,83299,7283,21856,2950,18432,2698,10677,1807,29796,3554,2354,726,184,174,0,187,212097,9948,36181,3495,33896,3522,34674,3671,93897,5432,11097,1470,1747,619,605,342,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,299133,8896,63305,4884,13497,1470,13592,2442,7508,1316,25279,2194,2676,776,387,201,366,224,235828,8167,31887,2735,33404,2234,32903,2215,112450,4855,19322,1467,4861,668,1001,273,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,176966,9163,35112,4933,4885,1111,4742,1582,4107,1052,18712,2900,2273,901,197,202,196,191,141854,8724,20817,2235,21781,2630,15833,2294,70558,5056,10192,1255,2193,726,480,310,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,294384,11501,68437,6312,17209,2425,14004,2198,9833,1979,24886,2661,2258,707,210,147,37,50,225947,10864,42385,3531,37235,3823,30530,3513,100169,6049,12460,2057,2324,685,844,367,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,34967,4679,8575,2636,1853,823,1509,748,1230,708,3344,1418,591,401,48,66,0,206,26392,3927,3592,1125,4230,1230,4657,1084,12176,2312,1451,719,203,170,83,131,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,97605,6642,24557,3972,6763,1610,6270,1775,2857,1146,7506,1540,895,387,223,215,43,69,73048,6649,13698,2237,13327,2752,7855,1714,33261,3421,4024,1057,682,331,201,180,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,24459,2715,3265,1244,717,505,454,376,356,324,1556,681,166,207,16,27,0,151,21194,2492,4224,1406,3078,929,3505,1137,9447,1526,834,483,94,84,12,21,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,137694,9085,33667,5786,6186,1685,6916,2527,6122,1707,12542,2483,1217,442,565,370,119,152,104027,7201,18901,2981,16154,2547,12535,1940,46045,3819,8028,1355,1519,549,845,485,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,674788,21491,109907,9337,20612,2674,18695,3029,14767,2780,45803,5331,8176,1585,1431,573,423,298,564881,19080,95350,6821,93198,5936,78218,5323,257303,9787,32506,2575,6248,1169,2058,617,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,84274,6921,13264,2852,2510,1037,1969,942,1901,755,6591,1557,175,190,27,48,91,139,71010,6149,14477,2042,12517,2114,12242,1921,28852,3298,2275,651,553,311,94,102,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,10668,1306,2214,773,174,151,40,49,521,441,1065,506,269,279,26,30,119,159,8454,1250,1149,514,736,285,1528,556,3828,647,732,313,481,356,0,149,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,286953,11134,34934,3967,5422,1278,6411,1512,5449,1406,14902,2386,1947,819,614,512,189,273,252019,10726,47845,3459,39512,3218,33682,3265,116683,6991,11244,1642,2285,683,768,413,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,386107,12738,56459,5665,9390,1932,8037,1884,7781,1753,28267,2888,2333,925,300,225,351,283,329648,11563,53042,4073,54444,3824,47166,4075,152661,8079,18097,1591,3089,733,1149,706,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,28285,3220,7245,1969,1410,672,1396,840,806,343,3294,1286,150,159,189,195,0,189,21040,2979,2438,760,3098,821,4325,1408,8888,1573,1911,552,296,270,84,152,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,126632,7908,29199,3707,7694,1820,6321,1541,3628,987,10688,1981,602,301,266,312,0,145,97433,6792,19867,2715,18699,2395,15433,2190,38048,3135,4062,660,1208,516,116,115,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,15978,2138,2532,1537,1657,1476,147,214,60,60,598,378,24,30,27,43,19,38,13446,2283,2647,902,2805,870,1161,549,5920,1485,682,417,231,192,0,192,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,163494,11876,73632,7337,5763,1420,9810,1926,8732,1755,38474,4323,7091,1481,2979,954,783,450,89862,8925,3850,1050,6060,1326,7111,1641,55520,6406,11583,1759,4526,1291,1212,709,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
