B27018_089E,B27018_089M,B27018_090E,B27018_090M,B27018_091E,B27018_091M,GEO_ID,B27018_001E,B27018_001M,B27018_002E,B27018_002M,B27018_003E,B27018_003M,B27018_004E,B27018_004M,B27018_005E,B27018_005M,B27018_006E,B27018_006M,B27018_007E,B27018_007M,B27018_008E,B27018_008M,B27018_009E,B27018_009M,B27018_010E,B27018_010M,B27018_011E,B27018_011M,B27018_012E,B27018_012M,B27018_013E,B27018_013M,B27018_014E,B27018_014M,B27018_015E,B27018_015M,B27018_016E,B27018_016M,B27018_017E,B27018_017M,B27018_018E,B27018_018M,B27018_019E,B27018_019M,B27018_020E,B27018_020M,B27018_021E,B27018_021M,B27018_022E,B27018_022M,B27018_023E,B27018_023M,B27018_024E,B27018_024M,B27018_025E,B27018_025M,B27018_026E,B27018_026M,B27018_027E,B27018_027M,B27018_028E,B27018_028M,B27018_029E,B27018_029M,B27018_030E,B27018_030M,B27018_031E,B27018_031M,B27018_032E,B27018_032M,B27018_033E,B27018_033M,B27018_034E,B27018_034M,B27018_035E,B27018_035M,B27018_036E,B27018_036M,B27018_037E,B27018_037M,B27018_038E,B27018_038M,B27018_039E,B27018_039M,B27018_040E,B27018_040M,B27018_041E,B27018_041M,B27018_042E,B27018_042M,B27018_043E,B27018_043M,B27018_044E,B27018_044M,B27018_045E,B27018_045M,B27018_046E,B27018_046M,B27018_047E,B27018_047M,B27018_048E,B27018_048M,B27018_049E,B27018_049M,B27018_050E,B27018_050M,B27018_051E,B27018_051M,B27018_052E,B27018_052M,B27018_053E,B27018_053M,B27018_054E,B27018_054M,B27018_055E,B27018_055M,B27018_056E,B27018_056M,B27018_057E,B27018_057M,B27018_058E,B27018_058M,B27018_059E,B27018_059M,B27018_060E,B27018_060M,B27018_061E,B27018_061M,B27018_062E,B27018_062M,B27018_063E,B27018_063M,B27018_064E,B27018_064M,B27018_065E,B27018_065M,B27018_066E,B27018_066M,B27018_067E,B27018_067M,B27018_068E,B27018_068M,B27018_069E,B27018_069M,B27018_070E,B27018_070M,B27018_071E,B27018_071M,B27018_072E,B27018_072M,B27018_073E,B27018_073M,B27018_074E,B27018_074M,B27018_075E,B27018_075M,B27018_076E,B27018_076M,B27018_077E,B27018_077M,B27018_078E,B27018_078M,B27018_079E,B27018_079M,B27018_080E,B27018_080M,B27018_081E,B27018_081M,B27018_082E,B27018_082M,B27018_083E,B27018_083M,B27018_084E,B27018_084M,B27018_085E,B27018_085M,B27018_086E,B27018_086M,B27018_087E,B27018_087M,B27018_088E,B27018_088M,B27018_089MA,B27018_089EA,B27018_090MA,B27018_090EA,B27018_091EA,B27018_091MA,NAME,B27018_001EA,B27018_001MA,B27018_002EA,B27018_002MA,B27018_003MA,B27018_003EA,B27018_004MA,B27018_004EA,B27018_005EA,B27018_005MA,B27018_006MA,B27018_006EA,B27018_007MA,B27018_007EA,B27018_008MA,B27018_008EA,B27018_009MA,B27018_009EA,B27018_010EA,B27018_010MA,B27018_011EA,B27018_011MA,B27018_012MA,B27018_012EA,B27018_013MA,B27018_013EA,B27018_014MA,B27018_014EA,B27018_015EA,B27018_015MA,B27018_016MA,B27018_016EA,B27018_017MA,B27018_017EA,B27018_018MA,B27018_018EA,B27018_019MA,B27018_019EA,B27018_020MA,B27018_020EA,B27018_021EA,B27018_021MA,B27018_022EA,B27018_022MA,B27018_023MA,B27018_023EA,B27018_024MA,B27018_024EA,B27018_025MA,B27018_025EA,B27018_026EA,B27018_026MA,B27018_027MA,B27018_027EA,B27018_028MA,B27018_028EA,B27018_029MA,B27018_029EA,B27018_030MA,B27018_030EA,B27018_031EA,B27018_031MA,B27018_032EA,B27018_032MA,B27018_033EA,B27018_033MA,B27018_034MA,B27018_034EA,B27018_035MA,B27018_035EA,B27018_036EA,B27018_036MA,B27018_037EA,B27018_037MA,B27018_038MA,B27018_038EA,B27018_039MA,B27018_039EA,B27018_040MA,B27018_040EA,B27018_041EA,B27018_041MA,B27018_042EA,B27018_042MA,B27018_043EA,B27018_043MA,B27018_044EA,B27018_044MA,B27018_045MA,B27018_045EA,B27018_046EA,B27018_046MA,B27018_047EA,B27018_047MA,B27018_048EA,B27018_048MA,B27018_049MA,B27018_049EA,B27018_050MA,B27018_050EA,B27018_051EA,B27018_051MA,B27018_052EA,B27018_052MA,B27018_053MA,B27018_053EA,B27018_054EA,B27018_054MA,B27018_055EA,B27018_055MA,B27018_056MA,B27018_056EA,B27018_057MA,B27018_057EA,B27018_058MA,B27018_058EA,B27018_059EA,B27018_059MA,B27018_060EA,B27018_060MA,B27018_061MA,B27018_061EA,B27018_062MA,B27018_062EA,B27018_063MA,B27018_063EA,B27018_064MA,B27018_064EA,B27018_065EA,B27018_065MA,B27018_066EA,B27018_066MA,B27018_067MA,B27018_067EA,B27018_068MA,B27018_068EA,B27018_069MA,B27018_069EA,B27018_070EA,B27018_070MA,B27018_071MA,B27018_071EA,B27018_072MA,B27018_072EA,B27018_073MA,B27018_073EA,B27018_074MA,B27018_074EA,B27018_075MA,B27018_075EA,B27018_076EA,B27018_076MA,B27018_077EA,B27018_077MA,B27018_078MA,B27018_078EA,B27018_079MA,B27018_079EA,B27018_080MA,B27018_080EA,B27018_081EA,B27018_081MA,B27018_082MA,B27018_082EA,B27018_083MA,B27018_083EA,B27018_084MA,B27018_084EA,B27018_085MA,B27018_085EA,B27018_086EA,B27018_086MA,B27018_087EA,B27018_087MA,B27018_088EA,B27018_088MA,state
38732,2165,37617,2111,1115,457,0400000US38,726772,1350,39134,3652,11142,2148,7335,2015,3807,1066,25824,2566,7496,1159,18328,2218,2168,563,1973,560,195,161,40829,4092,9166,2294,5824,1665,3342,1199,24765,2498,9846,1678,14919,2093,6898,999,6872,1000,26,37,35469,3979,8042,1910,3345,953,4697,1618,18758,2688,6871,1529,11887,2110,8669,1508,8595,1521,74,88,13434,2271,3174,1023,1117,506,2057,864,7847,1705,1788,822,6059,1496,2413,778,2387,779,26,43,54574,5559,14858,2577,4224,1409,10634,1980,30004,3194,4378,1451,25626,2616,9712,1660,9599,1643,113,117,60104,6259,15097,3133,2119,1262,12978,2943,35410,3490,3651,1057,31759,3294,9597,1182,9482,1177,115,159,57432,5955,15271,2541,918,477,14353,2442,32796,3616,1445,593,31351,3453,9365,1418,9240,1398,125,138,111753,6935,30924,3276,1946,806,28978,3075,66910,4001,4335,989,62575,3950,13919,1773,13672,1758,247,185,314043,9752,60844,4075,2236,553,58608,4080,214467,6589,9125,1569,205342,6881,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
595812,10266,566293,9702,29519,2566,0400000US39,11289467,4442,771435,21394,266539,11919,231886,11238,34653,5280,463049,12514,266512,8569,196537,9054,41847,3535,37252,3333,4595,1031,902952,26449,283731,14601,240458,13813,43273,4938,526688,14039,347759,10255,178929,9202,92533,4602,90444,4422,2089,667,765451,23380,226895,11850,163643,10214,63252,5975,412334,13296,224976,9161,187358,8173,126222,5364,124830,5305,1392,429,232796,10860,63198,5587,40155,4786,23043,3575,126910,6734,51673,4353,75237,4496,42688,3025,41712,2970,976,629,1006982,22811,260626,10653,119670,7669,140956,9273,551841,14284,166692,7375,385149,13846,194515,6561,191665,6513,2850,807,1015790,25985,238587,11892,62573,6522,176014,10368,582965,15395,111813,6964,471152,13306,194238,6810,190647,6516,3591,890,941818,29813,214081,13575,34985,4636,179096,11892,542613,16154,75852,6014,466761,14167,185124,7625,180881,7438,4243,919,1666913,33580,345001,12137,36327,4122,308674,11518,1024722,21954,99998,5676,924724,21124,297190,8730,289832,8488,7358,1247,3985330,35398,688005,14688,36073,3792,651932,14527,2701513,22410,134249,6117,2567264,22944,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
197120,4760,189634,4665,7486,1142,0400000US40,3784268,2410,265815,9253,90251,5963,74602,5105,15649,2630,162891,5493,47323,2931,115568,5180,12673,1349,11539,1271,1134,348,344683,12171,118742,6564,96244,6017,22498,2655,191787,7252,69101,3815,122686,5723,34154,2163,33520,2177,634,275,315760,12112,101756,7000,70019,5155,31737,4194,167868,6646,48798,3241,119070,5656,46136,2630,45563,2648,573,244,94888,5616,29216,3221,19643,2458,9573,1884,50345,3193,9497,1297,40848,3060,15327,1655,14903,1661,424,262,388269,13459,113233,6457,56784,5307,56449,5047,219390,8140,37829,3518,181561,6615,55646,2807,54820,2793,826,381,377442,13068,96031,5771,32138,3050,63893,4525,220873,8308,25377,2217,195496,7685,60538,2943,59321,2922,1217,484,327314,14026,86591,5846,19403,2830,67188,5001,190840,8490,19623,2369,171217,7435,49883,3096,48803,3057,1080,495,518150,13596,116739,5980,19763,2400,96976,5696,314917,9323,27502,2516,287415,9029,86494,4016,83998,3943,2496,565,1151947,16835,189548,7199,16580,2130,172968,6829,765279,11968,42798,3002,722481,11377,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
257415,6074,247775,6017,9640,1420,0400000US41,3950277,2536,271974,13307,67669,6221,56480,5804,11189,2479,189976,9193,101425,6275,88551,6237,14329,2145,13360,2068,969,465,334994,17918,102990,8759,92805,8748,10185,2139,198622,10337,123267,8371,75355,6284,33382,2972,33203,2985,179,183,274511,13433,75966,7044,61396,6622,14570,2928,152970,8191,82865,5764,70105,5459,45575,3655,45134,3594,441,383,79361,8282,18899,3271,13699,2791,5200,1711,46390,5685,21770,3276,24620,3574,14072,1952,13927,1953,145,175,394876,17099,97649,7430,58975,5802,38674,4383,229301,10198,73686,5220,155615,8357,67926,4385,66038,4304,1888,860,349877,16153,75448,6784,28278,3867,47170,5297,205239,9973,49145,5138,156094,8137,69190,4416,67535,4471,1655,882,300189,13641,65286,5145,19316,3318,45970,4526,178316,9338,32640,3848,145676,7612,56587,4163,55208,4102,1379,503,531160,18727,108214,7139,16868,2435,91346,6471,330831,12628,44941,4754,285890,11827,92115,4521,90076,4411,2039,686,1413335,23957,230591,9704,16709,2277,213882,9162,925329,16244,69012,5128,856317,15831,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
738632,12693,706336,11882,32296,2525,0400000US42,12382549,4229,725873,22068,228265,11960,194199,11438,34066,4938,448976,14426,214082,9271,234894,10343,48632,3792,45114,3776,3518,740,904122,28226,284528,14396,231433,12829,53095,5907,504514,15388,297173,10881,207341,9849,115080,5675,112045,5540,3035,1057,743772,22393,204403,10819,141402,8965,63001,6159,382765,13582,174566,8154,208199,10055,156604,5997,154317,5913,2287,989,233004,12935,57583,6182,32871,4270,24712,4176,121920,6942,42028,3577,79892,5695,53501,3709,53029,3745,472,300,1034153,23352,250790,9755,124124,8019,126666,7518,550416,15087,144865,8566,405551,12144,232947,6572,230126,6495,2821,703,1081378,24648,234043,10501,81823,5978,152220,8557,616909,16078,105072,6349,511837,14776,230426,6763,226721,6612,3705,941,1018356,24070,220608,9803,52166,4603,168442,9339,594167,16448,78613,5039,515554,14359,203581,6102,199804,6134,3777,1023,1769924,31051,349666,11981,56181,4977,293485,10668,1098035,19860,106525,6334,991510,18292,322223,8273,315188,8103,7035,1240,4871967,44179,815759,15660,58641,4600,757118,14844,3317576,28949,158123,7263,3159453,28164,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
65665,3189,62493,3116,3172,979,0400000US44,1014930,800,58599,5995,15981,3253,12379,3021,3602,1530,37154,3691,20095,2932,17059,2141,5464,1107,5226,1088,238,182,82436,8249,24585,3866,20762,3612,3823,1515,46531,4946,32919,3941,13612,2579,11320,2279,11063,2164,257,355,59745,6390,15006,2679,10504,2433,4502,1361,32626,4166,19865,3164,12761,2509,12113,1682,11839,1698,274,284,17631,3634,4511,1644,2362,1044,2149,1331,9811,2398,5143,1506,4668,1488,3309,872,3309,872,0,206,81975,8155,20008,3228,12179,2716,7829,1949,45831,5243,16876,3154,28955,3875,16136,2178,15848,2169,288,240,77320,7514,16128,2840,5467,1578,10661,2185,46300,4971,11844,2435,34456,3689,14892,2070,14740,2058,152,211,74008,7114,16257,3207,4185,1755,12072,2640,42533,4138,7111,1598,35422,3636,15218,2407,14809,2397,409,333,124856,8968,25100,3519,4017,1116,21083,3300,81052,6058,10964,2044,70088,5565,18704,1999,18069,1935,635,376,438360,14653,71689,5103,4600,1505,67089,4689,301006,10056,21832,3308,279174,9610,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
273516,6728,266218,6775,7298,1230,0400000US45,4736122,3648,344283,14309,113944,8564,96273,7757,17671,4461,211839,9084,78552,5530,133287,7160,18500,2319,17007,2174,1493,663,446230,17056,142235,7834,119682,7526,22553,4048,250481,11503,107404,6403,143077,8400,53514,3785,53145,3790,369,273,367144,19061,102227,8564,78312,7423,23915,4218,203132,11351,70041,5869,133091,9231,61785,3836,60901,3722,884,598,122203,11709,33646,5144,21524,3746,12122,3543,71741,7008,19861,3458,51880,5502,16816,1801,16701,1838,115,113,490615,22488,123923,9975,63743,7017,60180,6244,280781,14576,57733,5160,223048,12100,85911,4433,84913,4353,998,500,448959,18668,99354,7721,36851,5346,62503,5913,269289,12062,42357,4143,226932,11278,80316,4637,78439,4589,1877,847,393702,18967,87646,7468,18285,2919,69361,6629,241104,12278,34688,3941,206416,11090,64952,4394,63530,4261,1422,654,670211,19145,138070,6670,22478,3203,115592,6777,410864,14241,37190,3933,373674,14505,121277,5471,119383,5493,1894,706,1452775,26649,226093,10431,13163,2337,212930,10042,953166,17738,56963,3893,896203,17588,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
49215,2913,47910,2867,1305,450,0400000US46,827878,1278,55221,5349,18756,2708,15521,2343,3235,1498,33380,3540,10233,1730,23147,2859,3085,1198,2925,1179,160,132,58850,5697,18491,3084,13765,2621,4726,1481,32810,3423,12691,2589,20119,1897,7549,1057,7549,1057,0,151,55414,5204,16465,2799,10697,2480,5768,1626,27306,2497,7314,1284,19992,2210,11643,1573,11532,1569,111,115,18805,2898,5833,1578,3365,1310,2468,933,10222,1783,1483,543,8739,1675,2750,808,2750,808,0,151,72507,5587,21367,2738,10283,1960,11084,2136,38458,3353,5145,1037,33313,3150,12682,1578,12496,1557,186,166,80073,6443,22605,3097,5035,1555,17570,2790,44863,3843,4444,1010,40419,3693,12605,1829,12431,1806,174,275,75504,5800,19483,2886,3188,1265,16295,2472,44716,3530,2240,638,42476,3350,11305,1477,11187,1459,118,92,132279,7312,33753,2930,4036,1020,29717,2493,81291,5091,5228,1022,76063,4907,17235,1982,17068,1969,167,113,279225,8212,48593,3268,2228,587,46365,3210,181417,5177,9274,1271,172143,5194,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
329391,8721,316952,8503,12439,1767,0400000US47,6422742,4167,472659,20077,161390,10649,134777,9364,26613,5016,285658,11943,109106,7471,176552,8453,25611,2470,22036,2248,3575,1167,605065,22678,193785,10419,154846,8873,38939,5305,339625,13749,172075,8224,167550,9943,71655,3762,69900,3620,1755,770,522357,21501,156909,11415,100459,9016,56450,6619,281227,11558,107834,6927,173393,8562,84221,4624,83012,4518,1209,586,151569,9958,40758,4849,22161,3852,18597,3310,86509,6092,26118,3637,60391,4669,24302,2455,24237,2463,65,88,662185,19346,168690,8854,81167,6155,87523,6484,383187,12101,93974,5984,289213,10962,110308,5248,108874,5089,1434,505,623733,20445,139109,9488,43492,4766,95617,7210,372032,12394,58889,5050,313143,11484,112592,5500,111208,5507,1384,525,535243,19855,115040,8610,27247,3828,87793,7256,332433,13461,39826,3751,292607,12590,87770,4522,86359,4511,1411,557,891224,25923,180954,10353,23988,3615,156966,9044,567836,16584,54136,4691,513700,15555,142434,5481,140335,5347,2099,801,1958707,29234,313245,10906,26368,4126,286877,10311,1316071,20032,76118,4984,1239953,19708,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
1171322,13312,1103470,13938,67852,5157,0400000US48,26780825,8065,1782869,43534,680133,25471,546844,22232,133289,10405,1013525,23695,221918,11235,791607,17561,89211,5004,74019,4139,15192,2645,2471139,53933,957175,26703,753942,23960,203233,13755,1280833,30578,366293,13439,914540,24851,233131,7920,221728,7029,11403,2484,2192602,46502,760046,24677,530337,21421,229709,13793,1175280,26071,251275,12278,924005,23607,257276,8593,249344,8052,7932,1830,628254,27666,200766,12759,125644,10530,75122,6863,355719,15891,61490,5240,294229,14189,71769,5532,68385,5090,3384,1286,2620311,56018,767776,24083,373450,17259,394326,16422,1536798,35501,218848,10067,1317950,30432,315737,9610,302358,9350,13379,2373,2447692,44562,658693,19832,223014,12341,435679,14679,1486026,30484,161815,9241,1324211,27455,302973,9466,291077,9676,11896,2335,2009424,46071,511113,19659,117504,8560,393609,17560,1240908,28879,115538,6753,1125370,27451,257403,9895,246386,9698,11017,2004,3457618,63948,832511,24826,132695,10152,699816,22159,2188504,41974,174010,7982,2014494,40087,436603,10243,418990,10108,17613,2669,9170916,69469,1755332,28447,118097,9203,1637235,26704,6244262,48546,301932,13617,5942330,46184,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
125648,4225,119549,4372,6099,956,0400000US49,2945258,2351,141987,11573,46224,6401,32779,5800,13445,2522,87586,6783,20705,2992,66881,5829,8177,1408,7193,1375,984,491,189736,13859,69770,7543,46457,6283,23313,3941,107357,7336,28284,3412,79073,6047,12609,1754,12390,1752,219,203,180300,14579,69250,7324,28386,4197,40864,5348,94872,7301,16570,2487,78302,6617,16178,1981,15463,1928,715,555,60431,8502,22142,4300,6523,1971,15619,3995,31119,4333,4284,1337,26835,4012,7170,1087,6919,1040,251,304,309089,16512,117063,8443,28936,4800,88127,6915,162541,8988,16810,2214,145731,8006,29485,2551,27962,2538,1523,602,315943,19309,116663,10323,12899,3138,103764,9254,168337,9991,13532,2109,154805,9408,30943,2742,30075,2627,868,464,280994,15408,98719,7540,8048,2320,90671,6996,156639,8463,10856,1724,145783,7814,25636,2691,24623,2607,1013,539,477809,19503,146568,7809,10480,2306,136088,7612,283085,13019,18090,3208,264995,11635,48156,3471,46117,3394,2039,777,988969,23676,214314,10567,8222,1691,206092,10360,649007,14893,26542,3209,622465,14952,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
44554,2378,43022,2335,1532,458,0400000US50,600408,872,27015,3598,5339,1409,4479,1356,860,317,19239,2736,10478,2286,8761,1455,2437,590,2389,584,48,55,34299,3793,10130,2418,9808,2447,322,302,19598,2043,15051,2029,4547,819,4571,932,4520,926,51,93,41201,3405,10182,2019,9368,2060,814,528,22649,2045,16153,1868,6496,1261,8370,1037,8326,1031,44,70,12441,2155,2069,774,1813,766,256,273,7291,1520,4069,1426,3222,810,3081,783,3072,781,9,14,53946,4335,12613,1821,9493,1597,3120,848,30988,2816,15275,1998,15713,2022,10345,1329,10336,1331,9,16,46369,3690,8695,1563,5104,1280,3591,1077,28619,2418,9537,1438,19082,2005,9055,1133,8960,1133,95,71,49135,3795,10437,1538,5474,1171,4963,1141,28976,2520,5979,1151,22997,2296,9722,1368,9606,1368,116,152,92606,5766,18340,2267,5571,1176,12769,1885,59978,3929,10456,1967,49522,3326,14288,1844,14056,1838,232,184,243396,7612,38908,3257,4463,1239,34445,3026,159934,5067,11963,1509,147971,4886,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
