B27018_089E,B27018_089M,B27018_090E,B27018_090M,B27018_091E,B27018_091M,GEO_ID,B27018_001E,B27018_001M,B27018_002E,B27018_002M,B27018_003E,B27018_003M,B27018_004E,B27018_004M,B27018_005E,B27018_005M,B27018_006E,B27018_006M,B27018_007E,B27018_007M,B27018_008E,B27018_008M,B27018_009E,B27018_009M,B27018_010E,B27018_010M,B27018_011E,B27018_011M,B27018_012E,B27018_012M,B27018_013E,B27018_013M,B27018_014E,B27018_014M,B27018_015E,B27018_015M,B27018_016E,B27018_016M,B27018_017E,B27018_017M,B27018_018E,B27018_018M,B27018_019E,B27018_019M,B27018_020E,B27018_020M,B27018_021E,B27018_021M,B27018_022E,B27018_022M,B27018_023E,B27018_023M,B27018_024E,B27018_024M,B27018_025E,B27018_025M,B27018_026E,B27018_026M,B27018_027E,B27018_027M,B27018_028E,B27018_028M,B27018_029E,B27018_029M,B27018_030E,B27018_030M,B27018_031E,B27018_031M,B27018_032E,B27018_032M,B27018_033E,B27018_033M,B27018_034E,B27018_034M,B27018_035E,B27018_035M,B27018_036E,B27018_036M,B27018_037E,B27018_037M,B27018_038E,B27018_038M,B27018_039E,B27018_039M,B27018_040E,B27018_040M,B27018_041E,B27018_041M,B27018_042E,B27018_042M,B27018_043E,B27018_043M,B27018_044E,B27018_044M,B27018_045E,B27018_045M,B27018_046E,B27018_046M,B27018_047E,B27018_047M,B27018_048E,B27018_048M,B27018_049E,B27018_049M,B27018_050E,B27018_050M,B27018_051E,B27018_051M,B27018_052E,B27018_052M,B27018_053E,B27018_053M,B27018_054E,B27018_054M,B27018_055E,B27018_055M,B27018_056E,B27018_056M,B27018_057E,B27018_057M,B27018_058E,B27018_058M,B27018_059E,B27018_059M,B27018_060E,B27018_060M,B27018_061E,B27018_061M,B27018_062E,B27018_062M,B27018_063E,B27018_063M,B27018_064E,B27018_064M,B27018_065E,B27018_065M,B27018_066E,B27018_066M,B27018_067E,B27018_067M,B27018_068E,B27018_068M,B27018_069E,B27018_069M,B27018_070E,B27018_070M,B27018_071E,B27018_071M,B27018_072E,B27018_072M,B27018_073E,B27018_073M,B27018_074E,B27018_074M,B27018_075E,B27018_075M,B27018_076E,B27018_076M,B27018_077E,B27018_077M,B27018_078E,B27018_078M,B27018_079E,B27018_079M,B27018_080E,B27018_080M,B27018_081E,B27018_081M,B27018_082E,B27018_082M,B27018_083E,B27018_083M,B27018_084E,B27018_084M,B27018_085E,B27018_085M,B27018_086E,B27018_086M,B27018_087E,B27018_087M,B27018_088E,B27018_088M,B27018_089MA,B27018_089EA,B27018_090MA,B27018_090EA,B27018_091EA,B27018_091MA,NAME,B27018_001EA,B27018_001MA,B27018_002EA,B27018_002MA,B27018_003MA,B27018_003EA,B27018_004MA,B27018_004EA,B27018_005EA,B27018_005MA,B27018_006MA,B27018_006EA,B27018_007MA,B27018_007EA,B27018_008MA,B27018_008EA,B27018_009MA,B27018_009EA,B27018_010EA,B27018_010MA,B27018_011EA,B27018_011MA,B27018_012MA,B27018_012EA,B27018_013MA,B27018_013EA,B27018_014MA,B27018_014EA,B27018_015EA,B27018_015MA,B27018_016MA,B27018_016EA,B27018_017MA,B27018_017EA,B27018_018MA,B27018_018EA,B27018_019MA,B27018_019EA,B27018_020MA,B27018_020EA,B27018_021EA,B27018_021MA,B27018_022EA,B27018_022MA,B27018_023MA,B27018_023EA,B27018_024MA,B27018_024EA,B27018_025MA,B27018_025EA,B27018_026EA,B27018_026MA,B27018_027MA,B27018_027EA,B27018_028MA,B27018_028EA,B27018_029MA,B27018_029EA,B27018_030MA,B27018_030EA,B27018_031EA,B27018_031MA,B27018_032EA,B27018_032MA,B27018_033EA,B27018_033MA,B27018_034MA,B27018_034EA,B27018_035MA,B27018_035EA,B27018_036EA,B27018_036MA,B27018_037EA,B27018_037MA,B27018_038MA,B27018_038EA,B27018_039MA,B27018_039EA,B27018_040MA,B27018_040EA,B27018_041EA,B27018_041MA,B27018_042EA,B27018_042MA,B27018_043EA,B27018_043MA,B27018_044EA,B27018_044MA,B27018_045MA,B27018_045EA,B27018_046EA,B27018_046MA,B27018_047EA,B27018_047MA,B27018_048EA,B27018_048MA,B27018_049MA,B27018_049EA,B27018_050MA,B27018_050EA,B27018_051EA,B27018_051MA,B27018_052EA,B27018_052MA,B27018_053MA,B27018_053EA,B27018_054EA,B27018_054MA,B27018_055EA,B27018_055MA,B27018_056MA,B27018_056EA,B27018_057MA,B27018_057EA,B27018_058MA,B27018_058EA,B27018_059EA,B27018_059MA,B27018_060EA,B27018_060MA,B27018_061MA,B27018_061EA,B27018_062MA,B27018_062EA,B27018_063MA,B27018_063EA,B27018_064MA,B27018_064EA,B27018_065EA,B27018_065MA,B27018_066EA,B27018_066MA,B27018_067MA,B27018_067EA,B27018_068MA,B27018_068EA,B27018_069MA,B27018_069EA,B27018_070EA,B27018_070MA,B27018_071MA,B27018_071EA,B27018_072MA,B27018_072EA,B27018_073MA,B27018_073EA,B27018_074MA,B27018_074EA,B27018_075MA,B27018_075EA,B27018_076EA,B27018_076MA,B27018_077EA,B27018_077MA,B27018_078MA,B27018_078EA,B27018_079MA,B27018_079EA,B27018_080MA,B27018_080EA,B27018_081EA,B27018_081MA,B27018_082MA,B27018_082EA,B27018_083MA,B27018_083EA,B27018_084MA,B27018_084EA,B27018_085MA,B27018_085EA,B27018_086EA,B27018_086MA,B27018_087EA,B27018_087MA,B27018_088EA,B27018_088MA,state
457577,10490,437059,10297,20518,2326,0400000US13,9911441,6065,761584,25450,275788,14677,228098,13983,47690,4749,448778,15930,122751,8131,326027,12588,37018,3328,32457,3021,4561,1311,932158,28979,327566,15766,256256,13572,71310,7863,518542,16175,162891,8360,355651,14890,86050,5250,83301,4824,2749,971,769881,31966,236794,16025,163267,13181,73527,8144,424581,17590,102675,7534,321906,14954,108506,6812,106618,6663,1888,756,238127,15560,71681,6915,44880,5977,26801,4131,138631,9980,29772,4175,108859,8028,27815,2406,27516,2344,299,247,995365,31084,273299,13542,142544,9595,130755,9493,586792,19999,104005,7032,482787,17470,135274,5368,132186,5334,3088,1235,894166,29754,225697,13179,84295,8344,141402,9205,538445,18734,69668,4874,468777,16758,130024,7300,126604,6805,3420,1290,822609,31214,196995,12854,43678,5129,153317,11491,513818,20595,52013,4557,461805,19983,111796,6069,109214,5964,2582,927,1265120,32600,275177,13013,39418,4917,235759,12183,813699,22509,62501,5200,751198,20483,176244,8149,171408,7689,4836,1288,3232431,45905,584356,16393,36693,4062,547663,15598,2190498,30843,99108,6375,2091390,29777,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
117394,4307,109115,4051,8279,1723,0400000US15,1362162,2901,74596,7202,20992,4346,16646,4360,4346,1183,47190,3804,23689,2622,23501,2732,6414,1415,5864,1402,550,293,73132,7772,22446,4414,19264,4153,3182,1346,38857,4075,20494,2796,18363,2382,11829,1687,11698,1664,131,132,56449,4299,12939,2112,8270,1797,4669,1436,30405,2767,12889,1925,17516,2371,13105,1929,12788,1884,317,184,18960,2857,6861,1867,2885,1035,3976,1663,9262,1529,2844,892,6418,1252,2837,745,2837,745,0,182,97124,7569,26885,3586,13725,2456,13160,2889,53488,4839,15987,2632,37501,3604,16751,1968,16150,1962,601,426,114108,9343,32420,4202,11658,2462,20762,3509,66486,5432,12643,2356,53843,4791,15202,1837,14150,1760,1052,518,102229,10170,28186,4362,6453,1628,21733,3967,58570,6040,7310,1825,51260,5316,15473,1983,14522,1892,951,564,207726,13685,50336,5134,9960,2814,40376,4859,123529,8508,14736,2203,108793,7890,33861,2872,31665,2799,2196,911,617838,17424,104948,6252,11323,2714,93625,5777,395496,11105,27961,2940,367535,10341,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
80909,4117,79363,4110,1546,556,0400000US16,1617289,2375,96781,8190,27447,4586,19947,3401,7500,2795,63799,5668,16484,2533,47315,4828,5535,1352,5053,1219,482,416,148594,12390,48187,5909,40092,5181,8095,2296,85264,7447,28483,3727,56781,5580,15143,2587,15111,2573,32,40,122536,9189,38704,4678,26868,3821,11836,2431,65634,5310,16698,2784,48936,4628,18198,2464,17929,2464,269,189,44992,7020,14270,3469,9347,2735,4923,2143,26250,3900,5069,1627,21181,3426,4472,1282,4461,1287,11,20,195855,13795,67916,7439,29796,4591,38120,5185,102896,7744,16162,2584,86734,7040,25043,2575,24873,2559,170,144,172769,11789,48813,4561,13752,2732,35061,4306,95188,7570,11300,2058,83888,6674,28768,2886,28275,2913,493,278,147971,11679,39195,5954,8233,2031,30962,5235,86216,7090,8603,1878,77613,6738,22560,2602,22438,2604,122,127,237702,15932,62293,6661,5855,1494,56438,6518,137034,9724,12606,2085,124428,8983,38375,3572,37536,3528,839,504,450089,16003,77638,6368,5465,1720,72173,6196,291542,10399,14579,2246,276963,10011,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
705394,9994,663560,10350,41834,3135,0400000US17,12550521,3850,784584,28635,246574,15595,216334,14601,30240,4068,490579,16045,235085,9269,255494,11198,47431,3001,43606,2841,3825,1018,918607,30243,312210,15819,272514,14853,39696,4615,504617,15973,283859,10441,220758,10578,101780,5562,98281,5343,3499,1176,819876,29951,249664,14181,196882,12212,52782,5879,441774,16757,208571,10572,233203,11176,128438,6112,125266,5953,3172,1048,248025,14275,70883,6449,46690,5145,24193,4580,137295,9486,51629,4931,85666,8094,39847,2401,39053,2443,794,511,1027312,25479,268479,10776,148095,8049,120384,6943,586942,16029,163030,7682,423912,12929,171891,6474,167536,6502,4355,1269,1048161,25786,250117,10356,106878,8202,143239,7045,627265,17481,128357,8968,498908,13724,170779,6388,165862,6287,4917,1235,955044,23200,228661,10795,58814,5314,169847,8332,577477,14048,78687,5896,498790,12857,148906,6012,144248,5689,4658,1171,1660631,38494,368290,14020,55896,5739,312394,12693,1041786,25810,106367,7486,935419,22769,250555,6592,242829,6545,7726,1429,5088281,47316,923184,20164,51223,4898,871961,18737,3459703,29719,156316,6701,3303387,28328,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
304613,6832,293812,6851,10801,1520,0400000US18,6414632,3848,422132,18581,144519,11007,124030,9842,20489,3408,257366,10309,100252,6648,157114,8212,20247,2107,18396,2115,1851,679,511049,19811,178001,11306,143130,10672,34871,4450,286544,10609,136157,7008,150387,7441,46504,3203,45178,3176,1326,590,446541,17957,142391,8923,93369,7125,49022,5638,241468,10339,86082,4453,155386,8334,62682,3485,62003,3494,679,346,147440,10497,41869,5056,23853,3529,18016,3441,80498,5876,25935,3271,54563,4861,25073,2098,24808,2062,265,223,615338,21177,176332,10602,63539,5327,112793,8912,336925,11505,69483,5137,267442,10395,102081,4339,100673,4343,1408,689,617869,18883,150070,8964,35121,4127,114949,7924,360503,12467,47514,3815,312989,11073,107296,4416,106088,4353,1208,424,582696,20361,136897,9600,17602,2161,119295,9282,341423,12973,36488,3562,304935,11997,104376,4550,101906,4376,2470,1077,965945,23137,213679,9502,18978,3102,194701,8748,596047,15634,46337,4018,549710,15241,156219,5827,153870,5859,2349,612,2105622,32143,362230,13333,17092,2766,345138,12736,1438779,21977,62115,4345,1376664,21865,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
174806,4922,168810,5044,5996,1333,0400000US19,3020476,2360,164920,9343,47243,4917,38130,4475,9113,2152,108071,6415,46537,3727,61534,4822,9606,1291,9328,1299,278,181,202452,9098,58297,4897,49058,4068,9239,2126,120140,5669,64446,4057,55694,4315,24015,1865,23742,1848,273,165,191789,11165,58290,5628,43252,4638,15038,2736,98443,6608,48205,4850,50238,3636,35056,2266,34761,2310,295,272,71500,7084,23094,4008,15519,3494,7575,2122,36934,3442,12362,2138,24572,2634,11472,1498,11463,1498,9,15,258010,10270,72533,6502,35897,3943,36636,4593,135239,5661,34554,2777,100685,5291,50238,2540,49690,2546,548,378,281321,10531,75224,4627,26428,2983,48796,4117,158751,6712,26115,3114,132636,5846,47346,3072,46966,3051,380,211,258387,11727,66574,5680,16288,2448,50286,4570,147424,7167,17824,2168,129600,6609,44389,2883,43682,2952,707,442,498158,15187,123115,7462,17019,2862,106096,7139,294444,9807,24825,2732,269619,9513,80599,3511,79450,3531,1149,410,1093939,19331,190563,8211,10232,1975,180331,7704,728570,12862,31993,2218,696577,12894,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
158904,4402,152370,4331,6534,1275,0400000US20,2814754,2762,159616,10705,51075,6247,37996,5509,13079,3502,97437,5962,23384,2447,74053,5381,11104,1561,10356,1592,748,424,208800,10607,71254,6437,54246,5818,17008,3041,118834,5604,42063,3561,76771,5109,18712,1776,18506,1791,206,201,188206,10324,65563,4618,41261,4248,24302,3314,96596,6033,21529,2799,75067,5292,26047,2104,25521,2048,526,320,61203,7391,17850,3441,10109,2307,7741,2235,33162,4040,7742,1607,25420,3517,10191,1681,10140,1668,51,86,254331,14288,79884,6716,36025,4741,43859,4107,133365,8824,19917,2426,113448,8206,41082,2738,40173,2692,909,477,254265,13610,69214,5992,16321,2411,52893,4858,145768,8515,13554,2074,132214,7672,39283,2822,38428,2844,855,369,234441,11262,60683,4843,7491,1598,53192,4323,136081,7068,11575,1716,124506,6880,37677,2856,36742,2877,935,429,416407,17021,102994,6465,10740,1925,92254,6093,249307,10998,15745,2044,233562,10637,64106,3914,62606,3825,1500,537,1037485,18560,192728,6857,10293,1911,182435,6848,685853,12683,29336,2848,656517,12352,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
202406,6297,195496,6056,6910,1123,0400000US21,4283082,3443,332337,13991,117464,7964,101695,7546,15769,3365,199121,8404,127305,6216,71816,5835,15752,2070,14602,1986,1150,479,461383,16320,138642,8443,114464,6814,24178,4620,265799,9953,189442,8384,76357,4825,56942,3626,56397,3615,545,593,325774,13403,84246,5926,60735,5133,23511,3962,183830,9298,107522,7275,76308,5328,57698,2885,57101,2877,597,326,101118,8913,24590,4018,15484,2889,9106,2382,57210,5332,27955,3362,29255,3565,19318,2127,19256,2126,62,73,417545,15519,107202,7504,53273,5166,53929,6332,236959,9479,83407,5273,153552,7655,73384,3626,72767,3497,617,522,403683,16341,96597,6617,27070,3792,69527,6282,237862,10442,60067,5420,177795,7684,69224,4275,67892,4175,1332,555,350539,16074,76855,6484,18948,3558,57907,5122,215169,10482,39421,3920,175748,9734,58515,4143,57718,4105,797,425,613932,18005,129570,7754,17471,2540,112099,7126,386032,12627,53204,4303,332828,12190,98330,4654,95310,4283,3020,1417,1276771,20200,213105,8911,15015,2296,198090,8521,861260,14240,60225,5121,801035,13749,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
197847,6815,188134,6742,9713,1723,0400000US22,4530127,2994,398909,16791,152706,9235,137281,8653,15425,2866,226450,10634,78573,5728,147877,8108,19753,2291,17807,2097,1946,789,490461,20270,160004,10847,130672,9077,29332,5723,269042,10807,112083,6749,156959,8957,61415,3948,60390,3924,1025,564,364845,17142,104150,8003,72295,6653,31855,5017,200515,10259,62580,4916,137935,7834,60180,4092,59201,4139,979,459,107486,9699,29564,5024,19384,4212,10180,2360,61047,5323,15044,2760,46003,4871,16875,2321,16444,2273,431,352,427205,19465,102856,8282,65489,6500,37367,4507,250829,13012,60067,6007,190762,10550,73520,4824,71864,4781,1656,566,396247,19294,94425,9528,42512,5874,51913,6851,238118,11133,40626,5128,197492,9165,63704,4304,62139,4363,1565,665,340199,16585,78082,6949,26578,3979,51504,5459,207784,10659,27754,3341,180030,9918,54333,3645,51642,3403,2691,976,574432,18619,126434,8952,25734,3590,100700,7520,363643,12579,35622,3421,328021,10981,84355,4646,81595,4745,2760,888,1430343,26904,253921,10564,23683,3360,230238,10587,978575,18483,59932,3938,918643,17865,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
86986,4382,83628,4307,3358,820,0400000US23,1291385,1801,67868,5779,19453,2814,15474,2600,3979,908,42384,4029,18748,2544,23636,2844,6031,1199,5803,1134,228,203,104752,6895,23890,3590,20534,3135,3356,1200,65377,4470,42127,3769,23250,2854,15485,1578,15272,1584,213,228,94518,6684,22355,2921,18194,2605,4161,1261,52023,3967,25252,2766,26771,3103,20140,1900,19971,1903,169,151,28171,3471,5425,1313,3517,976,1908,931,15079,2209,6048,1146,9031,1737,7667,1255,7541,1234,126,96,117043,6736,27353,3172,12712,2184,14641,2419,64461,3888,16561,2518,47900,3821,25229,2214,24946,2186,283,206,121842,8987,24903,3560,6832,2066,18071,2791,74038,6146,14167,1963,59871,5650,22901,1919,22380,1888,521,296,107066,8071,21954,3339,4410,1476,17544,2968,62747,4878,8350,1293,54397,4555,22365,2396,21640,2314,725,600,194380,12754,38353,4159,4264,1168,34089,3966,119495,8371,11441,1757,108054,7713,36532,3181,35878,3121,654,348,455745,12619,65205,4035,4121,1118,61084,4067,303554,8687,14927,1736,288627,8531,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
421333,6714,389377,6370,31956,2670,0400000US24,5838949,4380,274758,17054,81674,8812,67630,8341,14044,2704,170935,9584,83083,5487,87852,6695,22149,2677,19473,2378,2676,923,295515,14434,93450,7933,79981,7220,13469,3804,164229,8649,96528,5704,67701,5879,37836,3153,37352,3133,484,325,270363,15339,84087,7236,59497,6008,24590,4414,144759,8559,69740,5679,75019,6668,41517,3360,40618,3252,899,438,85636,8318,24778,3905,18586,3589,6192,1773,46373,5291,20862,2881,25511,4037,14485,1817,14268,1808,217,203,400824,19215,115276,8867,68347,6817,46929,5795,227289,11877,69177,5355,158112,10261,58259,3525,56935,3587,1324,540,416057,17299,104079,7802,48118,5724,55961,5810,248394,10837,55009,5334,193385,9470,63584,3653,61246,3376,2338,928,396284,18255,100093,7444,32390,3593,67703,6388,236800,11837,43708,4307,193092,10518,59391,4181,56775,3947,2616,906,739964,26805,174533,9924,37542,4526,136991,7974,460402,17981,61272,5086,399130,16010,105029,5183,100227,5072,4802,1051,2959548,31667,548052,11897,37780,3516,510272,11370,1990163,23271,122064,5516,1868099,22955,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
449573,6648,412813,7224,36760,2945,0400000US25,6554571,3046,355535,16959,97427,7917,83867,7582,13560,2680,226743,10750,132502,7810,94241,6294,31365,3165,28201,2900,3164,896,396220,16655,105086,8308,92658,7550,12428,2853,230031,10010,170557,8022,59474,5220,61103,4321,60417,4371,686,364,335383,17086,85889,7836,72170,7279,13719,2884,178854,9021,124131,7150,54723,4232,70640,5389,69657,5334,983,450,102765,8937,24897,4192,21604,3951,3293,1424,56769,5354,37525,4475,19244,2564,21099,2406,20569,2332,530,423,417011,16838,93223,7318,60462,6309,32761,4521,237401,9820,120409,7848,116992,6835,86387,5383,85261,5297,1126,687,430409,19732,89339,7249,39831,4924,49508,5496,259523,12790,96406,6540,163117,9390,81547,4394,79901,4307,1646,582,389272,20788,83985,7511,26536,3890,57449,6344,236680,13720,65053,5850,171627,10588,68607,4357,66974,4421,1633,541,791403,23418,162350,8682,36121,4562,126229,7545,493645,16773,98237,7993,395408,14269,135408,5918,129950,5798,5458,1072,3336573,32524,624870,12683,44075,4298,580795,12052,2262130,23817,160761,8331,2101369,22830,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
