GEO_ID,B21001H_001E,B21001H_001M,B21001H_002E,B21001H_002M,B21001H_003E,B21001H_003M,B21001H_004E,B21001H_004M,B21001H_005E,B21001H_005M,B21001H_006E,B21001H_006M,B21001H_007E,B21001H_007M,B21001H_008E,B21001H_008M,B21001H_009E,B21001H_009M,B21001H_010E,B21001H_010M,B21001H_011E,B21001H_011M,B21001H_012E,B21001H_012M,B21001H_013E,B21001H_013M,B21001H_014E,B21001H_014M,B21001H_015E,B21001H_015M,B21001H_016E,B21001H_016M,B21001H_017E,B21001H_017M,B21001H_018E,B21001H_018M,B21001H_019E,B21001H_019M,B21001H_020E,B21001H_020M,B21001H_021E,B21001H_021M,B21001H_022E,B21001H_022M,B21001H_023E,B21001H_023M,B21001H_024E,B21001H_024M,B21001H_025E,B21001H_025M,B21001H_026E,B21001H_026M,B21001H_027E,B21001H_027M,B21001H_028E,B21001H_028M,B21001H_029E,B21001H_029M,B21001H_030E,B21001H_030M,B21001H_031E,B21001H_031M,B21001H_032E,B21001H_032M,B21001H_033E,B21001H_033M,NAME,B21001H_001EA,B21001H_001MA,B21001H_002MA,B21001H_002EA,B21001H_003EA,B21001H_003MA,B21001H_004EA,B21001H_004MA,B21001H_005MA,B21001H_005EA,B21001H_006EA,B21001H_006MA,B21001H_007MA,B21001H_007EA,B21001H_008EA,B21001H_008MA,B21001H_009MA,B21001H_009EA,B21001H_010EA,B21001H_010MA,B21001H_011MA,B21001H_011EA,B21001H_012EA,B21001H_012MA,B21001H_013MA,B21001H_013EA,B21001H_014MA,B21001H_014EA,B21001H_015EA,B21001H_015MA,B21001H_016MA,B21001H_016EA,B21001H_017EA,B21001H_017MA,B21001H_018MA,B21001H_018EA,B21001H_019EA,B21001H_019MA,B21001H_020MA,B21001H_020EA,B21001H_021EA,B21001H_021MA,B21001H_022MA,B21001H_022EA,B21001H_023EA,B21001H_023MA,B21001H_024MA,B21001H_024EA,B21001H_025MA,B21001H_025EA,B21001H_026EA,B21001H_026MA,B21001H_027MA,B21001H_027EA,B21001H_028EA,B21001H_028MA,B21001H_029EA,B21001H_029MA,B21001H_030MA,B21001H_030EA,B21001H_031MA,B21001H_031EA,B21001H_032MA,B21001H_032EA,B21001H_033EA,B21001H_033MA,state
0400000US39,7345702,2327,3559866,1491,984663,938,41202,2942,943461,3121,1197680,990,135203,5812,1062477,5927,664556,465,105572,4458,558984,4407,430965,284,180816,4275,250149,4256,282002,74,157911,3473,124091,3469,3785836,1176,963986,911,5996,1042,957990,1458,1211633,1015,16413,2013,1195220,2081,697072,494,9435,1431,687637,1427,484887,190,4158,775,480729,825,428258,223,3761,917,424497,974,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2067192,2209,1001445,1714,279636,1461,18480,2071,261156,2606,325772,924,42423,2323,283349,2365,180904,153,37821,2327,143083,2361,128302,182,59757,2330,68545,2345,86831,92,49016,1736,37815,1738,1065747,974,277363,656,2886,829,274477,1025,328985,627,6977,1200,322008,1378,192563,67,4514,944,188049,950,143796,335,2421,546,141375,689,123040,20,1642,490,121398,490,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2526909,889,1230372,741,327059,743,14675,1978,312384,2121,399692,663,45998,3155,353694,3250,228255,77,47602,2818,180653,2828,171442,181,77891,3106,93551,3113,103924,81,62230,1836,41694,1842,1296537,501,323348,376,3154,967,320194,974,398873,391,7249,1389,391624,1374,246377,163,4412,719,241965,716,186406,117,3176,861,183230,869,141533,5,2951,741,138582,742,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8059155,3198,3896344,2019,1038343,1099,34856,2891,1003487,3061,1269834,1072,123504,4272,1146330,4514,746941,289,98601,3518,648340,3495,493832,433,206118,4795,287714,4824,347394,339,200951,3562,146443,3516,4162811,1530,1012986,846,6148,1110,1006838,1542,1281059,675,15266,1623,1265793,1826,777300,481,8030,1189,769270,1246,553227,335,4519,1030,548708,1059,538239,175,5986,1002,532253,1032,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,647434,1239,307209,707,84211,517,2950,1032,81261,1176,99512,464,8266,1387,91246,1393,58568,325,8400,1451,50168,1504,38776,89,16546,1374,22230,1364,26142,264,15282,1172,10860,1149,340225,804,84090,475,669,493,83421,634,105129,415,770,367,104359,538,63667,292,449,357,63218,505,44048,55,497,279,43551,288,43291,164,678,421,42613,442,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2507667,2520,1207821,2148,320865,2504,16995,2398,303870,3266,395310,1709,51645,3575,343665,3921,213716,62,39677,2706,174039,2702,177894,225,83146,2837,94748,2835,100036,242,62848,2211,37188,2197,1299846,945,322405,1199,3504,1139,318901,1687,407986,782,7086,1241,400900,1481,235786,137,4327,1306,231459,1312,195098,15,1899,528,193199,529,138571,92,1308,468,137263,474,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,554656,1019,274539,907,78309,590,3952,862,74357,987,85834,491,9660,1203,76174,1226,52434,135,8236,1127,44198,1141,34216,12,14443,1128,19773,1129,23746,20,12369,1033,11377,1034,280117,450,74938,427,953,541,73985,662,84348,578,1947,576,82401,821,52240,32,924,386,51316,388,33991,116,213,136,33778,172,34600,111,217,146,34383,174,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3903256,2481,1876735,1916,512388,2138,21276,2653,491112,2974,641501,1376,71195,4204,570306,4341,330987,259,62795,3102,268192,3137,247297,219,100932,3503,146365,3531,144562,202,78795,2691,65767,2718,2026521,1130,519662,1198,3862,1063,515800,1498,661223,1168,11931,1662,649292,1987,358204,266,6488,1141,351716,1119,273833,188,3667,965,270166,967,213599,66,2784,625,210815,625,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9420595,4213,4605584,3575,1269147,4192,82618,4381,1186529,6426,1558664,3239,198733,6357,1359931,7127,838449,964,145387,5018,693062,4950,577947,1508,244715,5643,333232,5694,361377,1379,211178,4312,150199,4209,4815011,2535,1244237,2944,15613,2236,1228624,3134,1556947,2521,33357,3223,1523590,4106,874276,908,19766,2191,854510,2309,629851,979,7458,1135,622393,1631,509700,761,6569,1471,503131,1607,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1683749,1113,834471,888,299382,796,7730,1261,291652,1363,284284,469,21458,2277,262826,2289,120943,161,16203,1620,104740,1656,78576,330,27136,1848,51440,1902,51286,349,28900,1572,22386,1579,849278,609,295713,342,1437,651,294276,678,278326,344,2451,691,275875,686,125426,174,1246,478,124180,488,84823,263,510,266,84313,367,64990,57,248,167,64742,190,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,476932,605,232380,298,64184,77,1634,520,62550,537,73695,251,6856,1138,66839,1115,45776,56,6741,1082,39035,1085,30840,124,10716,1216,20124,1202,17885,2,9753,772,8132,772,244552,461,61938,351,265,274,61673,408,76732,172,1205,430,75527,462,47577,124,1092,318,46485,332,32558,12,223,152,32335,151,25747,26,213,107,25534,109,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4150325,5452,2005318,4658,553429,3823,37129,2715,516300,4206,679157,3241,111965,4563,567192,5079,363293,437,79034,3469,284259,3450,255149,563,115844,3445,139305,3454,154290,474,91521,2573,62769,2530,2145007,2071,557481,1906,10284,1978,547197,2448,702274,1583,21564,1959,680710,2598,382344,297,9581,1209,372763,1269,281205,254,4446,904,276759,934,221703,154,3357,823,218346,880,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4043810,2625,1993349,1990,548707,1958,30802,3083,517905,3516,665584,1023,90084,4974,575500,5023,370060,258,78657,3453,291403,3437,256664,237,117886,3752,138778,3754,152334,94,92907,2643,59427,2653,2050461,1325,526194,971,5761,1169,520433,1474,656244,1018,16030,2070,640214,2380,385275,384,10542,1508,374733,1553,275105,290,4330,999,270775,1064,207643,372,3463,801,204180,881,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1361930,2042,661446,2059,171630,1235,6474,1357,165156,1988,220825,1344,25103,2451,195722,2556,123355,554,18904,1997,104451,2016,91057,182,36808,2225,54249,2231,54579,129,30859,1667,23720,1663,700484,705,170086,766,1309,614,168777,1009,223255,659,2749,715,220506,960,130233,387,1786,667,128447,816,97852,75,687,290,97165,289,79058,33,1004,445,78054,447,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3797265,1237,1867502,975,502075,732,18754,2060,483321,2254,626408,436,56228,2988,570180,2995,358694,84,51511,2479,307183,2486,228252,38,93023,2343,135229,2350,152073,87,85142,2302,66931,2294,1929763,686,486999,312,4437,1054,482562,1079,617541,605,9776,1437,607765,1514,361364,181,5092,837,356272,865,242707,113,1714,372,240993,396,221152,103,2435,534,218717,539,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,383266,737,193792,579,57292,661,4571,1349,52721,1574,62138,424,9122,1230,53016,1312,37235,107,7418,1267,29817,1265,23731,404,10858,1133,12873,1077,13396,405,7154,830,6242,887,189474,443,52840,804,637,436,52203,939,59559,831,1194,649,58365,996,36335,69,741,406,35594,410,23178,377,395,251,22783,453,17562,371,354,378,17208,532,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22077,2659,10071,1727,2503,967,0,221,2503,967,3954,1051,170,144,3784,1050,1250,547,114,175,1136,495,1468,688,311,252,1157,618,896,347,427,259,469,253,12006,1992,3356,1111,0,221,3356,1111,4413,1290,29,57,4384,1287,2281,779,0,221,2281,779,1298,436,0,221,1298,436,658,337,0,221,658,337,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
