GEO_ID,B12002A_001E,B12002A_001M,B12002A_002E,B12002A_002M,B12002A_003E,B12002A_003M,B12002A_004E,B12002A_004M,B12002A_005E,B12002A_005M,B12002A_006E,B12002A_006M,B12002A_007E,B12002A_007M,B12002A_008E,B12002A_008M,B12002A_009E,B12002A_009M,B12002A_010E,B12002A_010M,B12002A_011E,B12002A_011M,B12002A_012E,B12002A_012M,B12002A_013E,B12002A_013M,NAME,B12002A_001EA,B12002A_001MA,B12002A_002EA,B12002A_002MA,B12002A_003MA,B12002A_003EA,B12002A_004MA,B12002A_004EA,B12002A_005MA,B12002A_005EA,B12002A_006MA,B12002A_006EA,B12002A_007EA,B12002A_007MA,B12002A_008MA,B12002A_008EA,B12002A_009EA,B12002A_009MA,B12002A_010MA,B12002A_010EA,B12002A_011EA,B12002A_011MA,B12002A_012EA,B12002A_012MA,B12002A_013EA,B12002A_013MA,state
0400000US15,321595,2763,179532,1838,56641,2948,99268,3377,1953,772,5022,1385,16648,1892,142063,1723,33085,2272,75510,2707,2242,812,11265,1358,19961,1800,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1195509,3993,593789,2842,179686,5845,330024,6066,8264,1717,12850,1554,62965,4449,601720,2985,148242,5403,319510,7868,8389,2144,46756,2708,78823,4936,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7627700,17492,3738163,9547,1282984,13237,1976551,14324,39882,3499,101400,4260,337346,7808,3889537,10245,1089848,10222,1939006,14422,57582,3830,366592,6760,436509,9065,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4539103,6409,2217001,4537,701899,9243,1163234,12392,24361,2801,61032,3157,266475,6814,2322102,4013,584238,9472,1154919,12928,29158,3314,225728,5360,328059,8565,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2310364,4672,1132915,3388,349799,6501,620521,7985,10812,1661,32841,2038,118942,5435,1177449,2470,293540,5457,612023,8081,15781,1893,120071,3509,136034,5422,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1986631,5218,978913,3570,302470,6145,534938,7819,8430,1328,27101,2137,105974,4684,1007718,3025,243997,5205,527264,8340,13958,1935,97358,3850,125141,5346,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3175017,3369,1540555,2162,450496,6504,810026,10279,26212,2468,48989,3950,204832,6889,1634462,3009,379929,5960,816961,8682,39572,2908,170381,4846,227619,6097,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2401425,5367,1178749,3523,376226,6464,614554,9461,16881,2271,39777,3730,131311,5932,1222676,3491,299666,7087,608124,11092,25833,3095,129991,4305,159062,6361,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1069417,1246,517382,888,162082,3566,269195,5439,5516,1308,15086,1788,65503,3389,552035,1172,138433,3565,267041,6057,7048,1360,55480,2741,84033,4588,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2841119,8094,1384807,4641,437643,7363,764521,9312,22186,2574,36772,2942,123685,5484,1456312,4720,377600,6476,744515,10451,28086,2299,139389,5287,166722,5885,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4554078,8926,2182881,6154,827346,10438,1088785,10996,23837,2542,59120,3295,183793,6335,2371197,4868,759358,10328,1075585,12281,39187,3447,220554,5597,276513,7423,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6497354,6125,3186358,3804,1050263,9927,1678910,11957,29882,2270,89018,3693,338285,8933,3310996,3497,865587,10479,1679206,12318,36615,2754,313020,6150,416568,9020,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3808070,5487,1875535,3357,607260,7552,1030742,8581,14496,1930,48909,2427,174128,5004,1932535,3248,508912,6233,1026542,8539,17900,2104,161232,3748,217949,5726,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1445796,3255,707045,2660,195705,5820,390744,7402,12690,2557,23118,2352,84788,4362,738751,2987,154795,4985,389794,7967,12269,2096,86389,3833,95504,4991,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4125186,5246,2013804,3523,609399,8058,1077952,11306,29391,2596,61161,3502,235901,6202,2111382,3695,505930,7884,1069497,11932,35137,3458,216896,5131,283922,8005,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,763924,1675,383731,1638,121059,3685,199209,4677,4385,1101,12615,1431,46463,3524,380193,1347,89108,3075,198179,4600,4217,1077,34840,1769,53849,2939,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1343534,4254,662963,2804,216587,4401,356555,6422,6002,1043,17286,1559,66533,3264,680571,2387,170313,4113,358957,5751,9996,1549,62894,2387,78411,3566,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1609904,10676,815844,6106,275464,7421,387283,7712,15417,2360,24098,2191,113582,4657,794060,5792,204363,5655,369233,8106,17909,2786,69181,3240,133374,5871,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1053608,1501,515583,1147,167585,4169,272126,6378,4075,1312,13434,1708,58363,3934,538025,1230,140565,3589,268798,6820,6831,1391,46302,2766,75529,4266,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5039862,16615,2448011,9832,844064,10859,1320493,13053,30389,2948,70818,3554,182247,7326,2591851,9003,716867,8827,1283799,12428,41271,3096,274985,5885,274929,6707,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1248830,10598,613278,6016,206058,6661,303799,7671,8040,1614,18799,2181,76582,4655,635552,5914,169930,5543,296770,7162,12644,2161,60578,3532,95630,4224,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10622274,24009,5157599,14906,1930898,16227,2573953,14763,87005,5167,148275,5924,417468,9077,5464675,12629,1714898,15296,2493354,15731,119473,5071,539108,9453,597842,11882,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5761541,9956,2802725,6256,837149,10416,1548926,14232,60523,4041,78761,4129,277366,8006,2958816,5891,680963,9534,1536433,16285,81934,4957,298423,6877,361063,10184,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,546825,1823,279974,1507,96851,3163,149627,3402,1558,643,5946,1012,25992,1841,266851,1345,68701,3210,143552,4081,2124,689,25558,1803,26916,2113,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7885219,6295,3836542,4059,1234588,11021,2001605,15389,53879,3647,115810,5029,430660,8930,4048677,3633,1036650,12075,2007339,15270,65741,3679,409563,6937,529384,9762,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2328417,4785,1141115,3077,319534,5777,621377,6828,19767,1685,40751,2586,139686,3878,1187302,2603,247298,4283,615736,6814,22520,2184,130175,3251,171573,4929,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2863117,7020,1402825,4731,465764,8439,712241,9643,22150,2415,36208,2743,166462,6343,1460292,3707,380765,7829,699005,8639,27194,3057,125091,4502,228237,6234,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8749517,9773,4248797,6034,1419895,12529,2236070,16089,73079,3440,134781,4297,384972,8830,4500720,5897,1212508,13261,2216679,18275,95664,4724,493384,8778,482485,8733,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,727769,4624,347556,3013,129968,4287,169220,5517,3727,1019,9717,1520,34924,2462,380213,2458,118463,3711,162624,4795,7102,1765,39750,2364,52274,4105,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2752820,6081,1345073,4143,398893,7620,742631,8441,27007,2964,38928,3340,137614,6196,1407747,3231,321466,6635,734101,9834,37357,3419,144057,4744,170766,6646,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,592445,1975,295720,1505,89988,3292,165338,3874,2809,782,8776,1238,28809,2306,296725,1098,68843,2915,164204,4094,3203,875,29311,1725,31164,2731,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4244025,5841,2061342,4178,595227,8053,1123967,11853,30765,2890,60349,4106,251034,8140,2182683,3456,488711,6965,1113322,12089,42857,2917,229685,5491,308108,8195,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,16198409,28428,7997017,16170,2693798,21090,4207887,23735,144769,8120,187452,6310,763111,15142,8201392,16906,2195907,21399,4074381,29738,235163,8187,682371,11415,1013570,17251,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1962760,7130,977876,4138,308299,6257,558973,7164,12561,2144,17225,1965,80818,4861,984884,3976,250179,5990,549924,8343,15010,2141,59546,3065,110225,5496,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,504278,1170,246357,867,84387,2572,125233,3091,2076,632,5906,932,28755,2142,257921,746,71954,2319,124674,3192,3033,814,21977,1908,36283,2625,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4755306,10649,2344082,7386,735676,9659,1290930,11135,43934,3917,60803,4578,212739,7423,2411224,5783,606499,9515,1241843,12095,60278,3703,215034,4895,287570,8846,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4585651,9674,2285334,6360,739146,11198,1200351,12709,28406,3081,55200,3638,262231,7437,2300317,5794,582850,9431,1165205,12969,37731,3410,180301,5258,334230,8980,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1437294,2401,700697,2316,208467,5031,357080,7428,9035,1734,26834,2327,99281,4786,736597,1734,172432,4664,358481,7134,13176,2172,87915,3641,104593,4569,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4133315,6019,2041898,3980,667494,7797,1100651,9045,14789,1656,54394,2389,204570,5815,2091417,3510,546001,6736,1087465,9404,20615,2020,192514,4537,244822,6788,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,434376,3116,219994,2085,65061,3097,120269,3627,2328,1104,5798,1072,26538,2207,214382,2222,51091,3292,115678,3588,3546,1049,18968,1756,25099,2397,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1946925,15664,893573,9238,381448,8088,358239,8642,20199,2334,28588,3235,105099,5148,1053352,10960,368351,9171,371725,9251,32375,3106,116894,4609,164007,5877,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
