GEO_ID,C17010H_001E,C17010H_001M,C17010H_002E,C17010H_002M,C17010H_003E,C17010H_003M,C17010H_004E,C17010H_004M,C17010H_005E,C17010H_005M,C17010H_006E,C17010H_006M,C17010H_007E,C17010H_007M,C17010H_008E,C17010H_008M,C17010H_009E,C17010H_009M,C17010H_010E,C17010H_010M,C17010H_011E,C17010H_011M,C17010H_012E,C17010H_012M,C17010H_013E,C17010H_013M,C17010H_014E,C17010H_014M,C17010H_015E,C17010H_015M,C17010H_016E,C17010H_016M,C17010H_017E,C17010H_017M,NAME,C17010H_001EA,C17010H_001MA,C17010H_002EA,C17010H_002MA,C17010H_003MA,C17010H_003EA,C17010H_004MA,C17010H_004EA,C17010H_005EA,C17010H_005MA,C17010H_006EA,C17010H_006MA,C17010H_007EA,C17010H_007MA,C17010H_008MA,C17010H_008EA,C17010H_009MA,C17010H_009EA,C17010H_010EA,C17010H_010MA,C17010H_011EA,C17010H_011MA,C17010H_012EA,C17010H_012MA,C17010H_013MA,C17010H_013EA,C17010H_014MA,C17010H_014EA,C17010H_015MA,C17010H_015EA,C17010H_016EA,C17010H_016MA,C17010H_017EA,C17010H_017MA,state
0400000US19,719181,7284,42729,3107,15003,1575,7355,1214,27726,2679,6190,1566,5130,1541,21536,2000,19147,1910,676452,6753,566302,7103,210748,4724,110150,4741,39806,2969,24219,2382,70344,3294,41320,2640,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,588499,7407,37004,2783,14015,1542,8058,1273,22989,2305,4518,1098,3578,1016,18471,2139,16354,2071,551495,7275,463396,7384,179830,5281,88099,3797,30162,2269,18170,1886,57937,2933,34412,2482,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,996277,10207,126263,5556,55394,3523,31080,2841,70869,4485,13971,1903,10220,1638,56898,4185,47127,3656,870014,9136,701429,9227,260849,6714,168585,5860,56007,3545,28875,2596,112578,5152,57180,4117,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,704889,8143,57999,4594,23122,2702,11194,1783,34877,3255,5524,1262,4037,1085,29353,3043,24435,2842,646890,8704,536575,9504,205592,6382,110315,5624,38727,2988,19746,1972,71588,4562,39144,3269,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,327656,5482,27474,2250,9686,1315,4024,996,17788,1925,4394,885,3281,773,13394,1862,11773,1816,300182,5167,244532,5013,76234,3401,55650,3226,18815,1783,11602,1570,36835,2920,21570,2350,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,825283,8669,30669,2644,13792,1687,6141,1195,16877,2003,3717,926,2186,762,13160,1714,10919,1601,794614,9036,660525,8541,260994,5709,134089,5363,41751,2831,19662,1757,92338,5065,47166,3345,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1236468,10349,56886,3789,21252,2030,7156,1302,35634,2971,5741,1265,4156,1102,29893,2789,24815,2715,1179582,10330,960960,10673,370850,7865,218622,7950,61927,3817,25980,2800,156695,6396,76165,5261,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1977059,9876,156148,5410,64179,3396,35744,2626,91969,4261,18366,2070,14104,1783,73603,3841,61465,3592,1820911,10905,1504506,11146,535190,7868,316405,8639,111524,5137,56480,3562,204881,5681,100440,3752,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1186229,7792,49081,2760,19024,1515,7842,1154,30057,2357,5718,1053,4584,996,24339,2009,21596,1777,1137148,8252,958347,7908,365759,5467,178801,5113,67285,3439,39543,3109,111516,3661,65316,3076,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,459033,6975,42797,3907,18942,2632,10009,2036,23855,2933,5261,1380,4306,1210,18594,2559,14973,2168,416236,7248,342559,6959,126888,4947,73677,4475,24993,2908,13671,2085,48684,3440,25776,2404,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1262065,10682,100038,4776,42472,3144,21680,2373,57566,4037,10133,1600,7713,1270,47433,3664,41762,3526,1162027,10374,961507,11226,361480,8952,200520,7144,66071,4057,38465,3160,134449,4947,71721,4228,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,230382,3990,17781,2028,7529,1234,3669,948,10252,1543,1547,626,1321,565,8705,1450,7656,1392,212601,4158,181013,4375,62839,2548,31588,2690,11542,1673,6444,1254,20046,1877,10577,1458,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,399215,4678,22511,1617,8279,1124,4521,858,14232,1388,3307,784,2644,697,10925,1329,9722,1159,376704,4618,318841,5054,127470,3035,57863,3188,19117,2066,10990,1502,38746,1986,23055,1668,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,375852,6287,24579,2328,10619,1579,4179,990,13960,1732,3314,941,2662,891,10646,1692,9004,1594,351273,6152,273683,5669,86582,3644,77590,4056,26615,2261,13087,1928,50975,3259,26326,2686,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,318630,5752,14687,1864,4475,848,1921,569,10212,1666,1107,440,669,367,9105,1550,8329,1520,303943,5909,247194,6449,85289,3739,56749,3941,18324,2312,9469,1513,38425,2972,19935,2012,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1321577,10692,54539,3816,28302,2639,15430,2122,26237,2713,5632,1287,3755,1063,20605,2310,16545,2236,1267038,11110,1053434,11308,408883,8415,213604,7448,62850,3912,23661,2895,150754,6026,63058,3697,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,216501,4500,13176,1856,7173,1401,3594,1159,6003,1237,1479,603,614,366,4524,999,3908,946,203325,4508,168118,4471,45970,3184,35207,2789,12091,1911,6781,1378,23116,2266,10760,1761,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2734756,13339,172577,6036,80233,3965,46602,3273,92344,5273,18649,2158,13582,1762,73695,4586,60534,3944,2562179,13296,2090856,11927,773963,9688,471323,9937,150058,4821,71037,4509,321265,8806,149323,7219,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1718117,13482,124199,5712,54587,3341,28922,2598,69612,4545,13879,2033,10228,1705,55733,3811,45658,3155,1593918,13310,1336950,13245,482431,7984,256968,7405,81724,3861,42840,2925,175244,5713,85899,4505,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,167187,3941,8858,1502,3727,817,1606,455,5131,1211,1272,627,1260,629,3859,1025,3537,934,158329,3712,134922,3735,51921,2579,23407,2462,8717,1347,5038,1118,14690,2053,8812,1609,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2425651,16196,188017,7423,68211,4284,38716,3473,119806,5389,21290,2125,15268,1704,98516,4744,84752,4356,2237634,15452,1816196,13781,673941,10339,421438,9908,140596,5321,76024,3888,280842,7030,146662,5730,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,703863,5995,61801,3098,24929,1932,13821,1554,36872,2217,7583,1079,5757,870,29289,1861,25013,1845,642062,5912,527438,5275,195470,5037,114624,3286,42104,2567,23695,2037,72520,2916,42057,2441,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,794045,8563,61604,4081,24616,2626,11081,1780,36988,2888,6910,1331,4761,975,30078,2799,26035,2773,732441,8999,600034,6917,202214,5451,132407,5986,44607,3354,22550,2533,87800,4846,47516,3542,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2617261,15757,157119,6615,59568,3734,29655,2752,97551,4600,16495,1832,11736,1555,81056,4449,69419,4146,2460142,16008,2016351,16053,703761,8871,443791,9366,149417,5786,71801,4262,294374,7005,139295,5836,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,191669,4374,10841,1900,3383,901,875,474,7458,1633,587,302,416,274,6871,1610,5594,1429,180828,4723,142921,4546,51204,2628,37907,3047,10133,1628,4992,1065,27774,2631,13584,1931,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,840805,6892,64126,4084,28844,2411,14240,1930,35282,3342,5165,1111,3409,853,30117,3000,24552,2773,776679,6521,648087,7608,223189,5940,128592,5853,39799,3418,18911,2231,88793,4582,44455,3415,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,191153,3560,10370,1400,3957,880,1827,658,6413,1172,1033,481,884,466,5380,1125,4626,1115,180783,3842,154323,3812,57458,2745,26460,2408,9462,1405,6287,1169,16998,1681,11671,1436,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1309367,11474,128900,5281,51927,3524,27435,2630,76973,4990,15506,2236,11197,1956,61467,4281,49780,4181,1180467,10642,972233,11115,352666,7915,208234,6680,66055,4532,33851,3191,142179,5610,70789,4138,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3140521,16707,170500,5780,76817,4076,33706,2649,93683,5329,16045,1972,10945,1565,77638,5120,64853,4684,2970021,15823,2484859,18457,958446,15445,485162,12645,154151,7845,81930,5291,331011,9196,177019,7149,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,575747,6507,36611,2810,20387,2341,12608,1845,16224,2022,3288,1016,2482,915,12936,1866,10986,1689,539136,6793,462076,6872,226190,5524,77060,4096,27316,2968,15737,2263,49744,2857,26849,2508,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,145937,3335,8124,1212,3195,650,1437,562,4929,1128,770,335,749,333,4159,1047,3990,1033,137813,2927,115656,2591,39624,2147,22157,2029,7525,1135,4465,944,14632,1658,8465,1264,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1387561,10166,77295,4349,31801,2574,15830,2110,45494,3909,10612,1768,7217,1595,34882,3432,29639,3139,1310266,10469,1102465,10372,424386,7084,207801,6820,66819,4873,35061,3550,140982,5211,76975,4628,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1323712,10711,78030,4182,31744,2422,16990,1741,46286,3475,7940,1484,6006,1240,38346,3016,31158,2971,1245682,10798,1033702,11069,374167,7559,211980,8138,71057,4166,38364,3076,140923,6054,78866,4729,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,444654,7056,57871,3848,23467,2301,11442,1630,34404,3078,7345,1430,5158,1251,27059,2761,22405,2703,386783,7579,311000,6355,105640,4251,75783,4530,25703,3002,13617,2099,50080,3117,24771,2592,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1263397,9037,66627,3863,26752,2012,12805,1428,39875,2921,8574,1302,6301,1116,31301,2521,28701,2419,1196770,8469,1003727,7854,364134,5274,193043,5683,71772,3705,42832,2923,121271,4257,67289,3326,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,126911,3292,7863,1389,3321,854,1720,621,4542,1115,888,448,671,374,3654,1001,3253,967,119048,3301,101835,2806,40487,2512,17213,2085,8611,1616,5691,1512,8602,1237,5872,1123,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,5950,1191,2431,764,1057,549,532,444,1374,553,263,288,220,286,1111,538,764,432,3519,942,2723,753,705,503,796,444,192,224,89,144,604,399,172,220,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
