C27010_013E,C27010_013M,C27010_014E,C27010_014M,C27010_015E,C27010_015M,C27010_016E,C27010_016M,C27010_017E,C27010_017M,C27010_018E,C27010_018M,C27010_019E,C27010_019M,C27010_020E,C27010_020M,C27010_021E,C27010_021M,GEO_ID,C27010_001E,C27010_001M,C27010_002E,C27010_002M,C27010_003E,C27010_003M,C27010_004E,C27010_004M,C27010_005E,C27010_005M,C27010_006E,C27010_006M,C27010_007E,C27010_007M,C27010_008E,C27010_008M,C27010_009E,C27010_009M,C27010_010E,C27010_010M,C27010_011E,C27010_011M,C27010_012E,C27010_012M,C27010_013MA,C27010_013EA,C27010_014MA,C27010_014EA,C27010_015MA,C27010_015EA,C27010_016EA,C27010_016MA,C27010_017EA,C27010_017MA,C27010_018MA,C27010_018EA,C27010_019MA,C27010_019EA,C27010_020MA,C27010_020EA,C27010_021EA,C27010_021MA,NAME,C27010_001MA,C27010_001EA,C27010_002MA,C27010_002EA,C27010_003MA,C27010_003EA,C27010_004MA,C27010_004EA,C27010_005MA,C27010_005EA,C27010_006MA,C27010_006EA,C27010_007MA,C27010_007EA,C27010_008MA,C27010_008EA,C27010_009MA,C27010_009EA,C27010_010EA,C27010_010MA,C27010_011EA,C27010_011MA,C27010_012EA,C27010_012MA,state
238364,4196,23896,2623,14597,1712,35975,2794,128069,1515,1914,562,45350,2349,80498,2590,307,196,0400000US46,841363,603,208580,1270,123928,4444,59918,4103,10698,2406,14036,2361,191882,2239,136273,2989,14891,1912,5121,1171,35597,2987,312832,2584,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
1755521,14438,349700,9152,115709,5291,334684,10312,988284,3174,20785,2491,397823,8740,565090,9606,4586,1372,0400000US47,6496300,2363,1490949,2724,798325,12809,571755,14025,58765,5063,62104,6227,1461453,5504,919686,12476,232046,8674,43678,4079,266043,11382,2555614,5344,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
6878397,31156,883492,17694,330409,10015,1998147,29357,3135425,5075,99851,6222,1349536,15405,1626221,13842,59817,5406,0400000US48,26990435,4141,7197853,4697,3546934,33517,2803274,31209,165522,9050,682123,22558,6566712,10696,4026925,29990,531052,14396,133597,7833,1875138,23720,10090445,10639,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
766392,7658,62853,4640,31606,3107,123680,7200,304002,1669,9861,1468,102836,4077,187455,4352,3850,1039,0400000US49,2971003,686,909285,1054,658539,10418,155930,9342,29621,4172,65195,5670,773185,3305,593169,6715,42886,4133,18514,2285,118616,6306,984531,3420,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
179628,3873,55232,3201,9691,1351,12412,1554,106423,653,2117,536,37349,2049,66938,2085,19,28,0400000US50,620107,172,119828,794,61102,3317,48548,3197,8927,1742,1251,504,136893,1171,92256,2648,30922,2443,3721,904,9994,1500,256963,1146,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
2509204,15427,250953,8177,141530,5224,348601,10758,1162216,3478,39330,2923,336268,7876,775693,8501,10925,1813,0400000US51,8162517,4887,1867092,3155,1246155,17055,473865,13266,56386,5251,90686,8321,1882921,7274,1399135,13588,147474,7924,40231,3314,296081,11582,3250288,7227,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
2035635,12595,397041,10354,128622,5403,213276,7136,1016089,2383,30942,2521,335745,8134,642399,7993,7003,1396,0400000US53,7066812,2751,1610562,1810,929860,14338,560617,14102,77566,6514,42519,4529,1665587,5193,1118639,11056,279501,9362,62278,4393,205169,8008,2774574,4854,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
455934,7714,185302,7003,40956,2535,53285,4063,327764,1481,5356,1021,110939,4883,211082,5282,387,312,0400000US54,1815505,361,378396,1683,186609,6967,163199,7094,17805,2722,10783,2109,373868,2890,221434,6307,97043,5608,11764,1849,43627,3739,735477,2961,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
1768766,10231,275676,7802,82917,3826,142503,6378,872718,2166,15447,1430,284715,5434,569537,5410,3019,933,0400000US55,5698995,715,1290350,1911,812498,10699,366297,10885,65327,5885,46228,3581,1266065,3114,928539,7583,174063,6124,32597,2425,130866,5013,2269862,3794,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
169118,4113,13933,2162,8681,1488,29530,2735,80404,927,2073,750,26449,2178,51638,1939,244,251,0400000US56,576557,733,138953,2462,90567,4206,32627,4223,4903,1441,10856,2123,135938,3133,96165,3269,10080,1918,3829,1035,25864,3554,221262,2954,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
558211,10213,618402,10722,45241,3753,103275,5678,619093,719,18257,2039,447954,5755,148405,5107,4477,947,0400000US72,3447794,522,737198,391,240294,8661,455071,9506,21871,3176,19962,2745,766374,4318,288759,7697,397222,9256,11401,2011,68992,5028,1325129,4297,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
