GEO_ID,C19201_001E,C19201_001M,C19201_002E,C19201_002M,C19201_003E,C19201_003M,C19201_004E,C19201_004M,C19201_005E,C19201_005M,C19201_006E,C19201_006M,C19201_007E,C19201_007M,C19201_008E,C19201_008M,C19201_009E,C19201_009M,C19201_010E,C19201_010M,C19201_011E,C19201_011M,NAME,C19201_001MA,C19201_001EA,C19201_002EA,C19201_002MA,C19201_003EA,C19201_003MA,C19201_004EA,C19201_004MA,C19201_005EA,C19201_005MA,C19201_006EA,C19201_006MA,C19201_007EA,C19201_007MA,C19201_008MA,C19201_008EA,C19201_009EA,C19201_009MA,C19201_010EA,C19201_010MA,C19201_011EA,C19201_011MA,state
0400000US13,1189992,17071,171902,7321,122187,5180,190184,7054,148470,6851,176215,7185,191618,8368,87093,5548,67161,4536,17604,2358,17558,2066,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,136550,4681,16884,1888,8794,1225,17841,2170,13781,1668,19223,1827,23753,2251,15659,1940,12976,1673,4676,1260,2963,725,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,197074,5935,28980,3744,21914,2810,39661,3419,32793,2857,28668,2756,24224,2804,10174,1454,7297,1273,1848,729,1515,615,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1695060,14846,218644,7075,134804,4946,269829,7234,205611,6541,240587,7307,276367,7426,148806,5747,125804,5216,36494,2918,38114,2993,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,881448,10779,109587,4775,86661,4160,169252,4574,138252,5683,146237,5819,131263,5127,51104,3691,32296,2835,8840,1443,7956,1584,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,450450,7161,53124,3518,48527,3155,80526,3769,66144,4045,72286,3716,72814,3692,29029,2648,18955,2106,4089,914,4956,1034,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,390802,7926,53693,2787,37095,2765,67225,3695,56719,3280,64610,3771,61375,3667,23146,1926,18571,2186,4383,1036,3985,953,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,584329,9038,99688,4987,69321,3459,105808,4802,83955,3780,86458,4543,79767,4448,30254,2660,18830,2125,5016,1053,5232,955,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,629322,10618,117601,5469,70898,4065,115367,5606,80879,4838,80707,4267,78681,4764,39668,3258,29120,2728,9738,1988,6663,1225,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,202300,5390,26821,2764,24069,2047,38914,2357,27925,2429,30725,2746,27984,2272,13182,1699,8195,1260,2126,539,2359,691,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,723095,11502,71237,4593,43219,3213,85730,4458,78277,4266,99401,4559,137749,6068,80301,4305,80113,4754,26149,2706,20919,2204,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,946547,12600,104807,4702,90510,5068,124960,5182,95569,4617,119872,5680,158047,6857,90922,4900,97550,5600,31833,2533,32477,3033,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1378808,13554,198775,5963,127926,5553,247253,6244,194237,5140,211050,6516,212293,7463,89755,4450,64384,2991,15496,1655,17639,1640,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,763312,8685,76132,3785,65176,3100,124084,4561,97538,3564,123464,3826,137288,5168,64479,3238,50777,3075,12872,1579,11502,1379,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,361217,7427,74575,4426,46922,3741,73842,4439,47431,3416,45802,3114,39553,2785,18498,2567,9375,1661,2492,751,2727,789,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,854881,11844,114576,5335,94338,4659,155926,5506,125067,5989,135436,4737,118987,5614,52924,3142,37112,2825,9909,1828,10606,1527,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,161703,4396,21550,1759,17280,1873,32719,2248,23948,2104,23779,2440,24670,2451,8183,1519,5960,1128,1458,562,2156,582,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,274362,5541,29827,2496,27860,2024,50710,2999,39539,2416,46603,2709,43390,2917,18726,1721,11697,1539,3640,779,2370,554,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,382710,9019,42651,3184,32423,2634,60386,3946,57060,4360,62786,4189,60043,3810,30200,3081,23923,2318,6679,1430,6559,1036,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,176142,5400,15469,2135,13734,1895,27798,2843,20760,2025,28562,2719,30846,3067,16755,1997,13494,1917,4451,1088,4273,1126,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,982077,12463,115110,4749,75701,4091,142751,5526,107616,4878,131813,5225,165678,6934,94952,4391,90800,4439,28104,2544,29552,2605,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,276393,7090,51610,3656,30483,3002,48590,3392,35566,2840,36258,3116,35886,2930,16312,2031,15240,2031,3446,905,3002,813,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2672576,19199,374376,9806,223746,7484,373836,9820,276367,8419,337748,8556,412235,8699,238706,7320,234455,8078,90738,4966,110369,5826,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1337530,16130,184275,7145,158160,6207,238115,8305,196124,6101,206483,6199,183681,6736,79713,5179,56117,3713,17952,2114,16910,2293,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,125265,3916,12671,1233,12093,1567,19149,1861,17773,2239,20935,1971,19957,2244,9592,1484,7736,1243,3127,981,2232,602,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1684560,16179,233029,6609,165162,5603,302122,8135,247279,6855,259634,8410,254989,7506,112643,5204,74489,3510,18535,1913,16678,2072,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,496363,6770,74203,3306,56172,2969,94241,3572,68590,3343,77064,3461,69433,3283,27583,2392,17620,1769,5963,1047,5494,929,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,574809,8927,74746,4527,51615,3786,93556,4749,75843,4549,84176,4265,89953,4795,47255,3647,36934,2903,9479,1461,11252,1904,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1751742,14859,227788,7544,164646,5739,309929,8297,237472,6823,253681,6790,275951,6559,131297,4947,95577,4583,29781,2642,25620,2292,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,157222,5298,24050,2314,15301,2025,22896,2539,16994,2009,21831,2283,26932,2472,12323,1759,10255,1434,3356,709,3284,923,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,636883,10285,97520,4276,77243,4208,114497,5255,88801,4796,96829,5577,90572,4686,36633,2866,23586,2306,5250,1099,5952,1148,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,122424,3767,13707,1453,14612,1927,21655,2132,19273,1747,21839,2161,18320,2126,6926,869,3522,954,1702,605,868,396,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,854582,11354,127359,5889,96987,4984,161755,5941,118840,4730,124681,5490,118079,5699,50824,3753,33727,2847,11085,1780,11245,1619,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2900503,23635,376050,8928,248881,8479,438948,11272,365113,9484,428095,11463,487751,10717,237423,8621,195178,6916,60124,4066,62940,4210,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,237799,6344,24537,2218,17986,1983,37215,2674,31855,2563,42239,3644,41668,3046,19425,1829,16095,2143,3841,861,2938,787,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,102486,3403,9133,1288,11372,1507,18499,1938,13249,1575,16415,1786,18060,1766,7633,1177,4759,816,1746,608,1620,572,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1052038,11860,117514,5206,80690,4730,146254,6491,119652,5731,147421,6621,175566,7170,99750,5164,102013,4706,34528,2849,28650,2095,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,967980,11508,108531,5281,69291,4625,134422,5366,117504,5304,144153,6108,163138,5883,94176,4349,87432,4898,25202,2415,24131,2292,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,262589,6564,47256,3340,30485,2540,56187,3562,38412,2903,36359,3023,29487,2380,13147,2035,7506,1348,1640,645,2110,704,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,849872,9627,88280,3710,77841,3555,157498,4472,121091,4520,141362,4774,145323,5097,62370,3037,37948,2253,8842,1205,9317,1137,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,83467,4135,8298,1577,7734,1294,14306,1799,10836,1749,13366,1668,12856,1549,6829,1215,5655,1247,1655,696,1932,770,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,377313,6976,172716,5775,60266,4049,63089,3869,29657,3138,25455,2419,15887,1935,4464,839,3450,930,883,478,1446,507,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
