GEO_ID,B08503_001E,B08503_001M,B08503_002E,B08503_002M,B08503_003E,B08503_003M,B08503_004E,B08503_004M,B08503_005E,B08503_005M,B08503_006E,B08503_006M,B08503_007E,B08503_007M,NAME,B08503_001MA,B08503_001EA,B08503_002MA,B08503_002EA,B08503_003EA,B08503_003MA,B08503_004EA,B08503_004MA,B08503_005MA,B08503_005EA,B08503_006EA,B08503_006MA,B08503_007MA,B08503_007EA,state
0400000US19,42.1,0.3,42.7,0.3,38.8,1.2,31.9,2.3,30.0,1.7,36.9,3.0,48.5,1.4,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,41.5,0.3,42.1,0.3,37.2,0.9,31.9,2.3,32.0,2.5,35.7,3.0,46.9,1.5,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,41.5,0.3,42.1,0.3,36.9,1.0,36.2,4.2,28.5,3.1,37.4,2.5,47.6,1.3,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,41.2,0.3,41.7,0.3,37.0,0.8,36.3,1.2,32.6,2.3,38.2,2.9,49.4,1.3,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,44.9,0.3,45.6,0.4,39.4,1.4,49.1,14.0,29.1,2.7,33.8,6.7,51.6,2.7,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,42.6,0.2,43.5,0.2,38.4,0.7,34.7,1.0,29.4,1.2,39.7,1.8,49.0,0.9,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,43.0,0.2,44.9,0.2,39.6,0.9,35.1,0.6,29.6,0.7,35.6,1.2,49.0,0.7,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,42.5,0.2,43.1,0.2,38.0,0.6,32.6,1.6,30.4,0.9,36.5,1.3,48.1,0.8,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,42.0,0.2,42.6,0.2,37.8,0.7,36.2,1.0,34.1,1.6,37.1,2.7,46.8,0.8,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,41.7,0.3,42.1,0.3,38.4,1.0,46.2,2.9,32.6,2.7,40.6,1.7,46.3,3.3,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,42.0,0.2,42.4,0.2,39.6,0.8,37.6,1.5,32.0,1.9,39.2,2.3,45.6,1.1,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,43.0,0.5,43.7,0.6,37.9,1.9,36.8,8.5,39.1,3.0,39.1,3.0,48.7,2.0,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,41.8,0.3,42.4,0.3,36.9,1.0,32.4,6.6,39.6,3.6,41.1,3.2,47.3,2.0,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,41.3,0.3,41.5,0.3,38.5,0.7,36.7,2.2,39.7,4.4,38.6,3.0,47.1,1.7,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,44.7,0.3,44.9,0.4,38.5,2.3,32.2,8.0,28.5,3.9,41.0,7.3,50.8,1.2,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,44.2,0.2,45.0,0.2,40.6,0.6,38.8,0.9,38.1,0.9,38.4,1.2,48.7,0.7,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,42.1,0.3,42.2,0.3,38.2,0.9,43.7,4.6,31.8,4.0,37.3,5.8,52.2,1.6,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,42.4,0.1,45.0,0.2,41.6,0.5,38.7,0.2,36.7,0.5,40.4,0.9,48.2,0.5,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,42.1,0.2,42.5,0.2,38.1,0.7,35.4,1.7,30.0,2.5,38.8,2.1,46.8,0.8,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,39.3,0.5,39.2,0.5,35.7,1.4,45.2,11.4,39.7,6.7,40.6,8.1,48.3,2.7,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,42.7,0.2,43.3,0.2,37.5,0.6,36.1,1.1,29.9,1.0,35.2,1.4,47.9,0.8,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,40.8,0.2,41.3,0.2,36.9,0.8,36.7,3.8,33.5,1.6,38.4,2.0,46.2,1.4,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,41.3,0.3,42.7,0.3,37.7,0.6,35.1,1.0,33.2,2.0,35.4,1.4,47.5,1.0,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,43.7,0.1,44.7,0.2,39.6,0.6,37.8,1.0,32.1,0.9,36.5,1.1,47.2,0.8,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,43.4,0.5,44.6,0.4,38.7,1.8,32.3,3.7,27.6,2.4,39.1,8.3,48.8,2.4,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,42.0,0.3,42.5,0.3,37.8,0.9,39.4,4.7,23.4,1.0,36.8,4.0,48.4,1.6,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,42.1,0.5,42.3,0.6,38.4,1.4,29.0,7.0,38.2,2.5,40.5,4.1,51.0,1.6,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,42.1,0.2,42.4,0.3,38.5,0.7,37.9,3.8,32.4,4.0,38.3,1.8,47.9,1.2,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,40.5,0.2,40.8,0.1,37.1,0.5,38.3,1.3,31.5,1.2,38.6,1.3,46.6,0.5,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,37.5,0.2,37.9,0.3,35.4,0.9,36.1,1.4,26.5,1.0,33.0,1.7,42.6,1.0,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,45.0,0.4,45.7,0.5,41.3,1.7,31.6,8.0,32.4,3.8,32.0,1.7,51.7,1.9,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,42.0,0.2,42.6,0.2,39.0,0.6,35.9,1.1,29.2,1.5,37.5,2.3,47.9,0.8,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,41.4,0.2,42.2,0.3,38.7,0.7,36.3,0.8,31.5,1.1,40.1,1.4,47.1,1.0,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,43.2,0.4,43.6,0.4,38.7,2.3,42.6,10.5,37.1,2.3,39.9,6.0,48.2,2.1,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,42.4,0.2,43.0,0.2,38.8,0.8,32.7,1.6,29.5,1.1,38.3,1.6,48.2,0.8,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,41.1,0.6,41.2,0.8,40.8,1.9,40.7,10.3,36.6,3.0,35.8,2.6,52.0,3.0,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,41.1,0.3,40.9,0.3,41.2,1.1,42.6,1.6,44.1,2.6,38.7,4.2,47.0,4.7,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
