GEO_ID,C25055_001E,C25055_001M,C25055_002E,C25055_002M,C25055_003E,C25055_003M,C25055_004E,C25055_004M,C25055_005E,C25055_005M,NAME,C25055_001EA,C25055_001MA,C25055_002MA,C25055_002EA,C25055_003MA,C25055_003EA,C25055_004MA,C25055_004EA,C25055_005MA,C25055_005EA,state
0400000US41,577469,9503,418594,8832,72783,4262,43825,2922,42267,2896,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1461555,14061,989836,12265,196798,6877,128713,5940,146208,4270,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,160923,5429,105004,4458,24107,1943,17169,1989,14643,1437,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,537909,10690,403086,8657,67051,3955,41711,3300,26061,2487,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,99981,3699,69991,3412,10902,1374,6154,1042,12934,1742,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,799206,12752,595639,10776,105779,5798,56206,3985,41582,2763,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3472961,27141,2745728,23626,383972,8805,199611,6933,143650,5368,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,275228,7402,222805,6897,26638,2514,14093,1786,11692,1561,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,69352,3084,48478,2705,8478,1213,5936,1172,6460,1142,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1029623,12865,779946,12055,128330,5511,65543,3865,55804,3464,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,984398,13442,737966,12769,115742,4641,64737,4060,65953,3787,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,172194,5420,123650,4606,23900,1950,14978,1934,9666,1371,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,736085,9530,522901,8831,93473,5070,51320,2631,68391,3136,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,65481,3507,49442,3217,7987,1409,4492,991,3560,939,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,247289,6606,174319,5757,33768,2397,23796,2081,15406,1791,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
