GEO_ID,C01001A_001E,C01001A_001M,C01001A_002E,C01001A_002M,C01001A_003E,C01001A_003M,C01001A_004E,C01001A_004M,C01001A_005E,C01001A_005M,C01001A_006E,C01001A_006M,C01001A_007E,C01001A_007M,C01001A_008E,C01001A_008M,C01001A_009E,C01001A_009M,NAME,C01001A_001MA,C01001A_001EA,C01001A_002EA,C01001A_002MA,C01001A_003EA,C01001A_003MA,C01001A_004EA,C01001A_004MA,C01001A_005MA,C01001A_005EA,C01001A_006MA,C01001A_006EA,C01001A_007EA,C01001A_007MA,C01001A_008EA,C01001A_008MA,C01001A_009EA,C01001A_009MA,state
0400000US13,6077438,15641,3010662,9922,685959,6057,1896478,6565,428225,1312,3066776,9233,649289,6030,1882446,5276,535041,1578,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,372252,4443,205140,2724,28798,1872,143373,1740,32969,366,167112,2675,28378,1835,107038,1584,31696,401,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1514404,5361,757107,3556,197099,2211,450082,2367,109926,785,757297,3637,187169,2168,446448,2491,123680,700,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9238679,23235,4562869,12646,1004045,6467,2905959,8394,652865,1723,4675810,13079,954231,6476,2882094,8444,839485,2145,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5559694,9753,2737290,6032,631007,3630,1717250,4105,389033,1015,2822404,5951,609854,3714,1714952,3220,497598,1152,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2826672,5945,1397220,3903,319624,1970,861833,2898,215763,608,1429452,3684,304332,2230,852694,2041,272426,547,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2465799,7726,1223047,4881,293663,3036,753999,3325,175385,743,1242752,4438,283328,2837,739552,2594,219872,834,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3865712,5045,1894206,3475,428373,2721,1189140,2078,276693,552,1971506,3673,411542,2298,1210109,2177,349855,846,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2914693,7522,1447252,5327,323735,3454,910032,3466,213485,883,1467441,4402,295960,3291,904694,2746,266787,975,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1258074,1424,615065,1176,120563,1016,383407,743,111095,213,643009,1341,112228,916,396659,855,134122,322,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3395048,10270,1669516,5822,345700,3094,1064707,4105,259109,1071,1725532,6067,328641,3299,1069105,4073,327786,1174,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5373238,12798,2601839,8106,515773,4582,1682601,5798,403465,1199,2771399,7250,492078,4005,1746725,4786,532596,1623,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7801483,8387,3851653,4746,818151,2879,2423734,3399,609768,1044,3949830,4969,784136,3059,2413136,3138,752558,1003,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4614799,7190,2289162,4234,500118,2629,1446317,3044,342727,604,2325637,4191,474996,2129,1429887,2701,420754,708,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1758586,4423,866140,3513,191929,2912,532535,2206,141676,629,892446,3981,184625,2994,528881,1816,178940,757,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5011327,7416,2468790,4996,553338,3508,1535487,2901,379965,776,2542537,4722,521450,2719,1543281,2843,477806,941,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,918701,2213,462837,1808,95795,1216,285657,1162,81385,418,455864,1718,90858,1286,276270,1022,88736,493,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1671988,6529,830819,4480,199999,2652,512590,2511,118230,577,841169,3431,191130,2059,502689,2077,147350,553,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1952341,14544,988729,8487,208013,4514,617461,5423,163255,1353,963612,7762,201394,3975,588268,4924,173950,1418,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1245262,1995,614296,1405,122525,975,395003,908,96768,353,630966,1430,115593,886,399518,1119,115855,283,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6060267,21214,2971549,12512,642314,5731,1868903,8375,460332,2169,3088718,11341,607315,5163,1870815,8132,610588,2124,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1530670,13867,757985,7648,174487,3851,456615,5176,126883,1677,772685,7757,164907,4073,458920,5174,148858,1669,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12621132,30579,6181197,17718,1245327,7615,3963347,13029,972523,3624,6439935,16869,1183743,8060,3989078,10771,1267114,3638,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6934715,14528,3403793,8856,729909,5734,2134947,5563,538937,1092,3530922,8110,693679,4970,2157340,5377,679903,1730,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,667900,2285,340933,1724,72078,971,222182,1327,46673,173,326967,2073,70759,1296,199432,1376,56776,294,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9519055,8894,4675653,5520,1025961,3179,2929720,3493,719972,1007,4843402,5047,972375,2994,2948719,3339,922308,1026,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2838386,6875,1401672,4346,312686,2807,870631,2653,218355,655,1436714,3816,298208,2526,866140,2338,272366,870,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3433909,9509,1694232,6671,353062,3687,1059174,4496,281996,913,1739677,5044,336512,3432,1067707,3330,335458,830,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10386678,12857,5085836,7299,1024604,4295,3208557,5303,852675,1559,5300842,7782,975846,4031,3217114,4893,1107882,1553,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,848845,6308,409836,3988,76686,1968,266253,2604,66897,572,439009,3225,71999,1653,277441,2213,89569,706,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3292094,7581,1621865,4859,337816,2872,1002419,3789,281630,988,1670229,5301,316967,3753,1016298,2651,336964,819,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,725937,2619,364268,1782,82299,1206,223758,1264,58211,228,361669,1478,77317,950,215268,894,69084,344,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5129336,8520,2514655,5773,550634,3984,1568332,3670,395689,943,2614681,5294,522998,3522,1600541,2768,491142,980,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20587917,39722,10236167,22017,2683318,13222,6350486,14255,1202363,3787,10351750,24132,2568171,13132,6296294,15151,1487285,4101,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2611340,11303,1311557,6458,397571,3756,779166,4115,134820,841,1299783,5930,375317,3671,768566,3452,155900,950,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,593056,1306,292291,851,56482,454,186980,787,48829,100,300765,892,53458,475,188387,689,58920,321,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5718051,14388,2836430,9441,595854,4822,1821669,6479,418907,1268,2881621,7670,566139,4728,1798655,5175,516827,1256,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5513655,12496,2762678,8091,576797,4183,1765786,5540,420095,1449,2750977,7674,543143,4079,1714595,4664,493239,1552,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1722847,2814,845577,2730,175747,1760,523419,2076,146411,341,877270,2251,170400,1751,528881,1198,177989,611,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4965524,9672,2468876,6035,520463,3815,1563527,3125,384886,755,2496648,5055,494459,3136,1532609,2916,469580,870,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,536320,3624,272159,2449,61692,1787,172424,1461,38043,444,264161,2937,60010,2028,162025,1781,42126,527,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2355164,19257,1101903,11969,255417,6472,652863,7901,193623,3476,1253261,12568,246931,5461,743416,9598,262914,3786,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
